year,firm,lsales,lcapital,llabor,sk_labor,lmaterials,foreign,export,intangibles,ownership,latitude,longitude
2004,1304,9.786167,8.594154,4.787492,0.075,9.604947,0.0,1,0,0,0.552662,2.107544
2005,1304,10.36249,8.791334,4.787492,0.075,10.01467,0.0,1,0,0,0.552662,2.107544
2006,1304,10.67406,8.9334,4.744932,0.075,9.991452,0.0,1,0,0,0.552662,2.107544
2004,1305,9.065314,7.313221,3.555348,0.0571429,8.800867,0.0,0,0,0,0.552662,2.107544
2005,1305,9.539644,7.313221,3.465736,0.0571429,9.27884,0.0,0,0,0,0.552662,2.107544
2006,1305,9.609117,7.313221,3.555348,0.0571429,9.490167,0.0,0,0,0,0.552662,2.107544
2004,1306,9.912943,8.389359,4.60517,0.05,9.728539,0.0,0,0,0,0.552662,2.107544
2005,1306,9.714746,8.596374,4.356709,0.05,9.463431,0.0,0,0,0,0.552662,2.107544
2006,1306,9.853247,8.398635,4.430817,0.05,9.412464,0.0,0,0,0,0.552662,2.107544
2004,1307,10.96374,9.173262,3.663562,0.025641,10.82273,0.0,0,0,0,0.552662,2.107544
2005,1307,11.20898,9.181117,3.688879,0.025641,11.08644,0.0,0,0,0,0.552662,2.107544
2006,1307,11.26894,9.233471,3.688879,0.025641,11.128,0.0,0,0,0,0.552662,2.107544
2004,1308,10.48927,8.920122,4.219508,0.0294118,10.12073,0.0,1,1,0,0.552662,2.107544
2005,1308,10.47841,8.971067,4.219508,0.0294118,10.34235,0.0,0,1,0,0.552662,2.107544
2006,1308,10.34881,9.084437,4.219508,0.0294118,9.798127,0.0,1,1,0,0.552662,2.107544
2004,1309,9.832528,8.857657,5.159055,0.0,9.333443,0.0,1,0,0,0.552662,2.107544
2005,1309,9.894951,9.092458,5.159055,0.0,9.224834,0.0,0,0,0,0.552662,2.107544
2006,1309,9.672815,9.051813,4.941642,0.0,9.153347,0.0,1,0,0,0.552662,2.107544
2004,1310,9.678718,7.244227,3.688879,0.0,9.343734,0.0,0,0,0,0.552662,2.107544
2005,1310,9.568015,7.432484,2.995732,0.0,9.56381,0.0,0,0,0,0.552662,2.107544
2006,1310,9.913933,7.401231,4.49981,0.0,9.543235,0.0,0,0,0,0.552662,2.107544
2004,1311,10.93293,9.852194,5.634789,0.1071429,10.39391,0.0,1,1,0,0.552662,2.107544
2005,1311,11.16592,10.63465,5.720312,0.1071429,10.64828,0.0,0,1,0,0.552662,2.107544
2006,1311,11.47668,10.73696,5.991465,0.1071429,11.09524,0.0,1,1,0,0.552662,2.107544
2004,1312,9.306105,7.417581,3.332205,0.0,9.044522,0.0,0,0,0,0.552662,2.107544
2005,1312,9.385973,7.620705,3.332205,0.0,9.080232,0.0,0,0,0,0.552662,2.107544
2006,1312,9.355306,7.515345,3.332205,0.0,9.079092,0.0,0,0,0,0.552662,2.107544
2004,1313,9.739792,8.160519,4.442651,0.0588235,9.388152,0.0,1,0,0,0.552662,2.107544
2005,1313,10.08289,8.411611,4.442651,0.0588235,9.726153,0.0,1,0,0,0.552662,2.107544
2006,1313,9.630365,8.411611,4.553877,0.0588235,9.23308,0.0,1,0,0,0.552662,2.107544
2004,1314,9.352708,9.248406,4.317488,0.0666667,8.862059,0.0,1,0,0,0.5565419,2.104094
2005,1314,9.527338,8.639234,4.007333,0.0666667,9.212638,0.656816,0,0,0,0.5565419,2.104094
2006,1314,9.508963,8.797851,3.951244,0.0666667,9.15059,0.0,0,0,0,0.5565419,2.104094
2004,1315,13.68484,12.13465,6.52503,0.3504399,13.05738,0.0,1,1,0,0.5565419,2.104094
2005,1315,13.73854,12.75448,6.648984,0.3504399,13.44179,0.3490817,1,1,0,0.5565419,2.104094
2006,1315,13.94615,12.9431,6.891626,0.3504399,13.65845,0.7585631,1,1,0,0.5565419,2.104094
2004,1316,9.559587,6.782192,3.806663,0.0,9.190138,0.0,0,0,0,0.5565419,2.104094
2005,1316,9.689675,6.76273,3.7612,0.0,9.567315,0.0,0,0,0,0.5565419,2.104094
2006,1316,8.794825,7.151485,3.7612,0.0,8.327243,0.0,0,0,0,0.5565419,2.104094
2004,1317,10.58109,8.095294,4.564348,0.0,10.23146,0.0,0,0,0,0.5565419,2.104094
2005,1317,10.33916,8.298041,4.61512,0.0,9.964865,0.0,0,0,0,0.5565419,2.104094
2006,1317,10.53049,8.074026,4.65396,0.0,10.23817,0.0,0,0,0,0.5565419,2.104094
2004,1318,9.979383,9.120962,4.762174,0.034188,8.621373,0.0,0,0,0,0.5565419,2.104094
2005,1318,10.7019,8.642415,4.70953,0.034188,10.08397,0.0,0,0,0,0.5565419,2.104094
2006,1318,10.44027,9.175335,4.672829,0.034188,9.591649,0.0,0,0,0,0.5565419,2.104094
2004,1319,10.51664,7.551187,3.496508,0.030303,10.08034,0.0,0,1,0,0.5565419,2.104094
2005,1319,10.41331,7.409742,3.401197,0.030303,9.945589,0.0,0,1,0,0.5565419,2.104094
2006,1319,9.279866,7.409742,3.401197,0.030303,8.806424,0.0,0,1,0,0.5565419,2.104094
2004,1320,15.97186,15.17348,8.665613,0.1010345,15.55505,0.0,1,1,0,0.5573482,2.099359
2005,1320,16.46519,15.41333,8.748305,0.1010345,16.18456,0.0,1,0,0,0.5573482,2.099359
2006,1320,16.65257,10.91926,8.748305,0.1010345,16.35565,0.0,1,0,0,0.5573482,2.099359
2004,1321,11.0442,9.786954,5.010635,0.32,10.26528,0.0,0,1,0,0.5573482,2.099359
2005,1321,11.8332,10.34913,5.521461,0.32,10.84595,0.7582205,0,1,0,0.5573482,2.099359
2006,1321,11.50184,10.39023,5.634789,0.32,10.8977,0.7582205,0,1,0,0.5573482,2.099359
2004,1322,9.332558,6.753438,3.135494,0.0,9.188912,0.0,0,0,0,0.5573482,2.099359
2005,1322,9.339613,6.765039,3.091043,0.0,9.120416,0.0,0,0,0,0.5573482,2.099359
2006,1322,9.515175,7.095893,3.044523,0.0,9.170872,0.0,0,0,0,0.5573482,2.099359
2004,1323,15.28959,13.3286,7.234899,0.2609949,14.94681,0.0744506,1,1,0,0.5573482,2.099359
2005,1323,15.55262,14.78773,8.318742,0.2609949,15.14427,0.0,1,1,0,0.5573482,2.099359
2006,1323,15.41462,15.0933,8.360773,0.2609949,15.07968,0.0,1,1,0,0.5573482,2.099359
2004,1324,11.9054,11.06378,5.552959,0.120155,11.62264,0.0,1,0,0,0.5573482,2.099359
2005,1324,12.22373,11.06277,5.697093,0.120155,11.88907,0.0,0,0,0,0.5573482,2.099359
2006,1324,12.06204,11.00215,5.697093,0.120155,11.81316,0.0,0,1,0,0.5573482,2.099359
2004,1325,10.61479,7.088409,4.248495,0.0428571,10.53521,0.0,0,0,0,0.5573482,2.099359
2005,1325,10.69421,7.095893,4.248495,0.0428571,10.30142,0.0,1,0,0,0.5573482,2.099359
2006,1325,10.89841,7.203405,4.356709,0.0428571,10.1835,0.0,1,0,0,0.5573482,2.099359
2004,1326,14.46561,12.70266,8.106213,0.0129713,14.00128,0.0172486,0,1,0,0.5573482,2.099359
2005,1326,15.18794,13.86952,8.417373,0.0129713,14.77669,0.0177564,1,1,0,0.5573482,2.099359
2006,1326,15.34558,14.03513,8.385033,0.0129713,15.01269,0.0608394,1,1,0,0.5573482,2.099359
2004,1327,10.01749,8.70251,4.382027,0.0875,9.688932,0.0,1,0,0,0.5573482,2.099359
2005,1327,9.767152,9.970585,3.806663,0.0875,8.384119,0.0,0,1,0,0.5573482,2.099359
2006,1327,9.720165,8.716372,3.912023,0.0875,9.387733,0.0,0,0,0,0.5573482,2.099359
2004,1328,11.87753,10.3681,4.890349,0.2255639,11.9182,0.0,1,0,0,0.5573482,2.099359
2005,1328,12.34996,10.29678,4.941642,0.2255639,11.99502,0.0,1,0,0,0.5573482,2.099359
2006,1328,12.52814,10.31887,4.919981,0.2255639,12.10779,0.0,1,0,0,0.5573482,2.099359
2004,1329,11.18442,9.878632,5.049856,0.0641026,10.40907,0.0,0,0,0,0.5573482,2.099359
2005,1329,11.06272,9.902086,5.049856,0.0641026,10.59663,0.0,1,0,0,0.5573482,2.099359
2006,1329,10.81597,9.931346,5.147494,0.0641026,10.62133,0.0,1,0,0,0.5573482,2.099359
2004,1330,10.26462,7.171657,4.718499,0.0357143,9.982252,0.0,0,0,0,0.5573482,2.099359
2005,1330,10.35739,6.487684,4.317488,0.0357143,10.02065,0.0,0,0,0,0.5573482,2.099359
2006,1330,10.24075,7.676937,3.912023,0.0357143,9.919016,0.0,0,0,0,0.5573482,2.099359
2004,1331,10.0371,8.282989,4.356709,0.0897436,9.855295,0.0,0,0,0,0.5573482,2.099359
2005,1331,10.12739,8.749732,4.584968,0.0897436,9.420925,0.0,0,0,0,0.5573482,2.099359
2006,1331,10.43197,8.837827,4.644391,0.0897436,10.13805,0.0,0,0,0,0.5573482,2.099359
2004,1332,10.89452,9.895153,6.135565,0.0324675,10.36439,0.0,1,1,0,0.5573482,2.099359
2005,1332,10.97164,9.947553,6.109248,0.0324675,10.4278,0.0,1,1,0,0.5573482,2.099359
2006,1332,11.13459,9.967588,6.077642,0.0324675,10.75918,0.0,1,1,0,0.5573482,2.099359
2004,1333,9.350102,7.438384,3.401197,0.3,8.662159,0.0,0,0,0,0.5573482,2.099359
2005,1333,9.613402,8.311399,3.433987,0.3,9.015905,0.0,0,0,0,0.5573482,2.099359
2006,1333,9.859013,8.180321,3.433987,0.3,9.53568,0.0,0,0,0,0.5573482,2.099359
2004,1334,10.27277,6.727432,3.044523,0.0,10.17007,0.0,0,0,0,0.5573482,2.099359
2005,1334,10.25812,7.006695,3.044523,0.0,10.21248,0.0,0,0,0,0.5573482,2.099359
2006,1334,10.23588,7.589841,3.496508,0.0,10.01391,0.0,0,0,0,0.5573482,2.099359
2004,1335,10.83001,8.489822,3.258096,0.0,10.62765,0.0,1,0,0,0.5573482,2.099359
2005,1335,11.18695,8.496174,3.258096,0.0,10.86355,0.0,1,0,0,0.5573482,2.099359
2006,1335,11.39929,8.698681,3.258096,0.0,11.10593,0.0,1,0,0,0.5573482,2.099359
2004,1336,9.599133,8.242756,4.682131,0.0277778,9.285077,0.0,0,0,0,0.5573482,2.099359
2005,1336,9.215825,8.517193,4.127134,0.0277778,9.176474,0.0,0,0,0,0.5573482,2.099359
2006,1336,9.997478,8.313362,3.988984,0.0277778,9.792333,0.0,0,0,0,0.5573482,2.099359
2004,1337,10.29208,8.707813,4.330733,0.0657895,10.07222,0.0,1,1,0,0.5573482,2.099359
2005,1337,10.42685,8.517793,4.454347,0.0657895,10.11326,0.0,1,1,0,0.5573482,2.099359
2006,1337,10.43188,9.375939,4.454347,0.0657895,9.985022,0.0,0,1,0,0.5573482,2.099359
2004,1338,9.769957,7.090077,2.944439,0.0,9.279587,0.0,0,0,0,0.5573482,2.099359
2005,1338,9.678467,7.320527,2.944439,0.0,9.383033,0.0,0,0,0,0.5573482,2.099359
2006,1338,10.06476,6.476973,2.944439,0.0,9.488124,0.0,0,0,0,0.5573482,2.099359
2004,1339,11.77816,10.40759,4.564348,0.0833333,11.51082,0.0,0,1,0,0.5573482,2.099359
2005,1339,11.96991,10.28329,4.477337,0.0833333,11.55389,0.0,0,1,0,0.5573482,2.099359
2006,1339,12.27592,10.35933,4.477337,0.0833333,12.11351,0.0,0,1,0,0.5573482,2.099359
2004,1340,11.05089,8.847073,5.204007,0.0769231,10.66658,0.0,0,0,0,0.5573482,2.099359
2005,1340,10.23027,8.894533,5.030438,0.0769231,8.966356,0.0,0,0,0,0.5573482,2.099359
2006,1340,9.825364,8.846497,4.521789,0.0769231,9.14388,0.0,0,0,0,0.5573482,2.099359
2004,1341,9.946404,8.137396,3.401197,0.0666667,9.634104,0.0,0,0,0,0.5573482,2.099359
2005,1341,9.893437,8.017966,3.401197,0.0666667,9.67042,0.0,0,0,0,0.5573482,2.099359
2006,1341,9.808078,8.017966,3.401197,0.0666667,9.532424,0.0,0,0,0,0.5573482,2.099359
2004,1342,10.14761,8.092546,4.369448,0.0126582,9.974785,0.0,0,0,0,0.5573482,2.099359
2005,1342,10.16892,8.092546,4.382027,0.0126582,10.00695,0.0,0,0,0,0.5573482,2.099359
2006,1342,10.0787,8.092546,3.912023,0.0126582,10.14329,0.0,0,0,0,0.5573482,2.099359
2004,1343,9.912447,7.388946,4.248495,0.0714286,9.790375,0.0,0,0,0,0.5573482,2.099359
2005,1343,10.02127,7.534763,4.248495,0.0714286,9.768126,0.0,0,0,0,0.5573482,2.099359
2006,1343,10.135,7.681561,4.276666,0.0714286,9.82439,0.0,0,0,0,0.5573482,2.099359
2004,1344,10.26615,7.477038,3.637586,0.131579,10.17065,0.0,0,0,0,0.5573482,2.099359
2005,1344,10.65608,8.634087,4.025352,0.131579,10.32236,0.0,0,1,0,0.5573482,2.099359
2006,1344,10.82477,8.563313,4.060443,0.131579,10.10242,0.0,0,1,0,0.5573482,2.099359
2004,1345,11.08199,9.844268,5.521461,0.208,10.91962,0.0,1,1,0,0.5573482,2.099359
2005,1345,11.30159,9.908475,5.47227,0.208,10.7922,0.0,0,1,0,0.5573482,2.099359
2006,1345,11.57355,9.967401,5.652489,0.208,11.10161,0.0,0,1,0,0.5573482,2.099359
2004,1346,12.45423,11.37519,5.916202,0.0053908,12.23931,0.0,0,1,0,0.5573482,2.099359
2005,1346,12.66153,11.37939,5.953243,0.0053908,12.39092,0.0,0,0,0,0.5573482,2.099359
2006,1346,12.03816,11.47321,5.872118,0.0053908,11.65534,0.0,0,1,0,0.5573482,2.099359
2004,1347,10.05968,7.296413,3.332205,0.0,9.785042,0.0,0,0,0,0.5573482,2.099359
2005,1347,10.52675,7.985144,3.433987,0.0,10.1551,0.0,0,0,0,0.5573482,2.099359
2006,1347,10.61357,8.008698,3.433987,0.0,10.30822,0.0,0,0,0,0.5573482,2.099359
2004,1348,11.29626,9.629248,4.477337,0.0454545,11.1848,0.0,0,1,0,0.5573482,2.099359
2005,1348,11.73367,9.595534,4.477337,0.0454545,11.5057,0.0,0,1,0,0.5573482,2.099359
2006,1348,11.76088,9.679218,4.682131,0.0454545,11.53048,0.0,0,1,0,0.5573482,2.099359
2004,1349,10.41829,7.999007,4.248495,0.0428571,10.12294,0.0,0,0,0,0.5573482,2.099359
2005,1349,11.41167,8.61975,4.094345,0.0428571,11.2474,0.0,0,0,0,0.5573482,2.099359
2006,1349,10.92396,8.61975,4.248495,0.0428571,10.78635,0.0,0,0,0,0.5573482,2.099359
2004,1350,10.21713,8.987197,5.402678,0.0900901,9.716133,0.0,0,1,0,0.5925878,2.065269
2005,1350,10.36936,9.034796,4.882802,0.0900901,9.947648,0.0,0,1,0,0.5925878,2.065269
2006,1350,10.23337,8.980676,4.812184,0.0900901,9.844957,0.0,0,1,0,0.5925878,2.065269
2004,1351,11.73184,10.95565,6.903747,0.063253,11.41314,0.0,0,0,0,0.5925878,2.065269
2005,1351,12.3154,11.14581,7.325808,0.063253,12.04247,0.0,0,1,0,0.5925878,2.065269
2006,1351,12.58287,11.1518,7.424762,0.063253,12.46033,0.0,0,1,0,0.5925878,2.065269
2004,1352,9.68203,8.616133,5.521461,0.012,9.369223,0.0,0,0,0,0.5585891,2.086979
2005,1352,9.549665,9.021478,5.521461,0.012,9.057305,0.0,0,0,0,0.5585891,2.086979
2006,1352,10.13074,9.040263,5.164786,0.012,9.758693,0.0,0,0,0,0.5585891,2.086979
2004,1353,9.330787,8.275631,3.433987,0.0322581,9.02184,0.0,0,1,0,0.5585891,2.086979
2005,1353,10.0951,8.670773,3.258096,0.0322581,9.77298,0.0,0,0,0,0.5585891,2.086979
2006,1353,10.68102,8.743851,3.258096,0.0322581,10.38428,0.0,0,0,0,0.5585891,2.086979
2004,1354,11.93838,11.86113,6.850126,0.0879237,11.45246,0.085374,1,1,0,0.5585891,2.086979
2005,1354,12.31723,12.0373,5.899898,0.0879237,11.83473,0.085374,1,1,0,0.5585891,2.086979
2006,1354,12.00569,12.16583,5.846439,0.0879237,11.48084,0.085374,1,1,0,0.5585891,2.086979
2004,1355,9.587543,7.971431,4.248495,0.0714286,9.222861,0.0,0,1,0,0.5554214,2.093943
2005,1355,9.80306,7.632401,4.248495,0.0714286,9.508072,0.0,0,1,0,0.5554214,2.093943
2006,1355,9.70082,7.96624,4.127134,0.0714286,9.271529,0.0,0,1,0,0.5554214,2.093943
2004,1356,11.97572,9.420439,4.65396,0.0761905,11.64285,0.0,0,1,0,0.5585891,2.086979
2005,1356,11.95022,9.795345,4.663439,0.0761905,11.65787,0.0,0,1,0,0.5585891,2.086979
2006,1356,12.25672,10.08727,4.663439,0.0761905,11.97838,0.0,0,0,0,0.5585891,2.086979
2004,1357,10.74398,8.442039,4.442651,0.0352941,10.47636,0.0,0,1,0,0.5585891,2.086979
2005,1357,10.86678,8.08302,4.382027,0.0352941,10.59731,0.0,0,1,0,0.5585891,2.086979
2006,1357,10.70473,8.239858,4.442651,0.0352941,10.42317,0.0,0,1,0,0.5585891,2.086979
2004,1358,10.29799,8.267192,3.806663,0.1333333,9.898676,0.0,0,0,0,0.5585891,2.086979
2005,1358,10.02862,8.328934,3.806663,0.1333333,9.788076,0.0,0,0,0,0.5585891,2.086979
2006,1358,10.6192,8.642768,3.806663,0.1333333,10.32328,0.0,0,0,0,0.5585891,2.086979
2004,1359,10.55795,9.05649,4.382027,0.0625,10.23312,0.0,0,1,0,0.5585891,2.086979
2005,1359,10.93544,9.464983,4.382027,0.0625,10.7367,0.0,0,1,0,0.5585891,2.086979
2006,1359,11.25017,10.20725,4.844187,0.0625,11.02295,0.0,0,1,0,0.5585891,2.086979
2004,1360,11.68385,9.746307,5.010635,0.02,11.42338,0.0,1,1,0,0.5585891,2.086979
2005,1360,11.99298,9.631744,5.192957,0.02,11.79101,0.0,0,1,0,0.5585891,2.086979
2006,1360,12.13138,9.989665,5.298317,0.02,11.92186,0.0,0,1,0,0.5585891,2.086979
2004,1361,9.448018,8.433811,4.189655,0.0454545,9.065314,0.0,0,0,0,0.5585891,2.086979
2005,1361,10.4289,8.455317,4.189655,0.0454545,10.04434,0.0,0,0,0,0.5585891,2.086979
2006,1361,10.05745,8.725832,4.189655,0.0454545,9.701249,0.0,0,0,0,0.5585891,2.086979
2004,1362,8.788136,6.285998,2.890372,0.1111111,8.455317,0.0,0,0,0,0.5585891,2.086979
2005,1362,9.688684,6.507277,3.091043,0.1111111,9.41132,0.0,0,0,0,0.5585891,2.086979
2006,1362,8.874028,6.556778,3.135494,0.1111111,8.490644,0.0,0,0,0,0.5585891,2.086979
2004,1363,9.159574,6.768493,3.663562,0.025641,8.755107,0.0,0,0,0,0.5585891,2.086979
2005,1363,9.82439,6.796824,3.555348,0.025641,9.541872,0.0,0,0,0,0.5585891,2.086979
2006,1363,9.456028,6.796824,3.258096,0.025641,9.129672,0.0,0,0,0,0.5585891,2.086979
2004,1364,9.766464,8.137689,4.736198,0.0175439,9.363404,0.0,0,1,0,0.5585891,2.086979
2005,1364,9.858909,8.231376,4.70953,0.0175439,9.538132,0.0,0,1,0,0.5585891,2.086979
2006,1364,9.665738,8.75621,4.672829,0.0175439,9.317669,0.0,0,1,0,0.5585891,2.086979
2004,1365,11.52646,9.172535,4.41884,0.0843373,11.2315,0.0,0,1,0,0.5585891,2.086979
2005,1365,11.67844,9.328301,4.61512,0.0843373,11.39325,0.0,0,1,0,0.5585891,2.086979
2006,1365,11.77229,9.433723,4.770685,0.0843373,11.51572,0.0,0,1,0,0.5585891,2.086979
2004,1366,9.88568,6.276643,2.890372,0.2777778,9.513846,0.0,0,0,0,0.5585891,2.086979
2005,1366,10.13002,6.520621,3.465736,0.2777778,9.898827,0.0,0,1,0,0.5585891,2.086979
2006,1366,9.890757,7.811163,3.912023,0.2777778,9.612801,0.0,0,0,0,0.5585891,2.086979
2004,1367,9.682841,7.106606,4.094345,0.0333333,9.191055,0.0,0,0,0,0.5585891,2.086979
2005,1367,9.950562,7.495542,4.174387,0.0333333,9.487517,0.0,0,0,0,0.5585891,2.086979
2006,1367,10.03749,7.574045,4.248495,0.0333333,9.553718,0.0,0,1,0,0.5585891,2.086979
2004,1368,10.1662,8.817149,5.313206,0.044335,9.78701,0.0,0,0,0,0.5585891,2.086979
2005,1368,10.01288,8.909235,5.192957,0.044335,9.638154,0.0,1,0,0,0.5585891,2.086979
2006,1368,10.20341,8.97221,4.927254,0.044335,9.760367,0.0,1,0,0,0.5585891,2.086979
2004,1369,8.529121,6.946976,3.465736,0.0,8.154788,0.0,0,0,0,0.5738293,2.100033
2005,1369,8.850804,6.946976,3.465736,0.0,8.340933,0.0,0,0,0,0.5738293,2.100033
2006,1369,8.616133,7.244227,3.465736,0.0,8.064636,0.0,0,0,0,0.5738293,2.100033
2004,1370,10.82178,9.62245,5.02388,0.1513158,10.57954,0.0,1,1,0,0.5738293,2.100033
2005,1370,10.9836,8.672486,5.02388,0.1513158,10.76342,0.0,1,1,0,0.5738293,2.100033
2006,1370,11.03779,9.202409,5.02388,0.1513158,10.8069,0.0,1,1,0,0.5738293,2.100033
2004,1371,10.09369,7.405496,3.526361,0.1764706,9.712267,0.0,0,0,0,0.5738293,2.100033
2005,1371,10.23638,7.630461,4.043051,0.1764706,9.803115,0.0,0,0,0,0.5738293,2.100033
2006,1371,10.4801,7.828038,4.060443,0.1764706,9.986909,0.0,0,0,0,0.5738293,2.100033
2004,1372,11.09453,9.3147,4.65396,0.0952381,10.41751,0.0,1,1,0,0.5738293,2.100033
2005,1372,11.3551,9.324561,4.70048,0.0952381,10.90302,0.0,1,1,0,0.5738293,2.100033
2006,1372,11.38396,9.41979,4.65396,0.0952381,10.93594,0.0,1,0,0,0.5738293,2.100033
2004,1373,10.59848,10.23781,6.156979,0.0911017,9.788974,0.0,0,1,0,0.5738293,2.100033
2005,1373,10.17122,10.06561,5.823046,0.0911017,9.5518,0.0,0,0,0,0.5738293,2.100033
2006,1373,10.2084,10.28603,5.70711,0.0911017,9.672186,0.0,0,0,0,0.5738293,2.100033
2004,1374,9.268609,8.711114,3.912023,0.1,8.954415,1.0,0,0,0,0.5738293,2.100033
2005,1374,9.5518,9.039552,4.094345,0.1,9.23308,1.0,0,0,0,0.5738293,2.100033
2006,1374,9.721966,9.039552,4.127134,0.1,9.369905,1.0,0,0,0,0.5738293,2.100033
2004,1375,10.23279,6.75227,4.29046,0.0684932,9.813016,0.0,0,1,0,0.5738293,2.100033
2005,1375,10.41541,7.528332,4.174387,0.0684932,9.998797,0.0,0,1,0,0.5738293,2.100033
2006,1375,10.5398,7.5632,4.127134,0.0684932,10.10545,0.0,0,1,0,0.5738293,2.100033
2004,1376,8.85195,7.045776,2.70805,0.0,8.622634,0.0,0,0,0,0.5738293,2.100033
2005,1376,9.126959,7.064759,2.639057,0.0,8.860783,0.0,0,0,0,0.5738293,2.100033
2006,1376,8.525162,7.115582,2.890372,0.0,8.201112,0.0,0,0,0,0.5738293,2.100033
2004,1377,10.72106,8.439664,5.220356,0.0,10.32095,0.0,0,1,0,0.5738293,2.100033
2005,1377,10.81255,8.641179,5.220356,0.0,10.32055,0.0,0,1,0,0.5738293,2.100033
2006,1377,11.08029,8.616676,5.220356,0.0,10.35188,0.0,0,1,0,0.5738293,2.100033
2004,1378,8.612503,6.470799,3.526361,0.0294118,8.456594,0.0,0,0,0,0.5738293,2.100033
2005,1378,8.634087,6.476973,3.526361,0.0294118,8.380227,0.0,0,0,0,0.5738293,2.100033
2006,1378,8.724207,6.744059,3.496508,0.0294118,8.386857,0.0,0,0,0,0.5738293,2.100033
2004,1379,10.71775,8.777247,5.298317,0.005,10.45795,0.0,1,0,0,0.5738293,2.100033
2005,1379,10.79651,8.58672,5.267858,0.005,10.52083,0.0,1,0,0,0.5738293,2.100033
2006,1379,10.72172,8.778018,5.278115,0.005,10.51108,0.0,1,0,0,0.5738293,2.100033
2004,1380,12.12908,10.65843,5.768321,0.2375,11.55157,0.0,1,1,0,0.5738293,2.100033
2005,1380,12.38589,10.7204,5.768321,0.2375,11.81872,0.0,1,1,0,0.5738293,2.100033
2006,1380,12.58492,10.73313,5.768321,0.2375,11.89105,0.0,1,1,0,0.5738293,2.100033
2004,1381,9.15059,7.102499,3.218876,0.08,8.883779,0.0,0,0,0,0.5752605,2.091672
2005,1381,9.172327,7.126087,3.218876,0.08,8.956995,0.0,0,0,0,0.5752605,2.091672
2006,1381,8.621553,7.229839,3.218876,0.08,8.503297,0.0,0,0,0,0.5752605,2.091672
2004,1382,9.840015,8.051978,3.583519,0.0277778,9.667385,0.0,0,1,0,0.5752605,2.091672
2005,1382,9.984607,8.947546,3.637586,0.0277778,9.787234,0.0,0,1,0,0.5752605,2.091672
2006,1382,10.1182,9.052282,3.637586,0.0277778,9.965711,0.0,0,1,0,0.5752605,2.091672
2004,1383,9.535535,7.773174,3.951244,0.0961538,8.593413,0.0,0,0,0,0.5752605,2.091672
2005,1383,9.403437,8.177235,3.912023,0.0961538,8.47094,0.0,0,0,0,0.5752605,2.091672
2006,1383,9.79846,7.832014,3.89182,0.0961538,8.889308,0.0,0,0,0,0.5752605,2.091672
2004,1384,12.12578,11.42312,6.035481,0.1100478,11.51453,0.0,1,0,0,0.5752605,2.091672
2005,1384,12.36275,11.74505,6.040255,0.1100478,11.7997,0.0,1,1,0,0.5752605,2.091672
2006,1384,12.399,11.87184,6.327937,0.1100478,11.82388,0.0,1,1,0,0.5752605,2.091672
2004,1385,11.18858,9.640953,4.867535,0.1230769,10.88463,0.0,1,0,0,0.5752605,2.091672
2005,1385,11.55531,10.01628,5.407172,0.1230769,11.24455,0.0,1,0,0,0.5752605,2.091672
2006,1385,11.84947,10.13911,5.393628,0.1230769,11.54094,0.0,1,0,0,0.5752605,2.091672
2004,1386,11.08214,8.79179,5.010635,0.0733333,10.69772,0.0,0,0,1,0.5870492,2.07646
2005,1386,10.95081,8.59822,4.969813,0.0733333,10.71411,0.0,0,0,1,0.5870492,2.07646
2006,1386,11.18423,8.739536,5.043425,0.0733333,10.85867,0.0,0,0,1,0.5870492,2.07646
2004,1387,9.581903,7.696213,4.997212,0.0135135,9.341018,0.0,0,0,0,0.5870492,2.07646
2005,1387,9.86058,7.739359,4.990433,0.0135135,9.714081,0.0,0,0,0,0.5870492,2.07646
2006,1387,10.23052,7.864804,4.997212,0.0135135,9.898023,0.0,0,0,0,0.5870492,2.07646
2004,1388,10.90984,9.810879,5.389072,0.0228311,10.52602,0.0,0,0,1,0.5870492,2.07646
2005,1388,10.96168,10.03517,5.209486,0.0228311,10.61715,0.0,0,0,1,0.5870492,2.07646
2006,1388,10.84976,10.03504,5.57973,0.0228311,10.53292,0.0,0,0,1,0.5870492,2.07646
2004,1389,11.08754,10.4923,4.744932,0.4869565,10.76853,0.0,0,0,0,0.5471974,2.091294
2005,1389,11.1133,10.51388,4.744932,0.4869565,10.76703,0.0,0,0,0,0.5471974,2.091294
2006,1389,11.34428,10.82608,4.744932,0.4869565,11.18512,0.0,0,1,0,0.5471974,2.091294
2004,1390,9.800291,8.064636,4.382027,0.35,9.377379,0.0,0,0,0,0.5471974,2.091294
2005,1390,9.740969,6.434546,4.382027,0.35,9.219003,0.0,0,0,0,0.5471974,2.091294
2006,1390,10.04325,6.763885,4.442651,0.35,9.589325,0.0,0,0,0,0.5471974,2.091294
2004,1391,8.679482,6.760415,3.912023,0.04,8.059908,0.0,0,0,0,0.5471974,2.091294
2005,1391,8.571681,6.74876,3.871201,0.04,7.796469,0.0,0,0,0,0.5471974,2.091294
2006,1391,8.639411,6.74876,3.912023,0.04,7.935945,0.0,0,0,0,0.5471974,2.091294
2004,1392,10.30942,8.214465,3.951244,0.1153846,10.17042,0.0,0,0,0,0.5471974,2.091294
2005,1392,10.36407,8.476788,4.094345,0.1153846,9.69017,0.0,0,0,0,0.5471974,2.091294
