year,firm,lsales,lcapital,llabor,sk_labor,lmaterials,foreign,export,intangibles,ownership
2006,248,9.831991,8.238801,4.867535,0.0,9.249658,0.0,0,0,0
2004,249,9.24831,8.448915,5.010635,0.0066667,8.241703,0.0,0,0,0
2005,249,9.586857,8.486734,5.164786,0.0066667,8.561593,0.0,1,1,0
2006,249,9.849875,8.486734,4.836282,0.0066667,8.974745,0.0,0,1,0
2004,250,11.25386,10.82556,6.118097,0.061674,10.81471,0.0,0,1,1
2005,250,11.34288,10.92594,6.109248,0.061674,10.73291,0.0,0,1,1
2006,250,11.36216,10.9755,6.109248,0.061674,10.88891,0.0,0,1,1
2004,251,9.546813,8.665613,5.298317,0.04,7.696213,0.0,0,0,0
2005,251,10.37349,7.991254,5.298317,0.04,10.00559,0.0,0,0,0
2006,251,10.71442,7.991254,4.60517,0.04,10.27367,0.0,0,0,0
2004,252,9.4572,6.956545,4.248495,0.0,8.476371,0.0,0,1,0
2005,252,10.1425,7.915713,4.60517,0.0,9.618468,0.0,0,1,0
2006,252,10.55581,7.915713,4.60517,0.0,9.869103,0.0,0,1,0
2004,253,9.648595,7.937375,4.382027,0.0,8.86785,0.0,0,0,0
2005,253,10.24708,8.558335,4.60517,0.0,9.756147,0.0,0,0,0
2006,253,11.60459,8.558335,4.60517,0.0,11.17488,0.0,0,0,0
2004,254,8.86785,7.924072,4.007333,0.0727273,8.071843,0.0,0,0,0
2005,254,9.451716,8.517193,3.871201,0.0727273,8.930891,0.0,0,0,0
2006,254,9.442721,8.517193,4.060443,0.0727273,8.851521,0.0,0,0,0
2004,255,9.425451,7.501082,4.941642,0.0,8.663888,0.0,0,0,0
2005,255,9.517825,7.438384,4.867535,0.0,9.10498,0.0,0,0,0
2006,255,9.903487,7.438384,4.867535,0.0,9.55393,0.0,0,0,0
2004,256,9.304559,9.429717,5.010635,0.0066667,8.897819,0.0,0,0,0
2005,256,9.624964,9.429717,5.010635,0.0066667,9.054855,0.0,0,0,0
2006,256,8.988571,9.429717,4.787492,0.0066667,8.376321,0.0,0,0,0
2004,257,9.913686,9.362803,5.950643,0.0651042,9.549167,0.0,0,1,1
2005,257,9.911803,9.266721,5.950643,0.0651042,8.61993,0.0,0,1,1
2006,257,10.14541,9.746716,5.913503,0.0651042,8.879612,0.0,0,1,1
2004,258,9.775654,8.883363,4.094345,0.0,9.504501,0.0,0,0,0
2005,258,9.081939,8.922658,4.60517,0.0,8.669743,0.0,0,0,0
2006,258,9.164296,8.462737,4.564348,0.0,8.795885,0.0,0,0,0
2004,259,10.78833,8.855093,5.598422,0.0,10.43217,0.0,0,0,0
2005,259,11.18261,9.10498,5.560682,0.0,10.78367,0.0,0,0,0
2006,259,11.83819,9.305923,5.560682,0.0,11.46374,0.0,0,0,0
2004,260,10.25139,7.379008,3.912023,0.1,9.869983,0.0,0,1,0
2005,260,10.46385,7.774436,3.970292,0.1,9.978363,0.0,0,1,0
2006,260,11.10042,7.824046,3.970292,0.1,10.57132,0.0,0,0,0
2004,261,9.547883,8.49699,3.178054,0.0,9.175749,0.0,0,0,0
2005,261,10.10765,8.49699,3.970292,0.0,9.659503,0.0,0,0,0
2006,261,10.43726,8.49699,3.970292,0.0,10.01998,0.0,0,0,0
2004,262,13.29113,11.07383,7.090077,0.0558333,12.99465,0.0,1,1,0
2005,262,13.45006,11.20118,7.377759,0.0558333,13.23358,0.0,1,1,0
2006,262,13.64297,11.45784,7.512071,0.0558333,13.48444,0.0,1,1,0
2004,263,11.46697,8.389359,5.703783,0.0666667,10.86309,0.0,0,0,0
2005,263,11.78022,8.455317,4.564348,0.0666667,11.35744,0.0,0,0,0
2006,263,11.78554,9.09043,4.564348,0.0666667,11.42519,0.0,0,0,0
2004,264,10.98732,8.845057,4.442651,0.1764706,10.26705,0.0,0,1,0
2005,264,10.4946,8.845057,4.442651,0.1764706,9.92818,0.0,0,0,0
2006,264,10.92786,7.982758,4.442651,0.1764706,8.088255,0.0,0,0,0
2004,265,8.679312,6.39693,2.70805,0.1333333,8.167636,0.0,1,0,0
2005,265,10.20344,6.533789,2.772589,0.1333333,9.777187,0.0,0,0,0
2006,265,10.41,6.533789,2.772589,0.1333333,9.872977,0.0,1,0,0
2004,266,11.50185,10.04923,5.958425,0.0594315,11.19602,0.0,1,1,0
2005,266,11.67467,10.11156,5.908083,0.0594315,11.41731,0.0,1,1,0
2006,266,11.85629,7.469654,5.863631,0.0594315,11.45826,0.0,1,0,0
2004,267,11.87252,11.56086,6.276643,0.193609,11.29573,0.0,1,0,0
2005,267,12.23307,11.66513,6.327937,0.193609,11.61565,0.0,1,0,0
2006,267,12.17841,11.7036,6.380123,0.193609,11.69648,0.0,1,0,0
2004,268,9.21134,9.828764,5.192957,0.2388889,7.629004,0.0,0,1,0
2005,268,10.52199,8.588956,5.010635,0.2388889,9.655026,0.0,0,0,0
2006,268,10.85054,9.003316,5.288267,0.2388889,10.48254,0.0,0,0,0
2004,269,10.96633,10.90191,5.83773,0.2099125,10.66788,0.0,0,1,1
2005,269,11.36907,10.89901,5.768321,0.2099125,11.1848,0.0,0,1,1
2006,269,10.84823,11.04683,5.717028,0.2099125,10.57778,0.0,0,1,1
2004,270,9.375854,9.392662,4.867535,0.1692308,8.434246,0.0,0,1,0
2005,270,8.161945,9.472705,4.317488,0.1692308,8.604471,0.0,0,1,0
2006,270,8.418257,9.680344,4.248495,0.1692308,7.30317,0.0,0,1,0
2004,271,9.747067,9.868379,5.003946,0.3624161,9.445017,0.0,0,1,0
2005,271,9.594445,9.863446,4.990433,0.3624161,8.81046,0.0,0,1,0
2006,271,9.611664,9.767782,4.990433,0.3624161,9.205328,0.0,0,1,0
2004,272,10.50772,8.009695,4.382027,0.0625,9.931832,0.0,0,0,0
2005,272,9.666055,8.009695,4.49981,0.0625,8.995785,0.0,0,0,0
2006,272,9.953515,8.009695,4.406719,0.0625,9.382948,0.0,0,0,0
2004,273,10.03078,7.66669,4.812184,0.097561,8.992558,0.0,0,1,0
2005,273,9.898525,8.520587,4.795791,0.097561,9.010669,0.0,0,0,0
2006,273,9.938613,8.06054,4.795791,0.097561,8.643474,0.0,0,0,0
2004,274,11.12077,7.937375,4.382027,0.0,10.62934,0.0,0,0,0
2005,274,11.35534,7.997999,4.382027,0.0,10.72201,0.0,0,0,0
2006,274,11.55771,8.006368,4.382027,0.0,10.99208,0.0,0,0,0
2004,275,11.56779,10.11123,6.063785,0.0511628,11.02981,0.0,0,0,0
2005,275,11.72343,10.2191,6.063785,0.0511628,11.09387,0.0,0,0,0
2006,275,11.81982,9.813454,6.063785,0.0511628,11.31901,0.0,0,0,0
2004,276,10.27149,5.799093,2.944439,1.0,10.24516,0.0,0,0,0
2005,276,10.57984,5.840641,3.496508,1.0,10.52624,0.0,0,0,0
2006,276,10.65935,6.2186,3.258096,1.0,10.59157,0.0,0,0,0
2004,277,10.24452,6.907755,3.091043,0.0909091,10.06586,0.0,0,0,0
2005,277,10.24701,7.181592,3.218876,0.0909091,10.1994,0.0,0,0,0
2006,277,10.90962,7.377759,3.258096,0.0909091,10.88315,0.0,0,0,0
2004,278,9.196241,7.495542,3.583519,0.1388889,8.641179,0.0,0,0,0
2005,278,9.067163,7.705263,4.007333,0.1388889,8.569596,0.0,0,0,0
2006,278,9.249946,7.590852,3.258096,0.1388889,8.397283,0.0,0,0,0
2004,279,13.63898,13.97696,8.477412,0.3354839,13.07782,0.0,1,1,1
2005,279,13.77309,14.11111,8.38206,0.3354839,13.30616,0.0,1,1,1
2006,279,14.06292,14.15274,8.461892,0.3354839,13.47949,0.0,1,1,1
2004,280,11.11245,11.11303,6.562444,0.2923729,9.798904,0.0,0,1,1
2005,280,11.51666,10.92354,6.401917,0.2923729,10.52967,0.0,0,1,1
2006,280,11.61656,10.01369,6.304449,0.2923729,10.7721,0.0,0,1,1
2004,281,8.87794,10.98722,5.003946,0.3624161,9.536185,0.0,0,1,0
2005,281,10.30895,10.71442,5.288267,0.3624161,8.89563,0.0,0,1,0
2006,281,11.07625,10.58648,5.480639,0.3624161,9.502786,0.0,0,1,0
2004,282,9.698797,8.011355,2.833213,0.4117647,8.370547,0.0,0,0,0
2005,282,10.07878,8.011355,2.833213,0.4117647,9.937599,0.0,0,0,0
2006,282,10.41163,8.011686,2.944439,0.4117647,10.05329,0.0,0,0,0
2004,283,11.30393,10.84072,5.192957,0.5,11.71605,0.0,0,1,0
2005,283,12.49099,10.6233,5.010635,0.5,12.09883,0.0,0,1,0
2006,283,12.75439,10.87385,5.393628,0.5,12.45668,0.0,0,1,0
2004,284,12.62676,11.13273,6.475433,0.5392912,11.88287,0.0,0,1,0
2005,284,12.78434,11.10574,7.594884,0.5392912,12.04637,0.0,0,1,0
2006,284,12.89409,10.79323,6.992096,0.5392912,12.11513,0.0,0,1,0
2004,285,12.19315,12.02171,6.679599,0.5540201,11.75664,0.0,0,0,1
2005,285,12.21268,12.01183,8.305484,0.5540201,11.91237,0.0,0,0,1
2006,285,12.28315,12.25192,6.675823,0.5540201,11.87618,0.0,0,0,1
2004,286,9.803833,6.907755,3.332205,0.1785714,9.361343,0.0,0,0,0
2005,286,10.86662,8.708309,4.672829,0.1785714,9.447071,0.0,0,0,0
2006,286,10.94887,8.702843,4.812184,0.1785714,9.538565,0.0,0,0,0
2004,287,7.37149,8.459564,4.804021,0.0163934,5.991465,0.0,0,0,1
2005,287,7.258412,8.194229,3.871201,0.0163934,6.483108,0.0,0,0,1
2006,287,7.21524,7.5148,3.871201,0.0163934,6.745236,0.0,0,0,1
2004,288,11.17353,11.57992,6.71174,0.1313869,10.65806,0.0,0,1,1
2005,288,11.35216,11.62736,6.673298,0.1313869,11.12628,0.0,0,1,1
2006,288,10.79884,11.65468,6.64639,0.1313869,10.55821,0.0,0,1,1
2004,289,9.00036,7.553811,3.496508,0.0909091,8.927314,0.0,0,0,0
2005,289,9.737728,7.553811,3.526361,0.0909091,9.641343,0.0,0,0,0
2006,289,10.28749,7.553811,3.688879,0.0909091,10.17561,0.0,0,0,0
2004,290,8.544419,8.372398,3.78419,0.3181818,7.219642,0.0,0,1,0
2005,290,8.485084,8.526748,3.828641,0.3181818,7.762596,0.0,0,1,0
2006,290,8.896177,8.931024,3.78419,0.3181818,7.610853,0.0,0,1,0
2004,291,11.29078,10.44947,6.047372,0.0851064,10.89907,0.0,0,1,0
2005,291,11.41129,10.21665,6.047372,0.0851064,10.72071,0.0,0,1,0
2006,291,11.48415,10.91106,6.44572,0.0851064,10.78688,0.0,0,1,0
2004,292,9.803667,6.756932,3.688879,0.0,8.987197,0.0,0,0,0
2005,292,10.28411,6.376727,3.73767,0.0,9.993328,0.0,0,0,0
2006,292,10.10439,6.376727,3.73767,0.0,9.800125,0.0,0,0,0
2004,293,9.607774,8.259717,4.828314,0.0,9.127068,0.0,0,0,0
2005,293,9.585552,8.259717,4.912655,0.0,9.103423,0.0,0,0,0
2006,293,9.586171,8.259717,4.941642,0.0,9.071194,0.0,0,0,0
2004,294,11.63873,7.544861,4.007333,0.0909091,11.31592,0.0,0,0,0
2005,294,12.20628,7.784889,4.976734,0.0909091,11.80634,0.0,0,0,0
2006,294,12.54648,7.784889,3.988984,0.0909091,12.18764,0.0,0,0,0
2004,295,11.29233,11.04388,6.173786,0.0333333,11.08751,0.0,0,1,0
2005,295,11.061,10.6639,6.040255,0.0333333,10.98553,0.0,0,1,0
2006,295,11.49337,11.60368,6.028278,0.0333333,11.30412,0.0,0,1,0
2004,296,10.41241,9.333443,3.688879,0.025,10.0439,0.0,0,0,0
2005,296,10.73983,9.269176,3.688879,0.025,10.39876,0.0,0,0,0
2006,296,11.26958,10.13492,5.075174,0.025,10.93722,0.0,0,0,0
2004,297,11.02059,8.482602,4.442651,0.1882353,10.65455,0.0,0,0,0
2005,297,11.98069,8.476371,4.442651,0.1882353,11.81318,0.0,0,0,0
2006,297,12.55532,8.476371,4.442651,0.1882353,12.35017,0.0,0,1,0
2004,298,9.982807,9.401291,6.107023,0.0267261,9.431803,0.0,0,1,1
2005,298,9.991544,9.401291,6.063785,0.0267261,9.469854,0.0,0,1,1
2006,298,10.20541,9.514437,6.023448,0.0267261,9.556551,0.0,0,1,1
2004,299,8.337588,7.890957,5.298317,0.045,7.747597,0.0,0,0,1
2005,299,8.644354,7.932362,5.940171,0.045,8.050703,0.0,0,0,1
2006,299,8.757469,7.856319,5.940171,0.045,8.106515,0.0,0,0,1
2004,300,9.050524,8.242756,4.248495,0.0,8.478661,0.0,1,0,0
2005,300,9.475777,8.242756,4.248495,0.0,9.219102,0.0,0,0,0
2006,300,9.956365,7.882315,4.248495,0.0,9.095603,0.0,0,0,0
2004,301,9.903687,9.044522,5.703783,0.0,8.853665,0.0,1,1,0
2005,301,10.22209,9.296518,5.703783,0.0,8.556414,0.0,0,0,0
2006,301,10.64256,9.047821,5.525453,0.0,10.33803,0.0,0,0,0
2004,302,12.1133,11.58419,6.739336,0.0615385,11.73411,0.0,0,0,1
2005,302,12.29478,11.66485,6.682108,0.0615385,12.03233,0.0,0,0,1
2006,302,12.50008,11.81303,6.626718,0.0615385,11.96399,0.0,0,0,1
2004,303,9.445887,9.274347,5.57973,0.2188679,8.911934,0.0,0,0,0
2005,303,9.741145,10.51792,5.525453,0.2188679,9.444701,0.0,0,0,0
2006,303,9.707047,10.51875,5.529429,0.2188679,9.358761,0.0,0,0,0
2004,304,8.867004,9.367002,5.036952,0.0844156,8.286774,0.0,0,1,0
2005,304,8.296796,9.072801,4.890349,0.0844156,7.933797,0.0,0,0,0
2006,304,8.524367,9.282847,4.49981,0.0844156,8.077137,0.0,0,1,0
2004,305,13.57984,12.59342,7.515345,0.2287582,12.32828,0.0,0,1,0
2005,305,13.70423,12.90843,7.313221,0.2287582,12.84922,0.0,0,1,0
2006,305,13.72321,12.90843,7.600903,0.2287582,12.81386,0.0,0,1,0
2004,306,12.04433,11.3674,5.347107,0.3142857,11.72451,0.0,0,0,0
2005,306,12.49617,11.44452,5.389072,0.3142857,11.68722,0.0,0,1,0
2006,306,13.25222,11.77871,5.509388,0.3142857,12.49938,0.0,0,1,0
2004,307,9.240093,7.549609,3.367296,0.0689655,8.947156,0.0,0,0,0
2005,307,9.750103,9.216422,3.367296,0.0689655,9.395242,0.0,0,0,0
2006,307,11.26897,9.155145,4.248495,0.0689655,10.87294,0.0,0,0,0
2004,308,8.672486,6.769642,4.007333,0.0363636,8.288032,0.0,0,0,0
2005,308,8.682708,6.887553,4.094345,0.0363636,8.198915,0.0,0,0,0
2006,308,9.455323,6.887553,4.094345,0.0363636,9.002086,0.0,0,0,0
2004,309,12.91644,12.98784,7.924072,0.1017011,12.43134,0.0,1,1,1
2005,309,13.16418,13.22528,8.088562,0.1017011,12.66488,0.0,1,1,1
2006,309,13.22172,13.09362,8.040769,0.1017011,12.78378,0.0,1,1,1
2004,310,8.855521,9.680344,4.70048,0.2181818,8.060856,0.0,0,1,0
2005,310,10.15596,8.699514,4.60517,0.2181818,9.708446,0.0,0,0,0
2006,310,10.85848,9.615806,4.70048,0.2181818,10.09042,0.0,0,0,0
2004,311,10.32121,6.802395,4.382027,0.0,9.483872,0.0,0,0,0
2005,311,10.48994,6.897705,4.382027,0.0,9.751559,0.0,0,0,0
2006,311,10.67269,6.897705,4.382027,0.0,9.984514,0.0,0,0,0
2004,312,9.883948,9.128045,3.7612,0.0930233,9.062536,0.0,0,1,0
2005,312,10.07622,7.597898,4.356709,0.0930233,9.247636,0.0,0,0,0
2006,312,10.80385,9.472705,4.356709,0.0930233,10.03254,0.0,0,0,0
2004,313,13.74294,12.71101,7.41397,0.1066908,13.2064,0.0,0,1,1
2005,313,13.92971,12.75021,5.703783,0.1066908,13.45643,0.0,0,1,1
2006,313,13.98993,12.86191,7.424165,0.1066908,13.55076,0.0,0,1,1
2004,314,9.173883,7.17012,5.010635,0.0,8.542276,0.0,0,0,0
2005,314,9.143987,7.17012,5.010635,0.0,8.707979,0.0,0,0,0
2006,314,9.838469,7.17012,2.944439,0.0,9.091331,0.0,0,0,0
2004,315,6.55108,8.716044,3.401197,0.0,6.030685,0.0,0,0,0
2005,315,10.11557,7.272398,3.912023,0.0,9.344259,0.0,0,0,0
2006,315,10.32414,7.272398,3.912023,0.0,9.64517,0.0,0,0,0
2004,316,9.326344,7.36897,3.912023,0.0,8.953898,0.0,0,0,0
2005,316,10.9682,7.36897,3.912023,0.0,10.55706,0.0,0,0,0
2006,316,11.00177,8.621553,4.094345,0.0,10.62925,0.0,0,1,0
2004,317,12.28675,10.25976,5.609472,0.0915751,12.14271,0.0,0,0,1
2005,317,12.2428,9.303375,5.609472,0.0915751,11.62842,0.0,0,0,1
2006,317,9.815585,9.303375,5.575949,0.0915751,9.671744,0.0,0,0,1
2004,318,12.36676,9.307467,3.806663,0.0,11.61423,0.0,0,0,0
2005,318,12.79494,9.307467,2.70805,0.0,12.25893,0.0,0,0,0
2006,318,12.03014,9.307467,4.007333,0.0,11.49832,0.0,0,0,0
2004,319,10.63778,7.146772,4.787492,0.0083333,10.1451,0.0,0,0,0
2005,319,11.77797,7.146772,4.787492,0.0083333,11.26658,0.0,0,1,0
2006,319,12.04698,7.146772,4.787492,0.0083333,11.4944,0.0,0,1,0
2004,320,11.03779,6.907755,4.983607,0.0,10.62255,0.0,0,0,0
2005,320,11.33332,8.294049,4.787492,0.0,10.95661,0.0,0,0,0
2006,320,11.78659,8.294049,5.192957,0.0,11.51043,0.0,0,0,0
2004,321,10.9791,10.61248,6.693324,0.0693928,9.841187,0.0,0,0,1
2005,321,11.16442,10.82481,6.511745,0.0693928,9.846494,0.0,0,0,1
2006,321,10.84914,10.9469,6.532334,0.0693928,10.17968,0.0,0,0,1
2004,322,10.48464,8.476371,3.583519,0.1111111,10.04702,0.0,0,0,1
2005,322,10.58727,8.476371,3.583519,0.1111111,10.05634,0.0,0,0,1
2006,322,10.75111,8.486734,3.583519,0.1111111,10.24281,0.0,0,0,1
2004,323,10.50219,8.49699,4.094345,0.2,10.10676,0.0,0,0,0
2005,323,11.00828,8.49699,4.094345,0.2,10.5708,0.0,0,0,0
2006,323,11.26416,8.691147,4.094345,0.2,10.80479,0.0,0,0,0
2004,324,11.07295,8.950014,5.298317,0.085,10.57255,0.0,1,0,0
2005,324,11.29694,8.950014,5.105946,0.085,10.79829,0.0,1,0,0
2006,324,11.50607,9.048174,5.298317,0.085,11.0012,0.0,1,0,0
2004,325,11.21784,9.818474,5.298317,0.1,10.85135,0.0,0,0,0
2005,325,11.44025,9.936439,5.57973,0.1,11.14143,0.0,0,0,0
2006,325,11.83646,9.73347,5.652489,0.1,11.30736,0.0,0,1,0
2004,326,8.656955,8.232706,4.382027,0.0125,8.081475,0.0,0,0,1
2005,326,9.230143,8.232706,4.382027,0.0125,8.633731,0.0,0,0,1
2006,326,9.734654,8.882114,2.302585,0.0125,9.241354,0.0,0,0,1
2004,327,8.853665,7.921173,2.995732,0.1,8.1665,0.0,0,0,1
2005,327,9.159047,7.921173,2.995732,0.1,8.278936,0.0,0,0,1
2006,327,9.148465,7.921173,2.995732,0.1,8.609773,0.0,0,0,1
2004,328,9.179881,8.395025,3.401197,0.0333333,8.46168,0.0,0,0,1
2005,328,9.472705,8.395025,3.401197,0.0333333,9.148465,0.0,0,1,1
2006,328,9.942708,8.395025,3.401197,0.0333333,9.444543,0.0,0,0,1
2004,329,11.02622,7.025538,3.258096,0.0,10.45996,0.0,0,0,0
2005,329,11.71579,8.50593,4.488636,0.0,11.09045,0.0,0,0,0
2006,329,12.02349,8.50593,4.488636,0.0,11.36071,0.0,0,0,0
2004,330,11.75053,9.062884,5.075174,0.0125,10.72086,0.0,0,0,0
2005,330,11.97794,9.377548,5.075174,0.0125,11.56741,0.0,0,0,0
2006,330,12.30787,9.458762,5.087596,0.0125,11.79796,0.0,0,0,0
2004,331,8.518991,7.190676,4.060443,0.1034483,7.594381,0.0,0,1,0
2005,331,8.624612,7.495542,4.060443,0.1034483,7.531552,0.0,0,0,0
2006,331,10.60921,6.476973,4.060443,0.1034483,9.631679,0.0,0,0,0
2004,332,8.893847,9.363833,5.337538,0.0528846,8.23483,0.0,0,1,0
2005,332,9.167746,9.652908,5.236442,0.0528846,8.607582,0.0,0,1,0
2006,332,8.986947,9.655988,5.010635,0.0528846,8.315811,0.0,0,1,0
2004,333,9.271341,6.897705,4.682131,0.0185185,9.113389,0.0,1,1,0
2005,333,9.75121,7.098376,4.882802,0.0185185,9.6247,0.0,1,1,0
2006,333,9.506214,6.912743,4.75359,0.0185185,9.358329,0.0,1,1,0
2004,334,11.36983,10.90197,6.734591,0.1212842,10.94826,0.0,0,1,1
2005,334,11.74576,10.87466,6.357842,0.1212842,11.53964,0.0,0,1,1
2006,334,11.74837,10.90033,6.322565,0.1212842,11.584,0.0,0,1,1
2004,335,8.436417,6.55108,3.332205,0.9285714,8.105911,0.3,0,0,0
2005,335,8.465899,6.802395,3.332205,0.9285714,7.955074,0.3,0,0,0
2006,335,8.842171,6.82546,3.332205,0.9285714,8.294049,0.3,0,0,0
2004,336,8.979038,7.918629,3.828641,0.8695652,6.823286,0.0,0,0,0
2005,336,9.853667,7.776535,4.682131,0.8695652,9.475086,0.0,0,0,0
2006,336,9.881242,9.355566,5.347107,0.8695652,9.221577,0.0,0,1,0
2004,337,11.77131,10.21866,5.703783,0.07,11.48557,0.0,1,0,0
2005,337,11.72216,10.30895,5.991465,0.07,11.39342,0.0,1,1,0
2006,337,11.82347,10.33433,5.991465,0.07,11.54531,0.0,0,1,0
2004,338,9.595399,8.665613,2.890372,0.0,8.914088,0.0,0,0,0
2005,338,10.14894,9.154828,2.995732,0.0,9.191769,0.0,0,0,0
2006,338,10.44575,8.987197,3.73767,0.0,9.432123,0.0,0,0,0
2004,339,10.60438,9.355479,6.023448,0.0338983,9.686575,0.0,0,1,0
2005,339,10.7323,9.33803,5.634789,0.0338983,9.759617,0.0,0,1,0
2006,339,10.68288,9.694062,5.736572,0.0338983,9.875654,0.0,0,1,0
2004,340,9.905236,7.926602,4.025352,0.1428571,9.48638,0.0,0,0,0
2005,340,10.29089,8.575462,4.382027,0.1428571,9.835637,0.0,0,0,0
2006,340,10.69557,8.242756,4.442651,0.1428571,10.15801,0.0,0,0,0
2004,341,8.974365,8.956222,4.60517,0.08,7.752765,0.0,0,0,0
2005,341,9.416948,8.341172,4.60517,0.08,8.326758,0.0,0,0,0
2006,341,9.469623,9.013474,4.60517,0.08,8.412722,0.0,0,0,0
2004,342,9.182352,9.657523,4.553877,0.1789474,8.687273,0.0,0,1,0
2005,342,9.280333,9.392662,4.634729,0.1789474,8.745921,0.0,0,0,0
2006,342,9.461411,9.71396,4.682131,0.1789474,8.861633,0.0,0,1,0
2004,343,10.20662,8.777864,5.26269,0.0259067,9.54717,0.0,0,0,0
2005,343,10.4032,8.843038,5.267858,0.0259067,9.792221,0.0,0,0,0
2006,343,10.3559,8.845634,5.267858,0.0259067,9.73074,0.0,0,0,0
2004,344,8.795885,8.141772,4.219508,0.0,8.081784,0.0,0,0,0
2005,344,9.134323,8.280204,4.26268,0.0,8.598036,0.0,0,0,0
2006,344,9.113719,7.975908,4.248495,0.0,8.706656,0.0,0,0,0
2004,345,9.266342,7.377759,4.60517,0.02,8.863757,0.0,0,0,0
2005,345,9.443038,6.907755,4.60517,0.02,9.037534,0.0,0,0,0
2006,345,9.692149,7.377759,3.912023,0.02,9.453757,0.0,0,0,0
2004,346,9.402695,9.030855,3.912023,0.04,8.526153,0.0,0,1,1
2005,346,9.324026,8.757469,3.912023,0.04,8.585412,0.0,0,1,1
2006,346,9.578657,9.030974,3.912023,0.04,9.177403,0.0,0,1,1
2004,347,11.02842,9.741557,4.49981,0.0888889,10.52667,0.0,0,0,0
2005,347,11.18217,9.778038,4.543295,0.0888889,10.22619,0.0,0,0,0
2006,347,11.38736,9.778038,4.543295,0.0888889,10.61519,0.0,0,0,0
2004,348,9.16115,7.962067,4.382027,0.0,8.804475,0.0,0,0,0
2005,348,9.421412,8.094989,3.912023,0.0,8.737934,0.0,0,0,0
2006,348,9.388905,7.153052,2.995732,0.0,8.729074,0.0,0,0,0
2004,349,10.27612,9.242129,4.465908,0.1609195,9.982622,0.0,0,0,0
2005,349,10.67803,9.173469,4.276666,0.1609195,9.989665,0.0,0,0,0
2006,349,11.06456,8.957124,4.521789,0.1609195,10.69251,0.0,0,0,0
2004,350,9.911456,8.188689,5.010635,0.0266667,9.413281,0.0,0,0,0
2005,350,9.968339,8.517193,4.787492,0.0266667,10.02792,0.0,0,0,0
2006,350,9.94554,9.1622,4.454347,0.0266667,9.437317,0.0,0,0,0
2004,351,12.49394,12.28757,6.598509,0.1226158,12.1727,0.0,0,1,0
2005,351,12.73722,12.46568,6.637258,0.1226158,12.31428,0.0,0,1,0
2006,351,12.82492,10.17979,6.638568,0.1226158,12.45537,0.0,0,1,0
2004,352,9.437476,8.938663,4.976734,0.1310345,8.967759,0.0,0,0,0
2005,352,9.580523,8.969415,4.828314,0.1310345,9.246576,0.0,0,0,0
2006,352,9.474933,9.027618,4.820282,0.1310345,8.930494,0.0,0,0,0
2004,353,12.48827,10.49336,5.97381,0.0712468,12.36947,0.0,1,1,0
2005,353,12.49672,10.6275,5.926926,0.0712468,12.31868,0.0,1,1,0
2006,353,12.82036,10.87074,5.948035,0.0712468,12.76942,0.0,1,1,0
2004,354,11.25,9.829303,4.787492,0.3833333,10.39696,0.0,0,0,0
2005,354,11.30836,9.634627,4.836282,0.3833333,10.7073,0.0,0,0,0
2006,354,11.44785,9.670294,4.875197,0.3833333,11.02962,0.0,0,0,0
2004,355,9.30656,7.780721,3.988984,0.0925926,8.593042,0.0,0,0,0
2005,355,9.510445,7.780721,3.806663,0.0925926,8.998631,0.0,0,0,0
2006,355,9.772809,7.851661,3.806663,0.0925926,9.282196,0.0,0,0,0
2004,356,11.13969,9.181015,4.867535,0.0769231,9.793506,0.0,0,0,0
2005,356,11.40311,9.181015,4.867535,0.0769231,10.98293,0.0,0,0,0
2006,356,11.45371,9.204021,4.867535,0.0769231,10.99848,0.0,0,0,0
2004,357,10.93109,8.250359,4.663439,0.0377358,11.01896,0.0,1,0,0
2005,357,10.90586,8.55891,4.584968,0.0377358,11.0473,0.0,1,0,0
2006,357,11.25624,8.693999,4.584968,0.0377358,11.13819,0.0,1,0,0
2004,358,8.907613,8.284504,3.401197,0.0333333,8.84246,0.0,0,0,0
2005,358,9.346531,8.284504,3.583519,0.0333333,9.138737,0.0,0,0,0
2006,358,10.10684,8.045588,4.465908,0.0333333,9.902687,0.0,0,0,0
2004,359,9.911952,8.137396,4.49981,0.1111111,9.565704,0.0,0,0,0
2005,359,10.50271,8.853665,4.624973,0.1111111,10.19358,0.0,0,0,0
2006,359,10.64278,8.688622,5.135798,0.1111111,10.19851,0.0,0,0,0
2004,360,9.386811,6.572282,3.433987,0.0645161,9.298351,0.0,0,0,0
2005,360,9.644069,6.572282,3.332205,0.0645161,9.533872,0.0,0,0,0
2006,360,9.96001,6.620073,2.995732,0.0645161,9.97683,0.0,0,0,0
2004,361,11.92737,10.59388,6.458338,0.0470219,11.56396,0.0,1,0,0
2005,361,11.96336,9.147294,6.461468,0.0470219,11.75111,0.0,1,0,0
2006,361,12.57377,9.148465,6.331502,0.0470219,12.20887,0.0,0,0,0
2004,362,9.59431,7.257003,4.317488,0.0266667,8.877103,0.0,0,0,0
2005,362,9.552013,6.733402,4.382027,0.0266667,9.224539,0.0,0,0,0
2006,362,9.851036,6.664409,4.70048,0.0266667,9.559306,0.0,0,0,0
2004,363,10.22198,7.12206,4.553877,0.0421053,9.891364,0.0,0,0,0
2005,363,10.40659,7.192182,4.553877,0.0421053,10.05767,0.0,0,0,0
2006,363,10.7328,8.580919,4.553877,0.0421053,10.38208,0.0,0,0,0
