bin,d,share,share2,share3,share4,sharenext
0.1825,1,0.1831,0.03352561,0.0061385392,0.0011239665,0.6536
0.0575,1,0.0582000017,0.0033872402,0.0001971374,1.14734e-05,0.4545
0.0775,1,0.0754999965,0.0057002495,0.0004303688,3.24928e-05,0.4855
-0.0275,0,-0.0289999992,0.000841,-2.4389e-05,7.073e-07,0.5645
0.1725,1,0.1721999943,0.029652838,0.0051062185,0.0008792908,0.5908
0.1825,1,0.1827999949,0.0334158382,0.006108415,0.0011166182,0.5199
0.0375,1,0.0397999994,0.00158404,6.30448e-05,2.5092e-06,0.5404
0.0825,1,0.0807000026,0.0065124904,0.000525558,4.24125e-05,0.6894
0.0525,1,0.0518999994,0.0026936099,0.0001397984,7.2555e-06,0.5887
0.1825,1,0.1841000021,0.0338928108,0.0062396665,0.0011487226,0.6519
0.2425,1,0.244599998,0.059829159,0.0146342122,0.0035795283,0.7093
0.0825,1,0.0832000002,0.00692224,0.0005759304,4.79174e-05,0.6534
0.0425,1,0.0421999991,0.0017808399,7.51514e-05,3.1714e-06,0.4417
-0.0425,0,-0.0430000015,0.0018490001,-7.9507e-05,3.4188e-06,0.3997
-0.2025,0,-0.2005999982,0.0402403593,-0.008072216,0.0016192865,0.4804
-0.0375,0,-0.0390999988,0.0015288099,-5.97765e-05,2.3373e-06,0.443
-0.1775,0,-0.1785999984,0.0318979594,-0.0056969755,0.0010174798,0.2797
-0.1825,0,-0.1846999973,0.034114089,-0.0063008721,0.0011637711,0.3421
-0.0325,0,-0.0309999995,0.000961,-2.9791e-05,9.235e-07,0.5029
0.0075,1,0.0057000001,3.249e-05,1.852e-07,1.1e-09,0.592
0.2375,1,0.235799998,0.0556016391,0.0131108664,0.0030915423,0.7608
0.1225,1,0.1247999966,0.0155750392,0.0019437648,0.0002425818,0.5536
0.1075,1,0.1071999967,0.0114918393,0.0012319251,0.0001320624,0.6883
0.2275,1,0.2255000025,0.0508502511,0.0114667318,0.002585748,0.6634
-0.0875,0,-0.0886000022,0.0078499604,-0.0006955065,6.16219e-05,0.6412
0.2425,1,0.2402999997,0.0577440899,0.0138759048,0.0033343799,0.7311
0.1425,1,0.1406999975,0.0197964893,0.002785366,0.000391901,0.5969
0.1925,1,0.193900004,0.0375972116,0.0072900995,0.0014135503,0.5615
-0.0675,0,-0.0676999986,0.0045832898,-0.0003102887,2.10065e-05,0.394
-0.2125,0,-0.2118999958,0.0449016082,-0.0095146506,0.0020161544,0.3381
0.1925,1,0.1905999929,0.0363283573,0.0069241846,0.0013197495,0.7459
0.1975,1,0.1977999955,0.0391248382,0.0077388928,0.001530753,0.6278
0.1075,1,0.1072999984,0.0115132897,0.001235376,0.0001325558,0.5178
0.2075,1,0.2064999938,0.0426422474,0.0088056238,0.0018183613,0.5403
0.0825,1,0.0807000026,0.0065124904,0.000525558,4.24125e-05,0.6704
0.1975,1,0.1972000003,0.0388878401,0.0076686821,0.0015122641,0.6444
-0.1625,0,-0.1625999957,0.0264387586,-0.004298942,0.000699008,0.3348
-0.1475,0,-0.1450999975,0.0210540093,-0.0030549367,0.0004432713,0.3555
-0.0875,0,-0.0868000016,0.0075342403,-0.0006539721,5.67648e-05,0.4291
-0.2175,0,-0.2168000042,0.0470022418,-0.0101900862,0.0022092107,0.3056
0.0175,1,0.0174000002,0.00030276,5.268e-06,9.17e-08,0.5005
0.0025,1,0.0009,8.1e-07,7e-10,0.0,0.5018
0.0025,1,0.0035999999,1.296e-05,4.67e-08,2e-10,0.3926
0.0175,1,0.0155999996,0.00024336,3.7964e-06,5.92e-08,0.4327
-0.0175,0,-0.0177999996,0.00031684,-5.6398e-06,1.004e-07,0.4454
-0.1075,0,-0.1092000008,0.0119246402,-0.0013021707,0.000142197,0.5674
0.1325,1,0.1349000037,0.018198011,0.0024549117,0.0003311676,0.5398
0.1375,1,0.1371999979,0.0188238394,0.0025826307,0.0003543369,0.509
0.0175,1,0.0179999992,0.000324,5.832e-06,1.05e-07,0.5576
0.1175,1,0.1152999997,0.0132940899,0.0015328086,0.0001767328,0.7194
-0.2125,0,-0.212500006,0.0451562525,-0.0095957039,0.0020390871,0.4823
-0.0375,0,-0.0353999995,0.00125316,-4.43619e-05,1.5704e-06,0.4119
-0.0525,0,-0.0527000017,0.0027772902,-0.0001463632,7.7133e-06,0.4381
0.0825,1,0.0820999965,0.0067404094,0.0005533876,4.54331e-05,0.5317
0.0625,1,0.0634000003,0.00401956,0.0002548401,1.61569e-05,0.6076
0.2175,1,0.2152999938,0.0463540873,0.0099800347,0.0021487014,0.5078
-0.1725,0,-0.1718000025,0.0295152408,-0.0050707184,0.0008711494,0.3092
-0.2225,0,-0.2217999995,0.0491952398,-0.0109115042,0.0024201716,0.2716
-0.1575,0,-0.1564999968,0.024492249,-0.0038330369,0.0005998703,0.2399
-0.0925,0,-0.0901999995,0.0081360399,-0.0007338708,6.61951e-05,0.303
-0.2225,0,-0.2232999951,0.0498628878,-0.0111343826,0.0024863076,0.2835
-0.1975,0,-0.1986999959,0.0394816884,-0.0078450113,0.0015588037,0.3898
-0.1775,0,-0.1796000004,0.0322561601,-0.0057932064,0.0010404599,0.2826
-0.2425,0,-0.2433000058,0.0591948928,-0.0144021178,0.0035040353,0.4763
-0.0475,0,-0.0474000014,0.0022467601,-0.0001064964,5.0479e-06,0.2629
-0.1275,0,-0.1286000013,0.0165379603,-0.0021267817,0.0002735041,0.367
-0.0525,0,-0.0502999984,0.0025300898,-0.0001272635,6.4014e-06,0.4955
-0.1675,0,-0.1688999981,0.0285272093,-0.0048182456,0.0008138017,0.2772
0.0625,1,0.0640999973,0.0041088097,0.0002633747,1.68823e-05,0.4609
-0.0775,0,-0.0781999975,0.0061152396,-0.0004782117,3.73962e-05,0.3762
-0.2475,0,-0.2477000058,0.0613552929,-0.0151977064,0.003764472,0.2325
-0.1475,0,-0.1465999931,0.021491558,-0.0031506623,0.0004618871,0.3842
-0.1725,0,-0.1703000069,0.0290020923,-0.0049390565,0.0008411214,0.3271
-0.2275,0,-0.2274000049,0.0517107622,-0.0117590276,0.0026740029,0.3768
-0.1275,0,-0.1275999993,0.0162817598,-0.0020775525,0.0002650957,0.2699
-0.1675,0,-0.168599993,0.0284259576,-0.0047926163,0.0008080351,0.3314
-0.2075,0,-0.2057999969,0.0423536387,-0.0087163787,0.0017938307,0.0
-0.2225,0,-0.2201000005,0.0484440102,-0.0106625267,0.0023468221,0.3867
-0.1275,0,-0.128700003,0.0165636908,-0.0021317471,0.0002743559,0.3257
-0.0275,0,-0.0295000002,0.00087025,-2.56724e-05,7.573e-07,0.4179
-0.1625,0,-0.1642999947,0.0269944883,-0.0044351943,0.0007287024,0.2938
0.1325,1,0.1333999932,0.0177955582,0.0023739273,0.0003166819,0.5565
0.1125,1,0.1128999963,0.0127464092,0.0014390695,0.0001624709,0.6487
0.0925,1,0.0905999988,0.0082083598,0.0007436774,6.73772e-05,0.5191
0.0475,1,0.0465999991,0.0021715599,0.0001011947,4.7157e-06,0.5156
-0.0425,0,-0.0419000015,0.0017556101,-7.35601e-05,3.0822e-06,0.3841
-0.1475,0,-0.1490000039,0.0222010012,-0.0033079493,0.0004928845,0.412
-0.1775,0,-0.1758999974,0.0309408091,-0.0054424882,0.0009573337,0.4052
-0.1875,0,-0.1896000057,0.0359481622,-0.0068157718,0.0012922704,0.4074
-0.0775,0,-0.0797000006,0.0063520901,-0.0005062616,4.0349e-05,0.4156
-0.1675,0,-0.1687999964,0.0284934388,-0.0048096924,0.0008118761,0.3911
-0.2175,0,-0.2177000046,0.047393292,-0.0103175199,0.0022461241,0.3394
-0.0975,0,-0.0952000022,0.0090630404,-0.0008628015,8.21387e-05,0.4227
-0.1525,0,-0.1545999944,0.0239011583,-0.0036951189,0.0005712654,0.3412
-0.2225,0,-0.2210000008,0.0488410004,-0.0107938611,0.0023854433,0.3739
-0.0925,0,-0.0940999985,0.0088548097,-0.0008332376,7.84077e-05,0.0
-0.2075,0,-0.2093999982,0.0438483592,-0.0091818463,0.0019226786,0.4075
-0.1875,0,-0.1851000041,0.0342620115,-0.0063418985,0.0011738854,0.0
-0.0775,0,-0.0799999982,0.0063999997,-0.000512,4.096e-05,0.4104
-0.1275,0,-0.1298999935,0.0168740083,-0.0021919336,0.0002847322,0.4419
-0.1175,0,-0.1162,0.01350244,-0.0015689835,0.0001823159,0.4954
-0.0075,0,-0.0092000002,8.464e-05,-7.787e-07,7.2e-09,0.4941
0.0475,1,0.0480999984,0.0023136098,0.0001112846,5.3528e-06,0.477
-0.0475,0,-0.0460000001,0.002116,-9.7336e-05,4.4775e-06,0.3652
0.0475,1,0.0452000014,0.0020430401,9.23454e-05,4.174e-06,0.6641
0.1675,1,0.1676999927,0.0281232875,0.0047162751,0.0007909193,0.6668
-0.0625,0,-0.0614,0.00376996,-0.0002314755,1.42126e-05,0.407
-0.1925,0,-0.192900002,0.0372104108,-0.0071778883,0.0013846147,0.4452
-0.1075,0,-0.1094999984,0.0119902496,-0.0013129323,0.0001437661,0.4443
-0.0975,0,-0.0961999968,0.0092544394,-0.000890277,8.56446e-05,0.3779
-0.2425,0,-0.2441000044,0.0595848122,-0.0145446529,0.0035503498,0.3381
-0.0975,0,-0.0966000035,0.0093315607,-0.0009014288,8.7078e-05,0.3643
0.2275,1,0.2252999991,0.0507600896,0.0114362481,0.0025765867,0.681
0.0975,1,0.0967999995,0.0093702399,0.0009070392,8.78014e-05,0.4974
-0.0075,0,-0.0051000002,2.601e-05,-1.327e-07,7e-10,0.3871
0.0625,1,0.0623000003,0.00388129,0.0002418044,1.50644e-05,0.528
0.0975,1,0.0956000015,0.0091393603,0.0008737229,8.35279e-05,0.5348
0.0675,1,0.069600001,0.0048441601,0.0003371536,2.34659e-05,0.5877
0.1775,1,0.1753000021,0.0307300907,0.005386985,0.0009443385,0.5474
0.1225,1,0.1238999963,0.0153512091,0.0019020147,0.0002356596,0.5415
0.0825,1,0.0829000026,0.0068724104,0.0005697228,4.723e-05,0.6248
0.2025,1,0.2030999959,0.0412496083,0.0083777953,0.0017015302,0.5036
0.0075,1,0.0071999999,5.184e-05,3.732e-07,2.7e-09,0.526
0.0525,1,0.0518999994,0.0026936099,0.0001397984,7.2555e-06,0.6604
-0.0625,0,-0.0636000037,0.0040449605,-0.0002572595,1.63617e-05,0.3929
-0.2425,0,-0.2407999933,0.0579846368,-0.0139627001,0.0033622181,0.3774
-0.2475,0,-0.2451999933,0.0601230367,-0.0147421682,0.0036147795,0.3952
-0.2075,0,-0.2094999999,0.04389025,-0.0091950074,0.001926354,0.3858
-0.0575,0,-0.0590000004,0.003481,-0.000205379,1.21174e-05,0.3666
0.1975,1,0.1967000067,0.0386908926,0.0076104988,0.0014969852,0.6143
0.2275,1,0.2286999971,0.0523036887,0.0119618534,0.0027356758,0.4601
-0.0775,0,-0.0798000023,0.0063680404,-0.0005081696,4.05519e-05,0.3115
0.0075,1,0.0051000002,2.601e-05,1.327e-07,7e-10,0.5323
0.0625,1,0.0647,0.00418609,0.00027084,1.75233e-05,0.6488
-0.0375,0,-0.0351000018,0.0012320101,-4.32436e-05,1.5178e-06,0.4406
-0.0575,0,-0.0588000007,0.0034574401,-0.0002032975,1.19539e-05,0.4744
-0.0525,0,-0.0513000004,0.00263169,-0.0001350057,6.9258e-06,0.5007
0.0025,1,0.0014,1.96e-06,2.7e-09,0.0,0.5157
0.0925,1,0.0910999998,0.00829921,0.000756058,6.88769e-05,0.5643
0.1275,1,0.128700003,0.0165636908,0.0021317471,0.0002743559,0.5398
0.0775,1,0.0797000006,0.0063520901,0.0005062616,4.0349e-05,0.5397
-0.0125,0,-0.0129000004,0.00016641,-2.1467e-06,2.77e-08,0.4468
0.1925,1,0.1911000013,0.0365192105,0.0069788212,0.0013336527,0.6738
0.0525,1,0.0522000007,0.0027248401,0.0001422367,7.4248e-06,0.5383
0.0775,1,0.076700002,0.0058828903,0.0004512177,3.46084e-05,0.5822
0.1625,1,0.1642999947,0.0269944883,0.0044351943,0.0007287024,0.579
-0.0375,0,-0.0373999998,0.00139876,-5.23136e-05,1.9565e-06,0.4882
0.0325,1,0.0339000002,0.00114921,3.89582e-05,1.3207e-06,0.4616
0.2225,1,0.2206999958,0.0487084881,0.0107499631,0.0023725168,0.5256
0.2325,1,0.2328000069,0.0541958432,0.0126167927,0.0029371894,0.5256
0.0525,1,0.0535000004,0.00286225,0.0001531304,8.1925e-06,0.6643
0.1675,1,0.1660999954,0.0275892085,0.0045825674,0.0007611644,0.5674
0.1375,1,0.1368999928,0.018741608,0.002565726,0.0003512479,0.6564
0.1275,1,0.1290999949,0.0166668087,0.0021516849,0.0002777825,0.6916
-0.1125,0,-0.1125999987,0.0126787597,-0.0014276283,0.0001607509,0.4216
-0.1925,0,-0.1916999966,0.0367488887,-0.0070447618,0.0013504808,0.3743
-0.2475,0,-0.2479999959,0.061503998,-0.0152529913,0.0037827418,0.4777
-0.0425,0,-0.0445999987,0.0019891599,-8.87165e-05,3.9568e-06,0.4221
-0.0575,0,-0.0577999987,0.0033408398,-0.0001931005,1.11612e-05,0.425
-0.1475,0,-0.1499000043,0.0224700113,-0.0033682548,0.0005049014,0.4494
-0.1025,0,-0.1011999995,0.0102414399,-0.0010364337,0.0001048871,0.4962
0.2225,1,0.2213000059,0.0489736926,0.0108378785,0.0023984226,0.5476
0.1025,1,0.1028999984,0.0105884097,0.0010895473,0.0001121144,0.5653
0.2025,1,0.2028000057,0.0411278423,0.0083407267,0.0016914994,0.5406
0.0725,1,0.0714000016,0.0050979602,0.0003639944,2.59892e-05,0.6186
0.2425,1,0.2442000061,0.059633643,0.014562536,0.0035561714,0.532
0.0625,1,0.064000003,0.0040960004,0.000262144,1.67772e-05,0.5937
-0.0875,0,-0.0892999992,0.0079744899,-0.0007121219,6.35925e-05,0.3998
-0.1775,0,-0.1784999967,0.0318622488,-0.0056874113,0.0010152029,0.3801
0.0425,1,0.0447999984,0.0020070399,8.99154e-05,4.0282e-06,0.4643
-0.0125,0,-0.0119000003,0.00014161,-1.6852e-06,2.01e-08,0.4693
-0.0625,0,-0.0614,0.00376996,-0.0002314755,1.42126e-05,0.5693
0.1375,1,0.1386000067,0.0192099619,0.0026625008,0.0003690226,0.5242
0.2125,1,0.2129999995,0.0453689998,0.0096635969,0.0020583461,0.5577
0.1175,1,0.1154000014,0.0133171603,0.0015368003,0.0001773468,0.5224
0.0425,1,0.0447999984,0.0020070399,8.99154e-05,4.0282e-06,0.5754
0.1375,1,0.1379999965,0.019043999,0.0026280718,0.0003626739,0.5553
0.1225,1,0.1225000024,0.0150062506,0.0018382657,0.0002251876,0.4502
-0.0525,0,-0.0509000011,0.0025908101,-0.0001318722,6.7123e-06,0.4979
-0.0025,0,-0.0003,9e-08,-0.0,0.0,0.4571
-0.0875,0,-0.0857999995,0.0073616399,-0.0006316287,5.41937e-05,0.5089
0.1025,1,0.1036999971,0.0107536894,0.0011151576,0.0001156418,0.5792
0.1725,1,0.1702000052,0.0289680418,0.0049303609,0.0008391474,0.581
0.0275,1,0.0250000004,0.000625,1.5625e-05,3.906e-07,0.4312
-0.2025,0,-0.2012999952,0.0405216881,-0.0081570156,0.0016420072,0.3634
-0.0025,0,-0.0019,3.61e-06,-6.9e-09,0.0,0.4184
-0.0425,0,-0.0417000018,0.0017388902,-7.25117e-05,3.0237e-06,0.3652
-0.0275,0,-0.0284000002,0.00080656,-2.29063e-05,6.505e-07,0.5187
0.0525,1,0.053199999,0.0028302399,0.0001505688,8.0103e-06,0.4459
-0.0975,0,-0.0979000032,0.0095844106,-0.0009383138,9.18609e-05,0.3376
-0.2225,0,-0.2233999968,0.0499075586,-0.0111493484,0.0024907644,0.3002
-0.2425,0,-0.242899999,0.0590004095,-0.0143311994,0.0034810483,0.6059
-0.1075,0,-0.1085999981,0.0117939596,-0.001280824,0.0001390975,0.3932
-0.1925,0,-0.1905000061,0.0362902523,-0.0069132933,0.0013169824,0.3669
0.0525,1,0.0516000018,0.0026625602,0.0001373881,7.0892e-06,0.4528
-0.0675,0,-0.0688000023,0.0047334403,-0.0003256607,2.24055e-05,0.4312
-0.1325,0,-0.133100003,0.0177156108,-0.0023579479,0.0003138429,0.5368
0.0725,1,0.0736000016,0.0054169602,0.0003986883,2.93435e-05,0.5
0.1025,1,0.1036000028,0.0107329606,0.0011119347,0.0001151964,0.5111
0.0225,1,0.0221999995,0.00049284,1.0941e-05,2.429e-07,0.3704
-0.1325,0,-0.131099999,0.0171872097,-0.0022532432,0.0002954002,0.3826
-0.2325,0,-0.2348999977,0.0551780089,-0.0129613142,0.0030446127,0.3239
0.0325,1,0.0337000005,0.00113569,3.82728e-05,1.2898e-06,0.5632
0.1275,1,0.1263000071,0.0159516918,0.0020146988,0.0002544565,0.5314
-0.0025,0,-0.0035999999,1.296e-05,-4.67e-08,2e-10,0.4723
-0.0525,0,-0.0505000018,0.0025502502,-0.0001287876,6.5038e-06,0.4479
-0.1025,0,-0.1022000015,0.0104448403,-0.0010674627,0.0001090947,0.5148
0.0275,1,0.0296,0.00087616,2.59343e-05,7.677e-07,0.4803
-0.0825,0,-0.0826999992,0.0068392899,-0.0005656093,4.67759e-05,0.3355
0.0475,1,0.0487000011,0.0023716901,0.0001155013,5.6249e-06,0.5491
0.0975,1,0.0982000008,0.0096432402,0.0009469662,9.29921e-05,0.5218
0.0475,1,0.0454999991,0.0020702499,9.41964e-05,4.2859e-06,0.5023
0.0825,1,0.0833000019,0.0069388903,0.0005780096,4.81482e-05,0.4933
-0.1075,0,-0.1098999977,0.0120780095,-0.0013273732,0.0001458783,0.4277
-0.1425,0,-0.1447000057,0.0209380916,-0.003029742,0.0004384037,0.4622
-0.0775,0,-0.0755999982,0.0057153597,-0.0004320812,3.26653e-05,0.3987
-0.0825,0,-0.0832000002,0.00692224,-0.0005759304,4.79174e-05,0.4567
-0.0875,0,-0.0865999982,0.0074995597,-0.0006494619,5.62434e-05,0.4023
-0.1975,0,-0.1952999979,0.0381420892,-0.0074491499,0.001454819,0.4292
-0.1525,0,-0.1500999928,0.0225300078,-0.003381754,0.0005076013,0.373
-0.1275,0,-0.1262000054,0.0159264414,-0.002009917,0.0002536515,0.3316
-0.2325,0,-0.2346999943,0.0550840873,-0.012928235,0.0030342567,0.4222
0.1125,1,0.1128999963,0.0127464092,0.0014390695,0.0001624709,0.5105
0.0475,1,0.0463000014,0.0021436901,9.92529e-05,4.5954e-06,0.5005
0.0025,1,0.0035999999,1.296e-05,4.67e-08,2e-10,0.6149
0.2275,1,0.2298000008,0.0528080404,0.0121352877,0.0027886891,0.5321
0.1275,1,0.1292999983,0.0167184896,0.0021617007,0.0002795079,0.4891
-0.0225,0,-0.0217000004,0.00047089,-1.02183e-05,2.217e-07,0.4554
-0.0875,0,-0.0891999975,0.0079566396,-0.0007097322,6.33081e-05,0.4741
0.0675,1,0.068400003,0.0046785604,0.0003200135,2.18889e-05,0.5046
0.0075,1,0.0093,8.649e-05,8.044e-07,7.5e-09,0.4801
-0.0375,0,-0.0399000011,0.0015920101,-6.35212e-05,2.5345e-06,0.4484
-0.0025,0,-0.0018,3.24e-06,-5.8e-09,0.0,0.5302
0.0625,1,0.0649999976,0.0042249997,0.000274625,1.78506e-05,0.6181
0.2375,1,0.2363000065,0.0558376931,0.0131944472,0.003117848,0.5472
-0.0475,0,-0.0485999994,0.0023619599,-0.0001147913,5.5789e-06,0.483
-0.0175,0,-0.0165999997,0.00027556,-4.5743e-06,7.59e-08,0.4598
-0.0375,0,-0.0384000018,0.0014745601,-5.66231e-05,2.1743e-06,0.4462
-0.0325,0,-0.0331999995,0.00110224,-3.65944e-05,1.2149e-06,0.4629
-0.0725,0,-0.0711999983,0.0050694398,-0.0003609441,2.56992e-05,0.503
0.0075,1,0.0060000001,3.6e-05,2.16e-07,1.3e-09,0.4942
0.0875,1,0.0882999972,0.0077968895,0.0006884653,6.07915e-05,0.5383
0.0775,1,0.076700002,0.0058828903,0.0004512177,3.46084e-05,0.5442
0.0875,1,0.0885000005,0.0078322501,0.0006931541,6.13441e-05,0.625
0.0425,1,0.0406000018,0.0016483601,6.69234e-05,2.7171e-06,0.5648
0.1375,1,0.1396999955,0.0195160887,0.0027263975,0.0003808777,0.5076
-0.0625,0,-0.0617999993,0.0038192399,-0.000236029,1.45866e-05,0.4047
-0.1275,0,-0.1251000017,0.0156500104,-0.0019578163,0.0002449228,0.4332
-0.1275,0,-0.1296000034,0.0167961609,-0.0021767825,0.000282111,0.5075
0.0125,1,0.0148999998,0.00022201,3.3079e-06,4.93e-08,0.4287
-0.0075,0,-0.0088999998,7.921e-05,-7.05e-07,6.3e-09,0.366
-0.0775,0,-0.0775000006,0.0060062501,-0.0004654844,3.6075e-05,0.492
0.0875,1,0.0873000026,0.0076212904,0.0006653387,5.80841e-05,0.5984
0.1975,1,0.1967999935,0.0387302374,0.0076221105,0.0015000313,0.561
0.1325,1,0.1326999962,0.017609289,0.0023367526,0.0003100871,0.5337
0.1825,1,0.1845999956,0.0340771584,0.0062906433,0.0011612527,0.5775
0.1675,1,0.1658000052,0.0274896417,0.0045577827,0.0007556804,0.6054
0.2125,1,0.2108999938,0.0444788074,0.0093805802,0.0019783643,0.6643
0.0675,1,0.0691,0.00477481,0.0003299394,2.27988e-05,0.5295
0.0825,1,0.0811000019,0.0065772103,0.0005334118,4.32597e-05,0.5834
0.0225,1,0.0226000007,0.00051076,1.15432e-05,2.609e-07,0.4303
-0.1025,0,-0.1010000035,0.0102010007,-0.0010303011,0.0001040604,0.4046
-0.1875,0,-0.1889999956,0.0357209983,-0.0067512685,0.0012759897,0.5209
0.0425,1,0.0417999998,0.00174724,7.30346e-05,3.0528e-06,0.4619
0.0075,1,0.0098999999,9.801e-05,9.703e-07,9.6e-09,0.5575
0.1125,1,0.1149000004,0.0132020101,0.001516911,0.0001742931,0.5308
0.0625,1,0.0615999997,0.00379456,0.0002337449,1.43987e-05,0.5831
0.0475,1,0.0496999994,0.0024700899,0.0001227635,6.1013e-06,0.6041
0.2125,1,0.2140000015,0.0457960007,0.0098003442,0.0020972737,0.5724
0.1475,1,0.1460999995,0.0213452099,0.0031185352,0.000455618,0.5725
0.1475,1,0.1488000005,0.0221414402,0.0032946463,0.0004902434,0.7069
-0.1275,0,-0.1274999976,0.0162562494,-0.0020726718,0.0002642656,0.3903
-0.1975,0,-0.1972000003,0.0388878401,-0.0076686821,0.0015122641,0.3659
-0.1825,0,-0.1800999939,0.0324360078,-0.0058417248,0.0010520946,0.4021
0.0075,1,0.0098999999,9.801e-05,9.703e-07,9.6e-09,0.4896
-0.0225,0,-0.0208999999,0.00043681,-9.1293e-06,1.908e-07,0.4489
-0.0925,0,-0.0944999978,0.0089302496,-0.0008439086,7.97494e-05,0.3747
-0.0675,0,-0.0687000006,0.0047196901,-0.0003242427,2.22755e-05,0.4957
-0.0025,0,-0.0018,3.24e-06,-5.8e-09,0.0,0.3162
-0.1825,0,-0.1808000058,0.0326886421,-0.0059101067,0.0010685473,0.4474
-0.0975,0,-0.0991000012,0.0098208102,-0.0009732423,9.64483e-05,0.3317
-0.2075,0,-0.2066999972,0.0427248888,-0.0088312344,0.0018254161,0.3764
-0.1925,0,-0.1924999952,0.0370562482,-0.0071333276,0.0013731655,0.3577
-0.2125,0,-0.2124000043,0.0451137618,-0.0095821632,0.0020352515,0.3924
0.0525,1,0.0535999984,0.0028729598,0.0001539906,8.2539e-06,0.4775
-0.0425,0,-0.0449000001,0.00201601,-9.05188e-05,4.0643e-06,0.3484
-0.0375,0,-0.0361000001,0.00130321,-4.70459e-05,1.6984e-06,0.4856
-0.0225,0,-0.0201999992,0.00040804,-8.2424e-06,1.665e-07,0.5133
0.0275,1,0.0266999993,0.00071289,1.90342e-05,5.082e-07,0.5201
0.0575,1,0.058600001,0.0034339601,0.0002012301,1.17921e-05,0.6037
0.2075,1,0.2073999941,0.0430147576,0.0089212605,0.0018502694,0.5734
0.1475,1,0.1467999965,0.021550239,0.003163575,0.0004644128,0.5786
-0.2475,0,-0.2463999987,0.0607129593,-0.0149596731,0.0036860634,0.3804
-0.2375,0,-0.239199996,0.0572166381,-0.0136862196,0.0032737437,0.3981
-0.2025,0,-0.2003999949,0.0401601579,-0.0080480954,0.0016128383,0.375
-0.0875,0,-0.0857999995,0.0073616399,-0.0006316287,5.41937e-05,0.3222
-0.0775,0,-0.0759999976,0.0057759996,-0.000438976,3.33622e-05,0.3875
-0.2125,0,-0.2126999944,0.0452412876,-0.0096228216,0.0020467741,0.2828
-0.2225,0,-0.2220000029,0.0492840013,-0.0109410484,0.0024289128,0.3292
-0.2225,0,-0.2243999988,0.0503553595,-0.0112997426,0.0025356622,0.3146
0.0925,1,0.0920000002,0.008464,0.000778688,7.16393e-05,0.4623
-0.0725,0,-0.0710999966,0.0050552095,-0.0003594254,2.55551e-05,0.4873
-0.0075,0,-0.0071,5.041e-05,-3.579e-07,2.5e-09,0.458
-0.2425,0,-0.2422000021,0.058660841,-0.0142076558,0.0034410943,0.2876
-0.0075,0,-0.0052999998,2.809e-05,-1.489e-07,8e-10,0.4631
0.0275,1,0.0253999997,0.00064516,1.63871e-05,4.162e-07,0.4903
-0.0175,0,-0.0173000004,0.00029929,-5.1777e-06,8.96e-08,0.4766
-0.0425,0,-0.0445999987,0.0019891599,-8.87165e-05,3.9568e-06,0.4331
-0.1325,0,-0.1312000006,0.0172134402,-0.0022584034,0.0002963025,0.3274
0.0025,1,0.0043000001,1.849e-05,7.95e-08,3e-10,0.5274
0.0625,1,0.0625,0.00390625,0.0002441406,1.52588e-05,0.5673
0.1325,1,0.1347000003,0.0181440901,0.0024440089,0.000329208,0.4938
0.0575,1,0.057,0.003249,0.000185193,1.0556e-05,0.5667
0.1325,1,0.1334999949,0.0178222486,0.0023792701,0.0003176325,0.5893
0.1925,1,0.1931000054,0.0372876121,0.0072002381,0.001390366,1.0
-0.1875,0,-0.1871999949,0.0350438381,-0.0065602063,0.0012280706,0.3664
-0.0575,0,-0.0579000004,0.00335241,-0.0001941045,1.12387e-05,0.4631
-0.0725,0,-0.0737000033,0.0054316905,-0.0004003156,2.95033e-05,0.5067
0.0175,1,0.0161000006,0.00025921,4.1733e-06,6.72e-08,0.5331
-0.0825,0,-0.0817999989,0.0066912398,-0.0005473434,4.47727e-05,0.3934
-0.2125,0,-0.2132000029,0.0454542412,-0.0096908444,0.002066088,0.2922
-0.1225,0,-0.121299997,0.0147136893,-0.0017847705,0.0002164927,0.4008
-0.2425,0,-0.2424000055,0.0587577626,-0.014242882,0.0034524747,0.3867
-0.2425,0,-0.243900001,0.0594872105,-0.0145089307,0.0035387282,0.3764
-0.0925,0,-0.0948999971,0.0090060095,-0.0008546703,8.11082e-05,0.3015
0.1125,1,0.1142999977,0.0130644895,0.0014932711,0.0001706809,0.5901
0.1875,1,0.186499998,0.0347822492,0.0064868894,0.0012098049,0.6657
-0.0675,0,-0.0671999976,0.0045158397,-0.0003034644,2.03928e-05,0.5377
0.0975,1,0.0961999968,0.0092544394,0.000890277,8.56446e-05,0.5741
-0.1825,0,-0.180399999,0.0325441596,-0.0058709664,0.0010591223,0.4499
-0.1175,0,-0.1176000014,0.0138297603,-0.0016263798,0.0001912623,0.4402
-0.1175,0,-0.1194999963,0.0142802491,-0.0017064897,0.0002039255,0.4314
-0.1375,0,-0.1357000023,0.0184144906,-0.0024988464,0.0003390935,0.4028
-0.1475,0,-0.1485999972,0.0220819592,-0.0032813791,0.0004876129,0.3329
-0.1425,0,-0.1441999972,0.0207936392,-0.0029984427,0.0004323754,0.2939
0.0425,1,0.0419000015,0.0017556101,7.35601e-05,3.0822e-06,0.592
0.2025,1,0.2037999928,0.0415344371,0.008464718,0.0017251095,0.5594
