id,schid,tchid,tchexper,absent,readscore,mathscore,totalscore,boy,white_asian,black,tchwhite,tchmasters,freelunch,schurban,schrural,small,regular,aide
12626,173312,17331201,11.0,9.0,522,547,1069.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12627,173312,17331202,11.0,2.0,490,520,1010.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12629,173312,17331202,11.0,2.0,503,602,1105.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12630,173312,17331203,13.0,26.0,430,434,864.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12632,168211,16821101,10.0,12.0,437,547,984.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12633,123056,12305603,16.0,8.0,408,454,862.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12634,180344,18034405,1.0,8.0,418,489,907.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0
12636,257899,25789901,13.0,6.0,419,478,897.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12638,203457,20345702,9.0,8.0,474,484,958.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12639,203452,20345202,11.0,14.0,400,399,799.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12640,161183,16118302,10.0,2.0,451,513,964.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12642,203452,20345203,19.0,17.0,453,449,902.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12643,191411,19141102,8.0,8.0,554,602,1156.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12644,234628,23462804,10.0,9.0,439,489,928.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12646,218562,21856203,11.0,2.0,474,513,987.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
12647,234628,23462801,9.0,11.0,403,418,821.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
12649,189396,18939602,4.0,8.0,411,444,855.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12650,259915,25991502,15.0,15.0,580,559,1139.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12653,123056,12305601,4.0,9.0,395,412,807.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12654,123056,12305603,16.0,7.0,413,459,872.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12658,189378,18937803,5.0,13.0,453,478,931.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12659,169231,16923101,9.0,18.0,421,468,889.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
12662,189396,18939603,12.0,0.0,416,478,894.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12664,189382,18938204,7.0,10.0,408,434,842.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
12665,191411,19141101,8.0,0.0,478,506,984.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12667,170295,17029501,19.0,9.0,424,559,983.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12668,215533,21553301,3.0,5.0,416,454,870.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12669,170295,17029504,1.0,12.0,403,405,808.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
12670,230612,23061202,4.0,9.0,580,626,1206.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12671,201449,20144902,12.0,13.0,421,494,915.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12672,201449,20144901,4.0,18.0,492,576,1068.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12673,201449,20144903,6.0,12.0,448,506,954.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12675,201449,20144902,12.0,6.0,455,547,1002.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12676,162184,16218404,2.0,4.0,460,513,973.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12677,203452,20345205,20.0,4.0,425,489,914.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12678,203457,20345701,12.0,10.0,500,559,1059.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12679,203452,20345203,19.0,23.0,445,494,939.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
12680,203452,20345205,20.0,31.0,419,500,919.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12681,161183,16118303,6.0,17.0,492,576,1068.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12682,161183,16118302,10.0,17.0,492,576,1068.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12683,128079,12807901,8.0,6.0,416,412,828.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12684,212522,21252202,13.0,1.0,434,449,883.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
12685,205488,20548801,0.0,3.0,458,489,947.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
12686,205492,20549204,3.0,0.0,487,520,1007.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0
12687,205491,20549102,15.0,11.0,403,463,866.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0
12688,212522,21252205,4.0,7.0,425,494,919.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0
12692,212522,21252202,13.0,9.0,433,489,922.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
12695,205488,20548801,0.0,23.0,436,478,914.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
12696,212522,21252201,,16.0,427,489,916.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1
12697,205490,20549002,11.0,5.0,374,399,773.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1
12698,205492,20549201,0.0,7.0,413,434,847.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1
12699,205488,20548803,4.0,7.0,470,506,976.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
12702,208501,20850101,13.0,0.0,427,484,911.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12703,209510,20951001,8.0,8.0,398,439,837.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
12704,208501,20850101,13.0,2.0,447,500,947.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12705,208501,20850101,13.0,15.0,424,559,983.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12706,209510,20951002,3.0,0.0,402,418,820.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12707,209510,20951003,13.0,7.0,430,478,908.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12709,221571,22157101,3.0,16.0,431,506,937.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
12712,212522,21252203,21.0,3.0,427,468,895.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
12713,212522,21252205,4.0,10.0,445,494,939.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0
12714,193422,19342202,8.0,5.0,461,536,997.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
12715,215533,21553304,9.0,23.0,461,626,1087.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12716,193422,19342201,9.0,5.0,428,468,896.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12717,215533,21553301,3.0,10.0,453,468,921.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12718,193423,19342304,13.0,11.0,427,459,886.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12719,215533,21553306,0.0,4.0,403,434,837.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12720,193423,19342304,13.0,30.0,458,576,1034.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12721,215533,21553306,0.0,3.0,478,536,1014.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12722,230612,23061201,6.0,7.0,424,489,913.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12723,170295,17029502,14.0,17.0,460,506,966.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12724,170295,17029502,14.0,2.0,451,494,945.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12725,193423,19342304,13.0,8.0,436,506,942.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12726,170295,17029501,19.0,1.0,478,559,1037.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12728,180344,18034403,11.0,7.0,418,463,881.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1
12729,170295,17029504,1.0,0.0,605,528,1133.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12730,215533,21553305,4.0,1.0,470,547,1017.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12731,159171,15917103,10.0,14.0,419,489,908.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12732,221574,22157401,1.0,3.0,418,449,867.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12734,221571,22157101,3.0,2.0,419,484,903.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
12735,221571,22157104,21.0,10.0,427,528,955.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
12736,221571,22157102,3.0,11.0,388,434,822.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
12738,221574,22157402,8.0,17.0,440,520,960.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12739,221574,22157402,8.0,7.0,545,626,1171.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12741,209510,20951004,10.0,4.0,425,468,893.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12742,221571,22157105,7.0,8.0,418,429,847.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12743,221571,22157105,7.0,7.0,418,439,857.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12745,221571,22157103,13.0,13.0,408,468,876.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12746,209510,20951001,8.0,11.0,468,484,952.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
12748,209510,20951005,15.0,9.0,465,547,1012.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12749,128076,12807603,7.0,3.0,408,494,902.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
12750,128068,12806803,11.0,5.0,433,459,892.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12751,128068,12806802,1.0,7.0,405,434,839.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12752,212522,21252202,13.0,34.0,414,473,887.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
12754,225585,22558501,13.0,5.0,403,489,892.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12755,225585,22558503,13.0,7.0,397,429,826.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
12756,225585,22558503,13.0,5.0,419,500,919.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
12758,228606,22860604,14.0,2.0,507,626,1133.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12759,228606,22860602,13.0,8.0,422,484,906.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12760,173312,17331202,11.0,7.0,407,444,851.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12764,228606,22860601,8.0,9.0,418,459,877.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1
12765,162184,16218404,2.0,0.0,450,520,970.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12766,231616,23161601,12.0,34.0,424,459,883.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12767,230612,23061201,6.0,7.0,490,626,1116.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12768,230612,23061201,6.0,9.0,397,484,881.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12769,231616,23161601,12.0,64.0,458,547,1005.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12770,261927,26192703,3.0,21.0,455,559,1014.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12771,261927,26192701,11.0,17.0,442,576,1018.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12772,176329,17632902,27.0,5.0,450,576,1026.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12773,261927,26192702,13.0,8.0,427,429,856.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12774,162184,16218401,4.0,2.0,439,520,959.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12775,231616,23161601,12.0,7.0,433,489,922.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12776,169280,16928003,7.0,6.0,453,500,953.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
12777,123056,12305603,16.0,16.0,430,520,950.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12778,234628,23462803,9.0,11.0,428,513,941.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12779,234628,23462801,9.0,29.0,425,449,874.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12780,234628,23462803,9.0,16.0,407,434,841.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1
12784,165199,16519902,3.0,3.0,445,484,929.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
12785,112038,11203803,17.0,6.0,411,513,924.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1
12786,123056,12305603,16.0,21.0,410,478,888.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12787,244776,24477602,8.0,14.0,463,520,983.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0
12788,244764,24476402,13.0,2.0,437,468,905.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0
12789,244818,24481802,10.0,3.0,408,439,847.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0
12790,244776,24477606,10.0,2.0,419,423,842.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,1
12791,244776,24477606,10.0,22.0,416,434,850.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,1
12792,244697,24469703,5.0,2.0,437,506,943.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,1
12793,244831,24483103,2.0,13.0,447,473,920.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1
12795,244831,24483103,2.0,7.0,413,478,891.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1
12797,244745,24474503,1.0,16.0,472,576,1048.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
12798,244839,24483901,1.0,24.0,434,494,928.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0
12800,244736,24473602,0.0,0.0,456,528,984.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0
12801,244774,24477402,6.0,3.0,431,489,920.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0
12802,244697,24469703,5.0,2.0,447,484,931.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,1
12803,244806,24480607,11.0,12.0,461,559,1020.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,0
12804,244818,24481801,10.0,19.0,407,454,861.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0
12805,244839,24483905,11.0,3.0,411,468,879.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0
12806,244727,24472701,21.0,0.0,468,478,946.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0
12807,244776,24477604,9.0,5.0,431,463,894.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
12808,244764,24476401,1.0,16.0,450,478,928.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1
12809,244697,24469703,5.0,2.0,437,459,896.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,1
12810,244806,24480601,1.0,4.0,408,473,881.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,0
12812,244839,24483903,20.0,1.0,430,528,958.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0
12813,244697,24469701,6.0,25.0,380,399,779.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0
12814,244799,24479903,5.0,4.0,430,520,950.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0
12815,244774,24477403,1.0,15.0,419,484,903.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1
12817,244697,24469705,14.0,12.0,458,484,942.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0
12818,244780,24478003,2.0,14.0,461,547,1008.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0,0
12820,244780,24478001,24.0,12.0,503,576,1079.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,1
12821,244697,24469701,6.0,8.0,380,405,785.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0
12822,244818,24481801,10.0,12.0,414,444,858.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
12823,205489,20548903,3.0,4.0,507,536,1043.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
12825,244839,24483904,0.0,3.0,448,559,1007.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
12832,173312,17331203,13.0,5.0,453,478,931.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12833,216536,21653605,1.0,9.0,445,484,929.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12835,252885,25288504,9.0,1.0,455,478,933.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12836,216536,21653604,22.0,7.0,425,513,938.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12837,216536,21653602,13.0,5.0,433,520,953.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12838,252885,25288502,10.0,15.0,460,478,938.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12839,216536,21653601,2.0,14.0,474,559,1033.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12840,216536,21653603,8.0,3.0,425,489,914.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12841,216536,21653604,22.0,12.0,467,559,1026.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12842,216536,21653603,8.0,5.0,439,528,967.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
12844,244728,24472803,15.0,7.0,443,463,906.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0
12845,253888,25388802,0.0,8.0,437,536,973.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12846,169229,16922902,11.0,5.0,439,473,912.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
12848,216536,21653605,1.0,3.0,408,463,871.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12849,257905,25790504,5.0,16.0,405,439,844.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0
12850,257905,25790502,14.0,10.0,627,626,1253.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
12851,257899,25789901,13.0,17.0,431,449,880.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12852,257899,25789902,13.0,4.0,439,484,923.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12853,257905,25790505,14.0,18.0,474,576,1050.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
12854,257905,25790502,14.0,9.0,474,513,987.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
12856,257899,25789904,12.0,9.0,442,536,978.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12857,257899,25789901,13.0,6.0,451,520,971.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
12858,257905,25790504,5.0,,445,454,899.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
12859,257899,25789901,13.0,14.0,437,478,915.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12860,253888,25388802,0.0,24.0,458,559,1017.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12861,257905,25790501,7.0,20.0,478,489,967.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0
12862,253888,25388803,5.0,14.0,419,439,858.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12864,257905,25790502,14.0,11.0,470,468,938.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
12865,261927,26192702,13.0,4.0,437,559,996.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12866,262937,26293701,16.0,1.0,439,500,939.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1
12867,221574,22157403,8.0,14.0,398,423,821.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12868,252885,25288504,9.0,1.0,419,454,873.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12869,252885,25288504,9.0,0.0,419,444,863.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12870,216536,21653602,13.0,3.0,416,506,922.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12871,216536,21653604,22.0,2.0,393,444,837.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12872,252885,25288504,9.0,20.0,465,528,993.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12873,216536,21653605,1.0,12.0,443,528,971.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12875,123056,12305601,4.0,13.0,434,484,918.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12876,123056,12305603,16.0,12.0,393,439,832.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
12877,128079,12807903,8.0,16.0,532,520,1052.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
12878,130085,13008501,22.0,2.0,431,489,920.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0
12879,253888,25388802,0.0,26.0,545,626,1171.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12880,166203,16620302,13.0,5.0,468,528,996.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0
12881,165199,16519902,3.0,9.0,450,473,923.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
12883,164198,16419801,13.0,0.0,492,602,1094.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12884,166203,16620303,5.0,21.0,413,494,907.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
12886,164198,16419803,4.0,12.0,450,468,918.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
12887,212522,21252201,,10.0,458,513,971.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
12890,169219,16921902,12.0,2.0,554,602,1156.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0
12891,169231,16923102,9.0,3.0,538,500,1038.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
12899,264945,26494502,3.0,0.0,428,506,934.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
12900,218562,21856204,0.0,0.0,514,547,1061.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
12901,218562,21856201,14.0,4.0,458,528,986.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0
12903,234628,23462804,10.0,7.0,436,500,936.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
12905,234628,23462804,10.0,5.0,461,536,997.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12906,189396,18939602,4.0,14.0,428,454,882.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12908,189396,18939603,12.0,5.0,393,468,861.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1
12909,203457,20345702,9.0,19.0,605,576,1181.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
12910,189396,18939603,12.0,5.0,436,494,930.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
12911,189396,18939601,5.0,11.0,470,536,1006.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
12913,189382,18938201,17.0,15.0,421,439,860.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
12914,218562,21856201,14.0,0.0,500,528,1028.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0
12917,209510,20951004,10.0,14.0,437,463,900.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
12918,170295,17029501,19.0,3.0,456,547,1003.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
12919,244818,24481804,9.0,7.0,434,434,868.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0
