default,arm,refinance,lien2,term30,underwater,ltv,rate,amount,fico
1.0,1.0,0.0,0.0,1.0,1.0,85.0,7.725,25.5,597.0
0.0,0.0,1.0,0.0,0.0,1.0,79.69,6.375,12.75,665.0
0.0,0.0,1.0,1.0,1.0,0.0,10.37,7.625,2.8,778.0
1.0,0.0,1.0,0.0,1.0,1.0,76.25,7.25,12.2,561.0
0.0,0.0,0.0,0.0,1.0,1.0,69.39,6.625,34.0,767.0
1.0,1.0,0.0,0.0,1.0,1.0,78.65,3.375,51.12,664.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.875,17.2,709.0
0.0,0.0,0.0,1.0,1.0,0.0,9.79,7.75,6.95,774.0
0.0,0.0,1.0,0.0,1.0,1.0,64.22,6.56,21.0,589.0
1.0,0.0,1.0,1.0,0.0,0.0,13.7,14.4,4.725,631.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.2,15.28,708.0
0.0,0.0,0.0,1.0,0.0,0.0,14.61,11.875,3.8716,702.0
0.0,0.0,1.0,0.0,1.0,1.0,58.73,6.375,14.8,730.0
0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.875,4.1,789.0
0.0,1.0,1.0,0.0,1.0,1.0,57.53,5.75,16.8,661.0
0.0,1.0,1.0,0.0,1.0,1.0,69.03,3.121,18.5,686.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,3.625,22.0,718.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,6.625,38.0,662.0
0.0,0.0,0.0,0.0,1.0,0.0,26.52,6.25,7.0,716.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,9.7,41.85,543.0
1.0,0.0,1.0,0.0,1.0,1.0,82.69,6.125,27.7,797.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.75,46.8,761.0
1.0,0.0,1.0,0.0,1.0,1.0,65.0,8.375,29.25,648.0
0.0,1.0,1.0,0.0,1.0,1.0,93.81,4.0,19.7,680.0
0.0,0.0,1.0,0.0,1.0,1.0,73.18,5.375,31.1,724.0
0.0,0.0,0.0,0.0,1.0,1.0,79.35,7.5,30.4,686.0
0.0,0.0,0.0,0.0,1.0,1.0,78.01,6.375,52.8,752.0
1.0,1.0,1.0,0.0,1.0,1.0,62.06,4.3,75.4,699.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,3.125,51.2,694.0
0.0,1.0,0.0,0.0,1.0,1.0,79.73,6.25,26.153,771.0
0.0,0.0,1.0,0.0,1.0,0.0,48.0,5.875,18.07,764.0
0.0,0.0,0.0,0.0,1.0,1.0,90.0,6.85,67.77,738.0
1.0,1.0,0.0,0.0,1.0,1.0,71.84,6.375,10.92,588.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,7.5,27.6,585.0
0.0,1.0,0.0,0.0,0.0,1.0,78.47,6.625,23.9974,721.0
0.0,1.0,0.0,0.0,1.0,1.0,90.0,3.35,21.78,631.0
0.0,0.0,1.0,0.0,1.0,1.0,75.0,2.5,18.75,632.0
1.0,0.0,1.0,0.0,1.0,1.0,77.29,7.375,38.8,701.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.25,21.25,566.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.5,80.0,705.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.25,20.8,777.0
0.0,1.0,1.0,0.0,1.0,1.0,70.0,6.0,18.9,689.0
0.0,0.0,0.0,0.0,1.0,1.0,78.26,6.9,18.0,767.0
0.0,1.0,1.0,0.0,1.0,1.0,66.28,6.25,63.5,646.0
0.0,0.0,0.0,1.0,0.0,0.0,15.35,8.0,3.8985,698.0
1.0,0.0,1.0,0.0,1.0,1.0,50.0,6.765,12.5,550.0
1.0,0.0,1.0,0.0,1.0,1.0,64.73,6.875,17.8,713.0
1.0,1.0,1.0,0.0,1.0,1.0,74.07,5.82,100.0,699.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.875,17.6,754.0
0.0,0.0,1.0,0.0,1.0,1.0,71.75,6.875,22.6,668.0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,10.0,4.15,798.0
0.0,0.0,1.0,0.0,1.0,1.0,79.41,6.0,18.9,694.0
0.0,0.0,0.0,0.0,1.0,1.0,78.98,6.75,37.12,722.0
0.0,1.0,1.0,0.0,1.0,1.0,57.08,3.625,68.5,693.0
1.0,0.0,0.0,0.0,1.0,1.0,79.15,5.39,37.2,653.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.0,16.88,740.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,3.75,19.04,661.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,4.0,25.2,690.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,18.0,771.0
1.0,0.0,0.0,1.0,0.0,0.0,20.0,12.8,7.998,647.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.75,18.2,751.0
1.0,0.0,1.0,0.0,0.0,1.0,70.0,5.875,19.6,511.0
0.0,0.0,1.0,0.0,1.0,1.0,72.8,6.375,18.2,727.0
0.0,1.0,0.0,0.0,1.0,0.0,67.85,3.125,65.0,673.0
0.0,0.0,0.0,1.0,0.0,1.0,62.18,7.625,1.9899,749.0
1.0,0.0,1.0,0.0,0.0,1.0,95.0,7.85,24.51,637.0
0.0,1.0,1.0,0.0,1.0,1.0,53.36,3.5,13.5,705.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.625,66.2533,709.0
1.0,1.0,0.0,0.0,1.0,1.0,79.9,6.5,42.1869,747.0
0.0,1.0,1.0,0.0,1.0,1.0,46.32,8.45,13.2,525.0
0.0,1.0,0.0,0.0,1.0,1.0,78.0,7.25,39.0,591.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,5.27,22.8,668.0
1.0,0.0,1.0,0.0,1.0,1.0,78.46,7.75,20.4,631.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,6.95,14.85,598.0
0.0,0.0,1.0,0.0,1.0,1.0,64.52,6.0,100.0,745.0
1.0,1.0,1.0,0.0,1.0,1.0,78.82,6.625,26.8,708.0
0.0,0.0,0.0,0.0,0.0,1.0,53.68,7.0,15.3,661.0
0.0,1.0,1.0,0.0,0.0,1.0,95.0,4.896,21.85,730.0
0.0,0.0,1.0,0.0,1.0,1.0,79.84,3.85,19.4,696.0
0.0,0.0,1.0,0.0,1.0,1.0,59.09,6.5,65.0,734.0
0.0,1.0,1.0,0.0,1.0,1.0,79.33,2.625,23.8,723.0
0.0,0.0,1.0,0.0,1.0,1.0,75.0,3.875,28.5,673.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,2.671,19.68,708.0
0.0,1.0,1.0,0.0,1.0,1.0,65.38,6.375,25.5,693.0
0.0,0.0,0.0,1.0,1.0,1.0,74.03,2.0,4.1,581.0
0.0,1.0,1.0,0.0,1.0,1.0,75.0,7.95,14.775,633.0
1.0,0.0,1.0,0.0,1.0,1.0,95.0,7.625,24.225,648.0
0.0,0.0,1.0,0.0,1.0,1.0,59.2,6.25,33.45,667.0
0.0,1.0,1.0,0.0,1.0,1.0,66.23,2.875,20.4,684.0
0.0,1.0,0.0,0.0,0.0,1.0,79.99,7.125,27.19,654.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,4.25,22.95,666.0
0.0,0.0,1.0,0.0,1.0,0.0,66.77,6.5,8.68,693.0
1.0,0.0,1.0,0.0,1.0,1.0,79.21,4.75,16.0,674.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.25,37.12,743.0
1.0,0.0,1.0,1.0,0.0,0.0,20.0,11.75,6.3,678.0
1.0,0.0,0.0,0.0,1.0,1.0,79.53,6.5,20.2,668.0
1.0,0.0,1.0,0.0,0.0,1.0,80.0,3.375,31.2,763.0
0.0,0.0,1.0,1.0,0.0,0.0,15.82,7.9,5.0,638.0
1.0,0.0,1.0,0.0,1.0,1.0,76.0,5.875,64.6,764.0
0.0,0.0,1.0,0.0,1.0,1.0,56.44,5.875,9.2,682.0
0.0,0.0,1.0,0.0,0.0,0.0,41.51,7.99,11.0,586.0
0.0,0.0,1.0,0.0,0.0,1.0,80.0,3.75,14.0,737.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,3.875,18.64,750.0
1.0,0.0,0.0,1.0,1.0,0.0,13.5,8.5,4.4145,730.0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,10.0,5.4,753.0
0.0,1.0,0.0,0.0,1.0,1.0,79.75,6.375,25.44,742.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.5,30.0,719.0
0.0,0.0,0.0,0.0,0.0,1.0,80.0,5.875,45.6,798.0
0.0,0.0,0.0,1.0,1.0,0.0,9.94,8.75,6.165,724.0
1.0,0.0,0.0,0.0,1.0,1.0,76.08,5.5,31.192,727.0
1.0,1.0,0.0,0.0,1.0,0.0,18.57,4.125,12.72,751.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,6.5,16.15,649.0
1.0,0.0,1.0,1.0,1.0,0.0,20.98,6.5,5.35,711.0
0.0,0.0,1.0,0.0,1.0,1.0,77.78,6.4,17.5,644.0
0.0,0.0,1.0,0.0,1.0,1.0,73.55,5.75,11.4,650.0
0.0,1.0,1.0,0.0,1.0,1.0,72.97,3.125,13.5,746.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,25.2,764.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.15,22.05,619.0
0.0,0.0,0.0,0.0,1.0,1.0,105.79,2.0,26.95,725.0
0.0,0.0,1.0,0.0,1.0,0.0,79.13,5.875,12.66,662.0
1.0,0.0,1.0,0.0,1.0,1.0,60.0,6.875,15.0,690.0
0.0,1.0,0.0,0.0,1.0,1.0,79.87,6.375,40.336,786.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,8.95,20.4,616.0
1.0,0.0,1.0,0.0,1.0,1.0,83.0,7.375,22.161,601.0
0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.25,3.0,617.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.9,16.0,790.0
0.0,0.0,1.0,1.0,1.0,0.0,45.24,9.99,5.7,656.0
0.0,0.0,0.0,0.0,1.0,1.0,74.36,4.875,89.235,700.0
0.0,0.0,1.0,0.0,1.0,1.0,94.78,2.0,21.8,612.0
0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.75,2.7,686.0
0.0,0.0,1.0,0.0,1.0,0.0,70.0,6.0,9.66,710.0
0.0,1.0,0.0,0.0,1.0,1.0,79.76,3.371,26.32,755.0
0.0,0.0,0.0,0.0,1.0,1.0,79.92,5.875,56.0,786.0
0.0,0.0,1.0,0.0,1.0,1.0,75.0,3.25,21.75,706.0
1.0,0.0,0.0,1.0,1.0,0.0,20.0,11.5,4.9,696.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,4.125,22.8,667.0
1.0,0.0,1.0,0.0,1.0,1.0,72.62,7.25,30.5,649.0
1.0,0.0,0.0,1.0,0.0,0.0,20.0,2.25,5.3157,774.0
0.0,0.0,0.0,0.0,0.0,1.0,80.0,7.0,21.8,756.0
0.0,1.0,0.0,0.0,0.0,1.0,79.93,4.0,31.9704,709.0
0.0,0.0,1.0,0.0,0.0,1.0,100.0,9.0,26.5,624.0
0.0,0.0,0.0,0.0,1.0,1.0,79.81,3.25,26.8168,647.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,4.875,25.075,693.0
0.0,0.0,1.0,0.0,1.0,1.0,95.0,7.75,17.67,607.0
1.0,0.0,1.0,0.0,1.0,1.0,79.79,7.25,16.15,599.0
0.0,0.0,1.0,0.0,1.0,1.0,75.0,3.0,27.0,636.0
0.0,1.0,0.0,0.0,1.0,1.0,78.66,3.375,20.16,711.0
1.0,0.0,1.0,0.0,1.0,1.0,58.33,8.35,12.54,553.0
0.0,0.0,1.0,0.0,1.0,1.0,77.38,7.125,19.6,670.0
0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,5.9,697.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.625,19.08,739.0
1.0,0.0,0.0,0.0,1.0,1.0,99.47,5.75,18.9,600.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,3.43,24.96,586.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.0,18.8,609.0
1.0,0.0,1.0,0.0,0.0,1.0,55.96,5.875,12.2,734.0
0.0,1.0,1.0,0.0,1.0,1.0,79.61,5.5,24.2,772.0
0.0,0.0,1.0,0.0,1.0,1.0,71.11,6.0,16.0,761.0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,9.25,4.6,718.0
1.0,1.0,1.0,0.0,1.0,1.0,76.05,6.85,20.0,607.0
0.0,1.0,1.0,0.0,1.0,1.0,85.0,3.0,32.3,640.0
1.0,1.0,1.0,0.0,1.0,1.0,64.57,7.275,11.3,635.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.625,18.5136,698.0
0.0,0.0,0.0,0.0,1.0,0.0,80.0,6.125,16.0,716.0
0.0,0.0,0.0,0.0,1.0,1.0,79.29,6.625,26.64,695.0
0.0,1.0,1.0,0.0,1.0,1.0,79.99,2.991,20.09,745.0
0.0,0.0,1.0,0.0,1.0,1.0,69.42,6.5,27.7,628.0
1.0,0.0,1.0,0.0,0.0,1.0,84.93,8.34,23.1,561.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,2.771,30.0,692.0
0.0,0.0,1.0,0.0,1.0,1.0,56.65,6.625,11.8965,684.0
0.0,0.0,1.0,0.0,1.0,1.0,82.98,6.625,19.5,765.0
1.0,0.0,1.0,0.0,0.0,1.0,70.0,2.5,11.97,728.0
1.0,1.0,0.0,0.0,1.0,1.0,79.05,7.875,29.25,607.0
1.0,0.0,1.0,0.0,1.0,1.0,74.9,5.875,18.5,698.0
0.0,1.0,0.0,0.0,1.0,1.0,79.75,3.125,23.2,752.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.25,20.96,711.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,5.625,21.33,612.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.25,17.2,659.0
0.0,0.0,0.0,0.0,1.0,1.0,79.14,7.0,29.6,746.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,7.5,17.2,610.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.375,28.0,628.0
1.0,1.0,0.0,0.0,1.0,1.0,78.75,3.25,25.2,706.0
0.0,0.0,0.0,1.0,0.0,0.0,19.33,5.0,5.8,759.0
0.0,0.0,0.0,0.0,1.0,0.0,22.45,6.875,5.5,701.0
1.0,0.0,0.0,0.0,1.0,1.0,79.45,3.0,23.2,758.0
0.0,0.0,1.0,0.0,0.0,1.0,59.34,6.125,47.47,748.0
0.0,0.0,1.0,0.0,1.0,1.0,65.86,7.75,12.975,598.0
1.0,1.0,0.0,0.0,1.0,1.0,70.0,7.5,19.95,671.0
0.0,0.0,1.0,0.0,1.0,1.0,53.93,6.0,15.1,760.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.0,18.4,689.0
1.0,0.0,1.0,0.0,0.0,1.0,90.0,7.25,23.85,575.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,7.375,11.04,588.0
0.0,1.0,0.0,0.0,1.0,1.0,21.11,3.75,21.11,697.0
1.0,1.0,1.0,0.0,1.0,1.0,70.0,6.375,16.94,672.0
0.0,0.0,1.0,0.0,1.0,1.0,79.43,7.5,17.712,558.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.5,23.52,680.0
1.0,0.0,1.0,0.0,1.0,1.0,76.19,9.375,16.0,543.0
1.0,0.0,0.0,0.0,0.0,1.0,80.0,4.5,29.2,611.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.65,14.56,648.0
0.0,0.0,1.0,0.0,1.0,1.0,78.84,8.125,27.2,644.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.65,18.4,664.0
1.0,0.0,0.0,0.0,1.0,1.0,70.0,3.75,28.35,753.0
0.0,0.0,1.0,0.0,1.0,1.0,76.74,5.75,16.5,763.0
0.0,0.0,1.0,1.0,1.0,0.0,23.13,7.25,6.94,675.0
0.0,0.0,1.0,0.0,1.0,1.0,73.66,6.5,16.4999,644.0
0.0,0.0,0.0,1.0,1.0,0.0,25.0,2.0,7.25,695.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.125,24.6,767.0
1.0,1.0,1.0,0.0,1.0,1.0,85.0,8.25,27.2,546.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,6.625,23.2,740.0
1.0,1.0,0.0,0.0,1.0,1.0,79.04,8.29,19.76,648.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,2.0,15.2,719.0
0.0,1.0,0.0,0.0,1.0,1.0,90.0,3.625,26.1,677.0
1.0,0.0,0.0,0.0,1.0,1.0,79.99,3.25,12.39,648.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,4.375,41.6,728.0
0.0,0.0,0.0,0.0,1.0,1.0,77.19,6.375,22.0,659.0
1.0,0.0,1.0,0.0,1.0,1.0,70.0,6.375,26.95,648.0
0.0,0.0,1.0,0.0,1.0,1.0,68.89,6.375,15.5,809.0
0.0,0.0,1.0,0.0,1.0,1.0,87.3,2.0,22.0,635.0
0.0,0.0,1.0,0.0,1.0,1.0,70.0,7.03,21.7,587.0
0.0,1.0,1.0,0.0,1.0,1.0,48.0,4.25,18.0,650.0
0.0,0.0,1.0,0.0,1.0,1.0,73.62,5.875,15.8275,781.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,9.5,28.35,663.0
0.0,1.0,0.0,0.0,1.0,0.0,28.21,8.99,9.0,526.0
1.0,1.0,1.0,0.0,1.0,1.0,64.26,3.625,39.2,521.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.25,17.6,718.0
1.0,1.0,0.0,0.0,1.0,1.0,85.0,7.025,43.35,680.0
0.0,0.0,0.0,0.0,1.0,1.0,79.6,7.8,15.92,735.0
1.0,1.0,0.0,0.0,1.0,0.0,36.22,8.25,10.36,584.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.0,14.6,636.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,6.4,23.4,603.0
0.0,1.0,1.0,0.0,1.0,1.0,70.83,3.125,17.0,675.0
1.0,0.0,1.0,0.0,1.0,1.0,57.08,6.375,62.5,649.0
0.0,0.0,1.0,1.0,0.0,1.0,58.62,7.999,8.5,802.0
1.0,0.0,0.0,0.0,1.0,1.0,89.81,6.0,38.618,706.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,6.5,29.52,731.0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,6.7,4.3,647.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,2.0,23.52,654.0
0.0,1.0,0.0,0.0,1.0,0.0,40.0,8.55,11.0,655.0
1.0,0.0,1.0,0.0,1.0,1.0,75.0,8.45,17.25,593.0
1.0,1.0,0.0,0.0,1.0,1.0,83.64,6.95,18.4,655.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,2.671,25.36,782.0
0.0,1.0,1.0,0.0,0.0,1.0,80.0,2.921,25.2,626.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,2.771,17.592,728.0
0.0,0.0,1.0,0.0,1.0,1.0,78.95,8.5,12.0,555.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.95,27.0,572.0
1.0,0.0,0.0,0.0,1.0,1.0,76.09,6.5,22.6,663.0
0.0,0.0,1.0,0.0,1.0,1.0,68.0,6.45,17.0,603.0
0.0,0.0,1.0,1.0,0.0,0.0,19.57,7.5,9.0,748.0
0.0,0.0,0.0,0.0,1.0,1.0,78.9,6.875,28.8,680.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,5.5,20.56,571.0
0.0,0.0,0.0,0.0,1.0,0.0,36.84,6.5,10.5,791.0
0.0,1.0,1.0,0.0,1.0,1.0,50.0,7.625,12.5,710.0
0.0,0.0,0.0,0.0,1.0,1.0,89.99,6.875,55.925,683.0
1.0,0.0,0.0,0.0,1.0,1.0,78.89,5.9,28.4,647.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,7.5,24.8,652.0
0.0,0.0,1.0,0.0,0.0,1.0,95.0,2.0,25.65,601.0
0.0,1.0,0.0,0.0,1.0,1.0,64.6,7.0,20.8,646.0
0.0,0.0,0.0,0.0,1.0,1.0,57.98,6.25,13.8,755.0
0.0,0.0,1.0,0.0,1.0,1.0,68.68,7.5,24.3,596.0
0.0,0.0,1.0,0.0,0.0,1.0,58.29,6.125,10.9,742.0
0.0,0.0,1.0,0.0,1.0,1.0,61.35,6.0,14.11,648.0
1.0,0.0,1.0,0.0,1.0,1.0,95.0,5.625,30.4,622.0
0.0,1.0,0.0,0.0,1.0,1.0,79.77,5.0,30.3132,745.0
0.0,0.0,0.0,1.0,1.0,0.0,14.78,9.0,5.32,694.0
1.0,1.0,1.0,0.0,1.0,1.0,74.89,7.125,17.6,612.0
1.0,0.0,1.0,0.0,1.0,1.0,69.57,7.125,40.0,562.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.25,24.225,570.0
0.0,0.0,1.0,0.0,1.0,1.0,75.0,3.875,19.875,710.0
0.0,0.0,0.0,0.0,1.0,1.0,61.32,6.25,16.25,783.0
0.0,0.0,0.0,0.0,1.0,1.0,82.5,5.5,16.5,740.0
0.0,0.0,0.0,1.0,0.0,0.0,19.64,7.0,5.4,693.0
0.0,0.0,1.0,0.0,1.0,1.0,78.38,5.875,23.2,718.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,6.625,20.0,563.0
1.0,1.0,0.0,0.0,0.0,1.0,79.11,3.875,28.48,714.0
0.0,0.0,1.0,0.0,1.0,1.0,78.03,6.25,47.6,744.0
0.0,0.0,1.0,0.0,1.0,1.0,77.52,7.75,20.0,583.0
0.0,0.0,0.0,1.0,0.0,0.0,10.0,7.5,3.3,667.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.0,28.0,682.0
0.0,0.0,1.0,0.0,1.0,1.0,74.83,2.625,26.94,681.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,4.0,37.6,770.0
1.0,0.0,0.0,0.0,1.0,1.0,89.97,9.625,27.891,615.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.125,31.6,693.0
1.0,0.0,0.0,0.0,1.0,1.0,79.97,3.25,28.79,765.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.5,20.24,656.0
0.0,0.0,0.0,0.0,0.0,1.0,57.14,5.875,100.0,695.0
1.0,1.0,1.0,0.0,1.0,1.0,73.68,9.0,28.0,504.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.0,20.0,588.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.7,18.8,631.0
0.0,0.0,0.0,0.0,1.0,1.0,79.08,3.875,21.59,711.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.25,36.0,644.0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,5.86,14.7,663.0
1.0,1.0,1.0,0.0,1.0,1.0,64.88,6.625,24.85,756.0
1.0,0.0,1.0,1.0,0.0,0.0,20.0,13.05,5.42,633.0
0.0,0.0,1.0,1.0,0.0,0.0,10.0,7.25,2.7,672.0
0.0,1.0,0.0,0.0,1.0,1.0,78.24,2.996,19.56,779.0
1.0,1.0,0.0,0.0,1.0,1.0,92.33,3.5,39.425,712.0
1.0,0.0,0.0,0.0,1.0,1.0,79.39,8.275,31.2,677.0
1.0,1.0,0.0,1.0,1.0,0.0,8.68,12.0,3.3,712.0
0.0,1.0,1.0,0.0,1.0,1.0,78.85,2.625,20.5,703.0
0.0,1.0,0.0,0.0,1.0,1.0,79.22,6.5,85.0,754.0
0.0,1.0,1.0,0.0,1.0,1.0,64.43,3.375,19.33,730.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,16.0,708.0
0.0,1.0,1.0,0.0,1.0,1.0,79.23,6.25,30.9,728.0
0.0,0.0,0.0,0.0,1.0,1.0,79.17,6.75,19.0,754.0
0.0,1.0,1.0,0.0,0.0,1.0,80.0,2.0,31.2,662.0
0.0,0.0,1.0,0.0,1.0,1.0,95.0,6.0,13.11,693.0
0.0,0.0,1.0,0.0,1.0,0.0,31.33,6.375,9.9,582.0
1.0,0.0,1.0,0.0,1.0,1.0,64.0,6.5,34.56,647.0
1.0,1.0,1.0,0.0,1.0,1.0,95.0,7.5,33.725,745.0
0.0,0.0,1.0,0.0,1.0,1.0,57.38,5.875,10.39,766.0
0.0,0.0,1.0,0.0,1.0,1.0,78.76,6.375,14.57,709.0
0.0,0.0,1.0,0.0,0.0,1.0,70.0,3.625,14.21,733.0
0.0,1.0,0.0,0.0,1.0,1.0,90.0,3.125,25.2,689.0
0.0,1.0,1.0,0.0,1.0,0.0,63.33,5.75,28.5,716.0
0.0,0.0,1.0,0.0,0.0,0.0,72.96,5.375,9.85,725.0
1.0,1.0,1.0,0.0,1.0,1.0,85.0,5.0,21.25,611.0
1.0,0.0,1.0,1.0,1.0,0.0,14.81,8.406,4.4,702.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,3.875,20.8,692.0
0.0,1.0,1.0,0.0,1.0,1.0,74.64,2.5,10.3,741.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,6.95,18.8,671.0
0.0,0.0,1.0,0.0,0.0,1.0,88.24,7.5,15.0,659.0
0.0,1.0,1.0,0.0,1.0,1.0,67.5,3.75,27.0,743.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.0,19.6,760.0
1.0,0.0,0.0,1.0,0.0,0.0,19.84,12.75,5.0,682.0
0.0,0.0,1.0,1.0,0.0,0.0,25.26,7.5,6.0,700.0
0.0,0.0,1.0,0.0,1.0,1.0,74.62,5.875,38.8,723.0
1.0,1.0,0.0,0.0,1.0,1.0,67.11,3.021,30.0,785.0
0.0,1.0,1.0,0.0,1.0,1.0,74.9,3.071,21.721,744.0
1.0,1.0,1.0,0.0,1.0,1.0,66.67,3.321,18.0,719.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,5.875,34.64,782.0
0.0,1.0,0.0,0.0,1.0,1.0,77.39,3.0,23.992,728.0
1.0,1.0,1.0,0.0,1.0,1.0,68.18,9.25,21.0,543.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.625,23.84,722.0
0.0,0.0,1.0,0.0,1.0,1.0,68.09,6.125,16.0,776.0
1.0,0.0,1.0,0.0,0.0,0.0,48.57,6.55,8.5,654.0
0.0,1.0,0.0,0.0,1.0,1.0,79.34,3.125,19.2,804.0
0.0,1.0,0.0,0.0,1.0,1.0,55.94,6.5,55.0,706.0
0.0,0.0,0.0,0.0,1.0,1.0,94.98,6.375,22.155,746.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,6.5,12.8,674.0
1.0,0.0,0.0,0.0,1.0,1.0,79.5,6.4,25.2,626.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.5,26.0,668.0
0.0,0.0,0.0,1.0,0.0,0.0,19.91,3.95,4.68,675.0
0.0,0.0,0.0,0.0,0.0,1.0,62.96,5.625,17.0,680.0
0.0,1.0,1.0,0.0,0.0,1.0,80.0,4.321,26.8,679.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,7.325,22.0,610.0
0.0,0.0,0.0,0.0,1.0,1.0,60.0,6.25,15.0,799.0
0.0,1.0,0.0,0.0,1.0,0.0,38.15,7.7,12.4,552.0
0.0,0.0,1.0,0.0,0.0,1.0,66.55,6.8,18.3,637.0
1.0,0.0,1.0,1.0,1.0,0.0,20.0,8.375,7.4,700.0
