age,asian,black,divorced,educ,exper,faminc,female,hrswork,insure,married,mcaid,mcare,metro,midwest,nchild,northeast,single,south,union,wage,west,white
42,0,0,0,13,23,93102,1,35,1,1,0,0,1,1,2,0,0,0,0,12.75,0,1
45,0,0,0,18,21,78051,1,40,1,1,0,0,0,0,2,0,0,1,0,28.0,0,1
37,0,0,0,14,17,42000,1,40,1,1,0,0,1,0,0,0,0,1,0,31.25,0,1
51,0,0,0,13,32,65506,1,40,1,1,0,0,1,1,0,0,0,0,0,14.0,0,1
64,0,0,0,16,42,476,1,40,1,1,0,0,1,1,0,0,0,0,0,17.05,0,1
35,0,0,0,18,11,300001,1,40,1,1,0,0,1,0,2,0,0,0,1,37.22,1,1
26,0,0,0,18,2,66800,1,40,1,1,0,0,1,0,0,0,0,1,0,15.0,0,1
25,0,0,0,16,3,66766,1,40,1,1,0,0,0,1,0,0,0,0,1,24.02,0,1
58,0,0,0,12,40,52876,1,40,1,1,0,0,0,0,0,1,0,0,0,16.59,0,1
42,0,0,0,18,18,80050,1,40,1,1,0,0,1,0,2,1,0,0,0,43.28,0,1
44,0,0,0,18,20,113025,1,40,1,1,0,0,1,0,2,1,0,0,0,37.97,0,1
50,0,0,0,13,31,84008,1,0,1,1,0,0,1,0,0,0,0,0,0,17.0,1,1
50,0,1,0,12,32,20000,1,40,1,1,0,0,1,0,1,0,0,1,0,11.9,0,0
50,0,0,0,14,30,84810,1,40,1,1,1,0,0,0,0,1,0,0,0,17.0,0,1
52,1,0,0,12,34,185000,1,37,1,1,0,0,1,0,2,0,0,1,1,45.0,0,0
41,0,0,0,14,21,103603,1,40,1,1,0,0,0,1,2,0,0,0,0,14.31,0,1
65,0,0,0,20,39,38163,1,40,1,1,0,0,1,0,0,0,0,1,0,17.0,0,1
38,0,1,0,13,19,64200,1,40,1,1,0,0,1,0,2,0,0,1,0,14.0,0,0
46,0,0,0,16,24,119647,1,55,1,1,0,0,1,0,2,1,0,0,1,18.53,0,1
35,0,0,0,16,13,65008,1,60,1,1,0,0,1,0,2,1,0,0,0,22.43,0,1
39,0,0,0,14,19,55000,1,40,1,1,0,0,1,1,4,0,0,0,0,24.02,0,1
37,0,0,0,16,15,205750,1,50,1,1,0,0,1,0,2,0,0,0,0,57.7,1,1
51,0,1,0,18,27,160000,1,40,1,1,0,0,1,0,3,0,0,1,0,72.13,0,0
48,0,0,0,14,28,60000,1,40,0,1,0,0,1,0,1,0,0,0,0,10.0,1,1
57,0,0,0,14,37,0,1,42,1,1,1,0,0,0,0,0,0,0,0,25.0,1,1
35,0,0,0,18,11,28000,1,40,1,1,0,0,1,0,1,0,0,0,1,25.95,1,1
54,0,0,0,14,34,48001,1,37,1,1,0,0,0,0,1,0,0,1,0,19.76,0,1
48,0,0,0,18,24,58233,1,40,1,1,0,0,1,0,3,1,0,0,0,18.45,0,1
32,0,0,0,18,8,15500,1,45,1,1,0,0,1,0,0,0,0,0,0,19.87,1,1
57,0,0,0,12,39,43507,1,40,1,1,0,0,0,0,0,0,0,1,0,12.71,0,1
54,0,0,0,13,35,81504,1,40,1,1,0,0,1,0,1,0,0,1,0,14.31,0,1
31,0,0,0,16,9,36410,1,40,1,1,0,0,1,0,2,1,0,0,0,13.5,0,1
52,0,0,0,12,34,31200,1,40,1,1,0,0,0,1,0,0,0,0,0,15.2,0,1
59,0,0,0,18,35,201685,1,50,1,1,0,0,1,0,0,0,0,1,0,34.62,0,1
31,0,0,0,16,9,58000,1,40,1,1,0,0,1,0,1,0,0,1,0,22.0,0,1
42,0,0,0,16,20,53000,1,40,1,1,0,0,0,1,1,0,0,0,1,47.0,0,1
67,0,0,0,16,45,329638,1,70,1,1,0,1,1,1,0,0,0,0,0,13.77,0,1
71,0,0,0,12,53,44000,1,40,1,1,0,0,0,1,3,0,0,0,0,15.0,0,1
56,0,1,0,16,34,80000,1,40,1,1,0,0,1,0,0,0,0,1,0,33.65,0,0
58,0,0,0,16,36,21828,1,50,1,1,0,0,1,0,1,1,0,0,0,57.7,0,1
39,0,0,0,16,17,64323,1,40,1,1,0,0,1,1,4,0,0,0,0,18.75,0,1
23,0,0,0,16,1,40400,1,40,1,1,0,0,1,0,0,0,0,1,0,12.0,0,1
57,0,0,0,16,35,58429,1,32,1,1,0,0,1,1,1,0,0,0,0,20.0,0,1
45,0,0,0,18,21,59347,1,40,1,1,0,0,1,0,2,0,0,0,1,34.63,1,1
25,1,0,0,13,6,54960,1,40,1,1,0,0,1,0,1,0,0,0,0,15.63,1,0
48,0,0,0,14,28,75000,1,40,1,1,0,0,1,1,0,0,0,0,0,17.0,0,1
48,1,0,0,12,30,97707,1,40,1,1,0,0,1,0,3,0,0,0,0,11.0,1,0
53,0,0,0,13,34,89659,1,40,1,1,0,0,1,0,0,0,0,1,0,21.25,0,1
55,0,1,0,13,36,71000,1,40,1,1,0,0,1,0,1,0,0,1,0,24.05,0,0
60,0,0,0,12,42,44001,1,40,1,1,0,0,0,0,0,1,0,0,0,18.03,0,1
35,0,0,0,16,13,28000,1,40,1,1,0,0,1,0,1,0,0,1,0,20.65,0,1
43,0,0,0,16,21,152458,1,40,1,1,1,0,1,0,2,1,0,0,0,30.0,0,1
51,0,0,0,13,32,45600,1,37,1,1,0,0,1,0,2,0,0,1,0,11.22,0,1
57,0,0,0,12,39,35001,1,43,1,1,0,0,1,0,0,0,0,1,0,23.0,0,1
40,0,1,0,18,16,65000,1,40,1,1,0,0,1,0,2,0,0,1,1,38.45,0,0
39,0,1,0,14,19,25000,1,40,1,1,0,0,1,0,3,0,0,1,0,20.58,0,0
34,0,0,0,21,7,91000,1,40,1,1,0,0,1,0,0,1,0,0,0,38.45,0,1
36,0,0,0,18,12,125,1,45,1,1,0,0,1,0,0,1,0,0,1,22.22,0,1
47,0,0,0,18,23,50137,1,45,1,1,1,0,1,1,2,0,0,0,0,18.42,0,1
26,0,0,0,12,8,48400,1,40,1,1,0,0,1,0,1,0,0,1,0,24.05,0,1
26,0,0,0,14,6,35303,1,40,1,1,0,0,1,0,0,0,0,1,0,17.3,0,1
51,0,0,0,12,33,50001,1,40,1,1,0,0,1,1,0,0,0,0,0,21.42,0,1
44,0,0,0,16,22,228000,1,50,1,1,0,0,1,0,3,0,0,1,0,11.54,0,1
45,0,0,0,16,23,50001,1,40,1,1,0,0,1,0,2,1,0,0,0,17.3,0,1
48,0,0,0,12,30,75295,1,35,1,1,0,0,1,1,1,0,0,0,0,13.74,0,1
57,0,0,0,12,39,28150,1,40,1,1,0,0,1,0,0,0,0,0,1,14.0,1,1
53,0,0,0,12,35,31225,1,40,1,1,0,0,0,0,1,0,0,1,0,16.5,0,1
40,0,0,0,8,26,13600,1,36,0,1,0,0,1,0,3,0,0,1,0,10.85,0,1
46,0,0,0,12,28,59736,1,36,1,1,0,0,1,1,1,0,0,0,0,15.5,0,1
77,0,0,0,16,55,49371,1,40,1,1,0,0,1,0,2,0,0,1,0,15.0,0,1
34,0,0,0,12,16,25000,1,35,0,1,0,0,0,0,4,0,0,1,0,8.0,0,1
53,0,0,0,16,31,120809,1,45,1,1,0,0,1,0,2,0,0,0,0,16.4,1,1
51,0,0,0,14,31,36000,1,40,0,1,0,0,1,0,0,1,0,0,0,18.27,0,1
33,0,0,0,16,11,94025,1,52,1,1,0,0,1,0,0,1,0,0,0,21.37,0,1
71,0,0,0,13,52,240896,1,35,1,1,0,1,0,0,0,0,0,1,0,9.5,0,1
30,0,0,0,18,6,10265,1,38,1,1,0,0,1,0,0,0,0,1,1,44.53,0,1
60,0,0,0,18,36,40412,1,50,0,1,0,0,0,0,0,0,0,0,1,46.14,1,1
62,0,0,0,12,44,27002,1,40,1,1,0,0,1,0,0,1,0,0,1,10.7,0,1
48,0,0,0,12,30,50000,1,45,1,1,0,0,1,0,1,0,0,0,0,21.78,1,1
60,1,0,0,12,42,137035,1,40,1,1,0,0,1,0,2,0,0,0,0,25.0,1,0
53,0,1,0,16,31,36338,1,40,1,1,0,0,1,0,0,0,0,0,1,26.9,1,0
53,0,0,0,12,35,30000,1,40,1,1,0,0,1,0,0,0,0,1,1,10.24,0,1
38,0,0,0,12,20,400000,1,40,1,1,0,0,1,0,2,0,0,1,0,14.0,0,1
37,0,0,0,18,13,90725,1,40,1,1,0,0,1,1,3,0,0,0,1,39.22,0,1
35,0,0,0,12,17,28162,1,40,1,1,0,0,1,0,2,0,0,1,0,17.03,0,1
35,0,0,0,12,17,50050,1,45,0,1,0,0,0,0,2,1,0,0,0,19.22,0,1
70,0,0,0,12,52,50470,1,40,1,1,0,0,1,1,0,0,0,0,0,37.0,0,1
30,0,0,0,12,12,40000,1,40,1,1,0,0,1,0,1,0,0,1,0,10.0,0,1
56,0,0,0,21,29,200117,1,50,1,1,0,0,0,0,0,0,0,1,0,57.7,0,1
55,0,1,0,12,37,40000,1,40,1,1,0,0,1,0,0,0,0,1,0,9.5,0,0
53,0,0,0,13,34,29601,1,35,0,1,0,0,1,0,0,1,0,0,0,17.25,0,1
36,0,0,0,16,14,45000,1,36,1,1,0,0,1,0,2,0,0,1,0,38.0,0,1
59,0,0,0,14,39,72070,1,40,1,1,0,0,1,0,2,1,0,0,0,16.0,0,1
45,0,0,0,12,27,71328,1,37,1,1,0,0,1,0,2,0,0,1,0,10.41,0,1
61,0,0,0,16,39,17800,1,40,1,1,0,0,1,0,0,0,0,1,0,36.53,0,1
50,0,0,0,14,30,119000,1,40,1,1,0,0,1,0,2,0,0,0,0,16.75,1,1
33,0,0,0,18,9,80400,1,40,1,1,0,0,1,1,2,0,0,0,1,24.05,0,1
61,0,0,0,12,43,41159,1,35,1,1,0,0,0,1,0,0,0,0,0,13.0,0,1
37,0,0,0,12,19,72808,1,50,1,1,0,0,1,1,1,0,0,0,0,25.76,0,1
36,0,0,0,14,16,101510,1,40,1,1,0,0,1,0,1,0,0,1,0,29.8,0,1
48,0,0,0,20,22,260024,1,80,1,1,0,0,1,0,2,1,0,0,0,36.06,0,1
38,0,0,0,13,19,18000,1,40,0,1,0,0,1,0,3,0,0,0,0,10.0,1,1
58,0,0,0,18,34,203000,1,45,1,1,0,0,1,0,0,1,0,0,1,12.82,0,1
58,0,0,0,16,36,68169,1,40,1,1,0,0,0,0,0,0,0,1,0,24.05,0,1
59,0,0,0,12,41,79769,1,40,1,1,0,0,0,0,0,0,0,1,0,19.37,0,1
44,0,0,0,18,20,115865,1,40,1,1,0,0,1,0,2,0,0,0,0,45.33,1,1
31,0,0,0,20,5,88545,1,60,1,1,0,0,1,0,1,0,0,1,0,29.48,0,1
60,0,0,0,18,36,34150,1,55,1,1,0,0,1,0,0,1,0,0,1,26.22,0,1
56,0,0,0,12,38,72996,1,40,1,1,0,0,0,0,1,1,0,0,0,10.5,0,1
46,0,0,0,12,28,56000,1,40,1,1,0,0,1,0,1,1,0,0,0,16.4,0,1
52,0,0,0,16,30,102901,1,43,1,1,0,0,1,1,1,0,0,0,0,29.95,0,1
53,0,0,0,12,35,35000,1,40,1,1,0,0,1,0,0,0,0,0,0,12.0,1,1
38,0,0,0,18,14,98466,1,40,1,1,0,0,1,0,2,1,0,0,0,43.75,0,1
50,0,0,0,12,32,56685,1,40,1,1,0,1,0,0,1,1,0,0,0,15.0,0,1
61,0,0,0,14,41,50084,1,50,1,1,0,0,0,0,0,1,0,0,0,26.92,0,1
55,0,0,0,12,37,17027,1,37,1,1,0,0,1,0,1,0,0,1,0,15.0,0,1
42,0,0,0,16,20,114115,1,45,1,1,0,0,1,0,2,0,0,1,0,32.04,0,1
55,0,0,0,13,36,100042,1,35,1,1,0,0,1,0,0,0,0,0,0,8.35,1,1
45,0,0,0,14,25,133055,1,42,1,1,0,0,1,1,0,0,0,0,0,30.0,0,1
35,0,0,0,18,11,67008,1,40,1,1,0,0,1,0,2,0,0,1,1,41.55,0,1
33,0,0,0,14,13,45300,1,40,1,1,0,0,0,1,2,0,0,0,0,9.91,0,1
46,0,0,0,12,28,16100,1,40,1,1,0,0,1,0,1,0,0,1,0,16.0,0,1
63,0,0,0,13,44,47058,1,40,1,1,0,0,0,1,0,0,0,0,0,17.0,0,1
40,0,0,0,18,16,101000,1,35,1,1,0,0,1,0,2,0,0,1,0,40.0,0,1
50,0,0,0,14,30,81000,1,40,1,1,0,0,0,1,1,0,0,0,0,14.43,0,1
64,0,1,0,14,44,21840,1,55,1,1,0,0,1,0,1,0,0,1,0,22.73,0,0
51,0,0,0,18,27,53000,1,50,1,1,0,0,1,1,0,0,0,0,1,35.0,0,1
37,0,1,0,18,13,32060,1,40,1,1,0,0,1,0,0,0,0,1,0,44.0,0,0
29,1,0,0,14,9,56001,1,35,1,1,0,0,1,1,2,0,0,0,0,26.0,0,0
58,0,0,0,13,39,50002,1,38,1,1,0,0,1,0,1,0,0,1,0,22.76,0,1
43,0,0,0,18,19,57000,1,40,1,1,0,0,1,1,2,0,0,0,1,27.7,0,1
41,0,0,0,12,23,35000,1,48,1,1,0,0,1,0,0,1,0,0,0,23.63,0,1
38,0,0,0,14,18,22030,1,40,1,1,0,0,1,0,0,0,0,1,0,28.85,0,1
61,0,1,0,12,43,33000,1,40,1,1,0,0,1,0,0,0,0,1,0,42.3,0,0
32,0,0,0,20,6,0,1,40,1,1,0,0,0,0,0,0,0,1,0,9.38,0,1
41,0,0,0,18,17,49153,1,40,1,1,0,0,1,0,2,0,0,1,0,38.45,0,1
26,0,0,0,13,7,130002,1,40,1,1,0,0,0,0,0,0,0,0,0,14.0,1,1
34,0,0,0,14,14,39622,1,40,1,1,0,0,0,0,1,0,0,0,0,20.0,1,1
48,0,0,0,18,24,164017,1,40,1,1,0,0,1,0,2,1,0,0,0,52.88,0,1
40,0,1,0,14,20,90005,1,40,1,1,0,0,1,0,2,0,0,1,0,25.95,0,0
34,0,0,0,12,16,0,1,40,0,1,1,0,1,0,2,0,0,0,0,11.0,1,1
24,0,0,0,12,6,32000,1,40,1,1,0,0,0,0,0,1,0,0,0,12.5,0,1
56,0,0,0,12,38,96781,1,40,1,1,0,0,1,1,1,0,0,0,0,11.7,0,1
29,0,0,0,13,10,85265,1,40,1,1,0,0,1,0,1,0,0,0,0,14.5,1,1
39,0,0,0,16,17,41419,1,42,1,1,0,0,1,0,0,0,0,0,0,21.98,1,1
56,0,0,0,13,37,118570,1,36,1,1,0,0,1,1,0,0,0,0,0,45.01,0,1
48,0,1,0,12,30,58500,1,40,1,1,0,0,1,0,0,0,0,1,0,16.0,0,0
56,0,0,0,14,36,51599,1,40,1,1,0,0,1,0,1,0,0,0,0,10.0,1,1
33,0,0,0,16,11,48000,1,40,1,1,0,0,1,1,0,0,0,0,0,21.63,0,1
25,0,0,0,14,5,128004,1,35,1,1,0,0,1,0,0,0,0,0,0,15.5,1,1
32,0,0,0,14,12,0,1,40,1,1,0,0,1,1,2,0,0,0,0,18.25,0,1
41,0,0,0,12,23,41002,1,36,1,1,0,0,0,0,0,1,0,0,0,13.0,0,1
31,1,0,0,12,13,25000,1,40,1,1,0,0,1,0,0,0,0,1,0,7.7,0,0
51,0,0,0,13,32,50000,1,40,1,1,0,0,0,0,1,0,0,1,0,10.95,0,1
59,0,0,0,14,39,41000,1,40,1,1,0,0,1,0,1,0,0,1,0,15.0,0,1
65,0,0,0,16,43,110005,1,36,1,1,0,0,1,0,0,1,0,0,1,20.0,0,1
46,0,0,0,16,24,120125,1,40,1,1,0,0,1,0,1,1,0,0,0,27.36,0,1
52,0,0,0,14,32,3816,1,36,1,1,0,0,1,0,2,0,0,0,1,9.5,1,1
39,0,0,0,20,13,11000,1,50,1,1,0,0,1,0,3,1,0,0,0,35.38,0,1
38,0,0,0,18,14,18162,1,40,1,1,0,0,1,0,0,0,0,0,0,31.25,1,1
63,0,0,0,13,44,0,1,40,1,1,0,0,1,0,0,0,0,1,0,10.0,0,1
30,0,0,0,12,12,75402,1,40,1,1,0,0,1,0,2,1,0,0,0,11.1,0,1
37,0,1,0,14,17,109213,1,32,1,1,0,0,1,0,3,1,0,0,0,48.06,0,0
45,1,0,0,16,23,120025,1,40,1,1,0,0,1,0,2,0,0,0,1,28.85,1,0
49,0,0,0,14,29,61902,1,56,1,1,0,0,1,0,1,0,0,1,0,10.05,0,1
34,0,0,0,18,10,36002,1,52,1,1,0,0,0,0,2,0,0,1,0,13.31,0,1
71,0,0,0,18,47,150000,1,40,1,1,0,0,1,1,0,0,0,0,0,24.05,0,1
32,0,0,0,18,8,85800,1,40,1,1,0,0,1,0,2,0,0,1,0,30.27,0,1
36,0,0,0,18,12,11100,1,50,1,1,0,0,1,0,2,0,0,0,0,26.92,1,1
27,0,0,0,12,9,92000,1,60,1,1,1,0,0,0,1,0,0,1,0,8.65,0,1
26,0,0,0,13,7,33000,1,35,1,1,0,0,1,0,0,0,0,0,0,7.91,1,1
42,0,0,0,16,20,118490,1,28,0,1,0,0,1,0,3,0,0,0,0,12.0,1,1
48,0,0,0,8,34,40000,1,40,1,1,0,0,1,0,2,1,0,0,0,12.25,0,1
49,0,0,0,13,30,83556,1,40,1,1,0,0,1,1,2,0,0,0,0,24.38,0,1
52,0,0,0,14,32,54002,1,50,1,1,0,0,1,0,2,1,0,0,1,14.85,0,1
56,0,0,0,12,38,69323,1,44,1,1,0,0,0,0,0,0,0,1,0,15.41,0,1
48,0,0,0,12,30,82540,1,40,1,1,0,0,0,1,1,0,0,0,0,16.83,0,1
37,0,0,0,14,17,45382,1,52,1,1,0,0,1,1,3,0,0,0,0,15.0,0,1
46,0,1,0,12,28,0,1,40,0,1,0,0,1,0,0,1,0,0,0,10.57,0,0
49,0,0,0,12,31,28943,1,40,1,1,0,0,0,0,3,0,0,0,0,14.0,1,1
61,0,0,0,14,41,105000,1,52,1,1,0,0,0,0,0,0,0,0,0,14.79,1,1
35,0,0,0,12,17,15010,1,40,1,1,0,0,1,0,1,0,0,0,0,20.11,1,1
33,0,0,0,16,11,42924,1,40,1,1,0,0,0,1,2,0,0,0,0,15.0,0,1
59,0,0,0,16,37,137024,1,38,1,1,0,0,1,0,2,1,0,0,0,31.37,0,1
63,0,0,0,13,44,70660,1,40,1,1,0,0,1,1,1,0,0,0,0,12.6,0,1
54,0,0,0,12,36,43619,1,40,1,1,0,0,1,0,0,1,0,0,0,33.65,0,1
37,0,0,0,20,11,51938,1,40,1,1,0,0,1,0,0,0,0,1,0,30.0,0,1
42,0,0,0,18,18,289500,1,40,1,1,0,0,1,0,3,0,0,1,1,72.13,0,1
57,1,0,0,13,38,61199,1,40,1,1,0,0,0,0,0,0,0,0,0,14.0,1,0
33,0,0,0,18,9,125025,1,40,1,1,0,0,1,1,1,0,0,0,1,24.05,0,1
46,0,0,0,13,27,15767,1,35,0,1,0,0,1,0,0,0,0,1,0,26.0,0,1
47,0,0,0,18,23,80005,1,45,1,1,0,0,1,0,0,1,0,0,1,32.91,0,1
35,0,0,0,18,11,72808,1,48,1,1,0,0,1,1,1,0,0,0,1,60.0,0,1
56,0,1,0,12,38,65001,1,35,1,1,0,0,1,0,0,1,0,0,0,17.25,0,0
32,0,0,0,14,12,134050,1,46,1,1,0,0,1,0,5,0,0,1,0,5.43,0,1
48,0,0,0,13,29,36026,1,40,1,1,0,0,1,0,0,0,0,1,0,20.0,0,1
64,0,0,0,12,46,25000,1,40,1,1,0,0,1,0,0,0,0,1,0,14.5,0,1
25,0,0,0,12,7,15000,1,40,0,1,1,0,1,0,0,0,0,0,0,8.0,1,1
58,0,0,0,14,38,42000,1,38,1,1,0,0,1,0,0,1,0,0,1,15.0,0,1
55,0,0,0,14,35,70417,1,35,1,1,0,0,1,1,0,0,0,0,0,20.25,0,1
59,0,0,0,12,41,28370,1,42,1,1,0,0,1,1,0,0,0,0,0,22.88,0,1
57,0,0,0,18,33,80000,1,40,1,1,0,0,1,0,0,0,0,1,0,34.63,0,1
22,0,0,0,12,4,13000,1,40,1,1,0,0,1,0,1,1,0,0,0,12.0,0,1
58,0,0,0,12,40,80057,1,40,1,1,0,0,1,0,0,0,0,0,0,25.0,1,1
57,1,0,0,16,35,60067,1,40,1,1,0,0,1,0,2,0,0,0,0,17.3,1,0
33,0,0,0,12,15,50001,1,40,1,1,0,0,1,1,1,0,0,0,0,5.0,0,1
40,0,0,0,16,18,69196,1,55,1,1,0,0,1,0,0,0,0,1,0,52.45,0,1
53,0,0,0,18,29,145500,1,50,1,1,0,0,1,0,0,1,0,0,1,50.0,0,1
35,0,0,0,16,13,36400,1,40,1,1,0,0,1,0,3,0,0,0,0,12.0,1,1
29,1,0,0,16,7,17000,1,40,1,1,0,0,1,0,1,0,0,1,0,16.0,0,0
42,0,0,0,12,24,40307,1,40,1,1,0,0,1,0,1,0,0,0,1,21.63,1,1
60,0,0,0,14,40,47174,1,40,1,1,0,0,1,0,1,1,0,0,0,28.83,0,1
50,0,0,0,12,32,108600,1,38,0,1,0,0,1,1,2,0,0,0,0,10.0,0,1
48,0,0,0,12,30,91272,1,40,1,1,0,0,1,0,0,1,0,0,1,25.0,0,1
44,0,0,0,16,22,50500,1,40,1,1,0,0,1,0,1,1,0,0,0,32.11,0,1
65,0,0,0,12,47,17504,1,36,1,1,0,1,0,1,0,0,0,0,0,12.25,0,1
54,0,0,0,21,27,52311,1,45,1,1,0,0,1,0,1,0,0,1,0,34.38,0,1
54,0,0,0,16,32,120000,1,40,1,1,0,0,1,0,3,1,0,0,0,44.22,0,1
49,0,0,0,18,25,41768,1,40,1,1,0,0,1,0,2,1,0,0,0,47.13,0,1
54,0,0,0,13,35,59650,1,40,0,1,0,0,1,0,2,0,0,1,0,12.5,0,1
58,0,0,0,12,40,97600,1,38,1,1,0,0,0,0,0,1,0,0,1,20.25,0,1
50,0,0,0,12,32,119699,1,50,1,1,0,0,1,1,1,0,0,0,0,15.0,0,1
52,1,0,0,12,34,13300,1,40,1,1,0,0,1,0,2,1,0,0,0,9.0,0,0
25,0,0,0,16,3,32378,1,40,1,1,0,0,1,0,0,0,0,0,0,17.3,1,1
50,0,0,0,13,31,98675,1,40,1,1,0,0,1,0,0,0,0,0,0,20.2,1,1
54,0,0,0,12,36,73517,1,40,1,1,0,0,1,0,1,1,0,0,0,20.0,0,1
57,0,0,0,13,38,77982,1,40,0,1,0,0,0,0,1,0,0,0,1,18.45,1,1
61,0,0,0,16,39,9550,1,40,1,1,0,0,1,0,0,1,0,0,0,57.7,0,1
55,0,0,0,16,33,34440,1,40,1,1,0,0,1,0,0,0,0,1,0,30.0,0,1
58,0,0,0,12,40,35360,1,40,1,1,0,0,0,0,0,0,0,1,0,13.5,0,1
50,0,0,0,18,26,24000,1,40,1,1,0,0,1,0,2,0,0,0,1,23.08,1,1
42,0,1,0,12,24,11002,1,40,1,1,0,0,1,0,2,0,0,1,0,30.85,0,0
56,0,0,0,18,32,0,1,40,1,1,0,0,1,0,0,0,0,0,0,21.63,1,1
55,0,0,0,20,29,61685,1,40,1,1,0,0,1,0,0,1,0,0,0,64.9,0,1
32,0,0,0,16,10,75000,1,49,1,1,0,0,1,0,2,0,0,1,0,58.88,0,1
23,0,1,0,14,3,39600,1,40,1,1,1,0,1,0,0,1,0,0,0,5.0,0,0
25,1,0,0,12,7,31500,1,60,0,1,0,0,1,0,2,0,0,0,0,11.0,1,0
31,1,0,0,16,9,150000,1,40,0,1,0,0,1,0,0,1,0,0,0,9.0,0,0
42,0,1,0,18,18,135080,1,40,1,1,1,0,1,1,0,0,0,0,0,23.0,0,0
23,0,0,0,14,3,22001,1,40,1,1,0,0,1,0,0,0,0,0,0,13.0,1,1
49,0,1,0,14,29,0,1,40,1,1,0,0,1,0,0,0,0,1,0,11.88,0,0
36,0,1,0,13,17,56000,1,25,1,1,0,0,1,0,2,0,0,1,0,17.44,0,0
38,0,0,0,13,19,27350,1,20,1,1,0,0,1,0,1,1,0,0,0,13.0,0,1
25,0,0,0,12,7,32000,1,30,1,1,0,0,0,0,0,0,0,0,0,12.0,1,1
26,0,0,0,13,7,75250,1,36,1,1,1,0,1,0,2,0,0,0,0,14.5,1,1
55,0,0,0,12,37,50169,1,40,1,1,0,0,1,0,1,1,0,0,0,15.0,0,1
44,0,0,0,14,24,334579,1,40,1,1,0,0,0,1,2,0,0,0,0,18.0,0,1
56,0,0,0,18,32,110887,1,40,1,1,0,0,1,0,0,0,0,0,1,34.63,1,1
58,0,0,0,14,38,67001,1,40,1,1,0,0,1,0,0,0,0,0,0,34.62,1,1
58,0,1,0,18,34,50000,1,45,1,1,0,0,1,0,0,0,0,1,0,24.36,0,0
62,0,0,0,14,42,35590,1,40,1,1,0,0,1,0,0,0,0,1,0,13.27,0,1
60,0,0,0,12,42,51000,1,38,1,1,0,0,0,0,0,1,0,0,0,11.0,0,1
31,0,0,0,18,7,57550,1,52,1,1,0,0,0,0,0,1,0,0,1,16.63,0,1
45,0,0,0,13,26,30252,1,40,1,1,0,0,1,1,1,0,0,0,0,13.0,0,1
29,1,0,0,18,5,13422,1,40,1,1,0,0,1,0,0,1,0,0,0,28.85,0,0
61,0,0,0,14,41,60865,1,38,1,1,0,0,1,1,0,0,0,0,1,15.5,0,1
45,0,0,0,12,27,90000,1,0,1,1,0,0,0,0,1,0,0,0,0,10.0,1,1
49,0,0,0,12,31,26700,1,35,1,1,0,0,1,0,0,0,0,1,0,13.0,0,1
49,0,0,0,12,31,54240,1,40,1,1,0,0,1,0,2,0,0,0,0,12.0,1,1
35,0,0,0,16,13,80041,1,40,1,1,0,0,1,1,2,0,0,0,0,43.28,0,1
20,0,1,0,13,1,19000,1,0,0,1,0,0,1,0,1,0,0,1,0,8.0,0,0
57,0,0,0,16,35,66332,1,50,1,1,0,0,1,1,1,0,0,0,0,51.41,0,1
35,0,0,0,16,13,45005,1,40,1,1,0,0,1,1,1,0,0,0,0,19.63,0,1
60,0,0,0,12,42,62000,1,40,1,1,0,0,1,0,0,0,0,1,0,24.05,0,1
44,0,0,0,16,22,80700,1,50,1,1,0,0,1,1,1,0,0,0,0,30.76,0,1
30,0,0,0,20,4,120150,1,50,1,1,0,0,1,1,0,0,0,0,0,57.7,0,1
38,0,0,0,18,14,112100,1,40,1,1,0,0,1,0,0,1,0,0,0,25.0,0,1
30,1,0,0,12,12,60001,1,45,0,1,0,0,1,0,0,0,0,0,0,45.0,1,0
39,0,0,0,16,17,51500,1,45,1,1,0,0,0,0,2,0,0,1,0,17.96,0,1
57,0,0,0,12,39,101800,1,45,1,1,0,0,1,0,2,1,0,0,0,21.11,0,1
44,0,0,0,18,20,50571,1,60,1,1,0,0,1,1,0,0,0,0,0,24.03,0,1
33,0,0,0,14,13,77000,1,45,1,1,0,0,1,0,0,0,0,1,0,13.67,0,1
50,0,0,0,12,32,30669,1,40,1,1,0,0,0,1,1,0,0,0,0,16.33,0,1
41,0,0,0,18,17,60100,1,50,1,1,0,0,1,0,1,0,0,1,0,19.24,0,1
37,0,0,0,16,15,2000,1,40,1,1,0,0,1,0,4,0,0,0,0,25.48,1,1
37,0,1,0,16,15,30040,1,40,1,1,0,0,1,0,2,0,0,1,1,25.0,0,0
66,0,0,0,12,48,55000,1,36,1,1,0,0,1,0,0,0,0,0,1,37.0,1,1
43,1,0,0,16,21,97128,1,40,1,1,0,0,1,0,1,0,0,0,0,14.43,1,0
56,0,0,0,14,36,15500,1,70,1,1,0,0,1,1,0,0,0,0,0,13.73,0,1
39,1,0,0,18,15,82623,1,60,1,1,0,0,1,0,1,0,0,0,1,23.72,1,0
35,0,0,0,16,13,90153,1,40,1,1,0,0,1,0,1,0,0,1,0,22.0,0,1
26,0,0,0,14,6,30000,1,40,1,1,0,0,1,1,2,0,0,0,0,14.68,0,1
47,0,0,0,16,25,43397,1,45,1,1,0,0,1,1,2,0,0,0,0,29.91,0,1
29,0,0,0,18,5,155700,1,45,1,1,0,0,1,1,1,0,0,0,0,10.67,0,1
