sold,date_auctn,years_old,rpremium,rhammer,rlow,rhigh,ravg,artist,medium,height,width,inchsq,signed,creation,age,yob,date,trend,da1,da2,da3,da4,da5,da6,da8,dm0,dm1,dm2,dm3,dm4,dm5,dm6,dm7,dm8,dm9,drec,d8791,d9296,d9700,d0104,d0508
1,2007.5,62.5,0.84475,0.70396,0.48271,0.72407,0.60339,3,8,10.0,17.88,178.8,1,1945,69,1876,2007.06,7463,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2007.42,100.42,11.60469,10.09103,9.67057,14.50586,12.08821,3,7,12.0,39.0,468.0,1,1907,31,1876,2007.05,7449,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2007.42,82.42,,,58.02343,87.03515,72.52929,3,2,9.2,11.2,103.04,1,1925,49,1876,2007.05,7449,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2007.42,84.42,20.3082,17.65931,24.17643,33.847,29.01172,3,2,17.7,40.5,716.85,1,1923,47,1876,2007.05,7448,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2007.42,104.42,116.04686,100.91032,48.35286,72.52929,60.44107,3,4,10.7,13.0,139.1,1,1903,27,1876,2007.05,7448,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2006.92,98.92,83.16832,72.32028,29.70297,39.60396,34.65347,3,0,10.5,19.0,199.5,1,1908,32,1876,2006.11,7274,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2006.92,96.92,129.90099,112.95738,49.50495,74.25743,61.88119,3,4,18.0,22.0,396.0,1,1910,34,1876,2006.11,7273,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2006.92,63.92,89.10891,77.48601,34.65347,44.55446,39.60396,3,4,18.0,24.0,432.0,1,1943,67,1876,2006.11,7273,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2006.92,64.92,14.85149,12.91433,12.37624,22.27723,17.32673,3,4,14.0,18.0,252.0,1,1942,66,1876,2006.11,7273,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2006.92,90.92,,,1.48515,2.47525,1.9802,3,0,12.7,16.7,212.09,1,1916,40,1876,2006.11,7273,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2006.92,96.92,,,19.80198,29.70297,24.75248,3,2,16.0,20.0,320.0,1,1910,34,1876,2006.11,7253,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2006.83,100.83,1.77563,1.47969,1.98118,2.97177,2.47647,3,7,15.5,10.0,155.0,1,1906,30,1876,2006.1,7239,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2006.75,93.75,1.30178,1.08481,1.47929,2.46548,1.97239,3,4,24.0,20.5,492.0,1,1913,37,1876,2006.09,7189,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2006.67,64.67,1.14181,0.9515,1.47203,2.45339,1.96271,3,1,9.0,14.0,126.0,1,1942,66,1876,2006.08,7168,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2006.5,64.5,0.59217,0.49348,0.99108,1.48662,1.23885,3,1,13.2,8.7,114.84,1,1942,66,1876,2006.06,7100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2006.42,100.42,5.96125,4.96771,4.96771,7.45156,6.20964,3,0,4.7,7.2,33.84,1,1906,30,1876,2006.05,7083,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2006.42,96.42,,,24.83855,34.77397,29.80626,3,2,16.0,20.0,320.0,1,1910,34,1876,2006.05,7063,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2006.33,64.33,1.25909,1.04924,1.99302,2.98954,2.49128,3,1,9.0,14.0,126.0,1,1942,66,1876,2006.04,7048,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2006.25,79.25,27.04056,23.51353,15.02253,25.03756,20.03005,3,2,36.0,29.0,1044.0,1,1927,51,1876,2006.03,7000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2006.0,88.0,,,1.26199,1.76678,1.51439,3,7,28.0,22.0,616.0,1,1918,42,1876,2005.12,6911,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2005.92,53.92,60.57547,52.67432,35.33569,45.4316,40.38364,3,4,11.5,16.0,184.0,1,1952,76,1876,2005.11,6909,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2005.92,81.92,,,1.51439,2.52398,2.01918,3,0,8.2,3.7,30.34,1,1924,48,1876,2005.11,6909,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2005.92,99.92,,,10.09591,15.14387,12.61989,3,0,4.7,7.2,33.84,1,1906,30,1876,2005.11,6909,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2005.92,65.92,2.12014,1.76678,2.01918,3.02877,2.52398,3,1,18.5,13.75,254.375,1,1940,64,1876,2005.11,6883,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2005.75,99.75,0.63632,0.53026,0.60362,0.80483,0.70423,3,9,14.2,8.2,116.44,1,1906,30,1876,2005.09,6836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2005.75,95.75,0.88682,0.73902,1.50905,2.51509,2.01207,3,4,9.5,14.0,133.0,1,1910,34,1876,2005.09,6834,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2005.75,61.75,0.45272,0.37726,0.75453,1.25755,1.00604,3,0,18.5,13.7,253.45,1,1944,68,1876,2005.09,6825,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2005.5,60.5,0.49561,0.41301,0.36138,0.51626,0.43882,3,8,17.7,14.1,249.57,1,1945,69,1876,2005.06,6735,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2005.42,64.42,1.04959,0.87466,1.29132,1.80785,1.54959,3,1,15.0,13.2,198.0,1,1941,65,1876,2005.05,6706,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2005.0,64.0,1.19979,0.99983,0.52165,0.78247,0.65206,3,1,15.0,13.0,195.0,1,1941,65,1876,2004.12,6552,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2005.0,53.0,46.75535,40.65682,15.64945,26.08242,20.86594,3,0,9.0,10.7,96.3,1,1952,76,1876,2004.12,6546,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2005.0,97.0,91.81012,79.83489,65.20605,91.28847,78.24726,3,0,13.5,27.7,373.95,1,1908,32,1876,2004.12,6545,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2005.0,99.0,4093.89671,3559.91019,1304.12102,1825.76943,1564.94523,3,2,24.0,29.5,708.0,1,1906,30,1876,2004.12,6545,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2005.0,93.0,214.50183,186.52333,104.32968,156.49452,130.4121,3,4,20.2,16.5,333.3,1,1912,36,1876,2004.12,6545,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2004.92,69.92,2.36881,1.974,1.56495,2.60824,2.08659,3,0,8.5,10.7,90.95,1,1935,59,1876,2004.11,6543,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.92,66.92,2.05373,1.71144,1.0433,1.56495,1.30412,3,8,17.7,4.5,79.65,1,1938,62,1876,2004.11,6534,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2004.83,87.83,1.87893,1.56578,1.57233,2.62055,2.09644,3,1,19.0,13.5,256.5,1,1917,41,1876,2004.1,6512,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2004.83,62.83,,,10.48218,15.72327,13.10273,3,2,12.0,10.0,120.0,1,1942,66,1876,2004.1,6504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.83,94.83,2.1044,1.75367,0.31447,0.41929,0.36688,3,11,11.5,8.0,92.0,1,1910,34,1876,2004.1,6488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2004.5,94.5,1.30651,1.08876,2.11752,3.17628,2.6469,3,7,13.7,18.7,256.19,1,1910,34,1876,2004.06,6388,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2004.5,102.5,1.52462,1.27051,0.4235,0.63526,0.52938,3,3,12.0,17.2,206.4,1,1902,26,1876,2004.06,6371,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.5,78.5,18.66067,16.22667,5.29381,7.94071,6.61726,3,2,30.0,22.0,660.0,1,1926,50,1876,2004.06,6369,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.42,61.42,1.4288,1.19067,1.59405,2.65675,2.1254,3,1,17.7,27.5,486.75,1,1943,67,1876,2004.05,6356,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.42,69.42,35.06908,30.49485,15.94049,26.56748,21.25399,3,2,36.0,42.0,1512.0,1,1935,59,1876,2004.05,6349,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2004.42,74.42,,,21.25399,31.88098,26.56748,3,4,20.0,16.0,320.0,1,1930,54,1876,2004.05,6348,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2004.42,97.42,6.05739,5.04782,1.59405,2.65675,2.1254,3,7,9.5,18.0,171.0,1,1907,31,1876,2004.05,6348,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2004.42,97.42,1.91286,1.59405,1.59405,2.65675,2.1254,3,7,11.7,14.3,167.31,1,1907,31,1876,2004.05,6348,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2004.42,98.42,12.75239,11.08904,3.1881,4.2508,3.71945,3,4,11.2,12.0,134.4,1,1906,30,1876,2004.05,6348,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2004.42,97.42,2.55048,2.1254,1.59405,2.65675,2.1254,3,7,11.8,17.2,202.96,1,1907,31,1876,2004.05,6348,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,2004.42,77.42,,,3.1881,4.2508,3.71945,3,10,18.0,28.0,504.0,1,1927,51,1876,2004.05,6344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2004.25,97.25,7.69642,6.41368,4.27579,6.41368,5.34474,3,9,6.1,8.0,48.8,1,1907,31,1876,2004.03,6300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2004.25,56.25,,,5.34474,8.0171,6.68092,3,2,12.0,9.7,116.4,1,1948,72,1876,2004.03,6300,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2004.25,89.25,,,2.67237,3.74131,3.20684,3,0,23.7,18.5,438.45,0,1915,39,1876,2004.03,6280,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.25,96.25,3.51309,2.92758,2.67237,3.74131,3.20684,3,0,7.0,4.5,31.5,1,1908,32,1876,2004.03,6280,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2004.0,98.0,,,0.80863,1.34771,1.07817,3,9,13.0,2.0,26.0,1,1906,30,1876,2003.12,6197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2004.0,61.0,2.16981,3.69497,2.69542,3.77358,3.2345,3,1,15.0,23.7,355.5,1,1943,67,1876,2003.12,6188,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.0,98.0,65.63342,116.73929,10.78167,16.17251,13.47709,3,0,12.0,20.5,246.0,1,1906,30,1876,2003.12,6188,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2004.0,91.0,24.25876,21.09457,21.56334,32.34501,26.95418,3,9,27.0,38.0,1026.0,1,1913,37,1876,2003.12,6181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2003.5,77.5,,,10.92299,16.38449,13.65374,3,2,30.0,22.0,660.0,1,1926,50,1876,2003.06,6006,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.5,64.5,1.65811,2.82359,0.54615,0.81922,0.68269,3,3,13.7,9.5,130.15,1,1939,63,1876,2003.06,6000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.42,55.42,49.00492,42.61297,21.86987,32.80481,27.33734,3,2,19.0,22.0,418.0,1,1948,72,1876,2003.05,5986,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.42,93.42,14.76217,12.83667,4.37397,6.56096,5.46747,3,0,5.0,8.5,42.5,1,1910,34,1876,2003.05,5985,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.42,96.42,11.15364,9.69881,10.93494,16.40241,13.66867,3,0,8.0,9.7,77.6,1,1907,31,1876,2003.05,5985,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.42,95.42,39.36577,34.23111,21.86987,32.80481,27.33734,3,4,14.0,18.0,252.0,1,1908,32,1876,2003.05,5985,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2003.42,87.42,18.04265,15.68926,16.40241,27.33734,21.86987,3,0,23.0,28.5,655.5,1,1916,40,1876,2003.05,5985,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.42,74.42,163.58666,290.96441,109.34937,164.02406,136.68671,3,2,36.0,42.0,1512.0,1,1929,53,1876,2003.05,5985,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.42,93.42,11.80973,10.26933,13.66867,19.13614,16.40241,3,4,22.2,16.2,359.64,1,1910,34,1876,2003.05,5985,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2003.42,68.42,,,43.73975,65.60962,54.67469,3,2,36.0,42.0,1512.0,1,1935,59,1876,2003.05,5985,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2003.42,55.42,,,10.93494,16.40241,13.66867,3,2,12.0,9.7,116.4,1,1948,72,1876,2003.05,5985,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.25,63.25,30.99511,26.95227,27.18869,40.78303,33.98586,3,4,11.7,15.7,183.69,1,1940,64,1876,2003.03,5908,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2003.25,61.25,,,10.87548,16.31321,13.59434,3,2,12.0,10.0,120.0,1,1942,66,1876,2003.03,5908,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.25,69.25,12.99619,11.30104,6.52529,9.78793,8.15661,3,0,8.5,10.2,86.7,1,1934,58,1876,2003.03,5907,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.0,91.0,2001.65017,3560.24733,1375.13751,1925.19252,1650.16502,3,2,29.2,36.2,1057.04,1,1912,36,1876,2002.12,5817,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.0,104.0,138.33883,246.05721,41.25413,55.0055,48.12981,3,0,8.0,12.5,100.0,1,1899,23,1876,2002.12,5817,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.0,99.0,123.21232,219.15235,27.50275,38.50385,33.0033,3,0,8.5,13.0,110.5,1,1904,28,1876,2002.12,5817,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.0,61.0,42.72827,37.15502,22.0022,33.0033,27.50275,3,1,8.7,12.0,104.4,1,1942,66,1876,2002.12,5817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.0,58.0,39.43894,34.29473,16.50165,27.50275,22.0022,3,1,7.2,10.0,72.0,1,1945,69,1876,2002.12,5817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2003.0,63.0,24.64796,21.43301,13.75138,19.25193,16.50165,3,1,8.5,11.0,93.5,1,1940,64,1876,2002.12,5817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2002.92,59.92,1.21212,2.06412,1.65289,2.75482,2.20386,3,0,15.5,24.5,379.75,1,1943,67,1876,2002.11,5791,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2002.83,90.83,,,2.20751,3.31126,2.75938,3,11,11.5,16.5,189.75,1,1912,36,1876,2002.1,5776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2002.42,95.42,1.00279,1.70764,0.5571,0.83565,0.69638,3,0,11.7,15.7,183.69,1,1907,31,1876,2002.05,5622,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2002.42,92.42,1.1532,1.96379,0.83565,1.39276,1.11421,3,7,10.0,6.0,60.0,1,1910,34,1876,2002.05,5622,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2002.42,72.42,53.25905,46.31222,22.28412,33.42618,27.85515,3,2,24.0,20.0,480.0,1,1930,54,1876,2002.05,5621,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2002.42,61.42,1.83287,3.12119,1.67131,2.22841,1.94986,3,1,17.7,11.5,203.55,1,1941,65,1876,2002.05,5620,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2002.33,57.33,0.41718,0.71041,0.55772,0.83659,0.69716,3,8,9.0,17.5,157.5,1,1945,69,1876,2002.04,5582,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2002.33,57.33,0.41718,0.71041,0.55772,0.83659,0.69716,3,8,9.0,16.0,144.0,1,1945,69,1876,2002.04,5582,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,2001.92,89.92,,,16.90141,28.16901,22.53521,3,4,12.1,18.0,217.8,1,1912,36,1876,2001.11,5447,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,2001.92,77.92,,,1.69014,2.8169,2.25352,3,1,11.0,14.0,154.0,1,1924,48,1876,2001.11,5434,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2001.83,82.83,2.51408,4.28122,1.68919,2.81532,2.25225,3,1,6.2,10.2,63.24,1,1919,43,1876,2001.1,5390,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2001.5,76.5,,,5.62746,8.44119,7.03433,3,0,24.0,29.5,708.0,1,1925,49,1876,2001.06,5278,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2001.5,91.5,1.81823,3.09627,1.68824,2.81373,2.25098,3,0,10.5,14.7,154.35,1,1910,34,1876,2001.06,5278,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2001.42,96.42,53.01748,46.10216,28.20079,39.48111,33.84095,3,1,17.7,23.7,419.49,1,1905,29,1876,2001.05,5257,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2001.42,95.42,84.03835,149.47533,84.60237,141.00395,112.80316,3,4,13.1,21.0,275.1,1,1906,30,1876,2001.05,5257,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,2001.0,66.0,5.26919,8.97289,1.71821,2.86369,2.29095,3,7,9.3,23.8,221.34,1,1935,59,1876,2000.12,5093,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2000.92,97.92,110.39519,196.35508,45.81901,68.72852,57.27377,3,4,14.2,18.0,255.6,1,1903,27,1876,2000.11,5083,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2000.92,101.92,53.12142,46.19254,42.95533,57.27377,50.11455,3,10,8.5,13.2,112.2,1,1899,23,1876,2000.11,5083,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2000.83,100.83,1.48649,2.53134,1.43761,2.01265,1.72513,3,1,12.0,16.2,194.4,1,1900,24,1876,2000.1,5026,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2000.5,100.5,13.64692,11.86689,11.6144,14.518,13.0662,3,1,4.5,7.2,32.4,1,1900,24,1876,2000.06,4915,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2000.42,75.42,74.18224,131.9447,40.88785,58.41121,49.64953,3,2,9.0,11.0,99.0,1,1925,49,1876,2000.05,4894,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2000.42,56.42,27.45327,23.87241,29.20561,40.88785,35.04673,3,2,21.0,31.0,651.0,1,1944,68,1876,2000.05,4894,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2000.42,48.42,39.06542,33.96993,23.36449,35.04673,29.20561,3,2,15.5,20.0,310.0,1,1952,76,1876,2000.05,4893,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2000.42,55.42,33.29439,28.95165,23.36449,37.96729,30.66589,3,2,30.0,24.0,720.0,1,1945,69,1876,2000.05,4893,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2000.42,58.42,13.72664,11.9362,8.76168,14.6028,11.68224,3,2,12.0,10.0,120.0,1,1942,66,1876,2000.05,4872,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1999.92,82.92,,,1.78147,2.96912,2.3753,3,1,20.0,13.7,274.0,1,1917,41,1876,1999.11,4693,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1999.75,59.75,,,2.97974,4.17163,3.57569,3,1,12.5,10.0,125.0,1,1940,64,1876,1999.09,4655,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1999.75,71.75,,,0.47676,0.71514,0.59595,3,10,11.7,10.7,125.19,1,1928,52,1876,1999.09,4634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1999.42,47.42,11.08434,9.63855,4.81928,7.22892,6.0241,3,1,12.5,24.5,306.25,1,1952,76,1876,1999.05,4530,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1999.42,87.42,193.6747,176.06791,90.36145,150.60241,120.48193,3,4,20.2,16.5,333.3,1,1912,36,1876,1999.05,4529,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1999.42,84.42,7.62048,6.62651,4.21687,5.42169,4.81928,3,0,4.5,6.5,29.25,1,1915,39,1876,1999.05,4508,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1999.25,56.25,1.25607,1.09223,1.51699,2.12379,1.82039,3,1,9.2,12.5,115.0,1,1943,67,1876,1999.03,4472,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1999.25,96.25,34.89078,31.71889,9.10194,15.1699,12.13592,3,4,16.0,14.0,224.0,1,1903,27,1876,1999.03,4453,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1999.08,92.08,5.93503,5.1609,4.25015,6.07165,5.1609,3,4,16.7,17.2,287.24,1,1907,31,1876,1999.01,4395,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1998.92,78.92,1.34065,1.16578,1.52346,2.43754,1.9805,3,2,14.0,21.0,294.0,1,1920,44,1876,1998.11,4329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1998.83,91.83,6.6687,5.79887,1.52532,2.13545,1.83038,3,9,6.0,8.0,48.0,1,1907,31,1876,1998.1,4292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1998.75,78.75,1.58226,1.37588,1.22324,1.83486,1.52905,3,0,6.7,9.3,62.31,1,1920,44,1876,1998.09,4285,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1998.75,56.75,,,6.11621,9.17431,7.64526,3,1,20.0,15.0,300.0,1,1942,66,1876,1998.09,4285,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1998.75,81.75,0.20183,0.17551,0.4893,0.73394,0.61162,3,1,15.0,10.5,157.5,1,1917,41,1876,1998.09,4277,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1998.5,77.5,14.12776,12.28501,18.42752,30.71253,24.57002,3,4,22.0,18.0,396.0,1,1921,45,1876,1998.06,4194,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1998.42,68.42,16.97417,14.76015,15.37515,21.52522,18.45018,3,4,16.7,30.5,509.35,1,1930,54,1876,1998.05,4159,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1998.42,91.42,,,9.22509,15.37515,12.30012,3,4,16.7,17.2,287.24,1,1907,31,1876,1998.05,4159,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1998.42,53.42,,,2.46002,3.69004,3.07503,3,0,7.5,13.5,101.25,1,1945,69,1876,1998.05,4147,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
