county,year,crmrte,prbarr,prbconv,prbpris,avgsen,polpc,density,taxpc,west,central,urban,pctmin80,wcon,wtuc,wtrd,wfir,wser,wmfg,wfed,wsta,wloc,mix,pctymle,d82,d83,d84,d85,d86,d87,lcrmrte,lprbarr,lprbconv,lprbpris,lavgsen,lpolpc,ldensity,ltaxpc,lwcon,lwtuc,lwtrd,lwfir,lwser,lwmfg,lwfed,lwsta,lwloc,lmix,lpctymle,lpctmin,clcrmrte,clprbarr,clprbcon,clprbpri,clavgsen,clpolpc,cltaxpc,clmix
41,82,0.0304537,0.423469,0.39759,0.560606,5.95,0.00170914,0.6923077,28.940182,0,0,0,42.6421,182.36075,299.1453,210.9959,201.25224,197.08553,228.89,405.73,272.24,232.65,0.11680912,0.07546421,1,0,0,0,0,0,-3.4915478,-0.8592749,-0.92233396,-0.57873696,1.7833912,-6.371765,-0.36772475,3.365231,5.205987,5.700929,5.3518386,5.304559,5.283638,5.4332414,6.0056877,5.606684,5.4495354,-2.1472142,-2.5840967,3.752842,-0.18210435,0.084266245,0.49197316,-0.1618433,-0.78386307,-0.011327267,0.022410154,0.0863781
41,83,0.0220667,0.463415,0.496241,0.333333,6.44,0.00176841,0.6978022,27.893433,0,0,0,42.6421,195.3125,1491.0814,189.64906,230.76923,195.9467,267.35,426.01,290.55,221.75,0.07490637,0.07288149,0,1,0,0,0,0,-3.8136857,-0.7691323,-0.70069355,-1.0986134,1.8625286,-6.3376746,-0.35981962,3.3283913,5.274601,7.3072567,5.2451754,5.441418,5.2778425,5.5885587,6.054463,5.671776,5.401551,-2.5915163,-2.6189206,3.752842,-0.32213783,0.09014261,0.22164041,-0.5198764,0.079137325,0.03409052,-0.036839724,-0.44430208
41,84,0.0158939,0.463415,0.536842,0.45098,6.15,0.00170569,0.71428573,30.958954,0,0,0,42.6421,218.2215,343.86145,203.49199,227.46071,197.03658,277.28,437.44,300.26,239.4,0.09042553,0.07034323,0,0,1,0,0,0,-4.14182,-0.7691323,-0.6220515,-0.79633224,1.8164521,-6.3737855,-0.3364722,3.4326622,5.3855104,5.840239,5.3156266,5.4269776,5.2833896,5.6250277,6.08094,5.704649,5.4781356,-2.4032288,-2.6543686,3.752842,-0.3281343,0.0,0.07864207,0.30228114,-0.046076417,-0.036110878,0.104270935,0.1882875
41,85,0.0125242,0.549383,0.651685,0.5,4.69,0.0016235,0.72527474,31.85906,0,0,0,42.6421,223.91992,329.67032,199.40782,226.24434,208.03734,295.82,438.81,335.9,265.83,0.08,0.06806084,0,0,0,1,0,0,-4.3800926,-0.5989595,-0.42819396,-0.6931472,1.5454326,-6.423171,-0.32120475,3.4613218,5.4112883,5.7980933,5.295352,5.4216156,5.3377175,5.689751,6.0840664,5.8168135,5.582857,-2.5257287,-2.6873534,3.752842,-0.23827267,0.17017281,0.19385752,0.10318506,-0.27101958,-0.049385548,0.028659582,-0.12249994
41,86,0.0246998,0.332308,0.25,0.555556,7.26,0.00174799,0.73626375,39.990536,0,0,0,42.6421,248.86877,361.48062,220.3357,194.2502,217.28271,322.9,432.25,375.3,281.08,0.06907895,0.06573824,0,0,0,0,1,0,-3.7009602,-1.101693,-1.3862944,-0.58778584,1.9823799,-6.349289,-0.30616686,3.6886427,5.516926,5.8902082,5.395152,5.269147,5.3811994,5.777343,6.069004,5.927726,5.6386395,-2.6725051,-2.7220745,3.752842,0.67913246,-0.5027335,-0.95810044,0.10536134,0.43694735,0.0738821,0.22732091,-0.14677644
41,87,0.0257713,0.307246,0.45283,0.520833,17.41,0.00149399,0.7417582,41.769287,0,0,0,42.6421,256.41025,379.00055,238.55891,271.73914,232.5916,332.07,451.84,389.99,312.05,0.09872611,0.06355526,0,0,0,0,0,1,-3.6584938,-1.1801065,-0.79223853,-0.6523258,2.8570447,-6.5063047,-0.29873192,3.7321613,5.5467787,5.9375377,5.4746165,5.6048427,5.449284,5.805346,6.113328,5.966121,5.7431636,-2.3154058,-2.7558455,3.752842,0.042466402,-0.07841349,0.59405583,-0.06453997,0.8746648,-0.1570158,0.043518543,0.3570993
45,81,0.0344852,0.21688,0.457735,0.425087,10.99,0.00115706,1.7905983,21.063356,0,1,0,21.7499,192.82886,333.52255,192.94849,231.83926,214.27042,257.31,395.84,246.38,226.33,0.23547009,0.08775659,0,0,0,0,0,0,-3.3672252,-1.5284111,-0.7814649,-0.8554614,2.3969858,-6.761873,0.5825498,3.047535,5.261803,5.8097105,5.262423,5.4460444,5.367239,5.5502815,5.98101,5.506875,5.421994,-1.4461714,-2.4331884,3.0796092,,,,,,,,
45,82,0.0319727,0.219476,0.327731,0.533333,8.27,0.00114399,1.792735,25.029263,0,1,0,21.7499,218.88681,346.43665,196.44334,235.41641,241.97275,267.44,389.65,261.18,234.45,0.19479947,0.08672155,1,0,0,0,0,0,-3.442873,-1.5165124,-1.1155621,-0.6286093,2.1126347,-6.773233,0.5837424,3.2200456,5.3885546,5.8477,5.280374,5.4613557,5.4888253,5.5888953,5.965249,5.56521,5.4572425,-1.6357846,-2.4450529,3.0796092,-0.07564783,0.011898756,-0.3340972,0.22685212,-0.2843511,-0.011360168,0.17251062,-0.18961322
45,83,0.0351112,0.229739,0.278426,0.502618,7.5,0.00114059,1.7905983,21.458189,0,1,0,21.7499,224.5509,1456.2168,201.12791,248.13896,257.36987,290.78,409.2,249.32,239.19,0.09380726,0.08571633,0,1,0,0,0,0,-3.349235,-1.4708114,-1.278603,-0.6879248,2.014903,-6.77621,0.5825498,3.0661063,5.4141026,7.283597,5.3039412,5.513989,5.550514,5.672567,6.014204,5.5187373,5.477258,-2.366513,-2.456712,3.0796092,0.09363794,0.045701027,-0.16304088,-0.059315503,-0.09773159,-0.0029768944,-0.15393925,-0.7307284
45,84,0.0376378,0.238544,0.364474,0.516245,11.19,0.00118135,1.8141025,23.509935,0,1,0,21.7499,246.83171,364.64664,215.13362,257.60843,270.29422,304.42,433.1,287.7,262.89,0.08514986,0.0846924,0,0,1,0,0,0,-3.2797465,-1.4332014,-1.0093001,-0.6611738,2.4150205,-6.7410975,0.5955909,3.157423,5.5087066,5.8989286,5.371259,5.5514407,5.599511,5.7184086,6.0709686,5.661918,5.571736,-2.4633424,-2.4687293,3.0796092,0.069488525,0.037609935,0.26930285,0.026750982,0.4001174,0.03511238,0.0913167,-0.096829414
45,85,0.03854,0.215789,0.321377,0.53125,9.04,0.00118126,1.8418803,26.959034,0,1,0,21.7499,260.83856,361.6796,224.42595,273.08267,275.70242,316.28,440.14,319.85,286.45,0.09195402,0.08352307,0,0,0,1,0,0,-3.2560587,-1.5334542,-1.1351404,-0.6325226,2.2016592,-6.7411737,0.610787,3.2943184,5.563902,5.8907585,5.4135456,5.6097746,5.6193223,5.756628,6.087093,5.7678523,5.657564,-2.3864665,-2.4826324,3.0796092,0.02368784,-0.10025275,-0.1258403,0.028651237,-0.21336126,-7.6293945e-05,0.13689542,0.076875925
45,86,0.0312755,0.278193,0.302013,0.56,9.76,0.00119123,1.8397436,27.906754,0,1,0,21.7499,283.78738,386.92538,239.86317,285.7906,285.06555,340.31,435.66,343.45,306.46,0.08640974,0.08182209,0,0,0,0,1,0,-3.4649203,-1.2794402,-1.1972852,-0.5798185,2.2782924,-6.732769,0.60962623,3.3288686,5.6482253,5.958232,5.4800687,5.655259,5.652719,5.829857,6.0768623,5.8390417,5.725087,-2.448655,-2.503208,3.0796092,-0.20886159,0.25401402,-0.062144756,0.052704096,0.076633215,0.008404732,0.03455019,-0.062188387
45,87,0.0362807,0.202627,0.450567,0.47482,8.96,0.00121531,1.8440171,30.849003,0,1,0,21.7499,318.3808,403.05585,248.77586,301.86322,293.11484,367.42,463.37,352.35,320.82,0.08594864,0.08013537,0,0,0,0,0,1,-3.3164694,-1.5963885,-0.7972485,-0.7448195,2.1927702,-6.712756,0.6119464,3.4291043,5.763248,5.999075,5.5165524,5.709974,5.6805644,5.9065056,6.138526,5.864625,5.77088,-2.4540055,-2.524038,3.0796092,0.14845085,-0.3169483,0.4000367,-0.16500103,-0.085522175,0.020012856,0.1002357,-0.0053505898
47,81,0.0319193,0.302526,0.368635,0.458564,8.54,0.00190768,0.5501066,22.28144,0,0,0,33.4032,208.6357,237.51149,165.28586,246.41805,178.36893,279.08,339.65,198.55,216.64,0.10033898,0.0858434,0,0,0,0,0,0,-3.4445443,-1.1955881,-0.9979483,-0.7796554,2.144761,-6.2618675,-0.59764326,3.103754,5.3405895,5.470216,5.1076765,5.5070295,5.183854,5.6314983,5.8279157,5.291041,5.378237,-2.299201,-2.4552305,3.5086517,,,,,,,,
47,82,0.0305205,0.336927,0.538,0.371747,6.68,0.00189211,0.5479744,24.943903,0,0,0,33.4032,252.45026,260.3292,171.1498,278.29895,196.41878,300.65,352.85,208.0,212.51,0.08321168,0.08393514,1,0,0,0,0,0,-3.4893568,-1.087889,-0.61989677,-0.98954177,1.899118,-6.2700624,-0.6015267,3.2166295,5.531214,5.561947,5.142539,5.628696,5.280249,5.705947,5.866043,5.3375382,5.3589892,-2.4863675,-2.477711,3.5086517,-0.04481244,0.107699156,0.37805152,-0.20988637,-0.24564314,-0.008194923,0.11287546,-0.18716645
47,83,0.0291268,0.210342,0.647841,0.328205,6.37,0.00193365,0.5501066,24.60299,0,0,0,33.4032,281.3235,2459.7495,182.10956,298.40848,204.95378,322.06,366.04,211.04,233.85,0.08327025,0.08197898,0,1,0,0,0,0,-3.5360966,-1.5590205,-0.43411002,-1.1141169,1.8515995,-6.248346,-0.59764326,3.202868,5.6395054,7.8078146,5.2046084,5.6984634,5.3227844,5.774738,5.902743,5.3520474,5.45468,-2.485664,-2.5012925,3.5086517,-0.046739817,-0.47113156,0.18578675,-0.12457514,-0.04751849,0.021716595,-0.01376152,0.0007035732
47,84,0.0296451,0.178862,0.579545,0.385621,5.41,0.00190805,0.5533049,27.247139,0,0,0,33.4032,310.7411,317.57233,172.80975,321.62958,210.4962,338.1,372.27,242.87,253.39,0.09903202,0.08009938,0,0,1,0,0,0,-3.5184584,-1.7211407,-0.5455119,-0.95290023,1.6882491,-6.2616735,-0.59184605,3.3049486,5.7389603,5.7607055,5.152191,5.7734003,5.3494678,5.823342,5.9196196,5.4925265,5.5349298,-2.3123121,-2.5244873,3.5086517,0.017638206,-0.16212022,-0.111401886,0.16121668,-0.16335034,-0.013327599,0.10208058,0.17335176
47,85,0.0293452,0.235624,0.625,0.385714,6.6,0.00201671,0.5554371,29.401289,0,0,0,33.4032,325.8996,314.52194,174.3941,343.05316,206.72128,355.71,395.27,259.22,280.85,0.12727273,0.07814239,0,0,0,1,0,0,-3.5286262,-1.445518,-0.47000363,-0.95265913,1.8870696,-6.206288,-0.58799994,3.3810384,5.786589,5.751054,5.161318,5.8378854,5.3313713,5.874116,5.979569,5.5576773,5.6378207,-2.061423,-2.5492227,3.5086517,-0.010167837,0.27562273,0.07550827,0.00024110079,0.19882047,0.05538559,0.07608986,0.25088906
47,86,0.031931,0.188847,0.691275,0.34466,7.75,0.00192234,0.5575693,31.47759,0,0,0,33.4032,390.9263,335.90863,185.1121,409.30353,223.94603,367.42,418.09,385.44,289.39,0.12473272,0.07600513,0,0,0,0,1,0,-3.4441779,-1.6668181,-0.36921754,-1.0651969,2.0476928,-6.254212,-0.58416843,3.449276,5.968519,5.816839,5.2209616,6.014457,5.411405,5.9065056,6.0356965,5.9543858,5.667775,-2.081582,-2.5769544,3.5086517,0.08444834,-0.22130013,0.10078609,-0.11253774,0.1606232,-0.04792404,0.06823754,-0.020159006
47,87,0.0313623,0.182927,0.763333,0.270742,7.79,0.00128127,0.56396586,32.660496,0,0,0,33.4032,367.82858,342.57242,194.67769,352.6135,256.41025,355.83,426.56,313.71,313.84,0.12405757,0.07381025,0,0,0,0,0,1,-3.4621487,-1.6986681,-0.27006087,-1.3065889,2.052841,-6.6599035,-0.5727616,3.4861662,5.907617,5.836483,5.271345,5.8653727,5.5467787,5.874453,6.055753,5.748469,5.7488832,-2.0870097,-2.6062577,3.5086517,-0.0179708,-0.03184998,0.09915668,-0.24139202,0.0051481724,-0.40569162,0.03689027,-0.005427599
49,81,0.0359381,0.270776,0.309798,0.432558,16.89,0.00119186,1.0242511,21.034403,0,0,0,29.9072,234.07861,264.2825,173.21832,237.4169,231.31999,244.39,409.71,195.81,228.89,0.1,0.13948017,0,0,0,0,0,0,-3.3259573,-1.3064634,-1.1718348,-0.83803886,2.8267217,-6.73224,0.023961715,3.0461593,5.455657,5.5770187,5.154553,5.4698176,5.443802,5.4987655,6.0154495,5.277145,5.4332414,-2.3025851,-1.9698328,3.3980992,,,,,,,,
49,82,0.0361096,0.310412,0.340426,0.408088,10.25,0.00134674,1.0485021,21.567574,0,0,0,29.9072,238.11446,291.87912,178.84616,256.90912,254.35123,264.05,406.03,224.44,204.41,0.12554681,0.13591366,1,0,0,0,0,0,-3.3211966,-1.1698549,-1.0775576,-0.8962724,2.3272777,-6.6100683,0.047362562,3.071191,5.4727516,5.6763396,5.186526,5.5487223,5.5387163,5.5761385,6.006427,5.4136086,5.320128,-2.0750766,-1.9957355,3.3980992,0.004760742,0.13660848,0.09427726,-0.05823356,-0.499444,0.12217188,0.025031805,0.22750854
49,83,0.0359286,0.272624,0.315278,0.418502,8.95,0.00148285,1.064194,24.67342,0,0,0,29.9072,239.1037,950.48627,180.354,262.04565,276.20782,273.17,414.17,212.16,228.07,0.10640972,0.13246231,0,1,0,0,0,0,-3.3262217,-1.2996618,-1.1543005,-0.8710736,2.1916535,-6.513789,0.06221767,3.2057266,5.4768972,6.8569736,5.1949215,5.5685186,5.6211534,5.6100945,6.0262766,5.357341,5.4296527,-2.2404583,-2.0214572,3.3980992,-0.0050251484,-0.12980688,-0.07674289,0.025198817,-0.13562417,0.096279144,0.13453555,-0.16538167
49,84,0.0319024,0.326141,0.361323,0.40493,9.18,0.00150907,1.0955777,26.801064,0,0,0,29.9072,256.09604,334.52942,189.22357,274.72528,286.96402,277.15,426.83,223.21,239.64,0.12145184,0.12913488,0,0,1,0,0,0,-3.445074,-1.1204255,-1.017983,-0.90404105,2.2170272,-6.4962616,0.09128182,3.2884417,5.5455527,5.8127246,5.2429295,5.615772,5.659357,5.624559,6.056386,5.408113,5.479138,-2.1082375,-2.046898,3.3980992,-0.11885238,0.1792363,0.13631749,-0.03296745,0.025373697,0.01752758,0.082715034,0.13222075
49,85,0.030183,0.322888,0.398031,0.392226,9.8,0.00153519,1.1326677,27.059689,0,0,0,29.9072,272.1943,352.78778,194.64821,282.34085,296.52432,308.93,453.12,245.36,259.39,0.10320641,0.1261602,0,0,0,1,0,0,-3.5004764,-1.1304498,-0.92122537,-0.935917,2.2823825,-6.479101,0.124575615,3.2980452,5.6065164,5.8658667,5.271194,5.643115,5.692129,5.7331147,6.116157,5.5027266,5.558333,-2.2710242,-2.0702028,3.3980992,-0.05540228,-0.010024309,0.09675759,-0.031875968,0.0653553,0.017160416,0.0096035,-0.16278672
49,86,0.0320147,0.253112,0.462295,0.375887,4.36,0.00147453,1.1440799,32.373177,0,0,0,29.9072,284.72742,387.29965,203.72983,299.8445,290.98788,344.29,464.28,258.24,277.89,0.09445958,0.12418943,0,0,0,0,1,0,-3.44156,-1.3739233,-0.7715521,-0.9784667,1.4724721,-6.519416,0.13460076,3.4773302,5.651532,5.9591985,5.316795,5.703264,5.6732817,5.8414845,6.1404877,5.5538893,5.6272254,-2.3595834,-2.0859473,3.3980992,0.05891633,-0.24347353,0.14967328,-0.04254967,-0.8099104,-0.040314674,0.17928505,-0.08855915
49,87,0.0374979,0.26442,0.371879,0.35689,8.7,0.00148532,1.1440799,39.230484,0,0,0,29.9072,292.83215,406.50406,212.48509,312.69543,304.30664,375.32,474.3,297.69,290.48,0.10692308,0.12224479,0,0,0,0,0,1,-3.2834704,-1.3302165,-0.9891867,-1.0303277,2.163323,-6.512125,0.13460076,3.669454,5.6796,6.007594,5.358872,5.7452297,5.7180357,5.927779,6.16184,5.6960526,5.6715345,-2.2356455,-2.1017299,3.3980992,0.15808964,0.043706775,-0.21763462,-0.05186099,0.69085085,0.00729084,0.19212389,0.123937845
51,81,0.0630904,0.201316,0.262496,0.481437,12.03,0.00142543,3.7792997,24.877867,0,0,1,37.7792,212.44499,278.2625,171.81967,236.33374,197.22466,301.96,329.87,262.07,226.77,0.11463036,0.16240838,0,0,0,0,0,0,-2.7631867,-1.6028795,-1.3375194,-0.7309799,2.4874034,-6.553282,1.3295387,3.2139785,5.358683,5.628565,5.1464453,5.465245,5.2843432,5.7102947,5.7986984,5.5686116,5.4239364,-2.1660426,-1.8176413,3.6317587,,,,,,,,
51,82,0.0628671,0.223799,0.257295,0.417666,9.44,0.00148828,3.7792997,23.158476,0,0,1,37.7792,221.80463,301.3916,177.54443,250.69548,212.50343,329.1,353.81,286.86,245.7,0.10184737,0.15854754,1,0,0,0,0,0,-2.7667325,-1.4970069,-1.3575319,-0.8730732,2.244956,-6.510134,1.3295387,3.142361,5.401797,5.7084103,5.1792207,5.524239,5.3589582,5.7963614,5.86876,5.658994,5.5041113,-2.2842798,-1.8417008,3.6317587,-0.003545761,0.10587263,-0.020012498,-0.1420933,-0.24244738,0.043147564,-0.0716176,-0.11823726
51,83,0.060056,0.214351,0.27041,0.417508,7.83,0.00143772,3.8173516,25.42798,0,0,1,37.7792,229.06274,1110.0325,187.60147,265.91644,225.54607,362.25,372.15,289.23,251.24,0.10877092,0.15473673,0,1,0,0,0,0,-2.8124778,-1.5401404,-1.3078159,-0.87345153,2.0579624,-6.544697,1.3395569,3.23585,5.4339957,7.0121446,5.2343197,5.5831823,5.4185243,5.8923345,5.919297,5.667222,5.5264087,-2.2185113,-1.8660301,3.6317587,-0.045745373,-0.043133497,0.049715996,-0.00037831068,-0.1869936,-0.034562588,0.09348917,0.06576848
51,84,0.0591762,0.1901,0.322122,0.449946,11.23,0.00145493,3.8660579,27.709476,0,0,1,37.7792,236.65034,336.6864,191.91907,277.6873,236.01302,391.47,394.14,302.84,271.62,0.11535068,0.15097614,0,0,1,0,0,0,-2.827236,-1.660205,-1.1328249,-0.79862773,2.4185886,-6.5327973,1.3522353,3.3217745,5.4665837,5.819152,5.257074,5.626496,5.4638867,5.9699087,5.976706,5.7132044,5.604404,-2.1597784,-1.8906335,3.6317587,-0.01475811,-0.120064616,0.17499101,0.0748238,0.36062622,0.011899471,0.08592439,0.058732986
51,85,0.0712392,0.171519,0.308015,0.413636,9.5,0.00165941,3.8888888,31.271444,0,0,1,37.7792,248.24573,357.41202,198.36247,297.1186,241.94809,398.06,403.96,330.91,292.63,0.09664889,0.14753301,0,0,0,1,0,0,-2.641712,-1.7630613,-1.1776068,-0.8827689,2.2512918,-6.4012933,1.3581234,3.4427054,5.514419,5.878889,5.290096,5.6941314,5.4887233,5.986603,6.001316,5.8018465,5.678909,-2.3366706,-1.9137033,3.6317587,0.18552399,-0.10285628,-0.044781923,-0.084141195,-0.16729689,0.13150406,0.12093091,-0.17689228
51,86,0.0704214,0.166131,0.275701,0.424939,10.88,0.00149559,3.913242,32.44891,0,0,1,37.7792,252.11069,379.9331,210.37096,316.79608,250.14473,414.08,421.95,357.59,318.43,0.1397333,0.14487533,0,0,0,0,1,0,-2.653258,-1.7949786,-1.2884384,-0.8558096,2.3869262,-6.5052347,1.3643662,3.479667,5.529868,5.9399953,5.3488727,5.7582583,5.52204,6.026059,6.044887,5.879387,5.7634025,-1.9680197,-1.9318817,3.6317587,-0.011546135,-0.031917334,-0.11083162,0.0269593,0.13563442,-0.10394144,0.036961555,0.3686509
51,87,0.0883849,0.155248,0.259833,0.407628,11.93,0.00190802,3.934551,35.699364,0,0,1,37.7792,283.6695,412.47205,213.75238,324.83572,257.33444,441.72,433.94,367.34,333.71,0.10474319,0.1422378,0,0,0,0,0,1,-2.4260542,-1.8627315,-1.3477161,-0.89740026,2.4790564,-6.261689,1.3697968,3.5751328,5.64781,6.0221686,5.364818,5.7833195,5.5503764,6.0906763,6.0729065,5.9062877,5.810272,-2.2562437,-1.950255,3.6317587,0.22720385,-0.06775284,-0.059277654,-0.04159063,0.092130184,0.24354553,0.0954659,-0.28822398
53,81,0.0196669,0.252252,1.21429,0.176471,13.22,0.0008859,0.44140625,24.307655,0,0,0,17.9096,189.93352,186.10422,162.97263,200.32051,160.25641,148.79,258.31,248.56,195.86,0.04716981,0.09104597,0,0,0,0,0,0,-3.9288182,-1.3773266,0.19415957,-1.7345988,2.5817308,-7.0289063,-0.8177896,3.1907914,5.246674,5.226307,5.093582,5.2999187,5.076775,5.002536,5.5541606,5.515684,5.2774,-3.0540013,-2.3963907,2.8853369,,,,,,,,
53,82,0.0199702,0.184211,0.690476,0.241379,7.43,0.00096348,0.45703125,24.72824,0,0,0,17.9096,203.9627,153.84616,174.82518,219.78021,203.40237,101.83,277.99,262.47,191.43,0.06542056,0.09072236,1,0,0,0,0,0,-3.9135141,-1.6916734,-0.37037405,-1.421387,2.0055258,-6.9449587,-0.7830035,3.2079458,5.3179374,5.035953,5.1637864,5.392628,5.315186,4.623305,5.627585,5.570137,5.2545223,-2.7269187,-2.3999515,2.8853369,0.015304089,-0.3143468,-0.5645336,0.3132118,-0.576205,0.08394766,0.017154455,0.32708263
53,83,0.0222781,0.217899,0.642857,0.194444,6.98,0.00086685,0.48828125,28.016895,0,0,0,17.9096,194.46846,1923.0769,166.98987,202.42915,183.15018,129.11,288.75,270.72,200.99,0.01984127,0.09037971,0,1,0,0,0,0,-3.804151,-1.5237236,-0.44183296,-1.637611,1.943049,-7.0506444,-0.7168637,3.3328078,5.27027,7.5616817,5.1179333,5.31039,5.2103066,4.860665,5.665561,5.601085,5.303255,-3.9199913,-2.4037354,2.8853369,0.10936308,0.1679498,-0.071458906,-0.21622407,-0.062476873,-0.10568571,0.124861956,-1.1930726
53,84,0.0138866,0.228916,0.921053,0.371429,7.89,0.00092019,0.50390625,34.981583,0,0,0,17.9096,226.24434,213.67522,190.5752,320.51282,186.10422,178.1,298.95,294.33,213.61,0.02469136,0.08968021,0,0,1,0,0,0,-4.276831,-1.4744002,-0.082237706,-0.9903976,2.065596,-6.9909306,-0.685365,3.5548217,5.4216156,5.364457,5.2500467,5.7699223,5.226307,5.1823454,5.7002764,5.6847014,5.364152,-3.7013018,-2.4115052,2.8853369,-0.4726801,0.04932344,0.35959524,0.64721346,0.12254715,0.05971384,0.22201395,0.21868944
53,85,0.0170847,0.159091,1.05714,0.378378,5.97,0.00085424,0.50390625,39.179146,0,0,0,17.9096,238.25732,192.3077,187.2367,262.23776,226.24434,184.33,329.83,331.52,247.14,0.03773585,0.08906757,0,0,0,1,0,0,-4.069572,-1.8382789,0.05556714,-0.9718616,1.7867469,-7.0652986,-0.685365,3.6681447,5.4733515,5.2590966,5.2323737,5.5692515,5.4216156,5.2167277,5.7985773,5.803688,5.509955,-3.2771447,-2.41836,2.8853369,0.20725918,-0.36387873,0.13780485,0.018535972,-0.27884924,-0.074368,0.11332297,0.42415714
53,86,0.0138049,0.337079,0.5,0.333333,8.92,0.00093067,0.5234375,44.584538,0,0,0,17.9096,236.44388,248.13896,200.32051,252.20682,203.6199,271.81,348.8,366.63,267.32,0.07228916,0.0867522,0,0,0,0,1,0,-4.2827315,-1.087438,-0.6931472,-1.0986134,2.1882958,-6.9796057,-0.6473376,3.7973871,5.4657106,5.513989,5.2999187,5.5302496,5.316255,5.6051035,5.854499,5.904353,5.5884466,-2.6270812,-2.4446995,2.8853369,-0.21315956,0.7508409,-0.7487143,-0.12675178,0.40154898,0.08569288,0.12924242,0.6500635
53,87,0.0140655,0.303191,0.140351,0.25,11.96,0.00112225,0.53515625,50.381393,0,0,0,17.9096,266.4504,202.42915,219.78021,305.94406,223.85022,250.42,371.79,383.72,296.64,0.08045977,0.08476309,0,0,0,0,0,1,-4.2640305,-1.1933923,-1.9636089,-1.3862944,2.4815679,-6.79242,-0.6251965,3.919622,5.585188,5.31039,5.392628,5.7234025,5.4109774,5.5231395,5.9183292,5.949913,5.692519,-2.5199978,-2.467895,2.8853369,0.018701077,-0.10595429,-1.2704617,-0.28768098,0.29327202,0.18718576,0.12223482,0.10708332
55,81,0.0397498,0.143426,0.944444,0.367647,7.47,0.0032465,0.36061382,48.84256,0,0,0,6.49622,209.44402,228.03284,139.9271,177.85683,145.20813,206.69,322.12,256.04,215.21,0.0524109,0.08354574,0,0,0,0,0,0,-3.2251503,-1.941936,-0.057158884,-1.000632,2.010895,-5.730178,-1.0199476,3.888602,5.3444567,5.4294896,4.9411216,5.180979,4.978168,5.33122,5.7749243,5.545334,5.3716145,-2.9486406,-2.482361,1.8712205,,,,,,,,
55,82,0.0467392,0.164154,0.561224,0.454545,15.09,0.00328819,0.37595907,52.220863,0,0,0,6.49622,225.54607,288.07227,140.31403,187.61726,150.15558,219.27,294.25,295.19,225.58,0.02401372,0.08303839,1,0,0,0,0,0,-3.063172,-1.8069503,-0.57763517,-0.7884584,2.7140322,-5.717418,-0.978275,3.955482,5.4185243,5.6632113,4.943883,5.234404,5.011672,5.390304,5.6844296,5.687619,5.418675,-3.72913,-2.4884522,1.8712205,0.16197824,0.13498569,-0.5204763,0.21217364,0.70313716,0.0127596855,0.06687999,-0.78048944
55,83,0.0530843,0.134307,0.543478,0.34,9.44,0.0033323,0.39130434,59.8843,0,0,0,6.49622,226.75737,1617.5414,142.86168,200.08893,154.66324,229.12,326.86,295.61,240.65,0.04420732,0.08255799,0,1,0,0,0,0,-2.935874,-2.007627,-0.609766,-1.0788096,2.244956,-5.7040925,-0.9382697,4.0924144,5.4238806,7.388663,4.961877,5.298762,5.04125,5.434246,5.7895317,5.689041,5.4833436,-3.118865,-2.4942544,1.8712205,0.12729812,-0.20067668,-0.032130837,-0.2903512,-0.46907616,0.013325691,0.13693237,0.610265
55,84,0.0504352,0.180501,0.335766,0.26087,10.89,0.00299023,0.41432226,76.22852,0,0,0,6.49622,252.71204,359.45364,153.6227,201.40332,166.43356,252.83,344.46,307.4,259.98,0.06751055,0.08226793,0,0,1,0,0,0,-2.987066,-1.712019,-1.0913408,-1.3437331,2.387845,-5.812405,-0.8811112,4.333736,5.532251,5.8845854,5.0344996,5.3053093,5.1145964,5.532717,5.841978,5.72815,5.5606046,-2.6954713,-2.497774,1.8712205,-0.051192045,0.29560804,-0.48157477,-0.26492345,0.14288902,-0.10831261,0.24132156,0.42339373
55,85,0.0635231,0.202885,0.241706,0.490196,8.17,0.00360371,0.44245523,85.93001,0,0,0,6.49622,265.1632,387.78094,152.1637,225.50739,181.64346,265.83,323.96,335.63,241.74,0.09820486,0.08119831,0,0,0,1,0,0,-2.7563517,-1.5951159,-1.4200332,-0.71295,2.1004689,-5.6257915,-0.815416,4.453533,5.5803456,5.9604406,5.0249567,5.418353,5.202046,5.582857,5.78062,5.8160095,5.4878626,-2.3206997,-2.510861,1.8712205,0.23071432,0.11690307,-0.32869244,0.6307831,-0.28737617,0.18661356,0.11979723,0.3747716
55,86,0.074755,0.257564,0.253012,0.25,11.77,0.00405962,0.47826087,97.362495,0,0,0,6.49622,294.795,401.2175,161.90945,278.56088,202.20743,281.26,365.94,347.1,311.24,0.13169447,0.07852145,0,0,0,0,1,0,-2.5935392,-1.356487,-1.3743184,-1.3862944,2.465554,-5.5066657,-0.73759896,4.578441,5.6862803,5.9945035,5.087037,5.629637,5.309294,5.6392794,5.902469,5.8496127,5.7405643,-2.0272708,-2.5443835,1.8712205,0.16281247,0.23862886,0.045714855,-0.6733444,0.36508512,0.11912584,0.12490797,0.2934289
