id,t,time,educ,exper,score,motheduc,fatheduc,broken,sibs,wage
1268,3,5,12,4,0.97,12,17,0,0,5.26
1092,3,2,12,6,0.22,12,12,0,4,12.94
444,3,3,11,3,0.07,12,11,0,2,6.62
495,3,9,12,8,0.19,12,8,0,3,24.53
1407,3,5,12,5,0.05,13,12,0,2,7.61
1341,3,5,12,8,0.48,6,7,1,7,14.73
1899,3,3,14,5,-0.46,6,6,0,1,7.46
157,3,10,12,8,-0.07,12,14,0,2,21.33
301,3,4,12,5,0.15,10,11,0,6,17.64
350,3,2,12,5,0.56,12,12,0,4,11.94
756,3,4,12,3,0.99,12,12,0,3,4.85
1751,3,8,16,8,1.09,16,17,0,2,32.14
1060,3,10,12,8,-0.25,12,12,0,2,18.54
1209,3,4,13,1,0.46,13,12,0,2,5.81
1531,3,3,12,2,0.71,12,12,0,1,1.52
2172,3,7,9,7,-1.36,14,9,1,3,7.69
1091,3,5,9,8,-1.44,9,9,1,4,7.17
1052,3,9,15,6,1.16,12,16,0,3,14.3
1974,3,11,15,6,1.11,13,12,1,2,4.35
2155,3,4,15,2,0.88,13,14,0,3,4.14
1108,3,3,12,4,0.41,12,12,0,1,14.01
1106,3,7,12,4,-0.09,12,12,0,8,7.61
844,3,8,12,5,-2.19,9,10,0,2,5.99
1661,3,7,10,9,-0.41,11,12,0,3,12.43
938,3,6,15,4,0.91,11,12,0,1,11.47
912,3,8,15,4,1.41,16,18,1,3,18.73
681,3,5,16,4,1.05,16,16,0,5,18.36
537,3,6,15,1,0.89,12,13,1,2,8.58
1726,3,2,10,6,-0.26,9,6,0,3,5.37
1847,3,4,14,2,1.05,12,15,0,3,16.95
1024,3,10,15,5,1.35,12,12,0,2,18.36
403,3,4,12,3,-2.09,6,3,0,1,6.49
1874,3,3,10,9,-1.56,8,9,0,7,11.59
71,3,4,14,3,0.25,12,12,1,2,12.94
706,3,9,12,8,-0.73,11,12,0,3,8.25
468,3,5,12,2,0.09,12,12,0,2,3.71
1017,3,3,12,4,-1.11,13,14,0,3,5.58
619,3,10,15,5,1.47,14,16,0,3,13.33
33,3,3,12,8,0.18,6,7,0,3,14.88
614,3,7,16,5,1.39,10,12,0,4,16.78
1456,3,2,12,6,0.41,10,10,1,4,10.18
203,3,8,15,5,1.15,12,14,0,2,17.99
1016,3,9,12,7,-1.15,12,12,0,2,10.07
1246,3,4,12,4,0.95,12,12,1,2,5.81
564,3,6,15,3,1.05,12,12,0,1,10.38
1990,3,6,15,5,0.77,16,17,0,2,12.94
636,3,10,16,3,1.04,12,14,0,6,1.67
32,3,3,16,2,0.71,11,8,0,2,6.36
1036,3,2,12,3,-0.19,12,12,0,1,6.96
2142,3,10,16,8,0.87,12,12,0,2,19.3
624,3,4,12,3,-0.77,12,12,0,6,3.82
1804,3,2,9,7,-2.49,6,3,0,8,6.62
553,3,2,12,5,-0.51,11,11,0,2,8.41
770,3,9,12,6,-0.39,8,8,1,4,5.81
1835,3,13,12,11,0.4,4,5,0,2,9.49
184,3,7,12,8,-0.34,12,12,0,5,18.17
2168,3,6,16,6,-0.21,14,16,0,5,13.6
817,3,8,13,10,0.87,12,14,1,3,6.42
1954,3,5,12,7,-2.55,4,4,0,8,10.38
1321,3,3,12,3,-0.84,11,14,0,4,14.73
632,3,2,12,5,0.02,12,12,0,1,9.58
168,3,2,13,3,0.28,10,10,0,0,14.01
1764,3,10,11,14,-0.32,9,6,1,2,6.55
1264,3,2,13,5,0.48,15,14,0,1,12.68
576,3,13,12,11,0.89,12,12,0,4,9.58
2176,3,7,12,6,-1.79,4,6,0,6,6.55
744,3,8,16,5,0.57,12,12,0,4,13.2
1878,3,5,15,5,0.27,13,12,0,8,6.3
270,3,12,15,11,-0.45,16,16,0,2,6.82
540,3,9,12,8,1.23,10,12,0,1,8.76
2091,3,7,13,6,0.84,12,16,0,2,7.69
1735,3,5,12,9,0.75,12,12,0,3,7.54
1692,3,7,15,6,0.67,8,8,0,3,4.35
395,3,6,11,6,0.59,12,9,0,2,7.92
1962,3,4,12,7,-1.53,12,6,0,6,9.97
1533,3,7,12,4,0.21,12,12,1,2,8.67
1995,3,12,9,12,-1.16,6,16,0,3,12.94
1910,3,6,10,5,0.17,9,3,0,5,10.59
739,3,8,12,7,1.21,10,12,0,5,7.69
1747,3,8,19,5,1.35,17,18,0,1,23.34
1777,3,8,12,8,-0.67,12,12,0,1,11.94
1689,3,7,12,6,0.85,15,14,0,5,14.15
1914,3,3,10,6,-2.05,4,4,0,5,14.01
1143,3,2,11,6,-0.04,12,10,0,4,11.13
51,3,5,14,2,0.93,16,18,0,2,4.9
1051,3,6,14,2,-0.08,16,13,0,5,3.71
1487,3,12,15,6,1.1,13,16,0,4,25.53
1493,3,9,13,7,0.88,12,12,0,1,9.21
1484,3,4,12,6,0.64,12,10,0,1,7.24
410,3,9,12,7,-0.73,11,12,0,2,5.47
2162,3,9,15,6,0.46,17,16,0,2,14.15
299,3,10,15,6,1.08,12,12,0,3,14.73
311,3,2,16,1,0.03,12,12,0,1,6.82
356,3,2,12,5,-0.25,12,9,0,2,7.17
772,3,6,15,5,0.75,12,18,0,3,6.62
239,3,11,15,6,-0.56,13,14,0,3,19.89
982,3,9,17,7,0.56,15,16,0,1,14.88
1640,3,4,12,4,-0.56,12,12,0,4,7.85
1739,3,7,12,4,-0.13,12,16,0,2,5.75
2158,3,5,12,3,0.58,12,12,0,2,7.61
2022,3,13,12,12,-1.12,8,8,1,8,3.49
1480,3,9,12,6,0.08,16,16,0,1,10.18
1233,3,4,12,5,-0.07,14,14,0,2,13.6
785,3,9,12,9,1.43,12,12,0,1,4.06
139,3,6,12,6,-0.34,12,12,0,4,10.07
1035,3,3,12,4,-0.58,12,12,0,4,16.12
996,3,12,12,12,-1.08,5,8,0,3,1.46
2144,3,6,10,7,0.17,12,12,0,2,5.21
1043,3,8,12,6,1.16,13,12,0,4,11.13
1073,3,5,12,3,-0.73,12,12,0,3,10.7
287,3,9,14,7,1.06,20,20,1,2,7.92
473,3,6,12,6,0.3,12,12,0,5,5.75
561,3,11,13,8,-0.26,12,12,0,2,13.6
1783,3,8,15,2,1.11,12,18,0,5,6.42
1746,3,10,14,5,-0.62,12,11,0,2,3.29
2004,3,5,16,2,1.45,17,20,0,2,17.81
316,3,2,12,5,0.51,12,12,0,2,13.6
88,3,6,12,6,0.73,12,16,0,3,6.42
1770,3,4,11,6,0.48,12,10,0,4,11.82
995,3,4,11,6,-1.29,3,5,1,5,6.3
798,3,4,12,7,0.91,10,12,1,5,8.67
1491,3,13,15,9,0.9,12,10,1,2,5.75
428,3,9,15,7,-0.09,10,20,0,3,13.46
1967,3,2,12,5,-1.03,6,14,0,4,5.7
166,3,5,12,3,1.48,12,12,0,2,11.02
1645,3,9,15,4,0.53,12,12,0,3,12.81
831,3,8,13,4,1.05,12,10,0,0,7.46
318,3,3,12,3,-0.75,12,12,0,6,15.33
1124,3,8,9,8,-1.45,12,11,0,4,3.74
1573,3,6,9,10,-1.41,10,8,1,4,3.71
1705,3,8,12,8,-0.43,5,6,0,10,6.11
790,3,13,10,14,-1.64,15,12,0,1,9.49
1010,3,2,11,4,0.67,5,8,0,6,7.03
1153,3,13,13,9,-0.44,12,12,1,1,7.03
1084,3,6,12,5,0.92,11,9,0,8,7.17
1504,3,3,12,4,0.46,13,13,0,5,8.08
660,3,10,15,6,0.51,12,13,0,5,11.94
1477,3,3,12,3,0.72,12,8,0,1,10.18
260,3,10,12,8,0.02,12,12,0,4,11.13
746,3,8,12,6,0.94,12,12,0,2,9.68
1803,3,2,14,2,0.53,12,12,0,3,6.05
1267,3,3,12,4,-0.42,12,8,1,2,9.03
1778,3,8,12,9,0.31,9,5,0,5,13.46
1614,3,7,12,6,0.55,16,14,0,2,7.92
1243,3,4,11,7,-1.95,15,18,1,2,7.24
1392,3,10,16,6,-0.93,12,12,1,1,9.97
793,3,6,9,6,0.66,9,8,0,4,7.17
2051,3,11,12,10,-1.88,2,0,0,6,6.96
2054,3,4,12,5,0.28,6,0,0,6,10.91
427,3,8,15,9,-0.26,10,20,0,3,14.73
1813,3,5,12,8,-0.02,12,12,0,4,11.94
1473,3,11,12,10,0.06,12,12,0,4,14.15
85,3,4,12,4,0.04,12,12,0,4,11.36
159,3,7,14,6,0.3,12,18,0,3,14.73
352,3,5,13,4,0.53,16,16,0,3,7.39
1887,3,12,12,14,0.2,11,8,1,7,12.81
1540,3,13,19,4,1.63,16,16,0,3,26.31
1475,3,12,15,7,1.01,12,12,0,3,14.3
1482,3,7,12,9,0.27,12,12,0,4,6.3
485,3,3,12,6,0.53,12,12,0,4,16.44
1446,3,5,15,5,1.13,12,12,0,1,6.23
1947,3,3,10,8,-2.38,9,6,0,6,5.0
925,3,2,15,3,-0.19,12,12,0,3,5.42
2105,3,9,16,8,1.12,16,14,0,1,11.7
2119,3,3,12,7,0.06,12,11,0,1,15.49
1397,3,7,15,7,1.07,12,7,0,3,4.53
1034,3,6,12,10,0.26,12,12,0,4,19.69
257,3,13,12,12,0.0,12,13,0,0,12.06
89,3,4,13,5,0.45,12,12,1,6,7.24
1353,3,2,11,7,-0.64,12,12,0,6,7.17
861,3,2,13,4,0.87,12,10,0,2,10.38
1695,3,3,15,2,1.17,14,16,0,4,7.77
804,3,9,10,8,-0.19,12,12,0,3,6.36
1481,3,10,15,5,1.15,8,8,1,6,20.09
805,3,4,14,1,1.75,12,13,1,2,7.69
192,3,2,12,6,0.69,12,15,1,1,11.02
806,3,6,16,3,1.12,12,12,0,1,8.76
2023,3,3,12,6,0.31,6,12,0,5,23.34
1498,3,2,14,4,0.49,12,13,1,4,11.36
807,3,6,14,4,1.32,16,18,0,1,7.61
863,3,10,17,3,1.44,16,20,0,2,17.46
2015,3,4,12,5,-1.06,12,8,0,4,2.39
2140,3,4,19,2,0.97,16,18,0,1,7.24
981,3,7,12,6,0.89,12,16,0,5,6.62
1234,3,2,10,8,-1.89,12,8,0,4,5.26
1515,3,7,12,10,-0.61,10,9,0,6,9.39
541,3,10,12,8,-1.04,8,8,0,3,4.48
808,3,10,12,11,-0.33,3,0,0,4,8.33
496,3,9,11,9,0.51,13,13,0,5,19.3
382,3,3,12,5,-0.55,12,17,0,3,7.69
1253,3,7,13,4,0.46,14,13,0,2,3.03
1151,3,10,10,13,0.4,11,14,0,2,2.18
810,3,13,15,12,0.02,6,6,0,8,2.03
130,3,4,12,7,-2.27,12,12,0,2,6.55
1650,3,5,13,3,0.15,13,12,0,2,7.85
526,3,5,12,5,0.7,12,12,0,1,11.82
538,3,4,12,8,0.33,18,20,0,5,7.24
1431,3,6,15,4,0.35,12,12,0,2,16.78
1236,3,6,12,4,-0.01,12,8,0,0,5.0
923,3,2,16,1,1.01,14,14,0,4,10.18
1255,3,10,15,8,1.05,12,14,0,1,12.55
663,3,8,15,4,0.71,12,12,0,1,10.59
1296,3,7,12,7,0.18,10,16,0,2,7.32
2166,3,4,12,4,0.04,12,12,0,4,9.39
1355,3,3,12,6,0.64,12,16,0,2,7.39
1994,3,6,11,9,-0.81,8,8,0,2,9.12
2099,3,4,12,4,-0.31,14,14,0,2,6.89
156,3,7,11,8,-1.09,12,10,0,4,10.59
1308,3,2,12,4,0.44,12,12,1,6,12.94
1517,3,12,15,6,-0.26,12,14,0,1,11.13
904,3,3,12,4,0.0,7,12,0,2,14.88
2170,3,5,11,4,-0.07,8,9,0,5,5.16
1257,3,12,17,6,1.22,12,9,0,3,13.74
1217,3,9,19,6,1.22,14,16,0,3,16.12
400,3,5,13,4,0.09,12,12,1,4,13.07
215,3,13,16,7,0.81,12,12,0,2,23.34
1161,3,9,17,3,1.6,12,18,0,1,12.43
309,3,2,13,4,-0.26,12,12,0,3,9.97
1259,3,9,12,7,0.94,12,12,0,2,9.12
110,3,2,12,4,-0.21,12,12,0,4,11.13
1348,3,10,16,5,1.43,16,12,0,3,7.1
1260,3,8,12,5,1.11,12,12,0,1,9.21
1579,3,2,11,5,0.23,12,12,0,5,11.13
522,3,7,12,9,-1.73,12,14,1,5,3.06
275,3,3,12,5,0.19,13,12,1,1,12.68
1523,3,14,9,15,-1.29,9,10,0,7,5.0
1105,3,6,12,7,-0.02,12,13,0,8,11.7
823,3,4,15,5,0.65,5,0,1,8,17.12
1577,3,4,12,4,0.87,12,12,0,1,14.59
1550,3,2,12,6,-0.15,18,14,1,4,10.7
1872,3,3,12,4,0.7,11,11,0,2,10.8
1249,3,9,9,10,-0.14,9,12,0,3,9.87
2174,3,4,14,4,0.46,6,8,0,13,10.91
1226,3,6,13,6,-1.15,16,16,0,2,18.36
349,3,8,12,10,-0.31,10,14,0,6,8.08
1201,3,14,19,6,1.34,18,18,0,2,9.21
634,3,7,12,6,0.21,12,14,0,2,3.13
1536,3,9,15,8,0.39,13,14,0,2,8.08
1510,3,2,13,1,1.07,12,13,0,5,6.36
283,3,8,9,8,0.34,12,13,0,5,7.17
1352,3,3,12,7,0.4,12,12,0,3,8.58
123,3,8,12,9,0.62,12,12,1,5,13.46
250,3,13,15,7,1.05,12,13,0,2,13.07
1730,3,4,12,8,-0.11,11,8,0,5,8.58
827,3,3,12,5,-0.28,11,5,0,1,6.55
1389,3,9,16,6,0.96,15,18,0,1,15.96
1525,3,2,12,6,0.03,12,12,0,3,11.02
972,3,4,12,6,-0.36,10,8,0,4,13.33
1624,3,14,12,12,-0.53,11,10,0,6,14.44
1099,3,7,14,9,0.82,12,16,0,2,10.8
2141,3,2,12,5,0.22,12,9,0,0,7.92
1,3,9,18,5,1.0,12,12,0,1,24.78
890,3,6,12,4,-0.16,12,12,0,5,10.38
1571,3,9,12,8,-1.29,12,9,0,8,2.69
520,3,6,14,7,0.01,11,11,0,0,10.38
1462,3,2,12,5,-0.4,12,12,0,0,12.94
2058,3,5,14,2,1.61,13,17,0,3,3.82
144,3,7,15,4,1.25,12,18,0,2,15.49
1972,3,11,9,13,-0.78,10,11,1,3,6.17
552,3,3,12,6,-1.1,10,9,0,3,8.08
1442,3,3,12,5,0.58,12,16,0,2,11.13
334,3,10,12,7,0.07,12,12,0,1,8.41
1580,3,5,12,4,0.38,12,16,1,2,16.28
2026,3,6,10,7,-1.91,7,11,0,2,6.23
1028,3,5,12,3,0.87,12,12,0,9,3.74
381,3,7,12,7,-1.03,12,13,0,4,7.39
471,3,9,12,9,0.61,12,12,0,3,5.75
988,3,9,17,4,1.39,12,12,1,3,11.7
313,3,2,13,5,0.77,10,12,0,9,18.54
969,3,5,11,6,-0.58,12,11,1,0,9.03
944,3,6,12,6,0.33,12,12,0,2,7.46
58,3,8,14,10,-0.08,10,12,0,2,10.38
971,3,2,12,4,0.91,12,12,1,4,12.18
963,3,14,20,7,0.59,16,20,0,2,22.65
1699,3,5,12,5,-2.37,6,12,0,4,4.95
1965,3,4,12,5,-0.15,6,13,0,2,6.11
1379,3,6,16,6,-0.08,16,18,0,3,10.8
5,3,6,15,5,0.3,12,12,1,1,12.94
21,3,5,12,5,1.18,12,16,0,2,13.87
2060,3,3,12,3,-1.13,12,16,0,1,10.07
462,3,9,12,9,-0.58,11,11,0,3,6.36
754,3,5,12,5,1.54,12,17,0,3,10.18
2161,3,11,19,6,1.14,13,14,0,3,42.52
684,3,3,12,7,-0.18,12,12,0,3,4.95
226,3,3,12,5,0.36,12,12,0,2,12.55
1204,3,11,16,5,1.17,16,15,0,2,10.07
1508,3,13,15,8,0.95,12,14,0,2,12.43
830,3,7,15,3,1.08,12,16,0,1,7.24
1050,3,3,13,2,1.02,16,13,0,5,14.88
1434,3,4,12,4,1.38,12,12,0,2,8.0
2014,3,11,13,8,1.07,12,16,0,2,5.31
1003,3,6,12,6,-1.57,2,16,1,2,12.94
87,3,4,15,3,0.68,12,18,0,0,11.7
837,3,8,12,5,0.05,12,12,1,5,4.9
455,3,12,18,8,1.33,15,8,0,6,18.54
1432,3,5,13,1,-0.97,12,16,0,2,4.85
1134,3,11,18,6,1.63,14,16,0,3,17.99
1852,3,8,10,11,-0.51,10,7,0,6,12.3
1737,3,6,15,5,0.85,12,16,0,1,7.17
841,3,3,14,5,0.71,4,7,0,5,17.12
970,3,2,12,3,0.5,12,12,0,2,21.12
1911,3,8,9,12,-1.62,10,4,1,6,11.47
852,3,7,13,3,-0.32,12,12,0,4,8.17
986,3,3,12,7,-0.08,12,8,0,4,9.68
262,3,6,12,6,-1.2,12,12,0,3,7.46
1402,3,13,13,14,-0.38,12,13,0,2,7.32
962,3,10,20,5,1.48,16,20,0,2,15.96
1608,3,8,12,7,-0.86,14,12,0,2,4.66
335,3,10,15,4,0.11,12,16,0,3,6.05
929,3,2,12,5,-0.36,12,15,0,6,15.03
960,3,10,18,5,1.33,16,16,0,1,38.86
151,3,13,12,11,0.51,12,12,0,1,10.28
1006,3,3,15,1,0.78,12,12,0,2,6.62
1277,3,11,13,9,0.43,6,6,0,4,9.03
91,3,3,12,5,-0.34,16,13,0,2,8.41
1496,3,5,12,3,-0.73,12,12,1,3,3.86
362,3,4,12,3,0.92,12,16,0,2,5.21
486,3,4,13,4,-0.81,6,4,0,1,10.38
2169,3,2,12,4,-0.83,11,13,0,5,5.58
1893,3,2,12,1,-0.1,12,15,0,3,7.92
1000,3,5,12,7,-0.78,12,12,0,3,9.39
846,3,7,11,5,-2.09,12,9,0,2,5.16
1710,3,9,12,11,-1.02,12,12,0,3,10.07
1792,3,7,12,5,-0.54,8,13,0,4,11.82
958,3,9,15,6,1.27,14,16,0,3,11.7
384,3,9,10,10,-0.11,11,6,1,3,5.99
1179,3,12,15,6,1.12,16,19,0,1,3.6
892,3,12,11,14,0.92,17,12,1,3,14.44
1486,3,3,12,2,1.24,13,18,0,4,5.0
1064,3,8,12,8,-0.04,12,12,0,0,11.25
1090,3,6,12,4,-0.45,12,12,0,4,11.13
1110,3,2,12,7,0.4,11,12,0,3,12.68
1129,3,3,10,9,0.11,12,8,1,5,28.79
648,3,3,11,8,-0.4,11,6,0,4,4.66
1391,3,11,14,12,1.44,10,8,0,1,7.69
664,3,7,13,4,0.29,11,12,1,0,6.82
850,3,9,12,7,-0.8,10,12,0,3,6.23
1694,3,4,12,4,0.29,12,12,0,2,5.21
955,3,7,15,6,0.79,12,13,0,4,15.64
180,3,10,16,7,1.31,12,16,0,4,15.64
882,3,9,15,5,1.01,16,16,0,2,10.49
1806,3,11,16,5,-0.66,8,11,0,5,8.0
1177,3,6,15,3,1.45,12,12,0,2,6.36
353,3,3,12,4,0.39,8,12,0,1,5.99
594,3,6,12,7,0.38,12,14,0,3,7.17
1500,3,6,12,10,0.38,11,14,0,0,16.95
1252,3,3,11,6,0.43,7,7,0,5,44.26
1074,3,7,12,4,0.21,12,12,0,3,12.18
1820,3,10,12,11,-1.13,1,9,1,8,12.18
1040,3,4,16,4,0.56,16,17,0,4,13.33
953,3,5,15,5,0.76,12,15,0,5,11.02
26,3,14,17,7,1.22,17,16,0,1,28.22
2110,3,7,12,6,-0.22,8,10,1,1,5.1
2136,3,4,12,5,0.73,9,8,0,1,8.85
407,3,8,9,13,-1.91,9,3,0,4,6.75
1009,3,2,10,6,-1.8,9,6,0,6,7.03
900,3,12,14,7,0.58,14,16,0,3,11.7
1144,3,3,13,6,-0.05,12,12,0,4,7.46
354,3,3,10,9,-0.32,8,5,0,8,5.87
229,3,11,12,8,-1.3,9,15,1,3,10.59
783,3,11,12,10,0.82,12,12,0,5,8.08
98,3,10,11,9,-0.98,12,12,0,2,9.78
913,3,8,15,6,1.69,13,18,0,3,23.81
1251,3,3,9,8,-1.27,9,10,0,7,6.55
1288,3,4,12,6,0.0,12,12,0,1,6.42
74,3,6,13,5,0.31,10,14,0,3,14.88
2047,3,9,12,7,-0.23,12,12,1,2,6.17
859,3,10,10,10,-0.7,12,11,0,1,13.87
949,3,2,13,4,0.0,12,12,0,3,12.94
1696,3,9,15,5,1.11,14,16,0,4,12.68
948,3,7,15,1,0.56,12,10,0,1,6.05
2073,3,5,11,9,-0.34,11,10,0,3,4.14
1115,3,4,12,3,1.19,13,12,0,4,5.75
1629,3,8,11,7,-0.38,9,9,0,4,3.35
764,3,3,12,7,-1.02,12,12,0,4,8.85
150,3,13,9,14,-0.72,8,12,0,2,6.3
194,3,7,12,4,0.63,11,14,0,5,13.33
1616,3,5,12,6,-0.32,18,20,0,3,4.9
2100,3,8,15,2,0.22,15,14,0,2,2.23
322,3,9,15,5,1.36,15,16,0,3,15.03
1386,3,10,13,6,-0.53,12,12,0,2,7.85
947,3,2,12,5,-0.62,12,12,1,4,16.44
1489,3,11,13,11,1.32,9,12,0,2,12.81
1439,3,11,15,7,-0.42,12,16,0,1,25.03
1309,3,4,11,8,0.85,11,10,1,4,19.3
1361,3,2,15,2,1.15,16,0,0,0,5.53
164,3,3,12,5,-0.79,12,12,0,3,8.17
732,3,4,14,6,1.49,14,12,0,4,8.33
272,3,8,12,5,-1.43,8,11,0,1,9.03
1324,3,9,14,7,-1.68,12,11,0,1,4.26
1369,3,10,10,11,-1.14,16,14,0,2,5.58
544,3,4,12,6,0.69,12,12,0,2,11.82
1065,3,10,12,8,0.49,12,8,1,6,14.59
189,3,8,18,7,1.02,12,16,0,4,18.73
111,3,8,11,8,0.16,12,12,0,3,11.13
1283,3,8,11,6,-1.68,12,13,1,1,9.58
930,3,5,12,6,0.37,11,11,0,4,8.76
1021,3,6,12,5,0.24,12,11,0,5,7.1
689,3,4,9,5,-1.0,8,8,0,6,4.14
1606,3,3,12,8,-0.28,12,12,0,6,11.13
867,3,10,15,5,0.82,12,13,0,2,11.25
185,3,2,12,3,0.98,12,12,0,4,5.58
747,3,4,15,6,0.91,14,16,0,5,6.49
1969,3,2,11,5,-0.54,12,9,0,3,12.94
1142,3,4,9,6,-0.19,14,14,1,2,8.0
1027,3,9,15,5,0.57,12,12,1,1,32.79
1393,3,2,11,8,-0.05,12,12,0,4,21.33
1963,3,10,12,10,-1.05,9,7,0,6,7.92
1139,3,4,15,3,0.29,16,16,0,7,3.63
1926,3,12,12,10,-0.13,2,3,0,7,19.3
1390,3,5,15,5,0.5,9,12,0,4,17.46
1850,3,5,12,3,-0.61,14,9,0,2,3.1
550,3,12,13,10,0.05,12,14,0,3,10.18
2157,3,8,12,6,0.14,12,11,0,5,10.07
248,3,9,15,6,1.6,12,13,0,2,15.96
2092,3,3,12,6,0.43,17,18,0,3,16.44
449,3,2,11,5,-0.11,12,13,1,5,6.11
432,3,6,15,6,0.12,12,12,0,4,8.33
1566,3,8,12,8,0.12,16,16,1,1,9.58
651,3,6,13,4,-0.46,13,9,0,1,8.17
1632,3,5,12,2,0.14,12,10,0,3,6.05
458,3,5,12,6,0.63,12,12,0,4,5.47
2113,3,10,12,7,-1.37,3,3,0,8,10.07
1360,3,5,14,1,0.82,12,14,1,2,4.1
895,3,7,12,6,0.0,16,10,0,3,8.85
934,3,5,13,6,-1.34,12,12,0,5,17.29
1840,3,8,9,8,-0.45,12,9,0,2,8.58
1454,3,7,12,6,-0.91,12,10,0,5,4.39
1385,3,3,14,2,0.08,12,12,0,2,7.46
871,3,6,14,2,-0.19,15,16,0,5,11.25
816,3,4,9,9,-1.84,6,4,0,10,10.18
1829,3,12,12,13,-0.76,9,7,0,4,10.8
701,3,4,12,3,-1.37,12,12,0,1,7.17
1382,3,5,13,6,0.62,12,12,0,5,9.97
513,3,6,12,8,-0.34,11,16,0,3,13.33
1895,3,5,14,7,0.74,16,16,0,1,15.18
278,3,6,12,6,0.66,11,12,1,4,5.21
305,3,9,12,6,0.89,12,12,0,2,7.92
1513,3,2,11,5,-0.91,12,8,0,2,7.24
548,3,12,12,10,-1.23,8,9,1,3,6.17
92,3,6,12,5,0.25,12,14,0,1,5.87
920,3,6,15,3,-0.25,12,11,0,1,38.09
939,3,12,15,6,1.23,12,16,0,2,18.92
1293,3,13,12,12,-0.41,12,15,0,0,4.85
788,3,3,12,4,0.4,10,8,0,3,11.13
943,3,4,12,3,-1.39,12,12,0,5,5.05
558,3,13,18,11,0.79,16,16,0,2,10.7
344,3,10,12,7,-1.47,12,9,0,2,3.22
769,3,7,12,7,0.65,8,8,0,0,16.78
1335,3,9,16,8,1.03,12,12,0,0,10.49
1278,3,6,12,3,-1.88,6,6,0,4,5.75
588,3,2,12,3,0.04,12,12,1,6,13.07
1463,3,12,17,5,1.48,14,15,0,1,7.69
371,3,9,15,6,-1.8,12,18,1,3,13.46
142,3,6,15,6,0.02,12,14,0,2,10.91
2068,3,5,10,7,0.04,8,8,1,4,4.85
1532,3,4,12,4,-1.76,8,11,0,2,7.61
600,3,10,15,9,1.32,17,20,0,1,11.47
1732,3,8,9,9,-0.7,10,12,0,3,8.17
638,3,6,12,6,-1.22,12,12,0,5,6.49
1005,3,3,16,3,0.95,12,12,0,2,9.39
1318,3,2,12,2,1.23,12,16,0,1,5.58
1440,3,11,15,6,0.5,14,12,0,1,12.94
936,3,9,12,6,-0.43,11,11,0,6,6.17
96,3,2,12,3,-1.04,12,8,0,4,10.91
1380,3,11,13,8,1.27,13,20,0,0,11.59
1368,3,2,14,5,-1.59,12,16,0,4,29.67
942,3,9,12,14,-0.05,9,11,0,3,19.49
935,3,8,15,9,1.09,16,16,0,1,25.53
883,3,7,15,4,1.05,17,17,0,2,20.91
1991,3,7,17,6,0.6,12,12,0,1,5.87
1801,3,9,12,8,-0.77,6,12,0,6,13.46
729,3,3,12,7,-0.38,12,12,0,2,3.49
1231,3,9,15,9,0.71,14,18,0,1,27.66
1045,3,5,11,6,-1.14,6,6,1,4,9.39
519,3,6,11,9,-0.8,12,12,0,0,5.37
2069,3,6,10,8,-1.13,6,12,1,1,3.82
518,3,4,14,7,1.27,10,18,0,3,14.44
167,3,8,14,4,1.4,12,12,0,2,15.33
2021,3,6,12,3,-0.23,13,14,0,2,3.42
1122,3,4,13,2,1.27,12,11,0,0,9.68
889,3,5,10,6,0.46,12,12,0,5,10.07
1362,3,13,11,11,0.38,13,9,0,1,11.7
1307,3,4,11,7,-0.55,6,7,0,3,9.39
461,3,6,12,5,-0.02,16,13,0,1,9.21
10,3,9,11,11,0.26,12,12,0,2,12.94
1328,3,3,11,6,-0.92,11,11,0,2,10.59
1266,3,5,9,6,-1.55,12,12,0,2,7.54
293,3,11,16,8,1.02,12,12,0,4,4.53
506,3,2,12,6,-1.96,9,6,0,11,10.7
2046,3,10,12,9,-0.89,13,13,1,2,17.64
1181,3,7,11,6,0.13,11,12,1,3,4.31
787,3,6,10,8,-1.33,8,2,0,12,15.8
1430,3,8,13,7,0.58,16,20,0,4,4.31
1794,3,4,12,8,-0.66,0,12,0,3,11.59
269,3,4,12,4,-1.0,12,16,0,1,2.01
718,3,2,13,6,-0.49,12,12,1,3,15.49
2077,3,8,12,6,0.12,10,12,0,3,9.49
474,3,10,16,7,0.57,12,8,0,4,17.29
1294,3,10,12,7,-0.47,11,10,0,1,7.61
66,3,5,12,6,0.77,16,16,0,1,8.85
83,3,2,12,5,0.44,12,12,0,2,14.15
712,3,2,12,6,-0.39,12,12,0,3,7.39
1357,3,8,16,4,0.8,16,16,0,3,12.3
1273,3,4,9,12,-1.28,8,6,0,8,5.21
778,3,6,12,3,0.61,12,12,0,2,6.17
956,3,8,14,7,0.16,14,20,1,2,11.02
1563,3,9,16,3,0.48,12,12,0,2,16.28
1521,3,9,12,11,-1.25,10,12,1,2,15.33
665,3,2,12,3,0.28,14,9,0,2,15.33
1354,3,14,9,14,0.29,13,12,0,3,6.75
1311,3,13,15,8,0.82,12,15,0,2,12.55
161,3,9,12,6,0.52,12,12,0,3,10.49
928,3,5,12,7,-0.76,9,8,1,8,7.03
483,3,3,12,2,-0.18,12,12,0,6,6.42
1978,3,7,11,9,-0.64,11,12,1,5,9.97
840,3,12,14,7,-1.13,9,10,0,2,6.75
35,3,7,15,8,-1.4,11,8,0,2,5.93
