age,asian,black,divorced,educ,exper,faminc,female,hrswork,insure,married,mcaid,mcare,metro,midwest,nchild,northeast,single,south,union,wage,west,white
53,0,0,0,18,29,110000,1,40,1,1,0,0,1,0,0,1,0,0,0,72.13,0,1
62,0,0,0,13,43,45000,1,40,1,1,0,0,1,0,0,1,0,0,0,12.5,0,1
58,0,0,0,16,36,843,1,50,1,1,0,0,1,0,0,1,0,0,0,53.84,0,1
52,1,0,0,12,34,13300,1,40,1,1,0,0,1,0,2,1,0,0,0,9.0,0,0
36,0,0,0,18,12,16038,1,40,1,1,0,0,1,0,0,1,0,0,1,49.38,0,1
45,0,0,0,12,27,92493,1,40,1,1,0,0,1,0,3,1,0,0,0,18.0,0,1
60,0,0,0,14,40,47174,1,40,1,1,0,0,1,0,1,1,0,0,0,28.83,0,1
51,0,0,0,14,31,36000,1,40,0,1,0,0,1,0,0,1,0,0,0,18.27,0,1
54,0,0,0,18,30,78000,1,45,1,1,0,0,1,0,0,1,0,0,1,34.18,0,1
55,0,0,0,18,31,60850,1,60,1,1,0,0,1,0,0,1,0,0,1,23.4,0,1
26,0,0,0,13,7,40009,1,40,1,1,0,0,1,0,1,1,0,0,0,15.0,0,1
47,0,0,0,16,25,132392,1,12,1,1,0,0,1,0,3,1,0,0,0,158.67,0,1
38,0,0,0,18,14,112100,1,40,1,1,0,0,1,0,0,1,0,0,0,25.0,0,1
49,0,0,0,13,30,169196,1,40,1,1,0,0,1,0,0,1,0,0,0,17.6,0,1
52,0,0,0,14,32,54002,1,50,1,1,0,0,1,0,2,1,0,0,1,14.85,0,1
49,0,0,0,16,27,261823,1,40,1,1,0,0,1,0,2,1,0,0,0,20.0,0,1
68,0,0,0,14,48,100000,1,40,0,1,0,1,1,0,0,1,0,0,0,16.0,0,1
41,0,0,0,18,17,45270,1,40,1,1,0,0,1,0,2,1,0,0,1,24.05,0,1
50,0,0,0,16,28,76576,1,40,1,1,0,0,1,0,3,1,0,0,0,20.2,0,1
55,0,0,0,21,28,63260,1,40,1,1,0,0,1,0,0,1,0,0,1,63.45,0,1
53,0,0,0,18,29,145500,1,50,1,1,0,0,1,0,0,1,0,0,1,50.0,0,1
63,0,0,0,18,39,47817,1,50,1,1,0,0,1,0,0,1,0,0,0,53.84,0,1
32,0,1,0,18,8,65020,1,40,1,1,0,0,1,0,1,1,0,0,0,40.85,0,0
53,0,0,0,18,29,80380,1,50,1,1,0,0,1,0,0,1,0,0,0,18.46,0,1
45,0,0,0,16,23,110973,1,40,1,1,0,0,1,0,2,1,0,0,0,21.25,0,1
37,0,1,0,16,15,53400,1,40,1,1,0,0,1,0,3,1,0,0,0,32.65,0,0
41,0,0,0,16,19,41000,1,40,1,1,0,0,1,0,0,1,0,0,0,19.23,0,1
64,0,0,0,18,40,90000,1,35,1,1,1,0,1,0,0,1,0,0,0,50.23,0,1
38,0,0,0,18,14,98466,1,40,1,1,0,0,1,0,2,1,0,0,0,43.75,0,1
43,0,0,0,18,19,186638,1,40,1,1,0,0,1,0,2,1,0,0,1,42.1,0,1
34,0,0,0,14,14,37538,1,40,1,1,0,0,1,0,2,1,0,0,0,27.5,0,1
48,0,0,0,16,26,95391,1,40,1,1,0,0,1,0,2,1,0,0,0,11.52,0,1
28,0,0,0,12,10,30000,1,40,1,1,0,0,1,0,2,1,0,0,0,13.0,0,1
61,0,0,0,12,43,26799,1,40,1,1,0,0,1,0,0,1,0,0,0,10.5,0,1
24,0,0,0,13,5,20002,1,40,0,1,0,0,1,0,0,1,0,0,0,11.0,0,1
53,0,1,0,12,35,44466,1,38,1,1,0,0,1,0,0,1,0,0,1,15.0,0,0
58,0,0,0,16,36,15600,1,60,1,1,0,0,0,0,0,1,0,0,0,48.08,0,1
30,0,0,0,16,8,48001,1,52,1,1,0,0,0,0,2,1,0,0,0,30.35,0,1
52,0,0,0,12,34,38346,1,40,1,1,0,0,0,0,2,1,0,0,1,17.07,0,1
35,0,0,0,16,13,60000,1,32,1,1,0,0,0,0,1,1,0,0,1,11.31,0,1
55,0,0,0,16,33,14600,1,60,1,1,0,0,0,0,0,1,0,0,0,24.68,0,1
53,0,0,0,14,33,35621,1,35,1,1,0,0,0,0,0,1,0,0,1,20.09,0,1
49,0,0,0,13,30,65200,1,36,1,1,0,0,0,0,1,1,0,0,0,13.0,0,1
36,0,0,0,14,16,46615,1,42,1,1,0,0,0,0,3,1,0,0,1,17.0,0,1
36,0,0,0,18,12,23153,1,55,1,1,0,0,0,0,2,1,0,0,1,14.45,0,1
28,0,0,0,13,9,18222,1,40,1,1,0,0,0,0,0,1,0,0,0,13.44,0,1
41,0,0,0,13,22,90131,1,40,1,1,0,0,0,0,2,1,0,0,0,22.35,0,1
27,0,0,0,18,3,48006,1,50,0,1,0,0,1,0,0,1,0,0,1,11.54,0,1
49,0,0,0,12,31,75280,1,38,1,1,0,0,1,0,0,1,0,0,1,17.76,0,1
66,0,0,0,16,44,51745,1,38,1,1,0,1,1,0,1,1,0,0,1,9.0,0,1
47,0,0,0,14,27,87034,1,40,1,1,0,0,1,0,0,1,0,0,0,14.9,0,1
46,0,0,0,14,26,5000,1,40,1,1,0,0,1,0,3,1,0,0,0,10.0,0,1
58,0,0,0,12,40,38500,1,40,1,1,0,0,1,0,0,1,0,0,0,15.45,0,1
41,0,0,0,16,19,135404,1,40,1,1,0,0,1,0,2,1,0,0,0,41.33,0,1
51,0,0,0,18,27,125075,1,40,1,1,0,0,1,0,0,1,0,0,0,41.33,0,1
56,0,0,0,14,36,100,1,40,1,1,0,0,1,0,0,1,0,0,1,11.0,0,1
59,0,0,0,12,41,23000,1,52,1,1,0,0,1,0,0,1,0,0,0,14.0,0,1
56,0,0,0,18,32,252399,1,40,1,1,0,0,1,0,0,1,0,0,1,33.65,0,1
55,1,0,0,18,31,318426,1,50,1,1,0,0,1,0,0,1,0,0,0,30.76,0,0
56,0,0,0,18,32,44200,1,35,1,1,0,0,1,0,0,1,0,0,0,65.94,0,1
36,0,0,0,18,12,53025,1,40,1,1,0,0,1,0,0,1,0,0,1,32.75,0,1
48,0,0,0,12,30,90000,1,40,1,1,0,0,1,0,0,1,0,0,0,3.38,0,1
39,0,0,0,18,15,105404,1,40,1,1,0,0,1,0,1,1,0,0,1,20.0,0,1
66,0,0,0,12,48,51599,1,35,0,1,0,1,1,0,0,1,0,0,0,16.43,0,1
49,0,0,0,18,25,70026,1,60,1,1,0,0,1,0,0,1,0,0,0,7.92,0,1
62,0,1,0,16,40,65025,1,50,1,1,0,0,1,0,0,1,0,0,0,30.38,0,0
44,0,1,0,12,26,16584,1,40,1,1,0,0,1,0,1,1,0,0,1,21.5,0,0
30,0,0,0,18,6,50100,1,40,1,1,0,0,1,0,0,1,0,0,0,13.1,0,1
55,0,0,0,12,37,80337,1,40,1,1,0,0,1,0,2,1,0,0,0,33.65,0,1
33,0,0,0,20,7,57000,1,40,1,1,0,0,1,0,2,1,0,0,1,26.0,0,1
46,0,1,0,12,28,0,1,40,0,1,0,0,1,0,0,1,0,0,0,10.57,0,0
43,0,0,0,18,19,110242,1,50,1,1,0,0,1,0,2,1,0,0,0,25.38,0,1
77,0,0,0,16,55,40000,1,35,1,1,0,0,1,0,0,1,0,0,1,19.23,0,1
31,0,0,0,10,15,62500,1,40,0,1,0,0,1,0,2,1,0,0,0,9.0,0,1
57,0,0,0,14,37,161011,1,40,1,1,0,0,1,0,2,1,0,0,0,15.45,0,1
56,0,0,0,13,37,11500,1,40,1,1,0,0,1,0,1,1,0,0,0,15.0,0,1
51,0,1,0,16,29,69524,1,40,1,1,0,0,1,0,2,1,0,0,0,17.3,0,0
55,0,0,0,12,37,60157,1,35,1,1,0,0,1,0,1,1,0,0,1,21.43,0,1
43,0,0,0,14,23,50172,1,40,1,1,0,0,1,0,3,1,0,0,0,12.75,0,1
56,0,0,0,14,36,1476,1,35,1,1,0,0,1,0,0,1,0,0,0,14.0,0,1
40,1,0,0,16,18,30000,1,40,0,1,1,0,1,0,0,1,0,0,0,12.0,0,0
31,0,0,0,18,7,23000,1,50,1,1,0,0,1,0,0,1,0,0,0,18.08,0,1
62,0,0,0,16,40,250283,1,35,1,1,0,0,1,0,0,1,0,0,0,43.94,0,1
57,0,0,0,12,39,10000,1,40,1,1,0,0,1,0,0,1,0,0,1,13.0,0,1
31,1,0,0,18,7,185760,1,60,1,1,0,0,1,0,0,1,0,0,0,48.08,0,0
41,0,0,0,18,17,400032,1,40,1,1,0,0,1,0,0,1,0,0,0,24.02,0,1
37,0,1,0,14,17,109213,1,32,1,1,0,0,1,0,3,1,0,0,0,48.06,0,0
36,0,0,0,16,14,65075,1,40,1,1,0,0,1,0,2,1,0,0,1,31.25,0,1
30,1,0,0,16,8,100000,1,40,1,1,0,0,1,0,1,1,0,0,1,40.0,0,0
42,0,0,0,12,24,30000,1,40,1,1,0,0,1,0,0,1,0,0,0,24.02,0,1
51,0,0,0,16,29,22200,1,40,0,1,1,0,1,0,1,1,0,0,0,7.5,0,1
32,0,1,0,16,10,44750,1,35,1,1,0,0,1,0,0,1,0,0,0,32.86,0,0
51,0,0,0,14,31,110074,1,40,1,1,0,0,1,0,2,1,0,0,0,26.45,0,1
49,0,0,0,16,27,4010,1,52,0,1,0,0,1,0,2,1,0,0,0,12.5,0,1
59,0,0,0,20,33,67000,1,35,1,1,0,0,1,0,1,1,0,0,1,18.25,0,1
38,0,0,0,16,16,40000,1,35,1,1,0,0,1,0,2,1,0,0,0,32.43,0,1
56,0,1,0,12,38,65001,1,35,1,1,0,0,1,0,0,1,0,0,0,17.25,0,0
42,0,0,0,13,23,24000,1,40,1,1,0,0,1,0,0,1,0,0,0,18.45,0,1
57,1,0,0,16,35,112784,1,40,1,1,0,0,1,0,2,1,0,0,0,13.0,0,0
48,0,0,0,20,22,70407,1,40,1,1,0,0,1,0,3,1,0,0,1,67.3,0,1
55,0,0,0,18,31,33000,1,38,1,1,0,0,1,0,1,1,0,0,0,38.97,0,1
50,0,0,0,12,32,88456,1,40,1,1,0,0,1,0,1,1,0,0,0,16.5,0,1
32,0,0,0,16,10,40000,1,40,1,1,0,0,1,0,1,1,0,0,0,20.77,0,1
47,0,1,0,12,29,75281,1,40,1,1,0,0,1,0,2,1,0,0,0,14.0,0,0
44,1,0,0,16,22,30000,1,35,1,1,0,0,1,0,2,1,0,0,0,12.5,0,0
56,0,0,0,18,32,109000,1,40,0,1,0,0,1,0,1,1,0,0,0,19.95,0,1
45,0,0,0,18,21,165000,1,40,1,1,0,0,1,0,0,1,0,0,0,44.22,0,1
58,0,0,0,12,40,322581,1,40,1,1,0,0,1,0,1,1,0,0,1,20.25,0,1
51,0,0,0,18,27,91946,1,60,1,1,1,0,1,0,1,1,0,0,0,15.38,0,1
36,0,0,0,18,12,75008,1,40,1,1,0,0,1,0,3,1,0,0,1,44.22,0,1
39,0,0,0,20,13,11000,1,50,1,1,0,0,1,0,3,1,0,0,0,35.38,0,1
44,0,0,0,20,18,100081,1,40,1,1,0,0,1,0,2,1,0,0,0,37.5,0,1
54,0,0,0,16,32,120000,1,40,1,1,0,0,1,0,3,1,0,0,0,44.22,0,1
37,0,0,0,18,13,145000,1,35,1,1,0,0,1,0,2,1,0,0,1,39.57,0,1
37,0,0,0,16,15,52000,1,40,1,1,0,0,1,0,0,1,0,0,0,44.22,0,1
54,0,0,0,16,32,217224,1,45,1,1,0,0,1,0,3,1,0,0,0,31.2,0,1
49,0,0,0,14,29,12488,1,40,1,1,0,0,1,0,1,1,0,0,0,14.9,0,1
32,0,0,0,14,12,125400,1,38,1,1,0,0,1,0,2,1,0,0,1,35.42,0,1
58,0,0,0,16,36,21828,1,50,1,1,0,0,1,0,1,1,0,0,0,57.7,0,1
64,0,0,0,12,46,75006,1,40,1,1,0,0,1,0,1,1,0,0,1,19.0,0,1
52,0,0,0,16,30,104000,1,40,1,1,0,0,1,0,0,1,0,0,0,24.05,0,1
37,1,0,0,16,15,213348,1,40,1,1,0,0,1,0,1,1,0,0,0,24.02,0,0
57,0,0,0,14,37,200020,1,38,1,1,0,0,1,0,0,1,0,0,1,20.25,0,1
52,0,0,0,12,34,48785,1,40,1,1,0,0,1,0,0,1,0,0,1,16.5,0,1
39,0,0,0,16,17,40405,1,40,1,1,0,0,1,0,3,1,0,0,1,19.23,0,1
46,0,0,0,18,22,80202,1,45,1,1,0,0,1,0,2,1,0,0,1,21.36,0,1
63,0,0,0,13,44,36375,1,40,1,1,0,0,1,0,0,1,0,0,0,23.0,0,1
41,0,0,0,14,21,64028,1,45,1,1,0,0,1,0,1,1,0,0,0,19.81,0,1
40,0,0,0,14,20,30000,1,12,1,1,0,0,1,0,0,1,0,0,1,80.08,0,1
51,0,0,0,11,34,200,1,35,1,1,1,0,1,0,0,1,0,0,1,13.54,0,1
50,0,0,0,16,28,118169,1,45,1,1,0,0,1,0,1,1,0,0,0,6.67,0,1
41,0,1,0,18,17,47199,1,40,1,1,0,0,1,0,0,1,0,0,0,43.28,0,0
70,0,1,0,21,43,21199,1,50,0,1,0,1,1,0,0,1,0,0,0,15.38,0,0
45,0,0,0,14,25,183000,1,40,1,1,0,0,1,0,3,1,0,0,0,11.25,0,1
53,0,0,0,18,29,100477,1,40,1,1,0,0,1,0,0,1,0,0,0,72.13,0,1
27,0,0,0,18,3,25002,1,40,1,1,0,0,1,0,0,1,0,0,0,24.52,0,1
59,0,0,0,13,40,100008,1,35,1,1,0,0,1,0,0,1,0,0,0,20.0,0,1
45,0,1,0,16,23,112143,1,40,1,1,0,0,1,0,1,1,0,0,0,25.0,0,0
29,0,0,0,20,3,63700,1,40,1,1,0,0,1,0,0,1,0,0,1,37.5,0,1
31,1,0,0,16,9,150000,1,40,0,1,0,0,1,0,0,1,0,0,0,9.0,0,0
33,0,0,0,16,11,131423,1,40,1,1,0,0,1,0,1,1,0,0,0,24.05,0,1
41,0,0,0,18,17,60081,1,40,1,1,0,0,1,0,3,1,0,0,1,72.13,0,1
47,1,0,0,18,23,151190,1,40,1,1,0,0,1,0,2,1,0,0,0,31.25,0,0
48,0,0,0,5,37,90002,1,40,1,1,0,0,1,0,2,1,0,0,0,12.25,0,1
33,1,0,0,16,11,55000,1,40,1,1,0,0,1,0,1,1,0,0,0,23.08,0,0
59,0,0,0,14,39,72070,1,40,1,1,0,0,1,0,2,1,0,0,0,16.0,0,1
37,0,0,0,13,18,68000,1,50,1,1,0,0,1,0,1,1,0,0,0,21.16,0,1
51,0,0,0,12,33,36000,1,30,0,1,0,0,1,0,1,1,0,0,1,9.0,0,1
33,0,0,0,12,15,35000,1,36,1,1,0,0,1,0,0,1,0,0,0,10.0,0,1
41,0,0,0,12,23,16024,1,40,1,1,0,0,1,0,1,1,0,0,1,25.0,0,1
38,1,0,0,16,16,188025,1,45,1,1,0,0,1,0,2,1,0,0,0,53.42,0,0
31,0,0,0,16,9,51075,1,40,1,1,0,0,1,0,1,1,0,0,0,24.02,0,1
41,0,0,0,16,19,64000,1,40,1,1,0,0,1,0,2,1,0,0,0,43.28,0,1
63,0,0,0,12,45,90042,1,40,1,1,0,0,1,0,0,1,0,0,1,20.0,0,1
29,0,0,0,12,11,39,1,37,1,1,0,0,1,0,2,1,0,0,0,23.38,0,1
67,0,1,0,12,49,25002,1,40,1,1,0,0,1,0,0,1,0,0,0,21.63,0,0
48,0,0,0,16,26,113788,1,70,1,1,0,0,1,0,2,1,0,0,0,32.97,0,1
37,0,0,0,16,15,45040,1,40,1,1,0,0,1,0,3,1,0,0,1,60.08,0,1
43,0,0,0,16,21,136811,1,35,1,1,0,0,1,0,2,1,0,0,1,23.74,0,1
46,0,0,0,16,24,142081,1,40,1,1,0,0,1,0,3,1,0,0,0,60.08,0,1
33,1,0,0,18,9,117010,1,52,1,1,0,0,1,0,3,1,0,0,0,22.17,0,0
55,0,0,0,16,33,90292,1,22,1,1,0,0,1,0,2,1,0,0,0,25.55,0,1
56,0,1,0,18,32,62600,1,40,1,1,0,0,1,0,1,1,0,0,0,67.3,0,0
55,0,0,0,16,33,45000,1,40,1,1,0,0,1,0,3,1,0,0,0,8.75,0,1
41,0,0,0,16,19,100025,1,40,1,1,0,0,1,0,2,1,0,0,0,25.0,0,1
61,0,0,0,13,42,57010,1,40,1,1,0,0,1,0,1,1,0,0,0,15.38,0,1
48,0,0,0,16,26,151308,1,40,1,1,0,0,1,0,1,1,0,0,1,24.05,0,1
51,0,0,0,13,32,40000,1,40,1,1,0,0,1,0,0,1,0,0,0,24.05,0,1
48,0,0,0,8,34,40000,1,40,1,1,0,0,1,0,2,1,0,0,0,12.25,0,1
33,0,0,0,16,11,0,1,40,1,1,0,0,1,0,1,1,0,0,0,23.0,0,1
34,0,0,0,16,12,76700,1,55,1,1,0,0,1,0,0,1,0,0,0,22.36,0,1
39,0,0,0,8,25,43015,1,35,0,1,0,0,1,0,3,1,0,0,1,7.0,0,1
62,0,0,0,12,44,137250,1,40,1,1,0,0,1,0,0,1,0,0,1,34.63,0,1
59,0,0,0,18,35,14500,1,40,1,1,0,0,1,0,0,1,0,0,1,50.47,0,1
55,0,0,0,14,35,78100,1,40,1,1,0,0,1,0,0,1,0,0,0,38.45,0,1
30,0,0,0,12,12,75402,1,40,1,1,0,0,1,0,2,1,0,0,0,11.1,0,1
28,0,0,0,18,4,40000,1,40,1,1,0,0,1,0,0,1,0,0,0,28.85,0,1
34,0,1,0,12,16,65000,1,40,1,1,0,0,1,0,2,1,0,0,1,25.0,0,0
46,0,0,0,16,24,41000,1,40,1,1,0,0,1,0,2,1,0,0,0,23.08,0,1
56,0,0,0,12,38,43311,1,40,0,1,0,0,1,0,4,1,0,0,0,15.38,0,1
57,0,1,0,12,39,63000,1,20,1,1,0,0,1,0,0,1,0,0,0,10.81,0,0
48,0,0,0,12,30,91272,1,40,1,1,0,0,1,0,0,1,0,0,1,25.0,0,1
37,0,0,0,16,15,130059,1,50,1,1,0,0,1,0,0,1,0,0,0,47.0,0,1
41,0,0,0,12,23,35000,1,48,1,1,0,0,1,0,0,1,0,0,0,23.63,0,1
29,0,0,0,18,5,42000,1,40,1,1,0,0,0,0,0,1,0,0,1,19.7,0,1
56,0,0,0,12,38,72996,1,40,1,1,0,0,0,0,1,1,0,0,0,10.5,0,1
50,0,0,0,14,30,49878,1,55,1,1,0,0,0,0,3,1,0,0,0,13.45,0,1
25,0,0,0,12,7,35580,1,70,0,1,1,0,0,0,0,1,0,0,0,11.0,0,1
50,0,0,0,12,32,56685,1,40,1,1,0,1,0,0,1,1,0,0,0,15.0,0,1
43,0,0,0,12,25,39001,1,40,1,1,0,0,0,0,2,1,0,0,0,16.1,0,1
45,0,0,0,18,21,70000,1,40,1,1,0,0,0,0,3,1,0,0,1,33.65,0,1
48,0,1,0,12,30,58000,1,60,0,1,0,0,0,0,0,1,0,0,0,22.43,0,0
31,0,0,0,14,11,102200,1,40,1,1,0,0,0,0,2,1,0,0,0,15.0,0,1
37,0,0,0,16,15,55000,1,40,1,1,0,0,0,0,0,1,0,0,0,16.5,0,1
58,0,0,0,14,38,33250,1,40,1,1,0,0,0,0,0,1,0,0,0,12.0,0,1
42,0,0,0,12,24,57240,1,40,1,1,0,0,0,0,2,1,0,0,1,11.75,0,1
56,0,0,0,18,32,141217,1,42,1,1,0,0,0,0,0,1,0,0,0,33.95,0,1
42,0,0,0,13,23,13631,1,40,0,1,0,0,0,0,2,1,0,0,0,12.0,0,1
35,0,0,0,12,17,43032,1,40,1,1,0,0,0,0,2,1,0,0,0,14.0,0,1
49,0,0,0,14,29,43085,1,40,1,1,0,0,1,0,0,1,0,0,1,42.78,0,1
27,0,0,0,13,8,40000,1,40,1,1,0,0,1,0,0,1,0,0,0,13.5,0,1
26,0,0,0,16,4,42000,1,40,1,1,0,0,1,0,0,1,0,0,1,49.5,0,1
55,0,0,0,12,37,25000,1,40,1,1,0,0,1,0,0,1,0,0,0,23.0,0,1
58,0,0,0,14,38,42000,1,38,1,1,0,0,1,0,0,1,0,0,1,15.0,0,1
35,0,0,0,16,13,65008,1,60,1,1,0,0,1,0,2,1,0,0,0,22.43,0,1
51,0,0,0,13,32,43000,1,37,1,1,0,0,1,0,2,1,0,0,1,6.76,0,1
49,0,0,0,18,25,41768,1,40,1,1,0,0,1,0,2,1,0,0,0,47.13,0,1
45,0,0,0,14,25,31099,1,40,1,1,0,0,1,0,1,1,0,0,1,28.0,0,1
29,0,0,0,16,7,35010,1,45,1,1,0,0,1,0,0,1,0,0,0,25.64,0,1
46,0,0,0,12,28,56000,1,40,1,1,0,0,1,0,1,1,0,0,0,16.4,0,1
46,0,0,0,14,26,63121,1,40,1,1,0,0,1,0,1,1,0,0,0,33.94,0,1
28,0,0,0,16,6,28700,1,40,1,1,0,0,1,0,2,1,0,0,0,24.05,0,1
59,0,0,0,12,41,15695,1,40,1,1,0,0,1,0,0,1,0,0,0,20.0,0,1
61,0,0,0,14,41,54528,1,40,1,1,0,0,1,0,0,1,0,0,0,16.92,0,1
32,0,0,0,20,6,75150,1,55,1,1,0,0,1,0,0,1,0,0,0,28.33,0,1
21,0,0,0,12,3,26602,1,40,1,1,0,0,1,0,0,1,0,0,0,10.5,0,1
41,0,0,0,16,19,69523,1,38,1,1,0,0,1,0,1,1,0,0,0,27.84,0,1
61,0,0,0,12,43,84403,1,40,1,1,0,0,1,0,1,1,0,0,0,21.98,0,1
55,0,0,0,12,37,24000,1,0,1,1,1,0,1,0,1,1,0,0,0,12.5,0,1
51,0,0,0,16,29,4637,1,36,1,1,0,0,1,0,0,1,0,0,0,25.92,0,1
44,0,0,0,16,22,34895,1,52,1,1,0,0,1,0,1,1,0,0,1,28.37,0,1
59,0,0,0,16,37,137024,1,38,1,1,0,0,1,0,2,1,0,0,0,31.37,0,1
48,0,0,0,14,28,51233,1,35,1,1,0,0,1,0,1,1,0,0,0,23.0,0,1
52,0,0,0,16,30,112075,1,40,1,1,0,0,1,0,0,1,0,0,0,41.83,0,1
46,0,0,0,16,24,264274,1,40,1,1,0,0,1,0,0,1,0,0,0,5.0,0,1
30,0,1,0,18,6,70236,1,40,1,1,0,0,1,0,0,1,0,0,0,34.63,0,0
34,0,0,0,13,15,72700,1,45,1,1,0,0,1,0,0,1,0,0,0,37.78,0,1
48,0,0,0,18,24,34020,1,40,1,1,0,0,1,0,3,1,0,0,0,13.45,0,1
64,0,0,0,13,45,44311,1,40,1,1,0,0,1,0,0,1,0,0,0,15.0,0,1
35,0,0,0,14,15,80100,1,40,1,1,0,0,1,0,4,1,0,0,0,38.45,0,1
33,0,0,0,14,13,91155,1,60,0,1,0,0,1,0,3,1,0,0,0,22.03,0,1
43,0,1,0,13,24,53506,1,40,1,1,0,0,1,0,2,1,0,0,0,20.38,0,0
36,0,0,0,10,20,25000,1,50,0,1,0,0,1,0,1,1,0,0,0,3.46,0,1
49,0,1,0,13,30,40808,1,38,1,1,0,0,1,0,0,1,0,0,1,12.75,0,0
28,0,0,0,18,4,60010,1,40,1,1,0,0,1,0,0,1,0,0,0,24.05,0,1
48,0,0,0,13,29,8808,1,40,0,1,0,0,1,0,2,1,0,0,0,27.5,0,1
44,0,0,0,13,25,147473,1,40,1,1,0,0,1,0,1,1,0,0,0,16.25,0,1
22,0,0,0,12,4,24525,1,40,1,1,0,0,1,0,0,1,0,0,0,11.22,0,1
55,0,0,0,12,37,84855,1,40,1,1,0,0,1,0,0,1,0,0,0,10.0,0,1
62,0,0,0,12,44,27002,1,40,1,1,0,0,1,0,0,1,0,0,1,10.7,0,1
52,0,0,0,14,32,20354,1,40,1,1,0,0,1,0,2,1,0,0,1,15.38,0,1
54,0,0,0,12,36,43619,1,40,1,1,0,0,1,0,0,1,0,0,0,33.65,0,1
21,0,0,0,14,1,36005,1,40,1,1,0,0,1,0,0,1,0,0,0,11.0,0,1
59,0,0,0,10,43,21515,1,40,0,1,0,0,1,0,1,1,0,0,0,13.0,0,1
45,0,0,0,16,23,50001,1,40,1,1,0,0,1,0,2,1,0,0,0,17.3,0,1
41,0,0,0,18,17,543,1,42,1,1,0,0,1,0,0,1,0,0,0,17.0,0,1
58,0,0,0,18,34,203000,1,45,1,1,0,0,1,0,0,1,0,0,1,12.82,0,1
51,0,0,0,12,33,51518,1,50,1,1,0,0,1,0,0,1,0,0,0,11.52,0,1
53,0,0,0,12,35,58000,1,40,1,1,0,0,1,0,1,1,0,0,0,14.8,0,1
56,0,0,0,14,36,58213,1,40,1,1,0,0,1,0,0,1,0,0,0,19.28,0,1
57,0,0,0,12,39,101800,1,45,1,1,0,0,1,0,2,1,0,0,0,21.11,0,1
61,0,0,0,12,43,146577,1,40,1,1,0,0,1,0,1,1,0,0,0,29.96,0,1
24,0,0,0,12,6,2560,1,40,1,1,0,0,1,0,0,1,0,0,0,13.5,0,1
42,0,0,0,13,23,7000,1,40,1,1,0,0,1,0,3,1,0,0,0,16.83,0,1
60,0,0,0,18,36,34150,1,55,1,1,0,0,1,0,0,1,0,0,1,26.22,0,1
36,0,0,0,18,12,125,1,45,1,1,0,0,1,0,0,1,0,0,1,22.22,0,1
53,0,0,0,14,33,9477,1,60,1,1,0,0,1,0,0,1,0,0,0,18.67,0,1
47,0,0,0,13,28,20718,1,40,1,1,0,0,1,0,1,1,0,0,0,11.03,0,1
24,0,0,0,16,2,25000,1,40,1,1,0,0,0,1,0,0,0,0,0,22.22,0,1
59,0,0,0,16,37,2000,1,40,1,1,0,0,0,1,0,0,0,0,0,31.25,0,1
44,0,0,0,14,24,334579,1,40,1,1,0,0,0,1,2,0,0,0,0,18.0,0,1
57,0,0,0,16,35,18766,1,40,1,1,0,0,0,1,0,0,0,0,0,33.95,0,1
50,0,0,0,16,28,56750,1,48,1,1,0,0,0,1,1,0,0,0,0,25.0,0,1
42,0,0,0,16,20,165808,1,45,1,1,0,0,0,1,0,0,0,0,0,13.67,0,1
57,0,0,0,14,37,35250,1,36,1,1,0,0,0,1,0,0,0,0,0,36.25,0,1
65,0,1,0,21,38,42000,1,40,1,1,0,0,0,1,0,0,0,0,0,16.15,0,0
53,0,0,0,13,34,63600,1,40,1,1,0,0,0,1,0,0,0,0,0,19.0,0,1
54,0,0,0,12,36,66150,1,40,1,1,0,0,0,1,0,0,0,0,0,14.5,0,1
29,0,0,0,12,11,32444,1,50,1,1,0,0,0,1,5,0,0,0,0,10.0,0,1
48,0,0,0,12,30,44630,1,44,1,1,0,0,0,1,1,0,0,0,0,13.0,0,1
60,0,0,0,18,36,122000,1,50,1,1,0,0,1,1,0,0,0,0,1,25.38,0,1
48,0,0,0,12,30,82540,1,40,1,1,0,0,0,1,1,0,0,0,0,16.83,0,1
50,0,0,0,12,32,113507,1,40,1,1,0,0,0,1,1,0,0,0,0,14.5,0,1
61,0,0,0,12,43,33662,1,40,1,1,0,0,0,1,0,0,0,0,0,11.02,0,1
25,0,0,0,16,3,66766,1,40,1,1,0,0,0,1,0,0,0,0,1,24.02,0,1
44,0,0,0,12,26,24936,1,42,1,1,0,0,1,1,1,0,0,0,0,15.3,0,1
36,0,0,0,18,12,70000,1,40,1,1,0,0,1,1,2,0,0,0,1,32.2,0,1
61,0,0,0,12,43,21640,1,40,1,1,0,0,1,1,0,0,0,0,0,15.0,0,1
39,0,0,0,14,19,55000,1,40,1,1,0,0,1,1,4,0,0,0,0,24.02,0,1
59,0,0,0,13,40,24699,1,40,1,1,0,0,1,1,0,0,0,0,0,11.75,0,1
33,0,0,0,11,16,20000,1,40,0,1,0,0,1,1,3,0,0,0,0,8.0,0,1
37,0,1,0,16,15,28910,1,40,1,1,0,0,1,1,4,0,0,0,0,31.25,0,0
29,0,0,0,14,9,55025,1,40,1,1,0,0,1,1,2,0,0,0,0,16.83,0,1
62,0,0,0,13,43,52307,1,45,1,1,0,0,1,1,0,0,0,0,0,25.62,0,1
