advanced,alcbev,appar,college,entert,food,foodaway,health,income,smsa
0,0.0,27.26,1,13.33,57.78,24.07,37.89,71.77,1
1,11.11,0.0,0,39.56,57.78,70.0,22.22,134.17,1
1,6.67,27.33,0,23.78,115.56,57.78,133.78,87.05,1
0,0.0,4.44,1,17.22,167.07,48.15,80.67,59.61,1
0,0.0,55.56,1,372.22,288.89,105.56,420.67,94.25,1
0,0.0,17.22,1,51.81,168.52,96.3,8.89,99.15,1
0,0.0,0.0,0,0.0,157.0,0.0,0.0,36.06,1
0,0.0,2.0,0,13.33,99.67,11.56,199.49,14.44,1
0,0.0,6.74,0,12.89,21.67,0.0,25.44,22.46,0
1,0.0,16.3,0,110.11,77.04,96.3,154.44,105.85,1
0,0.0,16.67,1,41.67,151.67,14.44,83.33,21.65,1
0,0.0,0.0,1,6.67,57.78,48.15,22.78,88.17,1
1,13.33,31.22,0,16.07,60.19,48.15,7.11,137.34,1
0,0.0,1.67,1,0.0,115.56,28.89,0.0,30.97,1
0,0.0,23.89,1,17.85,67.41,37.41,45.11,83.21,0
0,13.33,6.3,0,93.33,33.7,57.78,88.44,94.01,1
0,0.0,0.0,0,33.33,144.44,144.44,171.08,143.55,1
0,11.11,57.22,1,145.48,128.37,81.48,20.0,71.73,1
0,0.0,0.0,0,3.67,47.48,19.19,0.0,41.67,1
0,0.0,0.0,0,17.78,105.11,0.0,0.0,18.12,1
0,23.11,53.48,1,64.63,214.07,73.33,20.74,100.39,1
0,0.0,5.44,0,72.19,72.22,43.33,184.3,151.8,1
1,6.67,15.56,0,40.0,130.0,57.78,57.78,91.79,1
0,0.0,30.22,0,77.67,122.78,106.11,0.0,21.03,0
0,1.56,0.0,0,7.67,86.67,0.0,73.51,51.41,1
0,0.0,0.0,1,18.56,57.07,9.63,5.56,77.83,1
0,0.0,60.33,0,0.0,48.15,12.04,11.11,20.0,1
0,0.0,0.0,0,12.22,94.15,19.26,135.51,30.6,1
0,11.11,7.78,0,19.63,77.04,19.26,66.67,47.32,1
1,5.89,91.44,0,45.78,130.0,475.22,50.0,108.35,1
0,0.0,133.33,0,162.22,216.67,0.0,257.78,70.4,1
0,0.0,5.0,0,31.11,57.78,24.07,0.0,25.82,1
0,0.0,0.0,0,20.44,97.41,59.26,92.2,15.36,0
0,4.44,0.0,0,31.11,57.78,71.85,124.44,82.5,1
0,0.0,0.0,1,20.0,86.67,24.07,137.78,150.83,1
0,6.67,8.89,1,40.7,68.37,23.7,23.19,21.99,1
1,0.0,12.78,0,26.33,101.11,63.11,22.22,35.0,1
0,17.78,19.48,0,20.0,43.33,28.89,28.89,34.17,1
0,0.0,0.0,0,7.78,48.15,0.0,0.0,10.58,1
0,22.22,31.11,0,16.67,105.93,72.22,85.33,61.67,1
0,11.11,0.0,0,16.67,36.11,0.0,0.0,75.0,1
0,88.89,87.0,1,182.67,211.85,77.04,27.19,60.02,1
1,20.0,12.56,0,87.22,114.89,77.78,84.89,133.58,1
0,1.22,48.22,0,80.56,144.44,46.89,239.09,30.09,0
1,0.0,51.11,0,87.89,226.11,65.44,168.89,34.73,1
0,0.0,6.11,0,128.0,195.0,28.89,34.0,57.19,1
0,8.89,108.89,0,43.19,192.59,17.33,116.67,92.4,1
0,0.0,53.89,0,95.44,180.56,36.11,0.0,179.12,1
1,18.89,13.89,0,65.67,115.56,60.22,202.22,125.01,1
0,0.0,47.22,1,45.11,72.22,108.89,82.0,61.25,0
1,13.33,27.0,0,33.33,144.44,28.89,124.52,64.17,1
0,0.0,0.0,0,50.22,191.89,115.56,29.0,59.0,1
1,0.0,8.11,0,101.89,177.19,105.93,0.0,127.76,1
0,0.0,22.44,0,155.78,151.67,141.67,134.89,79.17,1
0,4.44,0.0,1,17.19,110.74,19.26,120.0,108.85,1
1,0.0,55.56,0,253.48,130.0,282.22,12.22,114.22,0
0,0.0,88.33,0,8.89,130.0,72.22,0.0,23.33,1
0,0.0,6.67,0,55.11,107.41,56.96,111.93,79.17,1
1,0.0,0.0,0,8.89,81.85,48.15,372.22,119.84,1
0,0.0,3.52,1,26.85,77.04,7.22,75.56,83.33,1
0,0.0,50.0,1,16.0,91.48,24.07,64.96,100.58,1
1,0.0,1.37,0,0.0,14.44,0.0,2.78,28.18,1
0,13.33,0.0,0,60.56,48.15,77.04,68.89,93.16,1
0,0.0,83.33,0,21.44,48.15,43.33,14.44,22.0,1
0,0.0,0.0,1,24.44,115.56,24.07,0.0,21.58,0
1,0.0,114.44,0,20.0,361.11,68.33,106.67,70.83,1
0,0.0,0.0,0,51.11,182.96,41.48,92.74,107.33,1
0,0.0,1.37,0,12.52,77.04,12.04,1.11,75.0,1
0,0.0,2.33,1,22.22,57.78,19.26,31.48,129.67,0
0,0.0,44.44,0,16.67,125.19,66.67,6.67,67.4,0
0,75.56,23.7,1,261.15,385.19,99.63,45.89,158.43,1
0,3.0,0.0,0,39.0,202.22,24.56,144.44,68.09,0
0,5.0,9.56,1,116.56,115.56,72.22,66.67,43.33,1
0,6.67,40.44,0,54.67,187.78,86.67,0.0,32.37,1
0,15.56,30.11,0,58.89,101.11,134.89,63.56,83.33,1
1,2.22,1.48,0,306.67,12.74,5.56,86.44,103.48,1
0,16.67,4.89,0,16.33,158.89,72.22,42.67,107.54,1
0,0.0,6.67,0,129.11,146.67,64.33,57.0,53.91,1
1,6.11,0.19,0,10.56,45.74,55.33,69.11,42.0,1
0,0.0,66.7,0,148.07,40.93,14.44,0.67,18.48,1
0,0.0,0.0,0,28.07,50.56,14.44,27.22,48.67,1
0,0.0,0.0,0,58.44,38.52,0.0,40.0,34.01,1
0,15.0,11.11,0,38.89,260.0,14.44,151.67,22.67,1
0,0.0,35.0,0,110.78,174.44,25.0,4.0,18.47,1
0,0.0,2.22,0,421.44,216.67,43.33,36.41,170.15,1
0,0.0,0.0,1,8.78,33.7,0.0,78.59,35.25,0
0,2.78,78.89,0,8.56,91.48,24.07,16.3,83.38,1
0,0.0,16.67,0,27.11,91.48,23.33,95.56,50.0,1
0,0.0,1.56,0,44.67,48.15,19.26,120.4,82.44,1
0,20.0,0.0,1,13.89,14.44,28.7,18.04,198.61,0
1,40.0,4.44,0,16.67,260.0,14.44,262.82,139.13,1
1,0.0,9.63,0,11.11,57.78,14.44,0.0,30.53,1
1,0.0,0.0,0,31.78,104.67,33.7,26.67,40.45,1
0,16.67,17.78,0,124.67,287.22,24.67,456.33,83.75,1
1,0.0,29.81,0,25.89,48.15,76.48,56.67,102.5,1
0,0.0,0.0,0,7.11,109.78,0.0,57.2,12.48,0
0,0.0,20.78,1,33.33,172.11,28.89,46.78,57.83,1
0,30.0,55.56,1,33.33,245.56,14.67,254.44,111.76,0
0,17.22,1.85,1,10.89,96.3,48.15,36.67,116.67,1
1,0.78,18.78,0,52.44,130.0,58.89,204.78,60.0,1
1,0.0,0.0,0,31.78,71.74,11.07,74.85,61.03,1
0,0.0,0.0,0,17.04,67.41,0.0,72.44,85.41,1
0,0.0,7.41,1,17.78,144.44,3.7,192.78,48.86,1
0,0.0,0.0,1,27.78,67.41,9.63,101.68,16.78,0
0,11.67,45.89,1,110.56,283.56,61.11,271.22,112.73,0
0,0.0,50.22,1,66.67,173.33,43.33,316.63,84.78,1
1,0.0,13.33,0,17.33,89.07,48.15,0.0,140.0,1
1,26.33,42.89,0,106.67,185.89,232.78,151.78,170.83,1
0,12.22,53.15,1,72.56,125.19,96.3,31.11,141.67,1
0,0.0,15.56,0,0.0,118.89,2.78,0.0,23.04,1
0,0.0,14.44,1,48.33,195.0,43.33,277.86,70.89,0
1,16.67,127.33,0,83.67,209.44,21.67,142.44,78.82,1
0,0.0,0.0,0,8.41,40.93,21.67,59.26,45.83,1
0,0.0,25.33,0,30.89,173.33,82.78,0.0,19.53,1
0,0.0,58.33,0,4.07,86.67,77.04,0.0,40.0,1
1,0.0,0.0,0,19.56,103.52,25.41,64.7,36.76,1
0,23.44,1.78,0,33.0,53.74,55.74,42.96,25.83,1
0,40.44,26.89,0,11.67,180.56,87.33,33.33,84.47,1
0,13.33,0.0,1,25.11,86.67,0.0,0.0,33.07,1
0,0.0,4.44,0,13.33,48.15,12.04,33.33,23.45,0
0,0.0,0.0,0,7.78,91.48,14.44,69.73,25.58,1
0,35.0,46.11,0,112.78,377.78,161.67,219.11,65.0,1
0,0.0,74.78,1,16.67,33.7,46.3,45.53,17.71,1
0,0.0,4.44,0,14.22,48.15,19.26,26.0,25.0,1
0,0.0,0.0,0,17.78,125.19,76.67,0.0,100.0,1
0,0.0,0.0,0,0.0,52.56,22.78,0.0,43.8,1
1,0.0,39.22,0,169.33,187.78,145.0,40.56,179.12,1
1,40.67,96.0,0,70.07,120.37,156.96,15.04,69.77,1
0,0.0,0.0,0,20.0,48.15,14.44,22.26,100.82,1
0,0.0,5.78,1,31.11,33.7,19.26,8.19,63.63,1
1,6.67,70.0,0,72.22,86.67,0.0,71.68,129.3,1
0,0.0,0.0,0,2.22,115.56,27.78,80.0,56.15,0
0,0.0,71.11,0,163.41,134.81,326.67,757.11,60.68,1
0,0.0,0.0,0,0.0,52.96,9.63,0.0,11.93,1
0,0.0,74.07,1,53.19,120.37,24.07,39.81,56.3,1
0,0.0,6.67,0,61.78,52.56,22.78,79.7,46.53,0
0,0.0,0.0,0,33.33,101.11,43.33,16.67,97.32,1
1,2.78,25.67,0,159.56,113.15,14.44,9.26,129.17,1
0,0.0,0.0,0,44.0,65.0,0.0,62.0,60.43,1
1,15.56,18.78,0,89.22,361.11,100.0,204.22,182.71,1
0,19.44,0.0,1,21.11,38.52,24.07,3.11,112.42,1
1,2.22,9.89,0,20.78,72.22,60.19,3.89,149.09,1
0,0.0,62.67,0,1.59,46.22,0.0,0.0,51.17,1
0,0.0,0.15,1,7.56,14.44,12.04,36.21,32.76,0
1,0.0,54.44,0,80.37,198.15,114.81,56.67,199.17,1
0,0.0,0.0,0,21.44,33.07,37.37,92.48,90.66,1
0,0.0,55.56,1,0.0,105.11,28.89,22.59,77.9,1
0,0.0,0.0,0,94.89,125.19,19.26,26.0,95.85,1
0,0.0,55.56,1,198.89,252.78,110.11,410.11,158.8,1
0,0.0,22.0,0,5.89,24.07,1.44,59.54,20.67,1
0,0.0,0.0,0,12.22,57.78,38.52,22.22,62.5,1
0,13.63,1.78,0,44.11,143.48,107.85,210.67,85.67,1
0,0.0,15.56,1,22.22,33.7,0.0,11.11,101.17,1
0,0.0,0.0,1,0.0,86.67,48.15,0.0,39.36,1
0,4.0,5.0,0,26.67,91.48,9.63,69.85,40.0,1
0,0.0,27.78,0,99.85,96.3,51.7,764.0,79.72,0
0,0.0,0.0,0,20.0,180.56,28.89,1.11,64.39,1
1,127.78,479.26,0,56.67,24.07,148.15,0.0,188.21,1
0,24.89,43.22,1,83.07,96.3,37.56,31.44,103.24,0
1,28.89,76.89,0,496.0,57.78,122.78,39.44,103.03,1
0,0.0,28.89,0,3.78,86.67,9.63,0.0,15.3,1
0,0.0,35.56,0,21.11,33.7,81.85,46.78,95.25,1
1,5.56,0.0,0,36.67,60.19,48.15,302.41,116.34,1
0,0.0,13.22,0,29.33,48.15,19.26,0.0,42.76,0
1,16.67,102.22,0,204.15,154.3,42.44,65.44,179.27,1
1,0.0,3.33,0,11.11,125.19,24.07,0.0,29.17,1
1,0.0,58.89,0,22.22,235.93,50.22,0.0,103.43,1
1,0.0,27.11,0,9.67,57.78,0.0,91.74,114.61,0
0,0.0,2.37,0,0.0,43.33,0.0,7.33,20.34,1
0,0.0,0.0,0,8.89,52.56,31.04,8.89,76.73,1
0,4.44,5.78,1,80.74,19.26,19.26,77.44,50.83,1
0,47.22,0.0,0,103.78,231.11,91.11,97.97,74.0,1
0,20.0,33.11,0,13.22,122.78,72.22,108.33,36.67,1
0,0.0,9.33,0,45.89,252.78,83.33,280.0,50.2,0
0,5.0,91.22,1,225.89,333.33,277.78,194.67,100.0,1
0,0.0,4.44,0,8.89,19.26,0.0,0.0,43.33,1
0,0.0,0.0,0,16.48,60.19,25.56,292.22,137.49,0
0,0.0,17.78,0,4.33,180.56,0.0,190.0,48.55,1
0,24.67,0.0,1,69.33,144.44,54.78,213.33,90.46,1
1,8.89,73.89,0,27.56,52.96,125.19,14.33,112.29,1
0,11.56,4.33,0,23.56,167.56,0.0,87.63,123.36,1
0,66.67,22.22,1,110.0,433.33,0.0,138.89,21.25,1
0,0.0,0.0,0,81.22,72.22,0.0,85.93,32.1,1
0,0.0,0.67,0,15.56,77.04,0.0,19.11,28.79,0
1,0.0,6.11,0,0.0,105.93,24.07,86.67,51.73,1
0,41.56,0.0,1,17.33,84.74,24.07,62.59,59.88,1
1,0.0,0.0,0,40.0,173.33,28.89,40.0,120.65,1
0,0.0,0.0,0,0.0,66.44,0.0,33.3,43.72,1
0,0.0,33.33,0,344.33,216.67,28.89,434.44,137.15,1
0,22.22,113.0,1,106.78,96.3,87.04,77.41,129.18,0
1,0.0,68.33,0,43.33,141.11,51.11,0.0,108.33,1
1,2.67,1.33,0,30.0,52.96,0.0,53.96,50.85,1
1,0.0,0.0,0,26.67,101.11,115.56,601.08,45.83,1
0,16.67,62.67,0,35.22,361.11,34.67,19.33,31.17,1
1,7.11,94.67,0,92.59,139.63,79.85,33.78,89.42,0
1,13.33,54.78,0,46.44,43.33,125.67,14.11,48.75,1
0,20.0,31.44,0,195.67,260.0,144.44,26.67,94.17,1
0,0.0,6.67,0,70.67,115.56,0.0,43.11,67.72,0
0,0.0,0.0,1,9.89,252.78,36.11,4.67,15.88,1
0,0.0,31.11,0,56.3,84.74,17.78,62.11,41.86,1
0,0.0,0.0,1,20.67,57.78,48.15,0.0,87.28,1
0,27.78,0.56,1,17.11,132.41,35.19,66.1,65.78,1
1,0.0,0.0,0,26.67,104.67,9.63,0.0,15.39,1
1,168.33,0.0,0,63.33,325.0,325.0,560.6,91.12,1
0,0.0,0.0,0,24.44,216.67,0.0,363.56,60.25,1
1,3.89,19.11,0,27.0,60.19,36.11,137.36,25.18,1
0,46.67,16.67,0,79.44,187.78,72.22,122.22,101.14,0
0,0.0,24.11,0,45.0,151.67,28.89,219.11,62.5,1
0,6.67,11.11,0,28.67,288.89,0.0,82.22,95.0,1
0,6.67,0.0,0,36.22,43.33,28.89,31.26,104.17,1
0,0.0,51.89,0,86.78,207.04,28.15,385.89,140.78,1
1,0.0,11.11,0,41.48,67.41,77.04,44.0,56.18,1
0,0.0,0.0,1,14.56,28.89,9.63,44.44,35.66,1
1,20.56,99.33,0,70.33,149.26,96.3,94.22,152.5,1
0,0.0,0.0,0,58.44,96.3,57.78,94.96,41.17,1
0,0.0,22.0,1,13.33,40.93,24.07,0.0,20.83,1
1,0.0,0.0,0,146.67,77.04,19.26,5.56,141.67,1
1,7.78,0.0,0,119.44,72.22,123.15,83.59,154.59,1
1,16.67,39.67,0,187.78,130.33,116.11,27.67,100.0,1
0,10.0,0.0,1,112.22,216.67,43.33,41.11,117.34,1
0,15.56,0.56,0,21.11,81.85,48.15,56.67,83.33,1
1,0.0,0.0,0,24.89,77.04,149.63,221.11,80.0,1
0,0.0,5.56,0,31.11,86.67,28.89,105.56,158.97,1
1,0.0,113.22,0,23.67,180.56,144.44,124.41,29.34,1
0,0.0,0.0,0,0.0,60.19,0.0,19.26,26.67,1
0,20.0,91.11,1,111.89,231.11,72.22,30.56,116.67,1
0,11.11,53.33,0,44.67,79.44,36.11,82.96,60.55,1
0,0.0,37.22,0,80.56,48.15,24.07,0.0,30.7,0
0,0.0,22.22,1,0.0,192.59,0.0,81.09,78.33,1
0,0.0,3.04,0,0.0,96.3,28.89,30.42,23.9,1
1,5.56,0.0,0,2.11,65.0,19.26,31.52,170.5,1
1,28.89,206.67,0,101.67,144.44,95.56,83.33,94.85,1
1,0.0,83.0,0,118.67,192.59,137.7,303.85,142.42,1
0,0.0,0.0,0,0.0,144.44,0.0,0.0,40.72,1
0,0.0,0.0,0,0.0,144.44,14.44,0.0,23.75,0
0,0.0,0.0,0,15.56,134.81,48.15,48.15,26.26,1
0,55.56,124.0,1,37.44,274.44,22.22,169.44,113.33,1
0,6.67,2.78,1,5.11,36.11,7.22,0.11,32.5,0
1,0.0,15.56,0,40.89,96.3,38.52,132.76,40.27,1
0,0.0,13.33,0,51.56,180.56,36.11,206.67,88.95,1
0,0.0,16.67,0,27.33,65.0,21.67,142.19,27.14,1
0,0.0,0.0,1,35.0,48.15,28.89,50.44,71.93,1
0,0.0,38.56,1,3.89,62.59,12.04,85.66,10.92,1
0,0.0,0.0,1,7.0,52.96,0.0,0.0,29.17,1
0,0.0,50.74,1,47.63,213.78,36.11,51.85,189.12,1
1,6.67,3.33,0,3.26,144.44,14.44,25.19,70.36,1
0,0.0,2.22,0,0.0,96.3,24.07,11.11,27.9,1
0,0.0,0.0,0,20.0,81.85,0.0,0.0,22.08,1
1,0.0,136.3,0,18.89,86.67,43.33,0.0,133.33,1
0,41.67,55.56,0,26.67,310.56,108.33,308.89,15.01,1
0,0.0,8.22,0,0.0,96.3,0.0,219.19,18.33,1
0,2.33,27.33,1,26.33,158.89,0.0,83.11,45.83,1
0,0.0,33.33,0,9.81,57.78,9.63,35.0,51.05,1
0,7.78,123.7,1,101.67,99.19,28.89,62.81,57.92,1
1,8.89,59.44,0,31.0,119.41,75.93,51.11,90.0,1
1,0.0,0.37,0,0.0,19.26,0.0,0.0,12.5,1
1,6.67,5.0,0,6.67,123.78,49.19,11.67,110.83,1
0,0.0,63.44,1,37.63,74.63,21.48,785.47,20.11,1
0,0.0,0.0,1,0.0,65.0,9.63,26.67,71.86,0
1,0.0,0.0,0,6.22,38.63,4.78,141.67,95.83,1
0,0.0,49.67,0,39.33,57.78,38.52,22.96,23.33,1
0,0.0,0.0,0,33.22,115.56,28.89,0.0,88.33,1
0,0.0,0.0,0,7.78,19.26,0.0,33.31,21.56,1
0,0.0,4.81,0,0.0,115.56,72.22,36.67,35.83,1
0,0.0,0.0,1,31.67,187.78,23.11,146.22,45.22,1
0,0.0,163.22,1,29.07,48.15,262.96,59.56,103.33,1
0,15.56,0.0,1,76.67,154.07,57.78,94.42,40.93,1
0,22.22,270.37,1,185.0,149.26,218.52,20.44,84.37,1
1,0.0,51.22,0,35.0,122.78,150.0,178.56,23.33,1
0,0.0,60.56,0,105.04,130.0,62.59,40.93,179.16,1
0,13.33,0.0,1,33.33,88.15,0.0,139.13,72.31,1
0,0.0,11.89,0,14.07,62.59,0.0,0.0,27.92,1
1,0.0,0.0,0,25.89,120.37,14.44,81.33,29.65,1
1,1.89,0.0,0,26.0,42.85,19.78,0.0,60.18,1
1,0.0,34.44,0,336.11,157.67,72.22,198.38,137.54,1
0,0.0,27.78,0,74.11,108.33,0.0,51.67,70.83,1
0,12.33,62.07,1,107.7,72.22,76.07,109.44,65.45,1
1,25.11,11.11,0,58.33,105.93,96.3,229.33,121.26,1
1,0.0,55.56,0,22.22,325.0,36.11,587.33,125.0,1
1,11.11,34.22,0,40.81,182.96,47.41,78.81,112.14,1
1,10.0,4.44,0,44.11,48.15,28.89,50.56,93.33,1
0,3.0,26.67,0,32.11,144.44,0.0,77.74,12.06,1
0,6.67,0.0,1,50.44,72.22,9.63,223.74,126.69,1
0,77.67,63.0,1,26.26,344.41,122.59,73.41,72.78,1
0,0.0,0.0,0,0.0,48.15,22.22,11.66,25.55,1
0,13.33,0.0,1,13.33,91.48,16.85,6.96,131.79,1
0,13.33,48.44,1,52.89,115.56,76.67,169.78,76.14,1
0,43.93,7.15,0,120.22,187.78,28.89,162.33,74.57,1
0,3.33,3.67,1,27.56,57.78,48.15,21.22,85.88,1
1,0.0,18.78,0,48.22,170.44,23.11,32.67,85.95,1
0,0.0,19.11,1,22.22,115.56,107.41,0.0,90.0,1
0,0.0,0.0,1,0.0,77.04,49.41,0.0,121.05,1
0,0.0,14.11,0,36.67,57.78,36.11,77.33,33.33,1
0,0.0,31.11,0,11.85,52.96,37.04,96.67,86.0,1
0,0.0,1.67,1,29.22,65.0,30.74,0.0,101.25,1
1,0.0,0.0,0,0.0,86.67,0.0,0.0,30.41,1
0,0.0,7.22,1,23.0,72.22,48.15,67.89,104.79,1
1,0.0,0.0,0,16.56,38.52,0.0,68.88,60.35,1
0,11.11,107.04,1,87.56,178.15,14.44,31.78,62.5,1
0,13.33,0.0,0,75.78,50.56,43.33,11.11,49.97,0
0,6.67,23.22,0,35.67,209.44,21.67,110.52,74.69,1
0,8.89,67.11,1,15.44,43.33,25.19,58.67,99.64,1
0,26.67,57.37,1,195.96,192.59,28.89,33.04,100.93,1
0,0.0,0.0,0,15.56,40.93,7.22,23.89,37.65,0
0,0.0,33.89,0,158.67,216.67,40.67,84.93,54.47,0
0,0.0,1.44,0,123.22,158.89,144.44,199.93,46.22,1
0,0.0,0.0,0,11.11,69.81,1.48,180.93,58.2,1
0,0.0,0.0,1,6.89,62.59,28.89,96.11,68.96,1
0,1.11,5.56,0,0.44,16.85,4.81,0.0,45.83,0
0,0.0,44.44,1,0.0,195.0,57.78,38.89,116.67,1
0,0.0,9.63,0,12.41,115.56,17.33,1.44,37.43,1
0,0.0,28.67,0,29.67,209.44,0.0,54.97,22.07,1
0,6.67,89.33,1,155.22,137.22,144.44,180.44,100.34,1
0,0.0,20.0,0,29.44,108.33,0.0,34.89,11.43,1
0,10.0,18.89,0,264.67,96.78,22.22,80.08,44.05,1
0,0.0,1.67,1,12.22,98.7,28.89,7.22,78.33,1
0,0.0,0.0,1,30.67,137.22,57.78,41.11,75.83,1
1,2.22,12.0,0,27.56,38.52,25.56,8.89,45.72,1
0,0.0,0.0,0,35.33,52.96,38.52,0.0,54.17,1
0,0.0,48.33,1,118.22,166.11,144.44,110.0,59.87,1
0,0.0,0.0,0,5.11,36.11,28.89,5.93,41.58,1
0,0.0,21.11,1,32.15,45.74,9.63,16.67,77.2,1
0,0.0,0.0,1,6.89,41.41,0.0,0.0,44.18,1
0,0.0,0.0,0,57.11,164.67,0.0,110.66,105.94,1
0,2.22,0.0,1,22.11,48.15,9.63,33.78,61.43,0
0,7.78,10.59,0,57.44,72.22,101.11,206.41,104.58,1
1,36.33,131.11,0,145.85,48.15,537.11,380.0,199.33,1
0,0.0,0.0,1,13.33,108.44,65.33,55.56,103.33,1
0,0.0,0.0,0,5.56,84.26,14.44,148.62,55.47,0
0,0.0,0.0,0,8.89,38.52,0.0,43.98,41.62,1
1,0.0,0.0,0,46.67,269.63,57.78,22.2,44.09,1
0,0.0,0.93,0,8.89,36.11,0.0,15.56,47.17,1
0,0.0,74.3,1,55.3,187.78,19.26,0.0,14.42,1
0,0.0,3.89,0,12.56,187.78,108.33,69.93,117.54,1
0,0.0,26.56,0,19.7,77.04,36.11,47.22,79.66,1
0,0.0,25.78,0,0.0,72.22,0.0,11.89,19.32,1
1,0.0,40.0,0,41.89,325.0,83.33,27.44,200.0,0
0,0.0,28.78,0,31.52,101.11,0.0,4.89,10.97,0
0,12.33,11.11,0,70.33,105.93,139.78,105.0,65.0,1
0,16.67,11.78,1,33.7,48.15,40.74,1.11,62.37,1
0,0.0,38.3,1,9.78,43.33,0.0,3.7,106.67,1
0,0.0,7.22,1,38.44,216.67,36.11,344.38,108.39,1
0,0.0,24.44,1,14.44,96.3,48.15,0.0,91.19,1
0,0.0,0.0,1,3.74,62.59,2.41,0.0,13.37,0
0,23.33,38.89,1,125.0,303.33,158.33,177.33,39.76,1
0,0.0,61.22,0,26.67,288.89,0.0,0.0,21.33,1
0,3.33,17.78,0,136.89,166.11,110.89,332.78,32.08,1
0,3.33,0.0,1,26.67,38.52,19.26,13.33,72.5,1
0,0.0,42.0,0,32.33,96.3,20.93,72.33,63.13,0
1,22.22,0.0,0,23.33,101.11,0.0,0.0,90.03,1
0,0.0,0.0,0,0.0,33.7,0.0,14.99,27.8,1
0,26.67,21.67,0,59.11,144.44,36.11,0.0,70.83,1
0,22.07,20.37,0,14.22,109.41,50.81,0.0,73.6,1
0,21.11,8.89,0,19.89,77.78,34.07,45.88,37.14,0
0,6.67,0.0,1,27.78,24.07,14.44,77.22,33.21,1
0,0.0,2.67,0,12.56,38.52,28.52,157.78,33.52,1
0,7.22,39.44,1,38.89,130.0,38.22,58.33,76.67,1
0,16.67,31.89,0,94.56,258.89,168.89,23.33,116.67,1
0,16.67,0.0,1,15.0,28.89,36.11,61.81,85.2,1
0,0.0,23.22,0,5.56,93.89,72.22,0.0,52.03,1
0,0.0,0.0,1,8.0,31.3,7.22,40.88,31.39,1
0,8.33,0.0,0,0.0,21.67,9.63,5.56,60.09,1
0,0.0,6.0,1,5.85,38.52,0.0,0.0,80.98,0
0,0.0,0.0,0,0.0,163.7,43.33,0.0,50.0,0
1,0.0,14.22,0,26.11,101.11,28.89,10.11,50.0,1
1,11.11,157.52,0,289.85,125.93,66.67,92.18,117.63,1
1,34.56,58.89,0,30.0,72.22,180.56,122.56,50.0,1
0,4.44,26.67,1,7.11,77.04,24.07,52.96,45.0,1
0,0.0,5.15,0,53.0,48.15,19.26,86.3,78.33,1
0,0.0,0.0,1,61.56,72.22,0.0,726.22,56.67,0
0,0.0,13.33,1,52.0,30.0,23.7,91.07,53.95,1
0,33.33,12.59,1,16.67,110.74,96.3,62.42,103.38,1
1,0.0,24.67,0,26.67,96.3,35.56,73.33,56.28,1
0,31.04,12.0,1,65.81,96.3,72.22,361.11,107.6,1
0,4.44,6.89,1,15.89,84.74,77.04,179.87,72.9,0
0,0.0,0.0,1,2.22,77.04,35.11,69.93,18.14,1
0,0.0,0.0,0,8.33,28.89,0.0,63.08,29.84,1
0,8.0,33.33,1,56.67,104.0,28.89,0.0,35.28,1
0,11.11,13.7,0,13.33,60.19,0.0,79.66,65.88,1
0,0.0,0.0,0,32.22,105.63,77.04,206.89,75.0,1
0,0.0,0.0,0,35.33,84.74,9.63,0.0,26.43,1
0,0.0,0.0,0,8.56,24.07,10.59,0.0,64.43,1
0,22.22,50.0,1,115.44,57.78,48.15,50.0,166.67,1
1,4.44,6.89,0,84.59,269.63,0.0,52.22,112.88,1
1,0.0,0.0,0,7.78,53.44,12.04,17.63,38.33,0
0,11.11,35.0,1,37.59,48.15,12.04,54.22,189.63,1
0,0.0,34.11,1,95.33,202.22,144.44,139.33,94.55,1
0,0.0,19.3,1,6.11,44.07,151.67,44.44,50.0,1
0,0.0,94.74,0,6.0,48.15,28.89,88.43,83.0,1
0,0.0,30.56,0,64.44,288.89,56.67,193.89,82.67,1
0,0.0,81.22,0,36.22,163.7,0.0,48.89,39.74,1
0,0.0,6.67,0,0.0,103.52,6.48,60.64,46.8,1
1,33.33,11.78,0,289.11,216.67,130.0,66.89,123.55,0
0,0.0,0.0,0,8.89,28.89,23.7,1.33,77.83,1
0,10.0,0.0,0,35.67,260.0,73.89,127.11,36.49,0
0,33.33,0.0,0,27.0,154.56,79.44,27.11,78.42,1
0,5.56,55.56,1,21.63,221.48,19.26,45.26,107.75,1
0,20.0,3.33,0,30.22,144.44,0.0,311.3,25.89,1
0,14.0,0.0,0,28.33,208.0,28.89,144.67,77.5,1
0,0.0,0.0,0,22.67,93.89,0.0,227.22,45.0,1
0,0.0,166.67,0,102.22,158.89,127.78,122.22,53.33,0
0,0.0,0.0,1,21.44,130.0,68.67,217.78,58.39,1
0,0.0,32.22,1,80.74,54.89,11.56,21.11,87.51,1
0,0.0,0.0,1,0.0,101.11,14.44,83.33,41.67,1
0,0.0,0.0,1,55.0,157.67,68.33,17.78,82.74,1
0,3.33,22.22,1,63.22,115.56,28.89,76.67,105.23,1
1,0.0,61.67,0,18.11,81.11,50.93,157.78,130.67,1
0,25.0,0.0,1,14.44,86.67,26.67,84.26,62.5,1
0,0.0,0.0,0,0.0,50.56,0.0,52.31,27.68,1
0,0.0,21.67,0,2.22,144.44,48.15,69.93,30.5,1
