default,arm,refinance,lien2,term30,underwater,ltv,rate,amount,fico
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.25,21.25,566.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.35,26.0,627.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.62,14.0,629.0
1.0,0.0,0.0,0.0,1.0,1.0,77.38,7.25,14.16,679.0
1.0,0.0,1.0,0.0,1.0,1.0,64.45,7.375,49.95,535.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.1,20.8,595.0
1.0,0.0,0.0,0.0,1.0,1.0,99.11,7.95,11.1,650.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,6.95,14.85,598.0
1.0,0.0,1.0,0.0,1.0,1.0,77.89,6.5,14.02,633.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,4.94,18.9,611.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.0,22.5,556.0
1.0,0.0,1.0,0.0,1.0,1.0,64.74,6.0,16.185,606.0
1.0,0.0,0.0,0.0,1.0,1.0,77.19,6.95,17.6,587.0
0.0,0.0,1.0,0.0,1.0,1.0,69.77,7.2,15.0,575.0
1.0,0.0,0.0,0.0,1.0,1.0,89.78,8.45,32.5,592.0
1.0,0.0,1.0,0.0,1.0,1.0,79.93,6.45,21.9,596.0
0.0,0.0,0.0,0.0,1.0,1.0,73.68,6.75,14.0,648.0
0.0,0.0,1.0,0.0,1.0,1.0,69.45,6.125,18.3,557.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,7.125,19.6,516.0
1.0,0.0,1.0,0.0,1.0,1.0,89.75,6.625,27.375,607.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,7.25,18.0,565.0
0.0,0.0,1.0,0.0,1.0,1.0,62.99,6.25,17.51,575.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,2.0,21.84,620.0
1.0,0.0,1.0,0.0,1.0,1.0,60.0,6.75,18.24,612.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,5.25,27.08,586.0
1.0,0.0,1.0,0.0,1.0,1.0,63.55,7.125,19.0,537.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,6.625,24.03,640.0
0.0,0.0,1.0,0.0,1.0,1.0,94.78,2.0,21.8,612.0
0.0,0.0,1.0,0.0,1.0,1.0,71.31,7.375,21.75,561.0
0.0,0.0,1.0,0.0,1.0,1.0,64.99,6.0,40.8118,632.0
0.0,0.0,1.0,0.0,1.0,1.0,70.0,6.5,13.3,515.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,6.25,34.65,619.0
1.0,0.0,1.0,0.0,1.0,1.0,75.0,7.25,20.4,519.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,8.25,21.25,525.0
1.0,0.0,1.0,0.0,1.0,1.0,89.55,7.55,17.82,638.0
0.0,0.0,1.0,0.0,1.0,1.0,53.62,6.65,12.6,631.0
0.0,0.0,1.0,0.0,1.0,1.0,88.8,7.625,25.46,600.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,7.0,30.0,618.0
0.0,0.0,0.0,0.0,1.0,1.0,79.71,7.25,17.296,594.0
0.0,0.0,1.0,0.0,1.0,1.0,77.72,6.2,30.7,635.0
0.0,0.0,1.0,0.0,1.0,1.0,73.47,6.875,18.0,650.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,6.0,29.7,603.0
0.0,0.0,1.0,0.0,1.0,1.0,78.0,2.0,15.6,597.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.5,25.65,581.0
1.0,0.0,1.0,0.0,1.0,1.0,85.9,6.0,25.34,617.0
0.0,0.0,1.0,0.0,1.0,1.0,72.61,2.875,16.7,556.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,6.5,42.5,630.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,5.875,28.8,573.0
1.0,0.0,1.0,0.0,1.0,1.0,74.81,6.875,17.58,519.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,8.4,11.6,545.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.0,20.0,588.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,8.625,27.2,696.0
0.0,0.0,1.0,0.0,1.0,1.0,74.38,6.375,19.34,659.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,6.625,20.7,670.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.5,21.6,570.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,7.375,31.2,575.0
0.0,0.0,0.0,0.0,1.0,1.0,79.7,3.625,21.12,679.0
1.0,0.0,1.0,0.0,1.0,1.0,70.0,5.5,44.1,605.0
1.0,0.0,1.0,0.0,1.0,1.0,95.0,7.625,24.225,648.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,6.875,21.915,619.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,6.75,31.95,635.0
0.0,0.0,1.0,0.0,1.0,1.0,67.5,7.0,18.9,582.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.25,27.2,617.0
1.0,0.0,0.0,0.0,1.0,1.0,79.62,8.375,13.4,649.0
1.0,0.0,1.0,0.0,1.0,1.0,72.24,8.375,20.3,524.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.25,24.225,570.0
1.0,0.0,0.0,0.0,1.0,1.0,74.98,6.75,21.52,643.0
0.0,0.0,1.0,0.0,1.0,1.0,89.0,7.875,25.2315,541.0
0.0,0.0,0.0,0.0,1.0,1.0,78.29,2.0,21.92,633.0
1.0,0.0,1.0,0.0,1.0,1.0,82.82,6.0,16.15,597.0
0.0,0.0,1.0,0.0,1.0,1.0,85.0,6.625,14.875,646.0
1.0,0.0,1.0,0.0,1.0,1.0,89.0,9.125,23.585,636.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,6.5,16.15,649.0
0.0,0.0,0.0,0.0,1.0,1.0,83.25,5.25,9.99,662.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.1,21.2,709.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,7.3,17.1,677.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,6.25,17.51,663.0
1.0,0.0,1.0,0.0,1.0,1.0,82.69,5.875,21.5,706.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.55,14.4,661.0
1.0,0.0,0.0,0.0,1.0,1.0,94.2,8.55,16.7675,599.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,6.05,25.65,691.0
1.0,0.0,1.0,0.0,1.0,1.0,76.25,7.25,12.2,561.0
1.0,0.0,0.0,0.0,1.0,1.0,79.14,6.0,14.64,677.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,6.45,19.8,671.0
0.0,0.0,1.0,0.0,1.0,1.0,85.71,7.45,18.0,652.0
1.0,0.0,1.0,0.0,1.0,1.0,74.89,5.1,25.8375,644.0
1.0,0.0,1.0,0.0,1.0,1.0,83.33,5.6,17.5,695.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,7.15,22.32,652.0
0.0,0.0,1.0,0.0,1.0,1.0,78.43,7.125,20.0,671.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.5,16.48,651.0
1.0,0.0,0.0,0.0,1.0,1.0,79.86,2.0,22.6,621.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,4.875,16.4,741.0
1.0,0.0,1.0,0.0,1.0,1.0,81.75,6.25,29.8394,646.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,6.95,21.76,670.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.125,22.5,629.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.65,22.4,718.0
1.0,0.0,1.0,0.0,1.0,1.0,84.56,5.0,29.595,648.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.6,21.84,685.0
1.0,0.0,1.0,0.0,1.0,1.0,85.96,6.25,14.7,660.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.25,18.8,676.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,2.0,19.36,691.0
0.0,0.0,1.0,0.0,1.0,1.0,70.0,6.2,19.6,636.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.0,23.6,646.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.65,18.4,664.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.25,20.4,705.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,8.5,16.92,779.0
0.0,0.0,0.0,0.0,1.0,1.0,74.15,2.5,19.28,659.0
1.0,0.0,0.0,0.0,1.0,1.0,99.62,6.15,26.0,687.0
0.0,0.0,1.0,0.0,1.0,1.0,55.79,5.75,26.5,771.0
0.0,0.0,0.0,0.0,1.0,1.0,79.32,7.38,18.8,724.0
0.0,0.0,1.0,0.0,1.0,1.0,78.39,6.85,37.0,695.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.0,29.7,669.0
1.0,0.0,0.0,0.0,1.0,1.0,72.69,3.0,37.2173,643.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,3.0,57.375,677.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.35,17.04,697.0
1.0,0.0,0.0,0.0,1.0,1.0,78.33,7.45,18.8,666.0
0.0,0.0,0.0,0.0,1.0,1.0,87.21,7.5,33.75,760.0
0.0,0.0,1.0,0.0,1.0,1.0,76.19,6.19,24.0,652.0
0.0,0.0,1.0,0.0,1.0,0.0,49.29,5.84,10.35,662.0
1.0,0.0,0.0,0.0,1.0,1.0,76.6,5.89,18.0,637.0
0.0,0.0,1.0,0.0,1.0,1.0,69.27,6.19,26.6,756.0
1.0,0.0,1.0,0.0,1.0,1.0,73.5,6.69,14.7,715.0
0.0,0.0,1.0,0.0,1.0,1.0,89.86,6.25,18.6,628.0
0.0,0.0,1.0,0.0,1.0,1.0,79.09,6.54,41.6,662.0
1.0,0.0,1.0,0.0,1.0,1.0,84.91,6.3,22.5,600.0
1.0,0.0,1.0,0.0,1.0,1.0,75.0,6.59,15.3,666.0
1.0,0.0,1.0,0.0,1.0,1.0,87.23,7.39,20.1509,622.0
1.0,0.0,1.0,0.0,1.0,1.0,75.0,6.74,13.275,603.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.375,18.0,681.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,5.375,24.8,618.0
0.0,0.0,1.0,0.0,1.0,1.0,87.72,6.86,25.0,640.0
0.0,0.0,1.0,0.0,1.0,1.0,69.58,6.74,24.7,664.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.5,23.44,601.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,5.0,28.35,642.0
0.0,0.0,1.0,0.0,1.0,1.0,71.43,6.125,23.0,709.0
0.0,0.0,0.0,0.0,1.0,1.0,79.41,5.625,18.74,682.0
1.0,0.0,0.0,0.0,1.0,1.0,88.36,3.875,24.3,634.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,3.875,19.2,724.0
0.0,0.0,0.0,0.0,1.0,1.0,79.87,6.125,41.85,682.0
1.0,0.0,0.0,0.0,1.0,1.0,95.0,5.0,20.425,699.0
0.0,0.0,1.0,0.0,1.0,1.0,55.0,5.625,10.0,800.0
1.0,0.0,0.0,0.0,1.0,1.0,69.53,4.625,20.65,656.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,4.25,17.6,714.0
1.0,0.0,0.0,0.0,1.0,1.0,78.89,5.9,28.4,647.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,4.125,32.4,718.0
0.0,0.0,0.0,0.0,1.0,1.0,90.0,4.125,35.1,812.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.375,23.6,660.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,4.375,22.0,675.0
1.0,0.0,1.0,0.0,1.0,1.0,58.57,4.0,41.0,780.0
1.0,0.0,0.0,0.0,1.0,1.0,87.91,9.875,18.9,611.0
1.0,0.0,0.0,0.0,1.0,1.0,70.0,4.375,18.9,773.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.0,28.8,699.0
1.0,0.0,0.0,0.0,1.0,1.0,77.14,6.0,21.6,746.0
1.0,0.0,1.0,0.0,1.0,1.0,65.91,6.75,14.5,591.0
0.0,0.0,0.0,0.0,1.0,1.0,78.03,3.125,15.84,735.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,4.875,25.44,798.0
1.0,0.0,0.0,0.0,1.0,1.0,74.89,3.75,51.675,730.0
0.0,0.0,1.0,0.0,1.0,0.0,45.1,4.375,11.5,722.0
0.0,0.0,0.0,0.0,1.0,1.0,78.33,5.79,18.8,649.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.25,17.2,659.0
1.0,0.0,0.0,0.0,1.0,1.0,79.85,5.75,24.832,652.0
1.0,0.0,0.0,0.0,1.0,1.0,79.97,6.14,20.792,644.0
1.0,0.0,0.0,0.0,1.0,1.0,79.38,6.59,20.64,635.0
1.0,0.0,1.0,0.0,1.0,1.0,87.08,6.34,20.9,671.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,5.0,19.6,690.0
1.0,0.0,1.0,0.0,1.0,1.0,88.84,6.5,23.01,717.0
0.0,0.0,1.0,0.0,1.0,1.0,75.0,3.5,36.375,761.0
1.0,0.0,1.0,0.0,1.0,1.0,60.43,6.0,11.3,600.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,8.0,25.11,609.0
0.0,0.0,1.0,0.0,1.0,1.0,91.2,6.375,34.2,626.0
0.0,0.0,1.0,0.0,1.0,1.0,82.69,7.0,21.5,670.0
0.0,0.0,1.0,0.0,1.0,1.0,95.0,7.25,31.35,620.0
0.0,0.0,1.0,0.0,1.0,1.0,89.96,7.875,24.29,605.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,7.4,22.8,580.0
1.0,0.0,0.0,0.0,1.0,1.0,78.08,8.09,22.8,635.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,8.025,17.12,669.0
1.0,0.0,1.0,0.0,1.0,1.0,75.0,7.0,15.375,620.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,5.0,26.973,574.0
1.0,0.0,0.0,0.0,1.0,1.0,85.0,8.7,20.825,567.0
1.0,0.0,0.0,0.0,1.0,1.0,79.84,8.15,20.52,620.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,5.625,21.33,612.0
1.0,0.0,0.0,0.0,1.0,1.0,85.0,7.25,22.1,581.0
1.0,0.0,1.0,0.0,1.0,1.0,83.63,6.75,25.925,634.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,7.75,18.8,627.0
1.0,0.0,1.0,0.0,1.0,1.0,95.0,8.875,9.975,624.0
1.0,0.0,1.0,0.0,1.0,1.0,95.0,7.625,27.835,644.0
1.0,0.0,0.0,0.0,1.0,1.0,78.98,8.3,24.88,758.0
0.0,0.0,1.0,0.0,1.0,1.0,88.77,7.625,18.775,596.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,8.7,29.32,656.0
1.0,0.0,1.0,0.0,1.0,1.0,69.57,7.125,40.0,562.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,2.0,16.96,611.0
1.0,0.0,1.0,0.0,1.0,1.0,65.0,8.375,29.25,648.0
1.0,0.0,1.0,0.0,1.0,1.0,64.85,6.0,21.4,595.0
0.0,0.0,0.0,0.0,1.0,1.0,77.56,2.0,19.7776,607.0
1.0,0.0,1.0,0.0,1.0,1.0,57.65,7.875,19.6,531.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,6.875,20.7,630.0
0.0,0.0,1.0,0.0,1.0,1.0,72.0,7.875,19.44,578.0
0.0,0.0,1.0,0.0,1.0,1.0,71.92,6.5,26.25,586.0
0.0,0.0,0.0,0.0,1.0,1.0,76.44,2.0,17.2,742.0
1.0,0.0,1.0,0.0,1.0,1.0,76.93,8.0,23.08,534.0
0.0,0.0,1.0,0.0,1.0,1.0,68.29,2.0,14.0,557.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.905,23.85,642.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,8.125,18.56,703.0
1.0,0.0,1.0,0.0,1.0,1.0,71.25,7.2,14.25,604.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,4.375,18.96,624.0
1.0,0.0,1.0,0.0,1.0,1.0,83.33,4.625,19.5,616.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.0,23.2,614.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,8.25,20.23,638.0
1.0,0.0,0.0,0.0,1.0,1.0,78.47,7.5,20.56,628.0
0.0,0.0,1.0,0.0,1.0,1.0,63.62,8.375,14.95,562.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.875,24.75,596.0
0.0,0.0,1.0,0.0,1.0,1.0,75.0,7.5,26.25,605.0
1.0,0.0,1.0,0.0,1.0,1.0,74.07,5.542,20.0,686.0
1.0,0.0,1.0,0.0,1.0,1.0,78.6,6.5,18.0,662.0
1.0,0.0,1.0,0.0,1.0,1.0,70.0,7.75,26.74,577.0
1.0,0.0,1.0,0.0,1.0,1.0,76.15,8.25,18.2,536.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,8.3,21.12,575.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,5.875,18.4,635.0
0.0,0.0,1.0,0.0,1.0,1.0,66.0,6.875,17.82,527.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.375,18.19,570.0
1.0,0.0,1.0,0.0,1.0,1.0,65.57,7.125,20.0,541.0
0.0,0.0,1.0,0.0,1.0,1.0,74.74,6.375,21.3,562.0
0.0,0.0,1.0,0.0,1.0,1.0,87.93,4.0,15.3,622.0
1.0,0.0,0.0,0.0,1.0,1.0,86.59,5.0,25.11,609.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,7.95,26.91,698.0
1.0,0.0,0.0,0.0,1.0,1.0,76.8,4.0,19.2,608.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.4,36.0,599.0
1.0,0.0,0.0,0.0,1.0,1.0,79.03,7.7,19.52,730.0
1.0,0.0,0.0,1.0,1.0,0.0,19.79,10.5,5.7,706.0
1.0,0.0,0.0,1.0,1.0,0.0,20.0,12.0,7.998,597.0
0.0,0.0,1.0,0.0,1.0,1.0,76.98,3.875,16.55,538.0
1.0,0.0,0.0,1.0,1.0,0.0,20.0,11.35,4.6,691.0
1.0,0.0,1.0,0.0,1.0,1.0,83.72,7.375,36.0,585.0
1.0,0.0,0.0,0.0,1.0,1.0,79.37,7.65,20.0,617.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.4,15.16,756.0
1.0,0.0,1.0,0.0,1.0,1.0,84.71,6.75,21.6,579.0
1.0,0.0,1.0,1.0,1.0,0.0,20.0,12.7,16.0,634.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,9.7,15.44,555.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.5,30.0,648.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,8.5,27.0,599.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,8.15,19.12,690.0
0.0,0.0,0.0,0.0,1.0,1.0,72.5,7.75,19.575,535.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,5.625,16.96,588.0
0.0,0.0,0.0,0.0,1.0,1.0,78.69,2.0,24.0,644.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,8.65,19.0,710.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,8.25,18.56,661.0
0.0,0.0,0.0,0.0,1.0,1.0,78.43,2.875,20.0,741.0
1.0,0.0,1.0,1.0,1.0,0.0,14.54,11.125,3.9986,644.0
1.0,0.0,1.0,0.0,1.0,1.0,66.08,8.25,15.0,617.0
1.0,0.0,1.0,0.0,1.0,1.0,85.98,7.25,22.01,640.0
0.0,0.0,1.0,0.0,1.0,1.0,55.56,6.625,12.5,771.0
0.0,0.0,0.0,0.0,1.0,1.0,79.74,2.0,24.24,747.0
1.0,0.0,0.0,0.0,1.0,1.0,79.89,8.25,32.9164,632.0
1.0,0.0,1.0,0.0,0.0,1.0,80.0,7.375,14.0,620.0
0.0,0.0,1.0,0.0,0.0,1.0,89.59,2.375,23.83,633.0
0.0,0.0,1.0,0.0,1.0,1.0,64.65,3.125,19.2,619.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,9.05,18.4,626.0
0.0,0.0,1.0,0.0,1.0,1.0,82.72,6.5,29.2,610.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,9.17,43.6,633.0
1.0,0.0,1.0,0.0,1.0,1.0,87.3,7.125,22.35,601.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.375,22.86,637.0
0.0,0.0,1.0,0.0,1.0,1.0,49.34,6.65,15.0,620.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.55,19.71,647.0
1.0,0.0,1.0,0.0,1.0,1.0,88.13,6.5,28.2,674.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,5.375,25.56,594.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,4.0,16.72,584.0
0.0,0.0,1.0,0.0,1.0,1.0,65.0,6.0,18.85,774.0
1.0,0.0,1.0,0.0,1.0,1.0,70.0,3.875,20.16,622.0
1.0,0.0,1.0,0.0,1.0,1.0,69.47,6.375,26.33,606.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,3.75,20.16,517.0
0.0,0.0,1.0,0.0,1.0,0.0,36.52,7.35,21.0,578.0
0.0,0.0,1.0,0.0,1.0,1.0,59.55,7.25,20.01,598.0
0.0,0.0,1.0,0.0,1.0,1.0,58.25,7.625,18.0,508.0
1.0,0.0,1.0,0.0,1.0,1.0,67.59,7.5,18.25,578.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.75,20.32,663.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,4.0,17.2,537.0
1.0,0.0,0.0,0.0,1.0,1.0,79.98,7.375,31.992,597.0
1.0,0.0,1.0,0.0,1.0,1.0,64.52,6.875,14.775,603.0
1.0,0.0,1.0,0.0,0.0,1.0,81.55,6.75,21.3661,591.0
1.0,0.0,0.0,0.0,1.0,1.0,78.86,7.8,16.56,698.0
0.0,0.0,0.0,0.0,1.0,1.0,89.42,4.575,28.345,554.0
1.0,0.0,0.0,0.0,1.0,1.0,78.77,6.375,25.6,754.0
0.0,0.0,1.0,0.0,1.0,1.0,68.0,7.625,17.0,527.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,8.375,17.76,612.0
0.0,0.0,1.0,0.0,1.0,1.0,51.61,6.45,16.0,684.0
1.0,0.0,1.0,0.0,1.0,1.0,80.8,8.25,20.2,548.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.625,18.7,536.0
1.0,0.0,0.0,0.0,0.0,1.0,80.0,8.6,17.6,648.0
0.0,0.0,1.0,0.0,1.0,1.0,66.95,6.875,66.95,611.0
0.0,0.0,1.0,0.0,1.0,1.0,53.04,7.0,14.85,599.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.3,17.28,710.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.85,24.4,693.0
1.0,0.0,1.0,0.0,1.0,1.0,83.64,8.75,18.4,606.0
1.0,0.0,1.0,0.0,0.0,1.0,90.0,8.0,36.0,582.0
1.0,0.0,1.0,0.0,1.0,1.0,85.82,7.375,23.6,593.0
0.0,0.0,1.0,0.0,0.0,1.0,75.0,9.4,19.35,531.0
1.0,0.0,1.0,0.0,1.0,1.0,58.0,8.1,20.3,599.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.75,33.57,555.0
0.0,0.0,1.0,0.0,1.0,1.0,85.0,7.75,21.42,684.0
0.0,0.0,1.0,0.0,1.0,1.0,72.77,8.0,17.1,521.0
1.0,0.0,1.0,0.0,0.0,1.0,75.0,7.625,19.35,587.0
1.0,0.0,1.0,0.0,0.0,1.0,70.59,7.95,18.0,570.0
1.0,0.0,1.0,0.0,0.0,1.0,82.05,6.875,22.4,594.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,8.375,16.8,541.0
1.0,0.0,1.0,0.0,0.0,1.0,80.0,4.125,13.6,569.0
1.0,0.0,1.0,0.0,1.0,1.0,61.22,8.125,30.0,566.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.0,22.0,595.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,9.385,20.52,612.0
1.0,0.0,1.0,0.0,1.0,1.0,75.0,5.875,19.875,671.0
0.0,0.0,1.0,0.0,1.0,1.0,85.0,4.338,17.0,657.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,9.25,31.5,641.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.25,15.3,554.0
1.0,0.0,0.0,0.0,1.0,1.0,77.46,7.125,24.4,685.0
1.0,0.0,1.0,0.0,1.0,1.0,82.86,4.0,20.3,639.0
1.0,0.0,0.0,0.0,1.0,1.0,79.22,8.85,16.24,620.0
1.0,0.0,1.0,0.0,1.0,1.0,70.0,9.9,18.9,507.0
0.0,0.0,0.0,0.0,0.0,1.0,79.59,2.0,22.525,655.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.875,22.48,663.0
1.0,0.0,1.0,0.0,0.0,1.0,90.0,8.3,35.55,634.0
1.0,0.0,1.0,0.0,0.0,1.0,71.88,8.7,45.0,525.0
1.0,0.0,1.0,0.0,0.0,1.0,82.29,7.85,28.8,552.0
1.0,0.0,0.0,0.0,0.0,1.0,80.0,8.6,20.48,549.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,9.75,8.82,625.0
1.0,0.0,1.0,0.0,0.0,1.0,90.0,6.625,27.9,665.0
0.0,0.0,1.0,0.0,1.0,1.0,85.0,6.25,26.52,745.0
0.0,0.0,1.0,0.0,0.0,1.0,83.09,6.25,22.85,742.0
1.0,0.0,0.0,0.0,0.0,1.0,78.35,7.6,26.64,664.0
0.0,0.0,0.0,0.0,1.0,1.0,85.0,8.1,30.77,565.0
1.0,0.0,1.0,0.0,0.0,1.0,95.0,9.5,25.175,573.0
1.0,0.0,1.0,0.0,1.0,1.0,70.83,7.25,17.0,547.0
1.0,0.0,1.0,0.0,0.0,1.0,90.0,9.15,19.62,595.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,8.375,36.9,590.0
1.0,0.0,1.0,0.0,1.0,1.0,58.69,7.125,13.85,565.0
1.0,0.0,1.0,0.0,1.0,1.0,65.87,7.0,19.761,507.0
0.0,0.0,0.0,0.0,1.0,0.0,46.67,6.35,14.0,785.0
0.0,0.0,1.0,0.0,0.0,1.0,70.0,6.15,22.75,657.0
0.0,0.0,1.0,0.0,0.0,1.0,90.0,7.55,20.7,655.0
1.0,0.0,1.0,0.0,0.0,1.0,90.0,7.175,20.7,655.0
1.0,0.0,1.0,0.0,1.0,1.0,74.45,6.75,18.91,532.0
0.0,0.0,1.0,0.0,0.0,1.0,90.0,2.0,22.05,601.0
1.0,0.0,1.0,0.0,1.0,1.0,56.13,6.875,17.4,571.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.5,19.8,604.0
1.0,0.0,1.0,0.0,1.0,1.0,75.41,7.3,23.0,604.0
0.0,0.0,1.0,0.0,1.0,0.0,37.02,6.625,8.7,650.0
1.0,0.0,1.0,0.0,0.0,1.0,90.0,8.875,38.25,548.0
0.0,0.0,1.0,0.0,1.0,1.0,69.96,8.95,19.1,583.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,2.0,15.2,719.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.85,20.4,642.0
