absent,aide,black,boy,freelunch,id,mathscore,readscore,regular,schid,schrural,schurban,small,tchexper,tchid,tchmasters,tchwhite,totalscore,white_asian
13.0,1,0.0,1.0,0.0,12671,494,421,0,201449,1.0,0.0,0,12.0,20144902,1.0,1.0,915.0,1.0
18.0,0,0.0,0.0,0.0,12672,576,492,0,201449,1.0,0.0,1,4.0,20144901,1.0,1.0,1068.0,1.0
12.0,0,0.0,0.0,1.0,12673,506,448,1,201449,1.0,0.0,0,6.0,20144903,1.0,1.0,954.0,1.0
6.0,1,0.0,0.0,0.0,12675,547,455,0,201449,1.0,0.0,0,12.0,20144902,1.0,1.0,1002.0,0.0
4.0,0,0.0,0.0,0.0,12676,513,460,0,162184,1.0,0.0,1,2.0,16218404,0.0,1.0,973.0,1.0
4.0,0,0.0,0.0,0.0,12677,489,425,1,203452,1.0,0.0,0,20.0,20345205,0.0,1.0,914.0,1.0
10.0,0,0.0,0.0,0.0,12678,559,500,1,203457,1.0,0.0,0,12.0,20345701,1.0,1.0,1059.0,1.0
23.0,0,0.0,0.0,1.0,12679,494,445,0,203452,1.0,0.0,1,19.0,20345203,0.0,1.0,939.0,1.0
31.0,0,0.0,1.0,0.0,12680,500,419,1,203452,1.0,0.0,0,20.0,20345205,0.0,1.0,919.0,1.0
17.0,0,0.0,0.0,0.0,12681,576,492,0,161183,1.0,0.0,1,6.0,16118303,1.0,1.0,1068.0,1.0
17.0,1,0.0,0.0,0.0,12682,576,492,0,161183,1.0,0.0,0,10.0,16118302,1.0,1.0,1068.0,1.0
6.0,0,0.0,0.0,0.0,12683,412,416,1,128079,1.0,0.0,0,8.0,12807901,0.0,1.0,828.0,1.0
1.0,1,0.0,0.0,0.0,12684,449,434,0,212522,0.0,1.0,0,13.0,21252202,0.0,1.0,883.0,1.0
3.0,1,0.0,0.0,0.0,12685,489,458,0,205488,0.0,0.0,0,0.0,20548801,0.0,1.0,947.0,1.0
0.0,0,1.0,1.0,1.0,12686,520,487,0,205492,0.0,0.0,1,3.0,20549204,0.0,1.0,1007.0,0.0
11.0,0,0.0,1.0,0.0,12687,463,403,0,205491,0.0,0.0,1,15.0,20549102,0.0,1.0,866.0,1.0
7.0,0,0.0,0.0,0.0,12688,494,425,1,212522,0.0,1.0,0,4.0,21252205,1.0,1.0,919.0,1.0
9.0,1,0.0,0.0,0.0,12692,489,433,0,212522,0.0,1.0,0,13.0,21252202,0.0,1.0,922.0,1.0
23.0,1,0.0,1.0,0.0,12695,478,436,0,205488,0.0,0.0,0,0.0,20548801,0.0,1.0,914.0,1.0
16.0,1,0.0,0.0,1.0,12696,489,427,0,212522,0.0,1.0,0,,21252201,0.0,0.0,916.0,1.0
5.0,1,1.0,1.0,1.0,12697,399,374,0,205490,0.0,1.0,0,11.0,20549002,0.0,1.0,773.0,0.0
7.0,1,0.0,0.0,1.0,12698,434,413,0,205492,0.0,0.0,0,0.0,20549201,0.0,1.0,847.0,1.0
7.0,0,0.0,0.0,0.0,12699,506,470,0,205488,0.0,0.0,1,4.0,20548803,1.0,1.0,976.0,1.0
0.0,0,0.0,1.0,0.0,12702,484,427,1,208501,1.0,0.0,0,13.0,20850101,0.0,1.0,911.0,1.0
8.0,0,0.0,1.0,0.0,12703,439,398,1,209510,1.0,0.0,0,8.0,20951001,1.0,0.0,837.0,1.0
2.0,0,0.0,1.0,0.0,12704,500,447,1,208501,1.0,0.0,0,13.0,20850101,0.0,1.0,947.0,1.0
15.0,0,0.0,1.0,1.0,12705,559,424,1,208501,1.0,0.0,0,13.0,20850101,0.0,1.0,983.0,1.0
0.0,1,0.0,0.0,0.0,12706,418,402,0,209510,1.0,0.0,0,3.0,20951002,0.0,1.0,820.0,1.0
7.0,1,0.0,0.0,1.0,12707,478,430,0,209510,1.0,0.0,0,13.0,20951003,0.0,1.0,908.0,1.0
16.0,0,1.0,1.0,1.0,12709,506,431,1,221571,1.0,0.0,0,3.0,22157101,0.0,0.0,937.0,0.0
3.0,0,0.0,1.0,0.0,12712,468,427,0,212522,0.0,1.0,1,21.0,21252203,0.0,1.0,895.0,1.0
10.0,0,1.0,0.0,1.0,12713,494,445,1,212522,0.0,1.0,0,4.0,21252205,1.0,1.0,939.0,0.0
5.0,0,0.0,1.0,1.0,12714,536,461,0,193422,1.0,0.0,1,8.0,19342202,0.0,1.0,997.0,1.0
23.0,1,0.0,0.0,0.0,12715,626,461,0,215533,1.0,0.0,0,9.0,21553304,0.0,1.0,1087.0,1.0
5.0,1,0.0,0.0,1.0,12716,468,428,0,193422,1.0,0.0,0,9.0,19342201,0.0,1.0,896.0,1.0
10.0,1,0.0,0.0,0.0,12717,468,453,0,215533,1.0,0.0,0,3.0,21553301,0.0,1.0,921.0,1.0
11.0,0,0.0,1.0,1.0,12718,459,427,1,193423,1.0,0.0,0,13.0,19342304,1.0,1.0,886.0,1.0
4.0,0,0.0,1.0,0.0,12719,434,403,1,215533,1.0,0.0,0,0.0,21553306,0.0,1.0,837.0,1.0
30.0,0,0.0,1.0,1.0,12720,576,458,1,193423,1.0,0.0,0,13.0,19342304,1.0,1.0,1034.0,1.0
3.0,0,0.0,0.0,0.0,12721,536,478,1,215533,1.0,0.0,0,0.0,21553306,0.0,1.0,1014.0,1.0
7.0,1,0.0,1.0,1.0,12722,489,424,0,230612,1.0,0.0,0,6.0,23061201,0.0,1.0,913.0,1.0
17.0,1,0.0,0.0,0.0,12723,506,460,0,170295,1.0,0.0,0,14.0,17029502,0.0,1.0,966.0,1.0
2.0,1,0.0,1.0,0.0,12724,494,451,0,170295,1.0,0.0,0,14.0,17029502,0.0,1.0,945.0,1.0
8.0,0,0.0,1.0,1.0,12725,506,436,1,193423,1.0,0.0,0,13.0,19342304,1.0,1.0,942.0,1.0
1.0,0,0.0,0.0,0.0,12726,559,478,1,170295,1.0,0.0,0,19.0,17029501,0.0,1.0,1037.0,1.0
7.0,1,1.0,0.0,0.0,12728,463,418,0,180344,0.0,1.0,0,11.0,18034403,0.0,1.0,881.0,0.0
0.0,0,0.0,0.0,0.0,12729,528,605,0,170295,1.0,0.0,1,1.0,17029504,0.0,1.0,1133.0,1.0
1.0,0,0.0,1.0,0.0,12730,547,470,0,215533,1.0,0.0,1,4.0,21553305,0.0,1.0,1017.0,1.0
14.0,0,0.0,0.0,1.0,12731,489,419,1,159171,1.0,0.0,0,10.0,15917103,0.0,1.0,908.0,1.0
3.0,0,0.0,1.0,0.0,12732,449,418,0,221574,1.0,0.0,1,1.0,22157401,0.0,1.0,867.0,1.0
2.0,0,0.0,1.0,0.0,12734,484,419,1,221571,1.0,0.0,0,3.0,22157101,0.0,0.0,903.0,1.0
10.0,0,0.0,1.0,1.0,12735,528,427,0,221571,1.0,0.0,1,21.0,22157104,0.0,1.0,955.0,1.0
11.0,0,0.0,1.0,1.0,12736,434,388,0,221571,1.0,0.0,1,3.0,22157102,0.0,1.0,822.0,1.0
17.0,1,0.0,0.0,0.0,12738,520,440,0,221574,1.0,0.0,0,8.0,22157402,1.0,1.0,960.0,1.0
7.0,1,0.0,0.0,0.0,12739,626,545,0,221574,1.0,0.0,0,8.0,22157402,1.0,1.0,1171.0,1.0
4.0,0,0.0,1.0,0.0,12741,468,425,0,209510,1.0,0.0,1,10.0,20951004,0.0,1.0,893.0,1.0
8.0,1,0.0,1.0,0.0,12742,429,418,0,221571,1.0,0.0,0,7.0,22157105,0.0,1.0,847.0,1.0
7.0,1,0.0,0.0,0.0,12743,439,418,0,221571,1.0,0.0,0,7.0,22157105,0.0,1.0,857.0,1.0
13.0,0,0.0,0.0,0.0,12745,468,408,1,221571,1.0,0.0,0,13.0,22157103,1.0,1.0,876.0,1.0
11.0,0,0.0,0.0,0.0,12746,484,468,1,209510,1.0,0.0,0,8.0,20951001,1.0,0.0,952.0,1.0
9.0,0,0.0,1.0,0.0,12748,547,465,0,209510,1.0,0.0,1,15.0,20951005,0.0,1.0,1012.0,1.0
3.0,1,0.0,1.0,0.0,12749,494,408,0,128076,0.0,0.0,0,7.0,12807603,0.0,1.0,902.0,1.0
5.0,1,0.0,1.0,0.0,12750,459,433,0,128068,1.0,0.0,0,11.0,12806803,0.0,1.0,892.0,1.0
7.0,0,0.0,1.0,0.0,12751,434,405,1,128068,1.0,0.0,0,1.0,12806802,0.0,1.0,839.0,1.0
34.0,1,0.0,0.0,1.0,12752,473,414,0,212522,0.0,1.0,0,13.0,21252202,0.0,1.0,887.0,1.0
5.0,0,0.0,1.0,0.0,12754,489,403,1,225585,1.0,0.0,0,13.0,22558501,1.0,1.0,892.0,1.0
7.0,0,0.0,0.0,0.0,12755,429,397,1,225585,1.0,0.0,0,13.0,22558503,0.0,0.0,826.0,1.0
5.0,0,0.0,1.0,0.0,12756,500,419,1,225585,1.0,0.0,0,13.0,22558503,0.0,0.0,919.0,1.0
2.0,0,0.0,1.0,0.0,12758,626,507,0,228606,1.0,0.0,1,14.0,22860604,0.0,1.0,1133.0,1.0
8.0,0,0.0,1.0,0.0,12759,484,422,1,228606,1.0,0.0,0,13.0,22860602,0.0,1.0,906.0,1.0
7.0,0,1.0,0.0,1.0,12760,444,407,1,173312,1.0,0.0,0,11.0,17331202,1.0,1.0,851.0,0.0
9.0,1,0.0,0.0,1.0,12764,459,418,0,228606,1.0,0.0,0,8.0,22860601,1.0,1.0,877.0,1.0
0.0,0,0.0,0.0,0.0,12765,520,450,0,162184,1.0,0.0,1,2.0,16218404,0.0,1.0,970.0,1.0
34.0,1,0.0,0.0,1.0,12766,459,424,0,231616,1.0,0.0,0,12.0,23161601,0.0,1.0,883.0,1.0
7.0,1,0.0,0.0,1.0,12767,626,490,0,230612,1.0,0.0,0,6.0,23061201,0.0,1.0,1116.0,1.0
9.0,1,0.0,1.0,0.0,12768,484,397,0,230612,1.0,0.0,0,6.0,23061201,0.0,1.0,881.0,1.0
64.0,1,0.0,1.0,1.0,12769,547,458,0,231616,1.0,0.0,0,12.0,23161601,0.0,1.0,1005.0,1.0
21.0,0,0.0,1.0,0.0,12770,559,455,0,261927,1.0,0.0,1,3.0,26192703,0.0,1.0,1014.0,1.0
17.0,1,0.0,0.0,0.0,12771,576,442,0,261927,1.0,0.0,0,11.0,26192701,1.0,1.0,1018.0,1.0
5.0,0,0.0,1.0,0.0,12772,576,450,0,176329,1.0,0.0,1,27.0,17632902,0.0,1.0,1026.0,1.0
8.0,0,0.0,1.0,0.0,12773,429,427,1,261927,1.0,0.0,0,13.0,26192702,1.0,1.0,856.0,1.0
2.0,0,0.0,0.0,1.0,12774,520,439,1,162184,1.0,0.0,0,4.0,16218401,0.0,1.0,959.0,1.0
7.0,1,0.0,0.0,0.0,12775,489,433,0,231616,1.0,0.0,0,12.0,23161601,0.0,1.0,922.0,1.0
6.0,1,0.0,1.0,0.0,12776,500,453,0,169280,0.0,0.0,0,7.0,16928003,0.0,1.0,953.0,1.0
16.0,0,0.0,0.0,0.0,12777,520,430,1,123056,1.0,0.0,0,16.0,12305603,0.0,1.0,950.0,1.0
11.0,1,0.0,1.0,0.0,12778,513,428,0,234628,1.0,0.0,0,9.0,23462803,1.0,1.0,941.0,1.0
29.0,0,0.0,1.0,0.0,12779,449,425,0,234628,1.0,0.0,1,9.0,23462801,0.0,1.0,874.0,1.0
16.0,1,0.0,1.0,1.0,12780,434,407,0,234628,1.0,0.0,0,9.0,23462803,1.0,1.0,841.0,1.0
3.0,0,0.0,0.0,0.0,12784,484,445,1,165199,0.0,1.0,0,3.0,16519902,0.0,1.0,929.0,1.0
6.0,1,1.0,1.0,1.0,12785,513,411,0,112038,0.0,1.0,0,17.0,11203803,0.0,1.0,924.0,0.0
21.0,0,0.0,1.0,1.0,12786,478,410,1,123056,1.0,0.0,0,16.0,12305603,0.0,1.0,888.0,1.0
14.0,0,1.0,0.0,0.0,12787,520,463,0,244776,0.0,1.0,1,8.0,24477602,1.0,1.0,983.0,0.0
2.0,0,1.0,1.0,1.0,12788,468,437,0,244764,0.0,1.0,1,13.0,24476402,1.0,0.0,905.0,0.0
3.0,0,1.0,1.0,1.0,12789,439,408,0,244818,0.0,1.0,1,10.0,24481802,1.0,0.0,847.0,0.0
2.0,1,1.0,1.0,1.0,12790,423,419,0,244776,0.0,1.0,0,10.0,24477606,1.0,0.0,842.0,0.0
22.0,1,1.0,0.0,1.0,12791,434,416,0,244776,0.0,1.0,0,10.0,24477606,1.0,0.0,850.0,0.0
2.0,1,1.0,0.0,1.0,12792,506,437,0,244697,0.0,1.0,0,5.0,24469703,1.0,1.0,943.0,0.0
13.0,1,1.0,0.0,1.0,12793,473,447,0,244831,0.0,0.0,0,2.0,24483103,0.0,1.0,920.0,0.0
7.0,1,1.0,1.0,1.0,12795,478,413,0,244831,0.0,0.0,0,2.0,24483103,0.0,1.0,891.0,0.0
16.0,0,0.0,0.0,0.0,12797,576,472,1,244745,0.0,0.0,0,1.0,24474503,0.0,0.0,1048.0,1.0
24.0,0,1.0,0.0,0.0,12798,494,434,1,244839,0.0,0.0,0,1.0,24483901,0.0,1.0,928.0,0.0
0.0,0,1.0,0.0,1.0,12800,528,456,1,244736,0.0,1.0,0,0.0,24473602,0.0,1.0,984.0,0.0
3.0,0,1.0,0.0,1.0,12801,489,431,0,244774,0.0,1.0,1,6.0,24477402,0.0,0.0,920.0,0.0
2.0,1,1.0,1.0,1.0,12802,484,447,0,244697,0.0,1.0,0,5.0,24469703,1.0,1.0,931.0,0.0
12.0,0,1.0,0.0,1.0,12803,559,461,0,244806,0.0,1.0,1,11.0,24480607,0.0,1.0,1020.0,0.0
19.0,0,1.0,0.0,0.0,12804,454,407,1,244818,0.0,1.0,0,10.0,24481801,0.0,0.0,861.0,0.0
3.0,0,1.0,1.0,0.0,12805,468,411,0,244839,0.0,0.0,1,11.0,24483905,0.0,0.0,879.0,0.0
0.0,0,1.0,1.0,1.0,12806,478,468,0,244727,0.0,0.0,1,21.0,24472701,0.0,1.0,946.0,0.0
5.0,0,1.0,1.0,1.0,12807,463,431,1,244776,0.0,1.0,0,9.0,24477604,0.0,0.0,894.0,0.0
16.0,1,1.0,0.0,1.0,12808,478,450,0,244764,0.0,1.0,0,1.0,24476401,0.0,0.0,928.0,0.0
2.0,1,1.0,0.0,1.0,12809,459,437,0,244697,0.0,1.0,0,5.0,24469703,1.0,1.0,896.0,0.0
4.0,0,1.0,0.0,1.0,12810,473,408,0,244806,0.0,1.0,1,1.0,24480601,0.0,1.0,881.0,0.0
1.0,0,0.0,1.0,1.0,12812,528,430,1,244839,0.0,0.0,0,20.0,24483903,0.0,0.0,958.0,1.0
25.0,0,1.0,1.0,1.0,12813,399,380,1,244697,0.0,1.0,0,6.0,24469701,1.0,1.0,779.0,0.0
4.0,0,1.0,1.0,0.0,12814,520,430,0,244799,0.0,0.0,1,5.0,24479903,0.0,0.0,950.0,0.0
15.0,1,1.0,1.0,1.0,12815,484,419,0,244774,0.0,1.0,0,1.0,24477403,0.0,1.0,903.0,0.0
12.0,0,1.0,0.0,1.0,12817,484,458,0,244697,0.0,1.0,1,14.0,24469705,0.0,0.0,942.0,0.0
14.0,0,1.0,1.0,1.0,12818,547,461,0,244780,0.0,1.0,1,2.0,24478003,0.0,1.0,1008.0,0.0
12.0,1,1.0,0.0,1.0,12820,576,503,0,244780,0.0,1.0,0,24.0,24478001,1.0,1.0,1079.0,0.0
8.0,0,1.0,0.0,1.0,12821,405,380,1,244697,0.0,1.0,0,6.0,24469701,1.0,1.0,785.0,0.0
12.0,0,1.0,0.0,1.0,12822,444,414,1,244818,0.0,1.0,0,10.0,24481801,0.0,0.0,858.0,0.0
4.0,1,0.0,1.0,0.0,12823,536,507,0,205489,0.0,0.0,0,3.0,20548903,0.0,1.0,1043.0,1.0
3.0,0,1.0,1.0,0.0,12825,559,448,0,244839,0.0,0.0,1,0.0,24483904,0.0,1.0,1007.0,0.0
5.0,1,0.0,1.0,1.0,12832,478,453,0,173312,1.0,0.0,0,13.0,17331203,0.0,1.0,931.0,1.0
9.0,0,0.0,1.0,1.0,12833,484,445,1,216536,1.0,0.0,0,1.0,21653605,0.0,1.0,929.0,1.0
1.0,1,0.0,1.0,0.0,12835,478,455,0,252885,1.0,0.0,0,9.0,25288504,0.0,1.0,933.0,1.0
7.0,0,0.0,1.0,0.0,12836,513,425,0,216536,1.0,0.0,1,22.0,21653604,0.0,1.0,938.0,1.0
5.0,1,0.0,0.0,0.0,12837,520,433,0,216536,1.0,0.0,0,13.0,21653602,1.0,1.0,953.0,1.0
15.0,0,0.0,1.0,0.0,12838,478,460,1,252885,1.0,0.0,0,10.0,25288502,1.0,1.0,938.0,1.0
14.0,0,0.0,1.0,0.0,12839,559,474,1,216536,1.0,0.0,0,2.0,21653601,0.0,1.0,1033.0,1.0
3.0,0,0.0,1.0,0.0,12840,489,425,0,216536,1.0,0.0,1,8.0,21653603,1.0,1.0,914.0,1.0
12.0,0,0.0,0.0,0.0,12841,559,467,0,216536,1.0,0.0,1,22.0,21653604,0.0,1.0,1026.0,1.0
5.0,0,0.0,0.0,1.0,12842,528,439,0,216536,1.0,0.0,1,8.0,21653603,1.0,1.0,967.0,1.0
7.0,0,1.0,0.0,1.0,12844,463,443,1,244728,0.0,1.0,0,15.0,24472803,1.0,0.0,906.0,0.0
8.0,0,0.0,1.0,0.0,12845,536,437,1,253888,1.0,0.0,0,0.0,25388802,0.0,1.0,973.0,1.0
5.0,0,0.0,1.0,0.0,12846,473,439,1,169229,0.0,0.0,0,11.0,16922902,0.0,1.0,912.0,1.0
3.0,0,0.0,1.0,0.0,12848,463,408,1,216536,1.0,0.0,0,1.0,21653605,0.0,1.0,871.0,1.0
16.0,0,0.0,1.0,1.0,12849,439,405,1,257905,0.0,1.0,0,5.0,25790504,0.0,1.0,844.0,1.0
10.0,0,0.0,1.0,0.0,12850,626,627,0,257905,0.0,1.0,1,14.0,25790502,0.0,1.0,1253.0,1.0
17.0,0,0.0,1.0,1.0,12851,449,431,1,257899,1.0,0.0,0,13.0,25789901,1.0,1.0,880.0,1.0
4.0,0,0.0,1.0,0.0,12852,484,439,0,257899,1.0,0.0,1,13.0,25789902,1.0,1.0,923.0,1.0
18.0,1,0.0,0.0,0.0,12853,576,474,0,257905,0.0,1.0,0,14.0,25790505,0.0,1.0,1050.0,1.0
9.0,0,0.0,0.0,0.0,12854,513,474,0,257905,0.0,1.0,1,14.0,25790502,0.0,1.0,987.0,1.0
9.0,0,0.0,0.0,0.0,12856,536,442,1,257899,1.0,0.0,0,12.0,25789904,1.0,1.0,978.0,1.0
6.0,0,0.0,0.0,0.0,12857,520,451,1,257899,1.0,0.0,0,13.0,25789901,1.0,1.0,971.0,1.0
,0,0.0,0.0,0.0,12858,454,445,1,257905,0.0,1.0,0,5.0,25790504,0.0,1.0,899.0,1.0
14.0,0,0.0,0.0,1.0,12859,478,437,1,257899,1.0,0.0,0,13.0,25789901,1.0,1.0,915.0,1.0
24.0,0,0.0,0.0,0.0,12860,559,458,1,253888,1.0,0.0,0,0.0,25388802,0.0,1.0,1017.0,1.0
20.0,0,0.0,0.0,0.0,12861,489,478,0,257905,0.0,1.0,1,7.0,25790501,1.0,1.0,967.0,1.0
14.0,0,0.0,0.0,0.0,12862,439,419,0,253888,1.0,0.0,1,5.0,25388803,0.0,1.0,858.0,1.0
11.0,0,0.0,0.0,0.0,12864,468,470,0,257905,0.0,1.0,1,14.0,25790502,0.0,1.0,938.0,1.0
4.0,0,0.0,0.0,1.0,12865,559,437,1,261927,1.0,0.0,0,13.0,26192702,1.0,1.0,996.0,1.0
1.0,1,1.0,1.0,0.0,12866,500,439,0,262937,0.0,0.0,0,16.0,26293701,0.0,1.0,939.0,0.0
14.0,0,1.0,0.0,0.0,12867,423,398,0,221574,1.0,0.0,1,8.0,22157403,1.0,1.0,821.0,0.0
1.0,1,1.0,1.0,1.0,12868,454,419,0,252885,1.0,0.0,0,9.0,25288504,0.0,1.0,873.0,0.0
0.0,1,1.0,0.0,1.0,12869,444,419,0,252885,1.0,0.0,0,9.0,25288504,0.0,1.0,863.0,0.0
3.0,1,0.0,1.0,0.0,12870,506,416,0,216536,1.0,0.0,0,13.0,21653602,1.0,1.0,922.0,1.0
2.0,0,0.0,0.0,0.0,12871,444,393,0,216536,1.0,0.0,1,22.0,21653604,0.0,1.0,837.0,1.0
20.0,1,0.0,0.0,0.0,12872,528,465,0,252885,1.0,0.0,0,9.0,25288504,0.0,1.0,993.0,1.0
12.0,0,0.0,1.0,0.0,12873,528,443,1,216536,1.0,0.0,0,1.0,21653605,0.0,1.0,971.0,1.0
13.0,1,0.0,1.0,0.0,12875,484,434,0,123056,1.0,0.0,0,4.0,12305601,0.0,1.0,918.0,1.0
12.0,0,0.0,0.0,1.0,12876,439,393,1,123056,1.0,0.0,0,16.0,12305603,0.0,1.0,832.0,1.0
16.0,0,0.0,1.0,0.0,12877,520,532,0,128079,1.0,0.0,1,8.0,12807903,0.0,1.0,1052.0,1.0
2.0,0,0.0,1.0,0.0,12878,489,431,1,130085,0.0,0.0,0,22.0,13008501,1.0,1.0,920.0,1.0
26.0,0,0.0,0.0,0.0,12879,626,545,1,253888,1.0,0.0,0,0.0,25388802,0.0,1.0,1171.0,1.0
5.0,0,0.0,1.0,0.0,12880,528,468,1,166203,0.0,1.0,0,13.0,16620302,1.0,1.0,996.0,1.0
9.0,0,0.0,1.0,0.0,12881,473,450,1,165199,0.0,1.0,0,3.0,16519902,0.0,1.0,923.0,1.0
0.0,1,0.0,0.0,0.0,12883,602,492,0,164198,1.0,0.0,0,13.0,16419801,1.0,1.0,1094.0,1.0
21.0,1,0.0,1.0,1.0,12884,494,413,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,907.0,1.0
12.0,0,0.0,0.0,1.0,12886,468,450,1,164198,1.0,0.0,0,4.0,16419803,1.0,1.0,918.0,1.0
10.0,1,0.0,0.0,0.0,12887,513,458,0,212522,0.0,1.0,0,,21252201,0.0,0.0,971.0,1.0
2.0,0,0.0,0.0,0.0,12890,602,554,1,169219,0.0,0.0,0,12.0,16921902,1.0,1.0,1156.0,1.0
3.0,0,0.0,1.0,0.0,12891,500,538,0,169231,0.0,1.0,1,9.0,16923102,0.0,1.0,1038.0,1.0
0.0,1,0.0,1.0,0.0,12899,506,428,0,264945,0.0,0.0,0,3.0,26494502,0.0,1.0,934.0,1.0
0.0,0,0.0,1.0,0.0,12900,547,514,1,218562,0.0,1.0,0,0.0,21856204,0.0,1.0,1061.0,1.0
4.0,0,0.0,1.0,0.0,12901,528,458,0,218562,0.0,1.0,1,14.0,21856201,1.0,1.0,986.0,1.0
7.0,0,0.0,0.0,1.0,12903,500,436,0,234628,1.0,0.0,1,10.0,23462804,1.0,1.0,936.0,1.0
5.0,0,0.0,0.0,0.0,12905,536,461,0,234628,1.0,0.0,1,10.0,23462804,1.0,1.0,997.0,1.0
14.0,0,0.0,1.0,0.0,12906,454,428,1,189396,1.0,0.0,0,4.0,18939602,0.0,1.0,882.0,1.0
5.0,1,1.0,0.0,1.0,12908,468,393,0,189396,1.0,0.0,0,12.0,18939603,0.0,1.0,861.0,0.0
19.0,1,0.0,1.0,0.0,12909,576,605,0,203457,1.0,0.0,0,9.0,20345702,1.0,1.0,1181.0,1.0
5.0,1,0.0,1.0,0.0,12910,494,436,0,189396,1.0,0.0,0,12.0,18939603,0.0,1.0,930.0,1.0
11.0,0,0.0,1.0,0.0,12911,536,470,0,189396,1.0,0.0,1,5.0,18939601,1.0,1.0,1006.0,1.0
15.0,0,0.0,1.0,0.0,12913,439,421,0,189382,0.0,0.0,1,17.0,18938201,1.0,1.0,860.0,1.0
0.0,0,0.0,0.0,0.0,12914,528,500,0,218562,0.0,1.0,1,14.0,21856201,1.0,1.0,1028.0,1.0
14.0,0,0.0,0.0,1.0,12917,463,437,0,209510,1.0,0.0,1,10.0,20951004,0.0,1.0,900.0,1.0
3.0,0,0.0,0.0,0.0,12918,547,456,1,170295,1.0,0.0,0,19.0,17029501,0.0,1.0,1003.0,1.0
7.0,0,1.0,1.0,0.0,12919,434,434,1,244818,0.0,1.0,0,9.0,24481804,0.0,0.0,868.0,0.0
7.0,0,0.0,0.0,1.0,12924,528,425,0,193423,1.0,0.0,1,6.0,19342301,0.0,1.0,953.0,1.0
2.0,1,0.0,0.0,0.0,12925,536,522,0,180344,0.0,1.0,0,0.0,18034402,0.0,1.0,1058.0,1.0
0.0,0,0.0,0.0,1.0,12926,536,492,1,159171,1.0,0.0,0,16.0,15917105,1.0,1.0,1028.0,1.0
10.0,0,0.0,1.0,0.0,12927,494,413,0,193423,1.0,0.0,1,6.0,19342301,0.0,1.0,907.0,1.0
0.0,0,1.0,0.0,0.0,12928,423,418,0,221571,1.0,0.0,1,3.0,22157102,0.0,1.0,841.0,0.0
3.0,0,0.0,1.0,1.0,12929,454,433,0,225585,1.0,0.0,1,15.0,22558502,0.0,1.0,887.0,1.0
10.0,0,0.0,0.0,0.0,12930,478,403,1,225585,1.0,0.0,0,13.0,22558501,1.0,1.0,881.0,1.0
7.0,0,1.0,1.0,1.0,12932,473,413,0,225585,1.0,0.0,1,15.0,22558502,0.0,1.0,886.0,0.0
22.0,0,0.0,0.0,0.0,12933,520,451,1,225585,1.0,0.0,0,13.0,22558501,1.0,1.0,971.0,1.0
1.0,0,0.0,1.0,0.0,12934,513,443,1,244801,0.0,0.0,0,0.0,24480101,0.0,1.0,956.0,1.0
2.0,1,1.0,1.0,1.0,12937,528,514,0,244780,0.0,1.0,0,24.0,24478001,1.0,1.0,1042.0,0.0
0.0,0,1.0,0.0,0.0,12939,559,492,0,244727,0.0,0.0,1,21.0,24472701,0.0,1.0,1051.0,0.0
2.0,0,1.0,0.0,1.0,12941,489,447,1,244774,0.0,1.0,0,6.0,24477405,0.0,0.0,936.0,0.0
15.0,1,0.0,1.0,1.0,12946,520,510,0,191411,1.0,0.0,0,8.0,19141102,1.0,1.0,1030.0,1.0
31.0,0,0.0,0.0,1.0,12947,439,410,1,128076,0.0,0.0,0,8.0,12807602,0.0,1.0,849.0,1.0
5.0,0,1.0,0.0,0.0,12949,478,433,0,244801,0.0,0.0,1,5.0,24480102,0.0,1.0,911.0,0.0
18.0,0,0.0,1.0,0.0,12953,576,503,1,208501,1.0,0.0,0,13.0,20850101,0.0,1.0,1079.0,1.0
0.0,0,1.0,0.0,0.0,12954,506,487,0,180344,0.0,1.0,1,13.0,18034404,1.0,1.0,993.0,0.0
16.0,0,0.0,0.0,0.0,12955,520,445,0,234628,1.0,0.0,1,10.0,23462804,1.0,1.0,965.0,1.0
2.0,0,1.0,1.0,1.0,12964,536,490,0,244780,0.0,1.0,1,2.0,24478003,0.0,1.0,1026.0,0.0
10.0,0,1.0,1.0,0.0,12965,454,425,0,244728,0.0,1.0,1,1.0,24472801,0.0,1.0,879.0,0.0
7.0,1,1.0,0.0,1.0,12967,489,439,0,244806,0.0,1.0,0,10.0,24480606,0.0,0.0,928.0,0.0
20.0,0,0.0,0.0,1.0,12969,489,414,0,193423,1.0,0.0,1,6.0,19342301,0.0,1.0,903.0,1.0
6.0,0,1.0,1.0,1.0,12970,468,431,1,244708,0.0,1.0,0,2.0,24470803,0.0,1.0,899.0,0.0
8.0,0,1.0,1.0,1.0,12971,423,408,1,244728,0.0,1.0,0,15.0,24472803,1.0,0.0,831.0,0.0
10.0,0,1.0,1.0,1.0,12973,423,397,1,244727,0.0,0.0,0,4.0,24472702,0.0,1.0,820.0,0.0
4.0,0,1.0,0.0,1.0,12975,528,421,1,244755,0.0,1.0,0,1.0,24475504,0.0,0.0,949.0,0.0
6.0,1,1.0,1.0,1.0,12976,484,430,0,205490,0.0,1.0,0,11.0,20549002,0.0,1.0,914.0,0.0
