sold,date_auctn,years_old,rhammer,inchsq,signed,creation,age,yob,drec
1,2004.92,81.92,22.68037,396.0,1,1923,52,1871,0
0,2004.75,76.75,,594.0,1,1928,57,1871,0
1,2004.5,74.5,2.85866,259.2,1,1930,59,1871,0
1,2004.42,90.42,33.26711,480.0,1,1914,43,1871,0
0,2004.25,76.25,,594.0,1,1928,57,1871,0
1,2004.0,88.0,0.59303,30.15,1,1916,45,1871,0
1,2004.0,83.0,1.29439,77.0,1,1921,50,1871,0
1,2004.0,69.0,12.32392,396.0,1,1935,64,1871,0
1,2004.0,90.0,125.80037,480.0,1,1914,43,1871,0
1,2004.0,86.0,14.0068,480.0,1,1918,47,1871,0
1,2003.83,60.83,7.18367,320.0,1,1943,72,1871,0
1,2003.83,80.83,25.29217,396.0,1,1923,52,1871,0
1,2003.42,96.42,2948.54312,824.2,1,1907,36,1871,0
1,2003.25,73.25,11.41925,480.0,1,1930,59,1871,0
1,2003.0,95.0,40.01052,99.0,1,1908,37,1871,0
1,2003.0,71.0,14.86105,720.0,1,1932,61,1871,0
1,2003.0,96.0,2268.81384,569.75,1,1907,36,1871,0
0,2002.5,53.5,,254.25,1,1949,78,1871,0
0,2002.42,100.42,,774.4,1,1902,31,1871,0
1,2002.0,73.0,0.87545,93.09,1,1929,58,1871,0
1,2001.92,85.92,22.91554,480.0,1,1916,45,1871,1
1,2001.83,65.83,10.14452,528.0,1,1936,65,1871,1
1,2001.5,58.5,4.27881,153.0,1,1943,72,1871,1
1,2001.5,70.5,3.09627,126.0,1,1931,60,1871,1
1,2001.42,95.42,5.76277,219.8,1,1906,35,1871,1
1,2000.92,84.92,46.29861,320.0,1,1916,45,1871,0
1,2000.75,58.75,1.15005,171.25,1,1942,71,1871,0
0,2000.5,72.5,,112.24,1,1928,57,1871,0
1,1999.75,53.75,0.2332,104.0,0,1946,75,1871,0
1,1999.0,85.0,1.97715,320.0,1,1914,43,1871,0
1,1999.0,85.0,15.81509,480.0,1,1914,43,1871,0
0,1998.92,63.92,,512.2,1,1935,64,1871,0
1,1998.42,98.42,41.37314,660.0,1,1900,29,1871,0
1,1998.42,81.42,19.45559,594.0,1,1917,46,1871,0
0,1998.42,74.42,,889.2,1,1924,53,1871,0
1,1998.0,82.0,50.84841,480.0,1,1916,45,1871,0
1,1997.5,96.5,13.10861,621.0,1,1901,30,1871,0
1,1997.0,82.0,50.13999,480.0,1,1915,44,1871,0
0,1996.42,64.42,,720.0,1,1932,61,1871,0
1,1996.42,60.42,7.03325,528.0,1,1936,65,1871,0
1,1995.92,83.92,229.19501,480.0,1,1912,41,1871,0
0,1995.92,95.92,,660.0,1,1900,29,1871,0
1,1995.92,83.92,0.97593,106.14,1,1912,41,1871,0
1,1995.25,76.25,10.58201,480.0,1,1919,48,1871,0
1,1994.25,88.25,1.69952,285.0,1,1906,35,1871,0
1,1993.42,85.42,7.62829,92.88,1,1908,37,1871,0
1,1993.42,78.42,11.78918,480.0,1,1915,44,1871,0
0,1993.42,75.42,,822.4,1,1918,47,1871,0
1,1992.75,67.75,15.59178,320.74,1,1925,54,1871,0
1,1992.5,66.5,1.15274,126.0,1,1926,55,1871,0
0,1992.33,67.33,,99.0,1,1925,54,1871,0
1,1992.0,66.0,39.7974,832.0,1,1926,55,1871,0
0,1992.0,77.0,,480.0,1,1915,44,1871,0
1,1989.92,70.92,83.39952,480.0,1,1919,48,1871,0
1,1989.25,72.25,49.09984,480.0,1,1917,46,1871,0
1,1989.0,70.0,18.22701,485.0,1,1919,48,1871,0
1,1988.75,53.75,15.06276,396.0,1,1935,64,1871,0
1,1988.75,81.75,12.5523,101.01,1,1907,36,1871,0
1,1988.0,60.0,6.48789,520.0,1,1928,57,1871,0
1,1987.75,57.75,1.74368,99.9,1,1930,59,1871,0
0,2008.42,92.42,,271.563,1,1916,58,1858,1
1,2008.42,96.42,39.86611,271.563,1,1912,54,1858,1
1,2008.42,101.42,102.56815,176.0,1,1907,49,1858,1
0,2008.42,101.42,,531.563,1,1907,49,1858,1
1,2008.42,107.42,9.67624,79.2,1,1901,43,1858,1
1,2007.42,113.42,381.77736,117.75,1,1894,36,1858,0
1,2006.42,117.42,4.13479,122.563,1,1889,31,1858,0
1,2005.92,104.92,203.67403,275.8,1,1901,43,1858,0
1,2005.92,101.92,73.74405,216.0,1,1904,46,1858,0
0,2005.75,116.75,,122.563,1,1889,31,1858,0
0,2004.42,110.42,,117.75,1,1894,36,1858,0
1,2004.42,110.42,41.41293,110.5,1,1894,36,1858,0
0,2004.0,97.0,,52.7,1,1907,49,1858,0
1,2003.42,96.42,388.98986,143.85,1,1907,49,1858,0
1,2003.42,107.42,960.80495,293.94,1,1896,38,1858,0
1,2003.42,94.42,22.82074,341.0,1,1909,51,1858,0
1,2003.0,104.0,547.3917,298.2,1,1899,41,1858,0
0,2003.0,88.0,,595.7,0,1915,57,1858,0
0,2002.0,82.0,,90.4,0,1920,62,1858,0
1,2001.42,107.42,204.39999,134.64,1,1894,36,1858,1
0,2001.42,102.42,,165.0,1,1899,41,1858,1
1,2001.25,111.25,18.82823,85.0,1,1890,32,1858,1
1,2000.92,93.92,29.07702,52.7,1,1907,49,1858,0
1,2000.92,102.92,1690.59121,320.85,1,1898,40,1858,0
1,2000.0,103.0,14.81043,78.75,1,1897,39,1858,0
1,2000.0,93.0,356.79664,378.0,1,1907,49,1858,0
1,1999.92,105.92,16.62708,109.8,1,1894,36,1858,0
1,1999.92,107.92,114.1762,110.7,1,1892,34,1858,0
0,1999.42,86.42,,498.6,1,1913,55,1858,0
1,1999.42,94.42,121.85104,170.5,1,1905,47,1858,0
1,1999.0,84.0,48.24707,253.75,1,1915,57,1858,0
1,1998.42,85.42,41.37314,143.85,1,1913,55,1858,0
1,1998.42,85.42,210.49983,396.0,1,1913,55,1858,0
0,1998.42,101.42,,78.75,1,1897,39,1858,0
1,1998.33,85.33,12.94698,64.8,1,1913,55,1858,0
1,1997.5,82.5,45.11406,231.8,1,1915,57,1858,0
0,1997.0,82.0,,253.75,1,1915,57,1858,0
1,1997.0,81.0,48.56865,263.25,1,1916,58,1858,0
1,1997.0,82.0,61.13936,263.25,1,1915,57,1858,0
1,1996.75,105.75,31.49248,35.0,1,1891,33,1858,0
0,1995.42,97.42,,132.89,1,1898,40,1858,0
1,1995.0,80.0,44.81861,170.24,1,1915,57,1858,0
0,1995.0,80.0,,231.8,1,1915,57,1858,0
1,1994.0,87.0,233.95265,531.563,1,1907,49,1858,0
1,1993.42,100.42,32.62514,90.2,1,1893,35,1858,0
0,1993.42,80.42,,143.85,1,1913,55,1858,0
1,1993.0,96.0,172.17147,184.0,1,1897,39,1858,0
1,1992.42,100.42,25.05369,118.11,1,1892,34,1858,0
1,1989.0,97.0,41.42502,118.11,1,1892,34,1858,0
