id,year,month,count,occasion,advanced,alcbev,appar,college,entert,food,foodaway,health,hsplus,income,midwest,nohs,northeast,older,read,rural,smsa,south,west
258904,2013,4,3,2,0,0.0,35.11,0,56.0,288.89,144.44,82.74,1,28.63,0,0,0,0,0.0,0,1,0,1
258904,2013,7,3,3,0,0.0,27.78,0,59.0,353.89,92.22,71.63,1,44.32,0,0,0,0,0.0,0,1,0,1
258914,2013,1,3,1,1,6.67,104.44,0,136.11,158.89,72.22,182.22,0,131.67,0,0,0,0,1.67,0,1,1,0
258914,2013,4,3,2,1,6.67,62.78,0,70.89,202.22,28.89,144.56,0,131.67,0,0,0,0,0.0,0,1,1,0
258914,2013,7,3,3,1,14.0,37.78,0,57.11,202.22,209.33,153.0,0,131.25,0,0,0,0,0.0,0,1,1,0
258915,2013,1,1,1,0,0.0,117.44,0,141.78,137.22,61.67,172.78,1,67.51,0,0,0,0,4.44,0,1,1,0
258918,2013,1,2,1,0,0.0,50.22,1,66.67,173.33,43.33,316.63,0,84.78,1,0,0,0,3.33,0,1,0,0
258918,2013,4,2,2,0,0.0,6.67,1,41.89,180.56,65.56,307.19,0,89.59,1,0,0,0,0.0,0,1,0,0
258938,2013,4,2,1,1,0.0,38.0,0,29.0,144.44,180.56,1144.78,0,117.23,0,0,1,0,0.0,0,1,0,0
258938,2013,7,2,2,1,0.0,104.67,0,71.11,115.56,180.56,28.33,0,97.64,0,0,1,0,0.0,0,1,0,0
258947,2013,1,3,1,1,86.67,72.22,0,131.78,115.56,76.67,342.78,0,87.5,0,0,0,0,25.56,0,1,1,0
258947,2013,4,3,2,1,11.11,3.33,0,124.78,156.11,61.11,275.56,0,87.5,0,0,0,0,3.89,0,1,1,0
258947,2013,7,3,3,1,17.78,16.67,0,88.89,195.56,69.44,243.33,0,162.48,0,0,0,0,5.56,0,1,1,0
258962,2013,1,3,1,0,0.0,41.33,0,32.89,130.0,72.22,88.33,1,50.11,0,0,0,0,3.89,0,1,1,0
258962,2013,4,3,2,0,10.0,11.11,0,1.0,130.0,0.0,83.89,1,46.68,0,0,0,0,0.0,0,1,1,0
258962,2013,7,3,3,0,0.0,0.0,0,3.33,144.44,0.0,83.33,1,49.54,0,0,0,0,0.0,0,1,1,0
258986,2013,1,3,1,0,1.67,18.67,0,53.33,101.11,57.78,73.89,1,58.0,0,0,0,0,0.0,0,1,1,0
258986,2013,4,3,2,0,3.33,8.0,0,30.0,144.44,28.89,56.67,1,64.92,0,0,0,0,0.0,0,1,1,0
258986,2013,7,3,3,0,13.33,41.0,0,70.22,86.67,14.44,23.89,1,52.19,0,0,0,0,0.0,0,1,1,0
259007,2013,1,1,1,0,0.0,31.78,0,40.0,115.56,28.89,260.0,1,38.33,1,0,0,0,0.0,0,1,0,0
259025,2013,4,1,1,0,6.67,0.0,0,50.0,79.44,72.22,50.0,1,60.42,0,0,0,0,0.0,0,1,0,1
259041,2013,2,3,1,0,0.0,35.56,0,23.33,48.15,0.0,22.2,1,27.05,0,0,0,1,0.0,0,1,0,1
259041,2013,5,3,2,0,0.0,0.0,0,18.89,77.04,19.26,23.31,1,27.05,0,0,0,1,0.0,0,1,0,1
259041,2013,8,3,3,0,0.0,0.0,0,18.89,77.04,24.07,23.31,1,31.1,0,0,0,1,0.0,0,1,0,1
259045,2013,5,1,1,0,0.0,0.0,0,26.67,109.41,50.81,46.22,1,74.23,0,0,0,0,0.0,0,1,0,1
259057,2013,2,3,1,0,7.78,0.0,0,45.33,62.59,0.0,42.07,1,70.83,0,0,0,0,0.0,0,1,1,0
259057,2013,5,3,2,0,4.44,8.89,0,22.78,67.41,67.59,98.89,1,70.83,0,0,0,0,0.0,0,1,1,0
259057,2013,8,3,3,0,1.11,0.0,0,13.33,81.85,65.19,17.78,1,66.67,0,0,0,0,4.44,0,1,1,0
259059,2013,2,2,1,0,133.33,71.89,1,105.0,134.81,96.3,106.67,0,175.0,0,0,1,0,0.0,0,1,0,0
259059,2013,5,2,2,0,66.67,73.0,1,14.22,125.19,96.3,106.67,0,175.0,0,0,1,0,5.56,0,1,0,0
259072,2013,2,3,1,0,0.0,81.22,0,36.22,163.7,0.0,48.89,1,39.74,0,0,1,0,0.0,0,1,0,0
259072,2013,5,3,2,0,0.0,11.11,0,30.67,182.96,4.81,66.67,1,37.12,0,0,1,0,0.0,0,1,0,0
259072,2013,8,3,3,0,0.0,32.33,0,32.67,139.63,3.56,75.56,1,52.04,0,0,1,0,0.0,0,1,0,0
259099,2013,2,3,1,0,0.0,0.0,0,24.22,48.15,48.15,1.11,1,85.38,0,0,0,0,0.0,0,1,0,1
259099,2013,5,3,2,0,17.78,8.15,0,0.0,115.56,96.3,0.0,1,86.63,0,0,0,0,0.0,0,1,0,1
259099,2013,8,3,3,0,8.89,0.0,0,10.0,77.04,115.56,0.0,1,91.68,0,0,0,0,0.0,0,1,0,1
259101,2013,2,3,1,0,0.0,51.67,1,108.89,67.41,38.52,12.59,0,99.17,0,0,0,0,4.81,0,1,1,0
259101,2013,5,3,2,0,0.0,0.0,1,73.33,77.04,49.41,10.67,0,99.17,0,0,0,0,1.11,0,1,1,0
259101,2013,8,3,3,0,0.0,0.0,1,73.33,105.93,48.15,10.67,0,96.8,0,0,0,0,0.0,0,1,1,0
259110,2013,5,2,1,0,0.0,1.56,0,44.67,48.15,19.26,120.4,1,82.44,0,0,1,1,0.0,0,1,0,0
259110,2013,8,2,2,0,0.0,3.11,0,73.89,38.52,8.15,83.4,1,113.88,0,0,1,1,0.0,0,1,0,0
259129,2013,2,2,1,1,48.89,90.0,0,45.85,109.93,0.0,0.0,0,80.0,0,0,0,0,0.0,0,1,1,0
259129,2013,5,2,2,1,0.0,45.56,0,66.44,264.81,116.67,0.0,0,80.0,0,0,0,0,0.0,0,1,1,0
259163,2013,2,3,1,1,0.0,2.44,0,35.63,77.04,9.63,100.0,0,49.95,1,0,0,0,0.0,0,1,0,0
259163,2013,5,3,2,1,0.0,24.0,0,21.56,77.04,9.63,77.78,0,46.38,1,0,0,0,0.0,0,1,0,0
259163,2013,8,3,3,1,0.0,24.0,0,20.44,77.04,19.26,81.11,0,46.9,1,0,0,0,0.0,0,1,0,0
259169,2013,2,3,1,0,44.44,82.22,0,51.78,120.37,166.67,44.44,1,130.0,1,0,0,0,0.0,0,1,0,0
259169,2013,5,3,2,0,0.0,51.78,0,84.78,91.48,114.07,11.11,1,130.0,1,0,0,0,0.0,0,1,0,0
259169,2013,8,3,3,0,44.44,40.0,0,58.0,127.41,144.44,22.22,1,100.0,1,0,0,0,0.0,0,1,0,0
259205,2013,2,3,1,1,0.0,20.56,0,421.22,187.78,192.59,252.33,0,109.44,0,0,0,0,0.0,0,1,1,0
259205,2013,5,3,2,1,0.0,6.11,0,70.0,144.44,418.52,217.67,0,109.5,0,0,0,0,0.0,0,1,1,0
259205,2013,8,3,3,1,0.0,37.56,0,129.56,129.63,440.74,202.67,0,136.68,0,0,0,0,1.44,0,1,1,0
259210,2013,2,3,1,0,0.0,24.11,0,160.67,105.93,38.37,33.33,1,40.83,0,0,0,0,0.0,0,1,1,0
259210,2013,5,3,2,0,0.0,0.0,0,17.78,81.85,0.0,26.67,1,40.83,0,0,0,0,0.0,0,1,1,0
259210,2013,8,3,3,0,0.0,0.0,0,17.78,57.78,0.0,0.0,1,39.5,0,0,0,0,0.0,0,1,1,0
259214,2013,2,2,1,0,0.0,30.11,1,17.41,72.22,37.22,0.0,0,20.0,0,0,0,0,0.0,0,0,1,0
259214,2013,5,2,2,0,0.0,0.0,1,1.11,115.56,38.52,22.22,0,20.0,0,0,0,0,0.0,0,0,1,0
259240,2013,2,3,1,0,0.0,9.78,1,14.0,149.26,57.78,13.33,0,150.0,0,0,0,0,0.0,0,1,0,1
259240,2013,5,3,2,0,8.89,5.93,1,37.22,154.07,57.78,51.11,0,150.0,0,0,0,0,0.0,0,1,0,1
259240,2013,8,3,3,0,0.0,46.56,1,48.44,125.19,57.78,13.33,0,111.67,0,0,0,0,0.0,0,1,0,1
259247,2013,5,1,1,0,22.07,20.37,0,14.22,109.41,50.81,0.0,1,73.6,0,0,1,0,0.0,0,1,0,0
259273,2013,5,1,1,0,0.0,27.22,1,26.67,57.78,28.89,0.0,0,22.71,0,0,1,0,3.33,0,1,0,0
259293,2013,2,1,1,0,0.0,72.78,1,61.78,125.19,38.52,14.44,0,100.0,0,0,1,0,7.41,0,1,0,0
259316,2013,2,3,1,0,0.0,71.11,0,163.41,134.81,326.67,757.11,1,60.68,0,0,0,0,0.0,0,1,0,1
259316,2013,5,3,2,0,0.0,23.78,0,165.67,99.26,84.44,0.89,1,62.39,0,0,0,0,0.0,0,1,0,1
259316,2013,8,3,3,0,0.0,0.0,0,77.67,173.33,48.15,0.89,1,63.52,0,0,0,0,0.0,0,1,0,1
259341,2013,8,1,1,0,20.0,2.56,1,27.11,109.78,24.07,61.26,0,82.94,1,0,0,0,0.0,1,0,0,0
259364,2013,2,2,1,1,0.0,49.63,0,74.04,95.93,47.26,200.0,0,66.82,0,0,0,0,2.96,0,1,1,0
259364,2013,8,2,2,1,0.0,22.56,0,40.89,81.85,20.0,1708.67,0,89.22,0,0,0,0,0.0,0,1,1,0
259393,2013,2,3,1,1,40.67,96.0,0,70.07,120.37,156.96,15.04,0,69.77,1,0,0,0,3.11,0,1,0,0
259393,2013,5,3,2,1,33.33,24.44,0,47.22,120.37,19.26,101.11,0,64.85,1,0,0,0,0.0,0,1,0,0
259393,2013,8,3,3,1,33.89,31.89,0,48.78,77.04,42.78,97.04,0,75.0,1,0,0,0,0.0,0,1,0,0
259395,2013,5,2,1,0,0.0,0.0,0,21.89,144.44,0.0,135.56,1,53.08,1,0,0,0,0.0,0,1,0,0
259395,2013,8,2,2,0,0.0,0.0,0,16.67,139.63,0.0,135.56,1,34.17,1,0,0,0,0.0,0,1,0,0
259406,2013,2,3,1,1,22.22,57.22,0,54.81,168.52,48.15,23.11,0,37.53,0,0,0,0,15.93,0,1,0,1
259406,2013,5,3,2,1,13.33,21.78,0,27.33,144.44,77.04,27.22,0,70.31,0,0,0,0,1.67,0,1,0,1
259406,2013,8,3,3,1,16.67,27.78,0,254.33,168.52,72.22,235.26,0,32.21,0,0,0,0,5.56,0,1,0,1
259428,2013,8,1,1,0,0.0,11.11,1,44.0,163.7,103.7,0.0,0,110.88,0,0,0,0,0.0,0,1,0,1
259431,2013,2,1,1,0,0.0,0.0,0,67.7,130.0,9.63,0.0,1,30.41,1,0,0,0,0.0,0,1,0,0
259434,2013,2,1,1,0,0.0,28.0,0,37.78,120.37,14.44,125.61,1,23.67,0,0,0,0,0.0,0,1,1,0
259447,2013,2,1,1,0,0.0,74.3,1,55.3,187.78,19.26,0.0,0,14.42,0,0,0,0,0.0,0,1,0,1
259450,2013,2,2,1,0,0.0,23.89,1,17.85,67.41,37.41,45.11,0,83.21,1,0,0,0,0.0,1,0,0,0
259450,2013,5,2,2,0,2.22,51.33,1,26.67,48.15,68.22,61.56,0,83.21,1,0,0,0,0.0,1,0,0,0
259459,2013,2,3,1,0,33.33,26.67,0,20.96,144.44,14.81,33.33,0,69.49,0,1,0,0,0.0,0,1,0,1
259459,2013,5,3,2,0,0.0,2.78,0,20.56,144.44,17.78,23.33,0,70.18,0,1,0,0,0.0,0,1,0,1
259459,2013,8,3,3,0,0.0,8.44,0,20.0,120.37,48.15,6.67,0,43.25,0,1,0,0,0.0,0,1,0,1
259460,2013,2,3,1,0,0.0,0.0,1,77.44,115.56,38.52,0.0,0,70.94,0,0,0,0,5.93,0,1,1,0
259460,2013,5,3,2,0,5.56,0.0,1,59.11,134.81,19.26,0.0,0,70.94,0,0,0,0,10.0,0,1,1,0
259460,2013,8,3,3,0,8.56,26.67,1,57.22,115.56,38.52,0.0,0,68.37,0,0,0,0,0.0,0,1,1,0
259466,2013,2,1,1,0,0.0,0.0,1,27.78,67.41,9.63,101.68,0,16.78,0,0,0,0,2.22,1,0,1,0
259474,2013,2,3,1,0,2.22,3.11,0,41.56,86.67,19.26,65.19,1,33.33,0,0,0,0,5.56,0,1,1,0
259474,2013,5,3,2,0,13.33,0.0,0,24.44,75.11,14.44,65.19,1,33.33,0,0,0,0,0.0,0,1,1,0
259474,2013,8,3,3,0,4.44,0.0,0,26.67,77.04,9.63,160.74,1,42.26,0,0,0,0,0.0,0,1,1,0
259481,2013,2,3,1,0,0.0,0.0,0,58.44,96.3,57.78,94.96,1,41.17,0,0,0,1,0.0,0,1,1,0
259481,2013,5,3,2,0,0.0,2.22,0,0.0,101.11,38.52,91.07,1,41.17,0,0,0,1,0.0,0,1,1,0
259481,2013,8,3,3,0,2.67,0.0,0,67.22,134.81,48.15,91.07,1,22.84,0,0,0,1,0.0,0,1,1,0
259485,2013,5,1,1,0,0.0,7.41,1,17.78,144.44,3.7,192.78,0,48.86,0,0,0,0,0.0,0,1,1,0
259490,2013,5,2,1,0,0.0,2.22,0,63.33,109.41,50.81,78.98,1,20.17,1,0,0,1,0.0,0,1,0,0
259490,2013,8,2,2,0,8.89,16.33,0,40.89,67.41,48.15,110.64,1,30.34,1,0,0,1,0.0,0,1,0,0
259513,2013,5,1,1,0,0.0,28.89,0,64.44,260.0,0.0,43.33,1,83.33,0,0,1,0,0.0,0,1,0,0
259531,2013,2,3,1,0,0.0,22.96,0,33.78,62.59,9.63,11.11,1,21.73,0,0,0,0,0.0,0,1,1,0
259531,2013,5,3,2,0,0.0,10.67,0,18.44,109.41,50.81,0.0,1,29.49,0,0,0,0,0.0,0,1,1,0
259531,2013,8,3,3,0,0.0,9.19,0,18.44,72.22,19.26,0.0,1,27.01,0,0,0,0,0.0,0,1,1,0
259539,2013,2,3,1,1,38.89,0.0,0,39.85,146.67,86.3,90.89,0,21.68,1,0,0,0,3.93,0,1,0,0
259539,2013,5,3,2,1,4.44,20.67,0,26.89,144.44,94.44,66.67,0,21.68,1,0,0,0,0.0,0,1,0,0
259539,2013,8,3,3,1,27.78,14.48,0,39.56,96.3,64.81,66.67,0,60.83,1,0,0,0,0.0,0,1,0,0
259584,2013,2,3,1,0,0.0,16.67,0,16.67,115.56,0.0,28.2,1,17.68,1,0,0,0,5.33,0,0,0,0
259584,2013,5,3,2,0,0.0,19.22,0,80.44,120.37,9.63,83.31,1,17.41,1,0,0,0,16.22,0,0,0,0
259584,2013,8,3,3,0,0.0,9.89,0,2.33,115.56,4.81,71.31,1,34.26,1,0,0,0,4.44,0,0,0,0
259612,2013,2,2,1,0,0.0,126.56,0,66.19,125.19,96.3,46.15,1,79.17,0,0,0,0,0.0,0,1,1,0
259612,2013,5,2,2,0,46.0,58.89,0,7.78,144.44,0.0,41.56,1,79.17,0,0,0,0,0.0,0,1,1,0
259620,2013,5,2,1,1,0.0,11.85,0,28.44,67.22,35.37,70.67,0,40.63,0,0,0,0,2.67,0,1,1,0
259620,2013,8,2,2,1,12.22,6.04,0,27.78,72.22,53.15,4.89,0,42.92,0,0,0,0,0.0,0,1,1,0
259629,2013,5,2,1,1,0.0,0.0,0,24.89,77.04,149.63,221.11,0,80.0,1,0,0,0,0.0,0,1,0,0
259629,2013,8,2,2,1,0.0,690.67,0,27.33,115.56,146.67,48.44,0,80.04,1,0,0,0,0.0,0,1,0,0
259630,2013,2,3,1,0,0.0,44.44,0,16.67,125.19,66.67,6.67,1,67.4,0,0,0,0,0.0,1,0,1,0
259630,2013,5,3,2,0,0.0,0.0,0,27.89,52.96,44.44,13.33,1,60.22,0,0,0,0,0.0,1,0,1,0
259630,2013,8,3,3,0,0.0,0.0,0,44.0,57.78,19.26,13.33,1,81.91,0,0,0,0,0.0,1,0,1,0
259639,2013,2,3,1,0,5.56,55.56,1,21.63,221.48,19.26,45.26,0,107.75,0,0,0,0,0.0,0,1,0,1
259639,2013,5,3,2,0,11.11,0.0,1,33.33,221.48,28.89,56.37,0,108.8,0,0,0,0,0.0,0,1,0,1
259639,2013,8,3,3,0,48.89,0.0,1,247.67,199.63,117.04,115.24,0,75.09,0,0,0,0,0.0,0,1,0,1
259641,2013,2,1,1,0,0.0,90.78,1,67.3,68.15,79.04,2.89,0,60.0,0,0,0,0,0.0,0,1,1,0
259656,2013,5,2,1,1,0.0,24.67,0,26.67,96.3,35.56,73.33,0,56.28,0,0,0,0,0.0,0,1,1,0
259656,2013,8,2,2,1,0.0,0.0,0,30.0,77.04,48.15,0.0,0,53.72,0,0,0,0,0.0,0,1,1,0
259674,2013,5,2,1,0,0.0,11.11,1,2.22,101.11,28.89,44.44,0,132.5,0,0,0,0,0.0,0,1,1,0
259674,2013,8,2,2,0,0.0,0.0,1,2.22,154.07,240.74,44.44,0,134.17,0,0,0,0,0.0,0,1,1,0
259685,2013,2,3,1,0,0.0,163.22,1,29.07,48.15,262.96,59.56,0,103.33,1,0,0,0,0.0,0,1,0,0
259685,2013,5,3,2,0,0.0,4.44,1,18.33,48.15,96.3,231.19,0,103.33,1,0,0,0,0.0,0,1,0,0
259685,2013,8,3,3,0,0.0,22.22,1,53.11,57.78,96.3,64.52,0,103.33,1,0,0,0,0.0,0,1,0,0
259689,2013,2,3,1,1,0.0,58.89,0,22.22,235.93,50.22,0.0,0,103.43,0,0,1,0,0.0,0,1,0,0
259689,2013,5,3,2,1,0.0,27.67,0,49.78,207.04,51.85,177.78,0,110.19,0,0,1,0,0.0,0,1,0,0
259689,2013,8,3,3,1,0.0,3.56,0,35.56,216.67,144.44,161.11,0,162.5,0,0,1,0,0.0,0,1,0,0
259709,2013,2,3,1,0,88.89,87.0,1,182.67,211.85,77.04,27.19,0,60.02,1,0,0,0,7.63,0,1,0,0
259709,2013,5,3,2,0,84.44,36.67,1,50.44,240.74,48.15,64.11,0,60.02,1,0,0,0,8.11,0,1,0,0
259709,2013,8,3,3,0,93.33,51.78,1,88.33,240.74,38.52,93.67,0,44.37,1,0,0,0,4.89,0,1,0,0
259731,2013,2,3,1,0,0.0,5.19,1,12.52,96.3,48.15,0.0,0,24.33,0,0,0,0,0.0,0,1,1,0
259731,2013,5,3,2,0,0.0,98.52,1,62.0,115.56,57.78,0.0,0,53.37,0,0,0,0,0.0,0,1,1,0
259731,2013,8,3,3,0,0.0,93.33,1,12.22,68.81,48.15,0.0,0,26.73,0,0,0,0,0.0,0,1,1,0
259742,2013,2,3,1,0,0.0,7.22,0,5.56,115.56,0.0,31.11,1,32.5,0,0,0,0,0.0,0,1,0,1
259742,2013,5,3,2,0,0.0,0.0,0,0.0,86.67,0.0,20.0,1,32.5,0,0,0,0,0.0,0,1,0,1
259742,2013,8,3,3,0,0.0,0.0,0,0.0,96.3,7.7,13.33,1,28.33,0,0,0,0,0.0,0,1,0,1
259757,2013,2,2,1,1,4.44,6.89,0,84.59,269.63,0.0,52.22,0,112.88,0,0,0,0,1.19,0,1,0,1
259757,2013,8,2,2,1,44.44,0.0,0,61.22,173.33,60.0,17.78,0,179.12,0,0,0,0,0.0,0,1,0,1
259775,2013,5,2,1,0,0.0,19.11,1,22.22,115.56,107.41,0.0,0,90.0,1,0,0,0,0.0,0,1,0,0
259775,2013,8,2,2,0,2.22,29.22,1,14.44,173.33,28.89,0.0,0,95.83,1,0,0,0,0.0,0,1,0,0
259813,2013,2,3,1,1,0.0,55.56,0,253.48,130.0,282.22,12.22,0,114.22,0,0,0,0,4.44,0,0,1,0
259813,2013,5,3,2,1,51.11,2.22,0,132.67,115.56,138.89,46.67,0,125.59,0,0,0,0,0.0,0,0,1,0
259813,2013,8,3,3,1,0.0,0.0,0,67.11,149.26,104.44,100.0,0,126.0,0,0,0,0,4.56,0,0,1,0
259820,2013,5,2,1,0,0.0,68.52,0,0.0,77.04,38.52,2.78,1,30.0,0,0,0,0,0.0,0,1,1,0
259820,2013,8,2,2,0,0.0,0.0,0,3.33,99.93,46.37,0.0,1,27.43,0,0,0,0,0.0,0,1,1,0
259827,2013,2,3,1,0,0.0,34.11,1,39.48,43.33,6.74,175.89,0,64.33,1,0,0,0,1.85,0,1,0,0
259827,2013,5,3,2,0,4.67,7.89,1,39.78,72.22,34.85,218.22,0,64.33,1,0,0,0,0.78,0,1,0,0
259827,2013,8,3,3,0,1.56,6.22,1,60.33,89.56,9.44,180.89,0,48.34,1,0,0,0,2.22,0,1,0,0
259844,2013,8,1,1,0,0.0,0.0,0,20.0,81.85,0.0,0.0,1,22.08,0,0,0,0,0.0,0,1,1,0
259856,2013,2,1,1,0,0.0,0.0,0,26.22,96.3,0.0,8.0,1,45.94,1,0,0,0,1.33,0,1,0,0
259873,2013,2,3,1,0,0.0,13.33,0,36.26,52.96,28.89,0.0,1,39.65,0,0,0,0,1.19,0,1,1,0
259873,2013,5,3,2,0,0.0,22.78,0,15.67,96.3,48.15,0.0,1,39.65,0,0,0,0,0.0,0,1,1,0
259873,2013,8,3,3,0,0.0,25.56,0,22.22,67.41,28.89,0.0,1,39.94,0,0,0,0,0.0,0,1,1,0
259874,2013,2,3,1,0,11.11,88.89,0,47.78,211.85,144.44,70.33,1,85.83,0,0,0,0,0.0,0,1,0,1
259874,2013,5,3,2,0,3.33,0.0,0,36.67,81.85,98.52,76.07,1,85.83,0,0,0,0,0.0,0,1,0,1
259874,2013,8,3,3,0,0.0,0.0,0,18.89,96.3,144.44,22.89,1,66.67,0,0,0,0,0.0,0,1,0,1
259883,2013,2,3,1,0,0.0,0.0,1,0.0,125.19,0.0,4.0,0,27.74,0,0,0,0,0.0,0,1,0,1
259883,2013,5,3,2,0,0.0,0.0,1,0.0,57.78,0.0,5.11,0,17.97,0,0,0,0,0.0,0,1,0,1
259883,2013,8,3,3,0,0.0,0.0,1,0.0,77.04,0.0,6.22,0,23.84,0,0,0,0,0.0,0,1,0,1
259910,2013,2,3,1,1,13.33,88.89,0,33.7,144.44,60.67,146.67,0,125.0,0,0,0,0,3.7,0,1,1,0
259910,2013,5,3,2,1,3.78,62.44,0,42.22,134.89,72.3,133.33,0,125.0,0,0,0,0,0.0,0,1,1,0
259910,2013,8,3,3,1,2.22,49.22,0,62.22,125.19,63.33,185.56,0,125.0,0,0,0,0,5.56,0,1,1,0
259940,2013,2,2,1,1,21.19,122.22,0,79.78,139.63,68.37,16.0,0,76.36,0,0,0,0,0.0,0,1,0,1
259940,2013,8,2,2,1,38.89,94.22,0,71.11,144.44,115.56,83.56,0,111.53,0,0,0,0,0.0,0,1,0,1
259961,2013,2,1,1,0,0.0,27.78,0,51.63,288.89,58.74,59.11,1,61.67,0,0,0,0,0.0,0,1,0,1
259995,2013,2,3,1,1,0.0,190.44,0,136.67,144.44,51.93,0.0,0,61.52,1,0,0,0,0.0,0,1,0,0
259995,2013,5,3,2,1,11.11,0.0,0,86.44,337.04,132.44,22.22,0,59.02,1,0,0,0,0.0,0,1,0,0
259995,2013,8,3,3,1,0.0,0.0,0,134.44,99.93,46.74,0.0,0,65.34,1,0,0,0,0.0,0,1,0,0
260004,2013,2,3,1,0,22.22,270.37,1,185.0,149.26,218.52,20.44,0,84.37,0,0,1,0,0.0,0,1,0,0
260004,2013,5,3,2,0,0.0,12.22,1,65.56,109.41,50.81,20.44,0,99.89,0,0,1,0,0.0,0,1,0,0
260004,2013,8,3,3,0,0.0,0.0,1,12.78,99.93,46.37,0.0,0,49.36,0,0,1,0,0.0,0,1,0,0
260016,2013,2,3,1,0,0.0,98.41,0,11.85,120.37,96.3,14.81,1,63.15,1,0,0,0,1.85,0,0,0,0
260016,2013,5,3,2,0,0.0,0.0,0,17.33,86.67,19.26,114.44,1,62.01,1,0,0,0,0.0,0,0,0,0
260016,2013,8,3,3,0,3.33,0.0,0,22.78,38.52,19.26,63.11,1,74.17,1,0,0,0,0.0,0,0,0,0
260021,2013,2,1,1,0,0.0,8.22,0,0.0,96.3,0.0,219.19,1,18.33,0,0,0,0,0.0,0,1,0,1
260039,2013,2,1,1,0,0.0,6.67,0,75.93,105.11,57.04,22.22,1,77.82,0,0,0,0,2.59,0,1,0,1
260070,2013,2,2,1,0,0.0,15.56,0,0.0,105.93,0.0,0.0,1,53.88,0,0,0,0,0.0,0,1,1,0
260070,2013,5,2,2,0,0.0,0.0,0,6.0,105.93,3.89,0.0,1,12.92,0,0,0,0,0.0,0,1,1,0
260085,2013,2,2,1,0,0.0,0.0,0,41.33,312.96,11.56,66.67,1,116.82,0,0,1,0,0.0,0,1,0,0
260085,2013,5,2,2,0,0.0,0.0,0,0.0,24.07,26.74,100.0,1,124.25,0,0,1,0,0.0,0,1,0,0
260088,2013,2,1,1,0,0.0,55.56,0,49.26,86.67,48.15,6.67,1,62.29,1,0,0,0,2.44,0,1,0,0
260093,2013,8,1,1,0,23.44,1.78,0,33.0,53.74,55.74,42.96,1,25.83,0,0,0,0,0.0,0,1,0,1
260097,2013,2,3,1,0,0.0,0.0,0,34.89,77.04,57.78,70.52,1,45.98,0,0,0,0,0.0,1,0,1,0
260097,2013,5,3,2,0,0.0,0.0,0,53.56,43.33,28.89,16.59,1,48.86,0,0,0,0,0.0,1,0,1,0
260097,2013,8,3,3,0,0.0,0.0,0,26.0,120.37,57.78,16.59,1,30.02,0,0,0,0,0.0,1,0,1,0
260109,2013,2,2,1,1,0.0,47.56,0,21.48,115.56,77.04,24.67,0,92.55,0,0,0,0,0.0,0,1,1,0
260109,2013,5,2,2,1,0.0,10.33,0,17.78,67.41,57.78,24.67,0,94.47,0,0,0,0,0.0,0,1,1,0
260135,2013,3,2,1,0,0.0,0.0,1,47.96,108.33,7.22,38.52,0,171.62,0,0,0,0,0.0,0,1,0,1
260135,2013,6,2,2,0,0.0,0.0,1,40.33,106.3,14.44,12.04,0,171.62,0,0,0,0,0.0,0,1,0,1
260136,2013,9,1,1,1,0.0,1.85,0,17.22,24.07,4.81,10.96,0,50.0,1,0,0,0,0.0,0,0,0,0
260146,2013,6,1,1,0,7.78,0.0,0,110.0,48.15,38.52,172.37,1,77.5,1,0,0,0,0.0,0,1,0,0
260166,2013,3,3,1,0,0.0,2.37,0,0.0,43.33,0.0,7.33,1,20.34,0,0,1,0,16.67,0,1,0,0
260166,2013,6,3,2,0,0.0,3.41,0,0.0,48.15,0.0,0.11,1,16.67,0,0,1,0,0.0,0,1,0,0
260166,2013,9,3,3,0,0.0,5.56,0,0.0,31.3,9.63,0.0,1,53.73,0,0,1,0,0.0,0,1,0,0
260171,2013,6,1,1,1,0.0,27.11,0,9.67,57.78,0.0,91.74,0,114.61,0,0,0,0,0.0,0,0,1,0
260183,2013,3,2,1,1,0.0,0.19,0,0.0,72.22,0.0,245.0,0,20.83,0,0,0,0,0.0,0,1,0,1
260183,2013,6,2,2,1,0.0,0.0,0,0.0,48.15,0.0,120.26,0,30.7,0,0,0,0,0.0,0,1,0,1
260204,2013,3,1,1,1,13.33,31.22,0,16.07,60.19,48.15,7.11,0,137.34,1,0,0,0,2.52,0,1,0,0
260212,2013,3,1,1,0,0.0,22.22,0,16.41,23.59,33.7,155.56,1,139.39,1,0,0,0,0.0,0,0,0,0
260229,2013,3,1,1,0,6.67,17.41,0,8.11,50.56,19.26,16.67,1,68.2,1,0,0,0,0.37,0,1,0,0
260272,2013,3,3,1,0,0.0,0.0,0,28.07,50.56,14.44,27.22,1,48.67,0,0,0,0,6.56,0,1,0,1
260272,2013,6,3,2,0,0.0,4.11,0,12.22,42.37,28.89,25.0,1,48.67,0,0,0,0,0.0,0,1,0,1
260272,2013,9,3,3,0,1.0,5.89,0,12.22,43.33,16.22,25.0,1,45.0,0,0,0,0,0.0,0,1,0,1
260276,2013,3,1,1,0,5.56,0.0,0,38.22,26.48,12.04,444.32,1,69.4,1,0,0,1,1.11,0,0,0,0
260294,2013,3,3,1,1,0.0,0.0,0,114.26,52.96,12.04,22.22,0,95.25,1,0,0,0,18.0,0,1,0,0
260294,2013,6,3,2,1,0.0,0.0,0,18.89,57.07,24.07,0.0,0,83.18,1,0,0,0,0.0,0,1,0,0
