state,state_nm,year,vote,margin,d,bin,margin2,margin3,margin4
21,Illinois,1986,53.2685089111,31.3834705353,1,32.5,984.9222412109,30910.27734375,970071.8125
21,Illinois,1990,56.0852470398,30.1368026733,1,32.5,908.2268676758,27371.0546875,824876.0625
21,Illinois,1992,47.4674186707,10.2113571167,1,12.5,104.271812439,1064.7567138672,10872.611328125
21,Illinois,1996,60.3342666626,15.4139432907,1,17.5,237.5896453857,3662.193359375,56448.83984375
21,Illinois,1998,69.9687271118,-2.9044957161,0,-2.5,8.4360952377,-24.5026035309,71.1677017212
21,Illinois,2002,67.8409500122,22.3141994476,1,22.5,497.9234924316,11110.7646484375,247927.8125
22,Indiana,1926,55.5678138733,-1.0800033808,0,-2.5,1.1664073467,-1.2597237825,1.3605059385
22,Indiana,1928,51.4576721191,-11.1809616089,0,-12.5,125.0139007568,-1397.7756347656,15628.4755859375
22,Indiana,1932,49.8413848877,13.3037204742,1,12.5,176.9889831543,2354.6118164063,31325.09765625
22,Indiana,1934,49.1296958923,3.980574131,1,2.5,15.8449707031,63.0720787048,251.063079834
22,Indiana,1940,43.3630142212,-1.3218045235,0,-2.5,1.7471672297,-2.3094134331,3.0525932312
22,Indiana,1944,46.3510284424,-1.3154387474,0,-2.5,1.7303791046,-2.2762076855,2.9942119122
22,Indiana,1946,46.8198242188,-11.5420131683,0,-12.5,133.2180633545,-1537.6047363281,17747.052734375
22,Indiana,1950,44.3883514404,-6.4600286484,0,-7.5,41.7319717407,-269.5897216797,1741.5573730469
22,Indiana,1952,56.455821991,-5.623298645,0,-7.5,31.6214885712,-177.8170623779,999.9184570313
22,Indiana,1956,50.3039970398,-10.8188657761,0,-12.5,117.0478591919,-1266.3250732422,13700.201171875
22,Indiana,1958,54.3343849182,14.0323104858,1,12.5,196.9057312012,2763.0424804688,38771.87109375
22,Indiana,1962,51.6510009766,0.6079882383,1,2.5,0.3696497083,0.2247426659,0.1366409063
22,Indiana,1964,50.1232376099,9.0028581619,1,7.5,81.0514526367,729.6947631836,6569.3383789063
22,Indiana,1968,50.7290420532,3.5012602806,1,2.5,12.2588233948,42.921333313,150.2787475586
22,Indiana,1970,40.4627494812,0.2464771271,1,2.5,0.0607509725,0.0149737252,0.003690681
22,Indiana,1974,46.2142066956,4.2871026993,1,2.5,18.3792495728,78.7937316895,337.7968139648
22,Indiana,1976,45.5844345093,-18.2992515564,0,-17.5,334.8626098633,-6127.7348632813,112132.96875
22,Indiana,1980,38.5097198486,-7.5715899467,0,-7.5,57.3289756775,-434.071472168,3286.611328125
22,Indiana,1982,31.8571453094,-8.2486152649,0,-7.5,68.0396575928,-561.2329101563,4629.39453125
22,Indiana,1988,30.5006980896,-36.2857093811,0,-37.5,1316.6527099609,-47775.67578125,1733574.375
22,Indiana,1992,63.7185707092,-16.6328868866,0,-17.5,276.652923584,-4601.5366210938,76536.84375
22,Indiana,1994,31.8511161804,-36.8513717651,0,-37.5,1358.0235595703,-50045.03125,1844228.125
22,Indiana,1998,61.6487808228,28.9252872467,1,27.5,836.6722412109,24200.984375,700020.4375
22,Indiana,2000,0.0,-34.7132110596,0,-32.5,1205.0070800781,-41829.6640625,1452041.875
22,Indiana,2004,39.9990005493,24.4236469269,1,22.5,596.5145263672,14569.060546875,355829.59375
23,Michigan,1924,20.9058532715,-49.6509132385,0,-47.5,2465.2131347656,-122400.0859375,6077276.0
23,Michigan,1928,47.0245170593,-44.1435890198,0,-42.5,1948.6564941406,-86020.6875,3797262.0
23,Michigan,1934,46.9789428711,-4.2995424271,0,-2.5,18.4860649109,-79.4816207886,341.734588623
23,Michigan,1936,47.1942062378,11.4845094681,1,12.5,131.893951416,1514.7374267578,17396.015625
23,Michigan,1940,31.9958362579,-5.6672277451,0,-7.5,32.1174697876,-182.0170135498,1031.5318603516
23,Michigan,1942,48.5102767944,-2.3577957153,0,-2.5,5.5592007637,-13.1074590683,30.9047107697
23,Michigan,1948,50.7520370483,-2.173858881,0,-2.5,4.7256622314,-10.2729234695,22.3318862915
23,Michigan,1952,53.5720405579,-1.592835784,0,-2.5,2.5371258259,-4.0412249565,6.4370074272
23,Michigan,1954,51.7310676575,1.8243789673,1,2.5,3.3283586502,6.0721874237,11.0779714584
23,Michigan,1958,64.3818969727,7.4836997986,1,7.5,56.0057640076,419.1303100586,3136.6455078125
23,Michigan,1964,66.826133728,29.0372905731,1,27.5,843.1642456055,24483.205078125,710925.9375
23,Michigan,1966,46.2928504944,-12.0542049408,0,-12.5,145.3038635254,-1751.5224609375,21113.2109375
23,Michigan,1970,52.4550933838,33.9454040527,1,32.5,1152.2904052734,39114.96484375,1327773.25
23,Michigan,1972,52.1385955811,-5.9844284058,0,-7.5,35.8133850098,-214.3226318359,1282.5983886719
23,Michigan,1976,57.7354774475,5.6133718491,1,7.5,31.5099430084,176.8770294189,992.8765258789
23,Michigan,1978,51.7661209106,4.2867512703,1,2.5,18.3762359619,78.7743530273,337.6860656738
23,Michigan,1982,60.3786125183,16.8820533752,1,17.5,285.0037231445,4811.4482421875,81227.125
23,Michigan,1984,57.4792633057,4.6077280045,1,2.5,21.2311573029,97.8274002075,450.7620544434
23,Michigan,1988,42.7471389771,21.9238243103,1,22.5,480.654083252,10537.775390625,231028.34375
23,Michigan,1990,58.3573226929,16.2491321564,1,17.5,264.0343017578,4290.328125,69714.109375
23,Michigan,1994,49.4747543335,-9.128320694,0,-7.5,83.3262405396,-760.6286010742,6943.2622070313
23,Michigan,1996,60.6085014343,18.4881896973,1,17.5,341.8131713867,6319.5063476563,116836.234375
23,Michigan,2000,56.9099769592,1.6138195992,1,2.5,2.6044137478,4.2030539513,6.7829709053
23,Michigan,2002,62.6649627686,22.723033905,1,22.5,516.3362426758,11732.7265625,266603.15625
24,Ohio,1922,39.0744590759,-3.1784563065,0,-2.5,10.1025848389,-32.110622406,102.062210083
24,Ohio,1928,59.9483375549,-21.6598720551,0,-22.5,469.1500549316,-10161.73046875,220101.78125
24,Ohio,1932,46.3613395691,6.6427650452,1,7.5,44.1263275146,293.1208190918,1947.1328125
24,Ohio,1934,47.6272659302,20.5340614319,1,22.5,421.6476745605,8658.1396484375,177786.765625
24,Ohio,1938,49.7027359009,-7.2773218155,0,-7.5,52.9594116211,-385.4026794434,2804.6994628906
24,Ohio,1944,42.4620857239,-0.5945295095,0,-2.5,0.3534653485,-0.2101455778,0.1249377429
24,Ohio,1946,45.4153938293,-14.6680650711,0,-12.5,215.152130127,-3155.8654785156,46290.44140625
24,Ohio,1952,52.4609680176,-9.1692123413,0,-7.5,84.0744552612,-770.8965454102,7068.5141601563
24,Ohio,1956,61.5608825684,5.7773113251,1,7.5,33.3773269653,192.8312072754,1114.0458984375
24,Ohio,1958,50.2196502686,4.9219369888,1,2.5,24.2254638672,119.2362060547,586.8731079102
24,Ohio,1962,48.466293335,23.121761322,1,22.5,534.6158447266,12361.259765625,285814.09375
24,Ohio,1964,47.4494476318,0.4393011332,1,2.5,0.19298549,0.084778741,0.037243396
24,Ohio,1970,49.5104446411,-2.2346496582,0,-2.5,4.9936590195,-11.159078598,24.936630249
24,Ohio,1974,68.8000411987,33.8912506104,1,32.5,1148.6168212891,38928.0625,1319320.75
24,Ohio,1976,56.6569862366,2.9928743839,1,2.5,8.9572973251,26.8080654144,80.2331695557
24,Ohio,1980,62.4508132935,40.5504875183,1,42.5,1644.3420410156,66678.875,2703860.75
24,Ohio,1982,56.9743232727,15.5200328827,1,17.5,240.8714141846,3738.3322753906,58019.04296875
24,Ohio,1986,50.9896354675,24.9044513702,1,22.5,620.2316894531,15446.5302734375,384687.34375
24,Ohio,1988,39.227771759,13.9521093369,1,12.5,194.6613616943,2715.9365234375,37893.04296875
24,Ohio,1992,43.5341110229,8.6800813675,1,7.5,75.3438110352,653.9904174805,5676.6899414063
24,Ohio,1994,35.8538398743,-14.2088890076,0,-12.5,201.8925323486,-2868.6684570313,40760.59375
24,Ohio,1998,36.1440849304,-12.9256067276,0,-12.5,167.0713043213,-2159.498046875,27912.822265625
24,Ohio,2000,56.1641349792,-24.0614528656,0,-22.5,578.9534912109,-13930.462890625,335187.15625
24,Ohio,2004,39.4038887024,-27.7063694,0,-27.5,767.6428833008,-21268.59765625,589275.625
25,Wisconsin,1926,56.9783630371,-42.8230400085,0,-42.5,1833.8127441406,-78529.4375,3362869.25
25,Wisconsin,1928,24.2360019684,-85.5664215088,0,-87.5,7321.6123046875,-626484.1875,53606008.0
25,Wisconsin,1932,24.7440280914,20.7814006805,1,22.5,431.866607666,8974.79296875,186508.765625
25,Wisconsin,1934,13.2040481567,-28.6878757477,0,-27.5,822.9942016602,-23609.955078125,677319.5
25,Wisconsin,1938,42.7535133362,-22.9112854004,0,-22.5,524.9270019531,-12026.751953125,275548.34375
25,Wisconsin,1940,37.4094352722,-32.2140159607,0,-32.5,1037.7427978516,-33429.86328125,1076910.125
25,Wisconsin,1944,46.1920661926,-7.7499985695,0,-7.5,60.0624771118,-465.4841308594,3607.5012207031
25,Wisconsin,1946,45.5654754639,-23.8673591614,0,-22.5,569.6508178711,-13596.0615234375,324502.0625
25,Wisconsin,1950,41.2247619629,-7.145026207,0,-7.5,51.051399231,-364.7635803223,2606.2453613281
25,Wisconsin,1956,52.5598182678,-17.3702507019,0,-17.5,301.7256164551,-5241.0493164063,91038.34375
25,Wisconsin,1958,53.2934494019,14.4006967545,1,12.5,207.380065918,2986.4174804688,43006.4921875
25,Wisconsin,1962,61.692855835,5.3561120033,1,7.5,28.6879348755,153.6557922363,822.9976806641
25,Wisconsin,1964,70.8340835571,6.6853017807,1,7.5,44.6932601929,298.7879333496,1997.4874267578
25,Wisconsin,1968,61.7509841919,23.3869228363,1,22.5,546.9481811523,12791.4345703125,299152.28125
25,Wisconsin,1970,72.1880111694,42.3571281433,1,42.5,1794.1263427734,75994.0390625,3218889.25
25,Wisconsin,1974,48.3388977051,25.9586715698,1,27.5,673.8526000977,17492.318359375,454077.375
25,Wisconsin,1976,63.6455078125,45.2188796997,1,47.5,2044.7470703125,92461.171875,4180990.75
25,Wisconsin,1980,47.39585495,-1.8520981073,0,-2.5,3.430267334,-6.3531918526,11.7667341232
25,Wisconsin,1982,52.0537872314,29.5120773315,1,27.5,870.9627075195,25703.91796875,758576.0625
25,Wisconsin,1986,52.5701332092,-3.4797012806,0,-2.5,12.1083211899,-42.1333389282,146.6114349365
25,Wisconsin,1988,58.2936706543,4.528429985,1,2.5,20.5066776276,92.8630523682,420.5238342285
25,Wisconsin,1992,50.5475234985,6.5602779388,1,7.5,43.0372467041,282.3363037109,1852.2045898438
25,Wisconsin,1994,61.5427894592,17.6078224182,1,17.5,310.0354003906,5459.0483398438,96121.953125
25,Wisconsin,1998,55.3504829407,2.1459670067,1,2.5,4.6051745415,9.8825521469,21.2076320648
25,Wisconsin,2000,67.3065567017,24.5068378448,1,22.5,600.5850830078,14718.44140625,360702.46875
25,Wisconsin,2004,47.0199165344,11.2387418747,1,12.5,126.3093185425,1419.5578613281,15954.0439453125
31,Iowa,1926,54.8556556702,-13.2019996643,0,-12.5,174.2928009033,-2301.0134277344,30377.978515625
31,Iowa,1930,50.4843482971,-13.2525415421,0,-12.5,175.6298522949,-2327.5419921875,30845.84765625
31,Iowa,1936,41.7053184509,3.360912323,1,2.5,11.2957315445,37.9639625549,127.5935516357
31,Iowa,1938,48.3733444214,0.3372043371,1,2.5,0.1137067676,0.0383424126,0.0129292281
31,Iowa,1942,57.7987861633,-16.2669563293,0,-17.5,264.613861084,-4304.4624023438,70020.5
31,Iowa,1944,44.7007255554,-2.9102535248,0,-2.5,8.469575882000001,-24.6486129761,71.7337112427
31,Iowa,1948,47.5257720947,16.2381076813,1,17.5,263.6761474609,4281.6015625,69525.109375
31,Iowa,1950,46.0826950073,-10.1158618927,0,-12.5,102.3306655884,-1035.1628417969,10471.564453125
31,Iowa,1954,48.0872383118,-4.68481493,0,-2.5,21.9474906921,-102.8199310303,481.6923522949
31,Iowa,1956,46.6111183167,-7.8346104622,0,-7.5,61.3811225891,-480.8971862793,3767.6420898438
31,Iowa,1960,37.7977294922,-3.8255214691,0,-2.5,14.634614944500001,-55.9850311279,214.1719360352
31,Iowa,1962,50.2483177185,-6.7777633667,0,-7.5,45.9380760193,-311.357421875,2110.3068847656
31,Iowa,1966,55.0667991638,-23.1167221069,0,-22.5,534.3828125,-12353.1796875,285565.03125
31,Iowa,1968,52.0421867371,0.5607068539,1,2.5,0.3143921793,0.1762818545,0.098842442
31,Iowa,1972,47.906879425,10.9788389206,1,12.5,120.53490448,1323.3332519531,14528.6630859375
31,Iowa,1974,45.5387229919,4.7665090561,1,2.5,22.7196083069,108.29322052,516.1806030273
31,Iowa,1978,55.4562568665,-3.2173485756,0,-2.5,10.3513317108,-33.3038444519,107.1500701904
31,Iowa,1980,33.5746536255,-7.9456806183,0,-7.5,63.1338386536,-501.6413269043,3985.8818359375
31,Iowa,1984,54.4727134705,11.7971715927,1,12.5,139.1732635498,1641.8508300781,19369.1953125
31,Iowa,1986,27.2002048492,-32.4609031677,0,-32.5,1053.7102050781,-34204.38671875,1110305.25
31,Iowa,1990,51.8086624146,9.0561065674,1,7.5,82.0130691528,742.7190551758,6726.1430664063
31,Iowa,1992,30.4933929443,-42.4141235352,0,-42.5,1798.9578857422,-76301.21875,3236249.5
31,Iowa,1996,54.177646637,5.0944623947,1,7.5,25.953546524,132.2193756104,673.5866088867
31,Iowa,1998,27.877040863,-37.9183807373,0,-37.5,1437.8035888672,-54519.18359375,2067279.125
31,Iowa,2002,62.6557846069,10.3986473083,1,12.5,108.1318664551,1124.4251708984,11692.5
31,Iowa,2004,33.3033180237,-42.3065261841,0,-42.5,1789.8421630859,-75722.0078125,3203535.0
32,Kansas,1924,38.9069061279,-44.8731384277,0,-42.5,2013.5985107422,-90356.484375,4054579.25
32,Kansas,1930,48.4135322571,-22.1861934662,0,-22.5,492.2271728516,-10920.6474609375,242287.59375
32,Kansas,1932,43.7797203064,3.6344707012,1,2.5,13.2093772888,48.0090942383,174.4876556396
32,Kansas,1936,40.3002662659,-2.5858938694,0,-2.5,6.6868472099,-17.2914772034,44.713924408
32,Kansas,1938,40.653465271,-12.4273004532,0,-12.5,154.437789917,-1919.2448730469,23851.033203125
32,Kansas,1942,42.7152137756,-16.8132095337,0,-17.5,282.6840209961,-4752.8256835938,79910.25
32,Kansas,1948,41.8363494873,-12.2043638229,0,-12.5,148.9465026855,-1817.7972412109,22185.05859375
32,Kansas,1950,40.463722229,-10.4207010269,0,-12.5,108.5910110474,-1131.5944824219,11792.0078125
32,Kansas,1954,43.7653045654,-14.4918861389,0,-12.5,210.0147705078,-3043.5100097656,44106.19921875
32,Kansas,1956,35.9399719238,-17.4344482422,0,-17.5,303.9599914551,-5299.3745117188,92391.671875
32,Kansas,1962,38.6632232666,-26.4965496063,0,-27.5,702.0671386719,-18602.357421875,492898.28125
32,Kansas,1966,22.0203094482,-6.9791226387,0,-7.5,48.708152771,-339.9401855469,2372.4841308594
32,Kansas,1968,49.1483230591,-21.4176273346,0,-22.5,458.7147521973,-9824.58203125,210419.234375
32,Kansas,1972,42.4125862122,-50.6543655396,0,-52.5,2565.8647460938,-129972.25,6583662.0
32,Kansas,1974,36.2392501831,-1.7033487558,0,-2.5,2.9013969898,-4.9420909882,8.4181041718
32,Kansas,1978,21.2358627319,-11.4513244629,0,-12.5,131.1328277588,-1501.6446533203,17195.8203125
32,Kansas,1980,29.9507255554,-27.5214939117,0,-27.5,757.4326171875,-20845.677734375,573704.1875
32,Kansas,1984,26.3951206207,-54.7528991699,0,-52.5,2997.8798828125,-164142.625,8987284.0
32,Kansas,1986,31.0289802551,-40.0985488892,0,-42.5,1607.8936767578,-64474.19921875,2585322.0
32,Kansas,1990,34.4369468689,-47.2097549438,0,-47.5,2228.7609863281,-105219.2578125,4967375.5
32,Kansas,1996,0.0,-27.5869064331,0,-27.5,761.0374145508,-20994.66796875,579177.9375
32,Kansas,1998,27.487241745,-33.6783332825,0,-32.5,1134.2301025391,-38198.98046875,1286478.0
32,Kansas,2002,36.4584655762,-82.5223693848,0,-82.5,6809.94140625,-561972.5,46375304.0
32,Kansas,2004,26.3785476685,-41.6755371094,0,-42.5,1736.8503417969,-72384.171875,3016649.25
33,Minnesota,1922,0.0,-29.203754425,0,-27.5,852.8592529297,-24906.693359375,727368.9375
33,Minnesota,1924,36.1270217896,-40.7083511353,0,-42.5,1657.1697998047,-67460.6484375,2746212.0
33,Minnesota,1928,29.1995582581,-66.2920684814,0,-67.5,4394.6381835938,-291329.65625,19312846.0
33,Minnesota,1934,20.5570602417,-21.7800254822,0,-22.5,474.3695068359,-10331.7802734375,225026.4375
33,Minnesota,1940,39.7755432129,-32.4397583008,0,-32.5,1052.337890625,-34137.5859375,1107415.125
33,Minnesota,1942,59.9296760559,-36.566318512,0,-37.5,1337.095703125,-48892.6640625,1787824.75
33,Minnesota,1946,42.5257987976,-19.1474952698,0,-17.5,366.6265869141,-7019.98046875,134415.046875
33,Minnesota,1948,56.384552002,20.2664165497,1,22.5,410.7276306152,8323.9775390625,168697.1875
33,Minnesota,1952,52.90259552,-14.1008615494,0,-12.5,198.8342895508,-2803.7348632813,39535.078125
33,Minnesota,1954,57.5315933228,14.2739982605,1,12.5,203.7470245361,2908.2846679688,41512.8515625
33,Minnesota,1958,60.3370666504,6.2750072479,1,7.5,39.3757171631,247.082901001,1550.4470214844
33,Minnesota,1964,57.7524719238,21.0825328827,1,22.5,444.4732055664,9370.62109375,197556.421875
33,Minnesota,1966,56.6702079773,8.7281494141,1,7.5,76.1805953979,664.9155883789,5803.482421875
33,Minnesota,1970,67.5050354004,16.1354751587,1,17.5,260.3535461426,4200.9282226563,67783.9765625
33,Minnesota,1978,41.2818984985,-19.2211589813,0,-17.5,369.4529418945,-7101.3139648438,136495.484375
33,Minnesota,1982,40.9208717346,-6.8640084267,0,-7.5,47.1146125793,-323.3950805664,2219.7866210938
33,Minnesota,1984,50.4411697388,-16.8004951477,0,-17.5,282.2566223145,-4742.0512695313,79668.8125
33,Minnesota,1988,44.0999069214,-18.1582565308,0,-17.5,329.7222900391,-5987.181640625,108716.78125
33,Minnesota,1990,50.3189086914,0.8823364973,1,2.5,0.7785177231,0.6869145632,0.6060898304
33,Minnesota,1994,48.8341903687,-4.9518613815,0,-2.5,24.5209312439,-121.4242553711,601.2760620117
33,Minnesota,2000,58.0563468933,5.5415539742,1,7.5,30.708820343,170.1745910645,943.0316772461
33,Minnesota,2002,42.3633117676,-2.1933019161,0,-2.5,4.810573101,-10.5510396957,23.1416149139
34,Missouri,1922,47.8812713623,3.5589158535,1,2.5,12.6658821106,45.0768089294,160.4245605469
34,Missouri,1928,59.544921875,-4.0329694748,0,-2.5,16.2648429871,-65.5956115723,264.5451049805
34,Missouri,1932,60.6906166077,27.3248977661,1,27.5,746.6500244141,20402.13671875,557486.25
34,Missouri,1934,51.1691513062,19.832118988,1,17.5,393.3129577637,7800.2290039063,154695.078125
34,Missouri,1938,49.8929595947,21.5416946411,1,22.5,464.0446166992,9996.3076171875,215337.390625
34,Missouri,1944,53.5882606506,-0.1155465841,0,-2.5,0.013351013,-0.001542664,0.0001782496
34,Missouri,1946,53.9865379333,-5.6167988777,0,-7.5,31.5484294891,-177.2011871338,995.3034057617
34,Missouri,1950,56.4100494385,7.2359113693,1,7.5,52.3584136963,378.8608398438,2741.4035644531
34,Missouri,1952,66.450553894,8.0484418869,1,7.5,64.7774200439,521.3572998047,4196.1137695313
34,Missouri,1958,66.5528564453,32.9011077881,1,32.5,1082.4829101563,35614.88671875,1171769.25
34,Missouri,1962,51.019744873,9.1305522919,1,7.5,83.3669815063,761.1866455078,6950.0541992188
34,Missouri,1964,51.0495262146,33.1057052612,1,32.5,1095.9876708984,36283.4453125,1201189.125
34,Missouri,1968,60.0695266724,2.0394921303,1,2.5,4.1595282555,8.4833250046,17.3016738892
34,Missouri,1970,42.4961090088,2.9229402542,1,2.5,8.5435800552,24.9723739624,72.9927520752
34,Missouri,1974,52.001750946,20.7900352478,1,22.5,432.2255554199,8985.984375,186818.9375
34,Missouri,1976,49.1492500305,-14.4425029755,0,-12.5,208.5858917236,-3012.5024414063,43508.07421875
34,Missouri,1980,47.357421875,4.3279857635,1,2.5,18.7314605713,81.0694961548,350.8676147461
34,Missouri,1982,31.7501659393,-1.7004609108,0,-2.5,2.8915672302,-4.9169969559,8.361161232
34,Missouri,1986,44.9258918762,-5.2789926529,0,-7.5,27.8677635193,-147.1137237549,776.6122436523
34,Missouri,1988,35.6989059448,-35.9508094788,0,-37.5,1292.4606933594,-46465.0078125,1670454.625
34,Missouri,1992,43.7711219788,-6.9613513947,0,-7.5,48.4604148865,-337.3499755859,2348.4116210938
34,Missouri,1994,50.4665908813,-24.0238933563,0,-22.5,577.1474609375,-13865.3291015625,333099.1875
34,Missouri,1998,42.7970809937,-8.9048652649,0,-7.5,79.29662323,-706.125793457,6287.9545898438
34,Missouri,2004,39.1566810608,-13.2954387665,0,-12.5,176.7686920166,-2350.2172851563,31247.169921875
35,Nebraska,1922,38.7208747864,-18.5934181213,0,-17.5,345.7152099609,-6428.02734375,119519.0
35,Nebraska,1924,39.7415351868,-24.833524704,0,-22.5,616.7039794922,-15314.9326171875,380323.75
35,Nebraska,1930,18.3599357605,-17.0937232971,0,-17.5,292.1953735352,-4994.70703125,85378.140625
35,Nebraska,1934,41.4914970398,12.4254522324,1,12.5,154.3918609619,1918.388671875,23836.84765625
35,Nebraska,1936,22.0330963135,-25.4602642059,0,-27.5,648.2250366211,-16503.98046875,420195.71875
35,Nebraska,1940,29.1809310913,-15.5122098923,0,-17.5,240.6286621094,-3732.6821289063,57902.1484375
35,Nebraska,1942,43.2977676392,-26.9469642639,0,-27.5,726.1388549805,-19567.23828125,527277.6875
35,Nebraska,1946,27.8274440765,-41.6381378174,0,-42.5,1733.7344970703,-72189.4765625,3005835.5
35,Nebraska,1954,41.0696907043,-22.1419448853,0,-22.5,490.2657165527,-10855.4365234375,240360.484375
35,Nebraska,1958,38.6234664917,-11.2787160873,0,-12.5,127.2094345093,-1434.7591552734,16182.2412109375
35,Nebraska,1960,38.8273506165,-17.8606243134,0,-17.5,319.0018920898,-5697.5732421875,101762.2109375
35,Nebraska,1964,47.428565979,-22.7488079071,0,-22.5,517.5082397461,-11772.6962890625,267814.8125
35,Nebraska,1966,46.7694969177,-22.3453006744,0,-22.5,499.3124694824,-11157.287109375,249312.9375
35,Nebraska,1970,52.8905639648,-5.057674408,0,-7.5,25.5800704956,-129.3756713867,654.3400268555
35,Nebraska,1972,67.6168365479,-6.3173146248,0,-7.5,39.9084625244,-252.1143188477,1592.685546875
35,Nebraska,1976,66.590675354,5.8183760643,1,7.5,33.8535003662,196.9723968506,1146.0594482422
35,Nebraska,1978,51.9358444214,35.2915267944,1,37.5,1245.4918212891,43955.30859375,1551250.0
35,Nebraska,1984,58.9024047852,3.9192171097,1,2.5,15.3602628708,60.2002029419,235.9376678467
35,Nebraska,1988,54.7814674377,15.0431241989,1,17.5,226.2955932617,3404.1926269531,51209.69140625
35,Nebraska,1990,41.6531600952,17.9792766571,1,17.5,323.2543945313,5811.8798828125,104493.3984375
35,Nebraska,1994,51.0002250671,9.7770214081,1,7.5,95.5901489258,934.5869140625,9137.4765625
35,Nebraska,1996,14.6371335983,-14.4844264984,0,-12.5,209.798614502,-3038.8125,44015.45703125
35,Nebraska,2000,63.8827934265,2.1853299141,1,2.5,4.7756667137,10.4364080429,22.8069934845
35,Nebraska,2002,40.0569839478,-68.1250305176,0,-67.5,4641.0200195313,-316169.625,21539064.0
36,North Dakota,1922,19.3464546204,-4.5660972595,0,-2.5,20.8492450714,-95.1996765137,434.6909790039
36,North Dakota,1926,27.4471130371,-64.0716705322,0,-62.5,4105.1791992188,-263025.6875,16852494.0
36,North Dakota,1928,40.2442932129,-60.2878799438,0,-62.5,3634.6284179688,-219124.046875,13210524.0
36,North Dakota,1932,7.3127174377,-44.878490448,0,-42.5,2014.0788574219,-90388.8203125,4056513.75
36,North Dakota,1934,26.4470787048,-17.9995117188,0,-17.5,323.982421875,-5831.525390625,104964.609375
36,North Dakota,1938,45.1958465576,-42.811920166,0,-42.5,1832.8604736328,-78468.28125,3359377.75
36,North Dakota,1940,23.1996231079,-11.6622056961,0,-12.5,136.0070343018,-1586.1420898438,18497.916015625
36,North Dakota,1946,23.2555294037,-30.1374969482,0,-32.5,908.268737793,-27372.9453125,824952.0625
36,North Dakota,1950,36.0086174011,-35.1881980896,0,-37.5,1238.2092285156,-43570.35546875,1533162.25
36,North Dakota,1952,41.4845962524,-43.0933456421,0,-42.5,1857.0364990234,-80025.9140625,3448584.25
36,North Dakota,1956,39.3461990356,-27.5990047455,0,-27.5,761.705078125,-21022.30078125,580194.625
36,North Dakota,1962,33.704372406,-21.3076076508,0,-22.5,454.0141296387,-9673.955078125,206128.84375
36,North Dakota,1964,61.2675361633,15.2862548828,1,17.5,233.6695861816,3571.9328613281,54601.4765625
36,North Dakota,1968,48.3452911377,-30.925951004,0,-32.5,956.4144287109,-29578.025390625,914728.5625
36,North Dakota,1970,62.0966415405,23.4664802551,1,22.5,550.6757202148,12922.419921875,303243.71875
36,North Dakota,1974,28.9562664032,-0.0789284706,0,-2.5,0.0062297033,-0.000491701,3.88092e-05
36,North Dakota,1976,62.8171386719,25.5442256927,1,27.5,652.5074462891,16667.798828125,425766.0
36,North Dakota,1980,49.8038063049,-41.3299598694,0,-42.5,1708.1655273438,-70598.4140625,2917829.75
36,North Dakota,1982,59.4456558228,28.7920303345,1,27.5,828.9810180664,23868.046875,687209.5
36,North Dakota,1992,63.1553535461,20.1294898987,1,22.5,405.1963500977,8156.3959960938,164184.09375
36,North Dakota,1994,61.372543335,15.96596241,1,17.5,254.9119567871,4069.9147949219,64980.10546875
36,North Dakota,1998,68.2799301147,27.9970741272,1,27.5,783.8361816406,21945.119140625,614399.125
36,North Dakota,2000,68.8263244629,22.7450885773,1,22.5,517.339050293,11766.9228515625,267639.6875
36,North Dakota,2004,22.1743469238,36.5598526001,1,37.5,1336.6228027344,48866.734375,1786560.625
37,South Dakota,1924,51.6322479248,-12.9717054367,0,-12.5,168.2651367188,-2182.6857910156,28313.158203125
37,South Dakota,1926,44.5709190369,-26.2425327301,0,-27.5,688.6705322266,-18072.458984375,474267.09375
37,South Dakota,1930,48.8322410583,3.2644987106,1,2.5,10.6569519043,34.789604187,113.5706253052
37,South Dakota,1936,41.258140564,2.0870566368,1,2.5,4.355805397,9.0908126831,18.9730415344
37,South Dakota,1938,36.1398506165,-4.9125165939,0,-2.5,24.1328201294,-118.5528717041,582.3929443359
37,South Dakota,1944,36.0802345276,-27.7203044891,0,-27.5,768.4152832031,-21300.705078125,590462.0625
37,South Dakota,1948,42.7046165466,-18.6692085266,0,-17.5,348.5393371582,-6506.9536132813,121479.6796875
37,South Dakota,1950,49.2051544189,-27.8395290375,0,-27.5,775.0393676758,-21576.73046875,600686.0625
37,South Dakota,1954,47.557636261,-14.5907640457,0,-12.5,212.8903961182,-3106.2336425781,45322.3203125
37,South Dakota,1960,33.7163124084,-4.8847227097,0,-2.5,23.8605155945,-116.5520019531,569.32421875
37,South Dakota,1962,56.7896347046,0.234746933,1,2.5,0.055106122,0.0129359933,0.0030366848
37,South Dakota,1966,57.0434036255,-32.5673789978,0,-32.5,1060.6341552734,-34542.07421875,1124944.875
37,South Dakota,1968,53.0431976318,13.5792703629,1,12.5,184.3965911865,2503.9709472656,34002.1015625
37,South Dakota,1972,33.1640586853,14.086807251,1,12.5,198.4381408691,2795.3598632813,39377.6953125
37,South Dakota,1974,39.3974533081,6.086400032,1,7.5,37.0442657471,225.466217041,1372.2775878906
